buy_date,code,name,Market,buy_price,alloc,sell_date,sell_close,ret_180d,peak_180d,rank,combo,set,YYYYMM
2021-01-04,058610,에스피지,KOSDAQ,9400.0,1000000.0,2021-09-24,11200.0,19.14893617021276,48.93617021276595,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-01
2021-01-07,122640,예스티,KOSDAQ,10950.0,1000000.0,2021-09-29,12850.0,17.351598173515992,60.73059360730593,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-01
2021-01-12,037460,삼지전자,KOSDAQ,13400.0,1000000.0,2021-10-05,11700.0,-12.686567164179108,28.73134328358209,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-01
2021-01-13,009520,포스코엠텍,KOSDAQ,5110.0,1000000.0,2021-10-06,7100.0,38.94324853228963,142.66144814090018,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-01
2021-01-18,189300,인텔리안테크,KOSDAQ,59324.0,1000000.0,2021-10-12,68056.0,14.719169307531521,52.26215359719506,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-01
2021-01-22,015750,성우하이텍,KOSDAQ,8530.0,1000000.0,2021-10-18,6190.0,-27.432590855803053,4.689331770222749,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-01
2021-01-25,108490,로보티즈,KOSDAQ,19281.0,1000000.0,2021-10-19,12513.0,-35.1019138011514,4.548519267672835,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-01
2021-01-26,031330,에스에이엠티,KOSDAQ,2905.0,1000000.0,2021-10-20,5370.0,84.85370051635113,130.29259896729775,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-01
2021-01-29,053610,프로텍,KOSDAQ,36800.0,1000000.0,2021-10-25,25700.0,-30.163043478260864,4.891304347826098,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-01
2021-02-02,052400,코나아이,KOSDAQ,28400.0,1000000.0,2021-10-27,33450.0,17.781690140845075,75.0,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-02
2021-02-05,232140,와이씨,KOSDAQ,7370.0,1000000.0,2021-11-01,5380.0,-27.00135685210312,7.327001356852114,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-02
2021-02-08,052400,코나아이,KOSDAQ,33400.0,1000000.0,2021-11-02,34250.0,2.5449101796407136,48.80239520958083,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-02
2021-02-15,095610,테스,KOSDAQ,32750.0,1000000.0,2021-11-05,26650.0,-18.62595419847328,15.114503816793889,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-02
2021-02-17,033160,엠케이전자,KOSDAQ,13000.0,1000000.0,2021-11-09,18450.0,41.92307692307693,113.46153846153845,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-02
2021-09-27,225570,넥슨게임즈,KOSDAQ,14100.0,1000000.0,2022-06-21,15550.0,10.283687943262422,121.63120567375887,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-09
2021-10-05,225570,넥슨게임즈,KOSDAQ,14950.0,1000000.0,2022-06-28,16550.0,10.702341137123739,109.03010033444818,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-10
2021-10-06,101490,에스앤에스텍,KOSDAQ,37000.0,1000000.0,2022-06-29,20000.0,-45.945945945945944,5.405405405405395,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-10
2021-10-13,121600,나노신소재,KOSDAQ,47250.0,1000000.0,2022-07-05,71200.0,50.68783068783069,110.15873015873017,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-10
2021-10-15,036830,솔브레인홀딩스,KOSDAQ,42900.0,1000000.0,2022-07-07,19400.0,-54.77855477855478,9.906759906759909,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-10
2021-10-20,035900,JYP Ent.,KOSDAQ,48950.0,1000000.0,2022-07-12,52400.0,7.04800817160367,35.240040858018396,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-10
2021-10-22,053800,안랩,KOSDAQ,78200.0,1000000.0,2022-07-14,90500.0,15.728900255754485,179.41176470588235,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-10
2021-10-26,035900,JYP Ent.,KOSDAQ,53400.0,1000000.0,2022-07-18,55100.0,3.183520599250933,23.97003745318351,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-10
2021-10-28,298380,에이비엘바이오,KOSDAQ,25000.0,1000000.0,2022-07-20,25100.0,0.40000000000000036,39.19999999999999,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-10
2021-11-03,121600,나노신소재,KOSDAQ,48200.0,1000000.0,2022-07-26,80100.0,66.1825726141079,106.01659751037343,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-11
2021-11-05,121600,나노신소재,KOSDAQ,51000.0,1000000.0,2022-07-28,82900.0,62.549019607843135,94.70588235294117,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-11
2021-11-09,009520,포스코엠텍,KOSDAQ,9060.0,1000000.0,2022-08-01,6200.0,-31.56732891832229,-0.3311258278145712,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-11
2021-11-11,060250,NHN KCP,KOSDAQ,39191.0,1000000.0,2022-08-03,13450.0,-65.68089612411012,4.051950702967511,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-11
2021-11-15,368770,파이버프로,KOSDAQ,2860.0,1000000.0,2022-08-05,4475.0,56.46853146853146,147.90209790209792,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-11
2021-11-16,036930,주성엔지니어링,KOSDAQ,14300.0,1000000.0,2022-08-08,15900.0,11.188811188811187,98.6013986013986,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-11
2021-11-17,032190,다우데이타,KOSDAQ,15500.0,1000000.0,2022-08-09,11600.0,-25.161290322580644,0.6451612903225712,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-11
2021-11-18,094170,동운아나텍,KOSDAQ,7222.0,1000000.0,2022-08-10,7696.0,6.563278870119071,33.20409858764886,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2021-11
2022-06-21,033500,동성화인텍,KOSDAQ,11700.0,1000000.0,2023-03-13,10510.0,-10.170940170940169,21.36752136752136,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2022-06
2022-06-28,033100,제룡전기,KOSDAQ,6900.0,1000000.0,2023-03-20,12160.0,76.23188405797102,91.73913043478261,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2022-06
2022-06-29,033500,동성화인텍,KOSDAQ,11850.0,1000000.0,2023-03-21,10740.0,-9.367088607594942,19.831223628691987,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2022-06
2022-07-07,007390,네이처셀,KOSDAQ,19100.0,1000000.0,2023-03-29,14990.0,-21.51832460732984,48.16753926701571,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2022-07
2022-07-08,033100,제룡전기,KOSDAQ,6980.0,1000000.0,2023-03-30,12250.0,75.50143266475644,89.54154727793697,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2022-07
2022-07-12,145020,휴젤,KOSDAQ,120100.0,1000000.0,2023-04-03,126900.0,5.661948376353032,38.634471273938374,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2022-07
2022-07-14,007390,네이처셀,KOSDAQ,21350.0,1000000.0,2023-04-05,21700.0,1.6393442622950838,32.5526932084309,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2022-07
2022-07-19,052020,에스티큐브,KOSDAQ,11231.0,1000000.0,2023-04-10,18136.0,61.48161339150566,133.60341910782654,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2022-07
2022-07-21,027360,아주IB투자,KOSDAQ,3375.0,1000000.0,2023-04-12,2355.0,-30.222222222222218,8.444444444444454,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2022-07
2022-07-27,214370,케어젠,KOSDAQ,27480.0,1000000.0,2023-04-18,44200.0,60.84425036390102,77.9475982532751,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2022-07
2022-07-28,009520,포스코엠텍,KOSDAQ,6180.0,1000000.0,2023-04-19,31300.0,406.4724919093851,540.7766990291262,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2022-07
2022-08-02,277810,레인보우로보틱스,KOSDAQ,29300.0,1000000.0,2023-04-24,101100.0,245.05119453924914,411.94539249146754,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2022-08
2022-08-03,009520,포스코엠텍,KOSDAQ,7140.0,1000000.0,2023-04-25,25300.0,254.34173669467785,454.62184873949576,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2022-08
2022-08-05,237690,에스티팜,KOSDAQ,113700.0,1000000.0,2023-04-27,78600.0,-30.87071240105541,3.2541776605101047,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2022-08
2022-08-08,082920,비츠로셀,KOSDAQ,6787.0,1000000.0,2023-04-28,8947.0,31.82554884337705,62.089288345366136,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2022-08
2022-08-09,010170,대한광통신,KOSDAQ,2673.0,1000000.0,2023-05-02,1681.0,-37.11185933408155,11.148522259633364,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2022-08
2022-08-10,023160,태광,KOSDAQ,16350.0,1000000.0,2023-05-03,18060.0,10.45871559633027,23.547400611620795,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2022-08
2022-08-12,277810,레인보우로보틱스,KOSDAQ,31100.0,1000000.0,2023-05-08,102900.0,230.86816720257235,382.3151125401929,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2022-08
2023-03-13,065350,신성델타테크,KOSDAQ,12210.0,1000000.0,2023-12-04,39400.0,222.68632268632268,470.02457002457004,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-03
2023-03-20,403870,HPSP,KOSDAQ,23200.0,1000000.0,2023-12-11,44000.0,89.65517241379311,111.63793103448273,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-03
2023-03-21,225570,넥슨게임즈,KOSDAQ,16700.0,1000000.0,2023-12-12,16070.0,-3.772455089820359,50.89820359281436,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-03
2023-03-29,348370,엔켐,KOSDAQ,78300.0,1000000.0,2023-12-20,78200.0,-0.12771392081737387,20.434227330779066,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-03
2023-03-30,319400,현대무벡스,KOSDAQ,3800.0,1000000.0,2023-12-21,3400.0,-10.526315789473683,38.68421052631579,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-03
2023-03-31,007390,네이처셀,KOSDAQ,18000.0,1000000.0,2023-12-22,7890.0,-56.166666666666664,41.66666666666667,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-03
2023-04-03,126340,비나텍,KOSDAQ,54949.0,1000000.0,2023-12-26,42296.0,-23.02680667528072,43.64228648383046,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-04
2023-04-05,036830,솔브레인홀딩스,KOSDAQ,34000.0,1000000.0,2023-12-28,44350.0,30.44117647058824,45.58823529411764,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-04
2023-04-11,252990,샘씨엔에스,KOSDAQ,5630.0,1000000.0,2024-01-05,5770.0,2.48667850799289,37.4777975133215,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-04
2023-04-14,950160,코오롱티슈진,KOSDAQ,10990.0,1000000.0,2024-01-10,10530.0,-4.185623293903551,2.91173794358508,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-04
2023-04-18,389470,인벤티지랩,KOSDAQ,11880.0,1000000.0,2024-01-12,15400.0,29.629629629629626,175.6734006734007,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-04
2023-04-21,126340,비나텍,KOSDAQ,72825.0,1000000.0,2024-01-17,41276.0,-43.321661517336075,8.38311019567457,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-04
2023-04-25,368770,파이버프로,KOSDAQ,4135.0,1000000.0,2024-01-19,3630.0,-12.212817412333731,30.35066505441355,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-04
2023-05-02,237690,에스티팜,KOSDAQ,90000.0,1000000.0,2024-01-25,61200.0,-31.999999999999996,3.44444444444445,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-05
2023-05-08,023160,태광,KOSDAQ,18850.0,1000000.0,2024-01-30,12680.0,-32.73209549071618,20.15915119363396,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-05
2023-05-09,336570,원텍,KOSDAQ,7770.0,1000000.0,2024-01-31,7880.0,1.4157014157014203,94.46589446589446,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-05
2023-05-15,241710,코스메카코리아,KOSDAQ,16450.0,1000000.0,2024-02-06,38200.0,132.21884498480244,156.838905775076,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-05
2023-05-18,046890,서울반도체,KOSDAQ,12000.0,1000000.0,2024-02-13,10630.0,-11.416666666666664,20.333333333333336,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-05
2023-05-19,095340,ISC,KOSDAQ,47250.0,1000000.0,2024-02-14,74500.0,57.67195767195767,147.4074074074074,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-05
2023-05-22,092190,서울바이오시스,KOSDAQ,6730.0,1000000.0,2024-02-15,3810.0,-43.38781575037147,5.20059435364042,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-05
2023-05-23,028300,HLB,KOSDAQ,35815.0,1000000.0,2024-02-16,68600.0,91.5398576015636,118.90269440178697,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-05
2023-05-26,005290,동진쎄미켐,KOSDAQ,38700.0,1000000.0,2024-02-21,38200.0,-1.2919896640826822,16.020671834625322,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-05
2023-05-30,348210,넥스틴,KOSDAQ,73500.0,1000000.0,2024-02-22,72000.0,-2.0408163265306145,25.17006802721089,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-05
2023-05-31,183300,코미코,KOSDAQ,52100.0,1000000.0,2024-02-23,58500.0,12.284069097888683,32.24568138195778,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-05
2023-06-02,122640,예스티,KOSDAQ,11500.0,1000000.0,2024-02-27,22300.0,93.91304347826086,131.30434782608694,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-06
2023-06-09,174900,앱클론,KOSDAQ,23700.0,1000000.0,2024-03-05,21100.0,-10.970464135021096,-1.6877637130801704,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-06
2023-06-12,053610,프로텍,KOSDAQ,41400.0,1000000.0,2024-03-06,52600.0,27.053140096618367,71.256038647343,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-06
2023-06-13,077360,덕산하이메탈,KOSDAQ,7000.0,1000000.0,2024-03-07,6830.0,-2.4285714285714244,52.0,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-06
2023-06-15,222800,심텍,KOSDAQ,34450.0,1000000.0,2024-03-11,29200.0,-15.239477503628452,25.108853410740206,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-06
2023-06-16,089030,테크윙,KOSDAQ,8000.0,1000000.0,2024-03-12,26850.0,235.62500000000003,250.0,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-06
2023-06-19,087010,펩트론,KOSDAQ,8751.0,1000000.0,2024-03-13,24858.0,184.05896468974973,422.1460404525197,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-06
2023-12-04,124500,아이티센글로벌,KOSDAQ,5380.0,1000000.0,2024-08-28,4600.0,-14.498141263940523,144.42379182156137,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-12
2023-12-05,096530,씨젠,KOSDAQ,26250.0,1000000.0,2024-08-29,25950.0,-1.1428571428571455,36.952380952380956,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-12
2023-12-06,080220,제주반도체,KOSDAQ,8450.0,1000000.0,2024-08-30,13770.0,62.9585798816568,356.2130177514793,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-12
2023-12-12,060370,LS마린솔루션,KOSDAQ,10628.0,1000000.0,2024-09-05,15139.0,42.4444862627023,105.21264584117426,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-12
2023-12-13,027360,아주IB투자,KOSDAQ,2755.0,1000000.0,2024-09-06,1947.0,-29.32849364791289,32.486388384754996,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-12
2023-12-14,232140,와이씨,KOSDAQ,4480.0,1000000.0,2024-09-09,11890.0,165.40178571428572,412.27678571428567,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-12
2023-12-20,083450,GST,KOSDAQ,13405.0,1000000.0,2024-09-13,15250.0,13.763521074226027,129.92167101827675,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-12
2023-12-21,397030,에이프릴바이오,KOSDAQ,13110.0,1000000.0,2024-09-19,22950.0,75.05720823798627,94.88939740655988,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-12
2023-12-27,397030,에이프릴바이오,KOSDAQ,15900.0,1000000.0,2024-09-24,23850.0,50.0,60.691823899371066,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-12
2023-12-28,174900,앱클론,KOSDAQ,14820.0,1000000.0,2024-09-25,14550.0,-1.8218623481781382,49.46018893387314,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2023-12
2024-01-08,019210,와이지-원,KOSDAQ,6010.0,1000000.0,2024-10-04,5330.0,-11.314475873544094,12.312811980033267,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-01
2024-01-11,950160,코오롱티슈진,KOSDAQ,11690.0,1000000.0,2024-10-10,15190.0,29.940119760479035,86.4841745081266,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-01
2024-01-12,090360,로보스타,KOSDAQ,33700.0,1000000.0,2024-10-11,22600.0,-32.93768545994066,17.210682492581597,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-01
2024-01-19,090710,휴림로봇,KOSDAQ,4000.0,1000000.0,2024-10-18,1341.0,-66.475,2.4250000000000105,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-01
2024-01-22,046890,서울반도체,KOSDAQ,11480.0,1000000.0,2024-10-21,9280.0,-19.163763066202087,3.2229965156794327,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-01
2024-01-25,033160,엠케이전자,KOSDAQ,13620.0,1000000.0,2024-10-24,8470.0,-37.81204111600588,10.13215859030836,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-01
2024-02-06,036830,솔브레인홀딩스,KOSDAQ,53700.0,1000000.0,2024-11-05,50000.0,-6.8901303538175025,73.55679702048417,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-02
2024-02-08,033160,엠케이전자,KOSDAQ,12940.0,1000000.0,2024-11-07,7750.0,-40.108191653786704,15.919629057187024,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-02
2024-02-13,033160,엠케이전자,KOSDAQ,13350.0,1000000.0,2024-11-08,7710.0,-42.247191011235955,12.35955056179776,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-02
2024-02-20,145020,휴젤,KOSDAQ,181400.0,1000000.0,2024-11-15,276000.0,52.14994487320838,79.71334068357221,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-02
2024-02-21,161580,필옵틱스,KOSDAQ,12110.0,1000000.0,2024-11-18,16600.0,37.076796036333604,211.72584640792732,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-02
2024-02-22,376300,디어유,KOSDAQ,38000.0,1000000.0,2024-11-19,39450.0,3.815789473684217,7.105263157894748,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-02
2024-02-26,174900,앱클론,KOSDAQ,15420.0,1000000.0,2024-11-21,14010.0,-9.143968871595332,43.64461738002594,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-02
2024-02-27,043260,성호전자,KOSDAQ,1583.0,1000000.0,2024-11-22,1193.0,-24.636765634870493,54.453569172457364,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-02
2024-02-28,348210,넥스틴,KOSDAQ,74800.0,1000000.0,2024-11-25,55900.0,-25.267379679144387,4.144385026737973,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-02
2024-02-29,240810,원익IPS,KOSDAQ,32800.0,1000000.0,2024-11-26,24250.0,-26.067073170731703,36.737804878048784,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-02
2024-03-04,059090,미코,KOSDAQ,10650.0,1000000.0,2024-11-27,8050.0,-24.4131455399061,86.47887323943661,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-03
2024-03-05,053610,프로텍,KOSDAQ,52800.0,1000000.0,2024-11-28,23600.0,-55.3030303030303,6.6287878787878896,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-03
2024-03-06,298380,에이비엘바이오,KOSDAQ,27300.0,1000000.0,2024-11-29,27200.0,-0.366300366300365,58.6080586080586,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-03
2024-03-08,237690,에스티팜,KOSDAQ,77500.0,1000000.0,2024-12-03,90000.0,16.129032258064523,55.87096774193547,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-03
2024-03-11,083650,비에이치아이,KOSDAQ,9240.0,1000000.0,2024-12-04,14680.0,58.87445887445888,115.5844155844156,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-03
2024-03-12,032820,우리기술,KOSDAQ,1477.0,1000000.0,2024-12-05,1912.0,29.451591062965466,123.42586323628977,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-03
2024-03-13,171090,선익시스템,KOSDAQ,36750.0,1000000.0,2024-12-06,42950.0,16.870748299319736,105.44217687074831,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-03
2024-03-14,171090,선익시스템,KOSDAQ,46050.0,1000000.0,2024-12-09,38300.0,-16.829533116178062,63.95222584147666,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-03
2024-03-18,214430,아이쓰리시스템,KOSDAQ,37800.0,1000000.0,2024-12-11,38850.0,2.777777777777768,35.44973544973544,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-03
2024-03-19,214430,아이쓰리시스템,KOSDAQ,41450.0,1000000.0,2024-12-12,38900.0,-6.151990349819059,23.522316043425807,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-03
2024-03-20,240810,원익IPS,KOSDAQ,37400.0,1000000.0,2024-12-13,22400.0,-40.106951871657756,19.919786096256686,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-03
2024-03-25,043260,성호전자,KOSDAQ,1900.0,1000000.0,2024-12-18,1190.0,-37.36842105263158,28.68421052631578,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-03
2024-03-26,043260,성호전자,KOSDAQ,2150.0,1000000.0,2024-12-19,1191.0,-44.604651162790695,13.720930232558137,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-03
2024-03-27,007390,네이처셀,KOSDAQ,10180.0,1000000.0,2024-12-20,20050.0,96.95481335952849,174.55795677799605,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-03
2024-08-28,048410,현대바이오,KOSDAQ,10153.0,1000000.0,2025-05-30,5530.0,-45.53333989953708,-1.1720673692504624,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-08
2024-08-29,085660,차바이오텍,KOSDAQ,16441.0,1000000.0,2025-06-02,9870.0,-39.96715528252539,3.758895444316046,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-08
2024-08-30,195940,HK이노엔,KOSDAQ,48000.0,1000000.0,2025-06-04,41250.0,-14.0625,8.333333333333325,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-08
2024-09-06,226950,올릭스,KOSDAQ,17060.0,1000000.0,2025-06-12,47000.0,175.49824150058618,275.1465416178195,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-09
2024-09-09,389470,인벤티지랩,KOSDAQ,16330.0,1000000.0,2025-06-13,40900.0,150.45927740355177,273.5456215554195,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-09
2024-09-10,389470,인벤티지랩,KOSDAQ,18890.0,1000000.0,2025-06-16,43500.0,130.28057173107464,222.92218104817363,1,F10_KOSDAQ만__S10_랜덤,FULL_daily_1,2024-09
