Date,Code,Name,Market,Score,Close,preset,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,valid,vol_ratio,candle_pct,cum_5d_gain,upper_wick_ratio,rs_ratio,longterm_ma_breakouts,ma3,ma5,ma10,is_first_pullback,pullback_quality,cup_and_handle_detected,inverse_hns_detected,gap_support_detected,peak_180d,ret_180d,sell_date,sell_close,Amount,past_60,past_120,past_240,slope60,slope120,pos_252_high,drawdown60,new_high_252,vol20,vol60,range60_pct,range120_pct,days_since_52w_low,days_since_52w_high,pos_60_high,pos_120_high,pos_240_high,past_5d,past_20,runup60,For_5d,For_20d,Inst_5d,Inst_20d,PER_num,PBR_num,외인소진율_num,pre_5d_max_high_ratio,pre_5d_min_low_ratio,pre_5d_vol_trend,pre_10d_max_high_ratio,pre_10d_drawdown,pre_20d_vol_ratio,gap_up_count_5d,long_red_count_5d,long_red_in_10d,consecutive_red_max,Year,is_loser,is_sw,is_100,is_50,p_loss,p_sw,p_100plus,p_50plus,p_30plus,p_10plus,SuperScore,window,_pct,_bin_p_sw,_bin_p_100plus,_bin_p_50plus,_bin_p_30plus,_bin_p_10plus,_bin_p_loss,매출_YoY,영업이익_YoY,영업이익률_변화,PER,PBR,영업이익률,성장그룹,_매출bin
2025-06-02,032500,케이엠더블유,KOSDAQ,40.09,11060.0,pullback,0.0,77.0,0.0,100,25.9,0.0,0,100.0,0,42.6,0,70,True,5.7,-2.12,32.46,0.0,1.048,,10423.33,9628.0,9033.0,True,보통 조정,True,False,False,96.20253164556962,69.07775768535262,2026-02-27,18700.0,9909173820.0,38.596491228070185,39.29471032745593,-25.270270270270267,0.3739507859640912,0.3739507859640912,-34.400948991696325,-3.1523642732048995,0,6.933436475600087,4.722986894114957,69.18518518518518,69.18518518518518,266,376,-34.400948991696325,-34.400948991696325,-34.400948991696325,3.2163742690058488,12.865497076023397,38.596491228070185,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2025,0,0,0,1,0.1821670758475319,0.2318874138108469,0.3937402190923317,0.4302980049248706,0.5116737705247352,0.8222031647878794,1.8307142846211732,2025,1.0,"(0.2, 0.25]","(0.3, 0.4]","(0.4, 0.5]","(0.5, 0.6]","(0.8, 0.85]","(0.15, 0.2]",-12.687312687312687,27.662957074721778,10.75,-9.06,2.43,-52.06,📉 매출감소,"(-13.876, -0.187]"
2025-06-04,006800,미래에셋증권,KOSPI,55.21,17613.0,default,30.0,73.0,77.8,100,71.3,0.0,0,100.0,0,91.0,0,70,True,5.3,10.56,32.01,0.24,1.209,,16215.67,15703.2,14587.2,False,보통 조정,True,False,False,336.9840458752059,276.4946346448646,2026-03-03,66312.0,223570492209.0,92.7024070021882,94.40397350993376,141.3400931762127,0.941042949359444,0.941042949359444,-2.2640253038122227,-2.2640253038122227,0,6.304467264139575,4.349526942075473,115.22751701898962,115.22751701898962,303,0,-2.2640253038122227,-2.2640253038122227,-2.2640253038122227,7.725200583515683,30.900802334062732,92.7024070021882,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2025,0,1,1,1,0.2721393388051472,0.2911466730701062,0.6487891737891737,0.8318840579710146,0.8319584867394271,0.9468127574637958,2.768777754484452,2025,1.0,"(0.25, 0.3]","(0.5, 1.0]","(0.8, 0.9]","(0.8, 0.9]","(0.9, 0.95]","(0.25, 0.3]",9.26333474155802,128.042226487524,2.78,6.55,0.39,5.34,📈 안정 성장,"(-0.187, 11.589]"
2025-06-05,100790,미래에셋벤처투자,KOSDAQ,53.84,6350.0,default,30.0,91.5,41.0,100,73.1,0.0,0,82.0,0,48.5,0,70,True,7.15,4.1,32.71,0.88,1.064,,5833.33,5458.0,5104.5,False,가짜 눌림,True,False,False,332.2834645669292,178.74015748031496,2026-03-04,17700.0,9730028800.0,33.96624472573839,33.26337880377754,13.595706618962431,0.1853772967940368,0.1853772967940368,-12.894375857338824,-3.34855403348554,0,4.900870185288607,4.021061309215095,57.55395683453237,57.55395683453237,57,203,-12.894375857338824,-12.894375857338824,-12.894375857338824,2.8305203938115326,11.32208157524613,33.96624472573839,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2025,0,1,1,1,0.2330487563019472,0.2525838009280761,0.5082701336222463,0.6070241255709093,0.7036085261390479,0.8850622319356517,2.187337128549941,2025,1.0,"(0.25, 0.3]","(0.5, 1.0]","(0.6, 0.7]","(0.7, 0.8]","(0.85, 0.9]","(0.2, 0.25]",7.788018433179723,-50.78369905956113,-8.0,28.61,0.69,6.71,⚠️ 매출만↑/이익↓,"(-0.187, 11.589]"
2025-06-09,100790,미래에셋벤처투자,KOSDAQ,54.55,6780.0,default,30.0,100.0,0.0,100,73.2,0.0,0,100.0,0,73.3,0,70,True,14.24,-7.12,38.65,0.42,1.136,,6410.0,5836.0,5298.5,True,가짜 눌림,False,False,False,304.86725663716817,214.15929203539827,2026-03-05,21300.0,27671844540.0,43.34038054968288,43.492063492063494,19.3661971830986,0.2458777661943525,0.2458777661943525,-9.840425531914898,-9.840425531914898,0,5.02927637196884,4.093915672702764,80.3357314148681,80.3357314148681,61,0,-9.840425531914898,-9.840425531914898,-9.840425531914898,3.61169837914024,14.44679351656096,43.34038054968288,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2025,0,1,1,1,0.2685222838043546,0.4048757559680315,0.5193812447333573,0.6467153858947278,0.7308990287111524,0.8850622319356517,2.9042898037885365,2025,1.0,"(0.4, 0.5]","(0.5, 1.0]","(0.6, 0.7]","(0.7, 0.8]","(0.85, 0.9]","(0.25, 0.3]",7.788018433179723,-50.78369905956113,-8.0,28.61,0.69,6.71,⚠️ 매출만↑/이익↓,"(-0.187, 11.589]"
2025-06-10,347700,스피어,KOSDAQ,44.89,9490.0,pullback,0.0,27.5,60.6,50,0.0,98.7,80,33.7,0,20.7,25,70,True,1.65,7.11,0.32,0.14,0.842,,9163.33,9242.0,9451.0,True,가짜 눌림,False,False,False,469.0200210748156,387.881981032666,2026-03-06,46300.0,6728931950.0,29.29155313351499,143.95886889460155,417.73049645390074,0.6384446565269758,0.6384446565269758,-16.4612676056338,-16.4612676056338,0,4.780275660419616,4.7766777494522366,90.28475711892796,90.28475711892796,351,20,-16.4612676056338,-16.4612676056338,-16.4612676056338,2.4409627611262494,9.763851044504998,29.29155313351499,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2025,0,1,1,1,0.1337339561023771,0.2318874138108469,0.4416666666666666,0.4317817691204991,0.6203417338513105,0.894203835380306,2.073350303200936,2025,1.0,"(0.2, 0.25]","(0.4, 0.5]","(0.4, 0.5]","(0.6, 0.7]","(0.85, 0.9]","(0.1, 0.15]",4923.529411764705,267.032967032967,567.25,8.05,5.38,17.77,🚀 매출+영업이익 폭발,"(29.526, 4923.529]"
2025-06-11,100790,미래에셋벤처투자,KOSDAQ,47.34,7200.0,pullback,30.0,45.5,70.5,100,10.4,0.0,0,100.0,0,84.6,0,70,True,2.73,9.09,42.57,0.03,1.182,,6896.67,6628.0,5746.5,True,보통 조정,False,False,False,281.25,189.58333333333337,2026-03-09,20850.0,10239638400.0,52.2198731501057,67.05336426914153,22.033898305084755,0.3692745207376375,0.3692745207376375,-4.255319148936165,-4.255319148936165,0,5.195877601658264,4.187026438280516,80.3357314148681,80.3357314148681,63,2,-4.255319148936165,-4.255319148936165,-4.255319148936165,4.3516560958421415,17.406624383368566,52.2198731501057,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2025,0,1,1,1,0.2398915859438824,0.3727324842333822,0.6008627262148388,0.7579166308879793,0.7784564908846123,0.8850622319356517,3.103629746652921,2025,1.0,"(0.3, 0.4]","(0.5, 1.0]","(0.7, 0.8]","(0.7, 0.8]","(0.85, 0.9]","(0.2, 0.25]",7.788018433179723,-50.78369905956113,-8.0,28.61,0.69,6.71,⚠️ 매출만↑/이익↓,"(-0.187, 11.589]"
2025-06-12,003530,한화투자증권,KOSPI,59.09,6350.0,default,30.0,79.7,98.1,100,83.0,0.0,0,100.0,0,100.0,0,70,True,5.97,14.62,32.57,0.56,1.405,,5780.0,5502.0,4982.0,True,보통 조정,True,False,False,62.20472440944882,13.858267716535444,2026-03-10,7230.0,114759327250.0,84.86171761280931,71.39001349527665,87.8698224852071,0.8244938909860068,0.8244938909860068,-6.617647058823528,-6.617647058823528,0,4.815571924767889,3.5124437409626292,133.67697594501718,133.67697594501718,311,0,-6.617647058823528,-6.617647058823528,-6.617647058823528,7.071809801067443,28.28723920426977,84.86171761280931,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2025,0,0,0,1,0.2776435469863466,0.4092818547813666,0.5979898292074458,0.753701032762656,0.8719100605893059,0.9344065492203998,3.163159324125341,2025,1.0,"(0.4, 0.5]","(0.5, 1.0]","(0.7, 0.8]","(0.8, 0.9]","(0.9, 0.95]","(0.25, 0.3]",26.75469781615033,-87.3015873015873,-1.4400000000000002,18.95,0.43,0.16,⚠️ 매출만↑/이익↓,"(11.589, 29.526]"
2025-06-13,032820,우리기술,KOSDAQ,40.32,2725.0,pullback,30.0,37.6,10.3,100,3.9,21.9,0,73.1,0,91.2,0,50,True,2.25,2.06,19.52,4.45,1.209,,2566.67,2480.0,2354.5,False,보통 조정,False,False,False,764.2201834862385,733.0275229357799,2026-03-11,22700.0,183856897225.0,37.83510369246332,60.011743981209634,22.19730941704037,0.5077976428553952,0.5077976428553952,-17.42424242424242,-8.249158249158251,0,5.5524926560796395,4.244788736190725,104.40467997247076,104.40467997247076,65,330,-17.42424242424242,-17.42424242424242,-17.42424242424242,3.152925307705277,12.611701230821106,37.83510369246332,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2025,0,1,1,1,0.2120745300539213,0.2318874138108469,0.3925925925925926,0.4302980049248706,0.5498158417947626,0.8213854639701785,1.738696669002527,2025,1.0,"(0.2, 0.25]","(0.3, 0.4]","(0.4, 0.5]","(0.5, 0.6]","(0.8, 0.85]","(0.2, 0.25]",12.81645569620253,-91.04477611940298,-9.790000000000001,-73.11,2.41,0.78,⚠️ 매출만↑/이익↓,"(11.589, 29.526]"
2025-06-16,032820,우리기술,KOSDAQ,61.47,3380.0,default,30.0,85.8,100.0,100,83.8,0.0,0,100.0,0,100.0,0,50,True,6.58,21.58,42.32,0.17,1.518,,2908.33,2681.0,2465.0,False,보통 조정,False,False,False,596.7455621301775,547.9289940828403,2026-03-12,21900.0,736044040420.0,73.33333333333334,94.2528735632184,52.941176470588225,0.6132852240121955,0.6132852240121955,-2.873563218390806,-2.873563218390806,0,7.339600584114743,5.202034224038438,139.50447350309705,139.50447350309705,68,0,-2.873563218390806,-2.873563218390806,-2.873563218390806,6.111111111111112,24.444444444444446,73.33333333333334,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2025,0,1,1,1,0.3881254269035497,0.4101977952043734,0.5997393024092053,0.6708951003410396,0.7784564908846123,0.8924271446043254,2.756986400470668,2025,1.0,"(0.4, 0.5]","(0.5, 1.0]","(0.6, 0.7]","(0.7, 0.8]","(0.85, 0.9]","(0.3, 0.4]",12.81645569620253,-91.04477611940298,-9.790000000000001,-73.11,2.41,0.78,⚠️ 매출만↑/이익↓,"(11.589, 29.526]"
2025-06-17,032820,우리기술,KOSDAQ,48.05,3600.0,default,30.0,59.1,12.8,100,73.4,0.0,0,100.0,0,100.0,0,40,True,3.91,2.56,54.84,3.83,1.429,,3235.0,2936.0,2604.0,False,가짜 눌림,False,False,False,593.0555555555555,579.1666666666667,2026-03-13,24450.0,616993750800.0,84.14322250639385,109.91253644314868,55.84415584415585,0.7265026474721527,0.7265026474721527,-8.745247148288971,-8.745247148288971,0,7.01926180616097,5.23995105953148,171.50722642807983,171.50722642807983,69,0,-8.745247148288971,-8.745247148288971,-8.745247148288971,7.011935208866155,28.04774083546462,84.14322250639385,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2025,0,1,1,1,0.3263577603966554,0.4101977952043734,0.5518128548348704,0.7203439096164793,0.8168355055147508,0.8858799327533525,2.8958853141181207,2025,1.0,"(0.4, 0.5]","(0.5, 1.0]","(0.7, 0.8]","(0.8, 0.9]","(0.85, 0.9]","(0.3, 0.4]",12.81645569620253,-91.04477611940298,-9.790000000000001,-73.11,2.41,0.78,⚠️ 매출만↑/이익↓,"(11.589, 29.526]"
2025-06-18,100790,미래에셋벤처투자,KOSDAQ,41.07,7110.0,pullback,0.0,9.4,30.4,100,0.0,100.0,0,52.9,0,92.3,0,70,True,0.57,3.04,-1.25,0.05,1.214,,7026.67,6978.0,6803.0,True,보통 조정,True,False,False,286.07594936708864,219.26863572433192,2026-03-16,22700.0,3042617850.0,48.27945776850886,31.666666666666664,14.677419354838705,0.6310934528176636,0.6310934528176636,-5.452127659574469,-5.452127659574469,0,5.416625122411247,4.31913742942802,80.3357314148681,80.3357314148681,70,9,-5.452127659574469,-5.452127659574469,-5.452127659574469,4.023288147375738,16.093152589502953,48.27945776850886,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2025,0,1,1,1,0.1396036785365068,0.3230608657437925,0.4537037037037037,0.433453737149208,0.5471807956814557,0.7774028154983661,2.5373544376660577,2025,1.0,"(0.3, 0.4]","(0.4, 0.5]","(0.4, 0.5]","(0.5, 0.6]","(0.7, 0.8]","(0.1, 0.15]",7.788018433179723,-50.78369905956113,-8.0,28.61,0.69,6.71,⚠️ 매출만↑/이익↓,"(-0.187, 11.589]"
2025-06-19,100790,미래에셋벤처투자,KOSDAQ,54.29,7890.0,default,30.0,57.8,54.5,100,74.9,56.7,0,66.7,0,100.0,0,70,True,3.78,5.91,10.81,0.18,1.317,,7316.67,7132.0,6982.0,False,보통 조정,True,False,False,247.9087452471483,189.60709759188848,2026-03-17,22850.0,23073800040.0,64.71816283924842,52.90697674418605,27.053140096618367,0.7012059201992369,0.7012059201992369,-1.0037641154328705,-1.0037641154328705,0,5.767185500230672,4.507781620899279,91.12709832134291,91.12709832134291,71,0,-1.0037641154328705,-1.0037641154328705,-1.0037641154328705,5.393180236604035,21.57272094641614,64.71816283924842,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2025,0,1,1,1,0.2702963562063507,0.6408450704225351,0.7228632478632478,0.7669653524492235,0.7784564908846123,0.8850622319356517,4.606028131669342,2025,1.0,"(0.5, 1.0]","(0.5, 1.0]","(0.7, 0.8]","(0.7, 0.8]","(0.85, 0.9]","(0.25, 0.3]",7.788018433179723,-50.78369905956113,-8.0,28.61,0.69,6.71,⚠️ 매출만↑/이익↓,"(-0.187, 11.589]"
2025-06-20,100790,미래에셋벤처투자,KOSDAQ,43.21,8000.0,pullback,30.0,16.2,0.0,100,70.4,21.7,0,62.5,0,100.0,0,70,True,0.97,0.0,19.58,0.0,1.337,,7666.67,7394.0,7147.0,False,보통 조정,True,False,False,243.125,200.625,2026-03-18,24050.0,7125280000.0,66.14745586708204,58.41584158415842,31.795716639209218,0.7696515149606431,0.7696515149606431,-1.2345679012345734,-1.2345679012345734,0,5.740528969151786,4.506116230007505,94.24460431654676,94.24460431654676,72,0,-1.2345679012345734,-1.2345679012345734,-1.2345679012345734,5.512287988923504,22.049151955694015,66.14745586708204,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2025,0,1,1,1,0.1484962406015037,0.4599562098863808,0.5231481481481481,0.5476069847305131,0.60634114297057,0.8600528012292719,3.4481956086542023,2025,1.0,"(0.4, 0.5]","(0.5, 1.0]","(0.5, 0.6]","(0.6, 0.7]","(0.85, 0.9]","(0.1, 0.15]",7.788018433179723,-50.78369905956113,-8.0,28.61,0.69,6.71,⚠️ 매출만↑/이익↓,"(-0.187, 11.589]"
2025-06-23,032500,케이엠더블유,KOSDAQ,40.36,13050.0,pullback,30.0,12.0,37.4,100,55.1,44.9,0,10.7,0,100.0,0,70,True,0.72,3.74,13.78,0.51,1.277,,12606.67,12304.0,11644.0,True,진짜 지지,False,False,False,144.82758620689654,123.75478927203064,2026-03-19,29200.0,3035834550.0,66.45408163265304,55.35714285714286,-0.2293577981651418,0.8863954264124909,0.8863954264124909,-17.405063291139243,-1.8058690744920949,0,7.078834732685042,4.811485895658056,96.88888888888889,96.88888888888889,287,378,-17.405063291139243,-17.405063291139243,-17.405063291139243,5.53784013605442,22.15136054421768,66.45408163265304,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2025,0,0,1,1,0.1376357560568087,0.4294294294294294,0.5972222222222222,0.5677989417989419,0.6513000057328502,0.8485920536767683,3.4964832652201077,2025,1.0,"(0.4, 0.5]","(0.5, 1.0]","(0.5, 0.6]","(0.6, 0.7]","(0.8, 0.85]","(0.1, 0.15]",-12.687312687312687,27.662957074721778,10.75,-9.06,2.43,-52.06,📉 매출감소,"(-13.876, -0.187]"
2025-06-24,010170,대한광통신,KOSDAQ,45.49,829.0,pullback,30.0,30.1,42.8,100,73.4,62.0,0,14.1,35,80.3,0,70,True,1.8,4.28,9.51,0.21,1.165,MA240,795.0,783.2,753.0,True,보통 조정,True,False,False,973.5826296743064,797.4668275030157,2026-03-20,7440.0,1530087787.0,69.52965235173825,12.789115646258509,-13.735691987513013,0.8424374539840151,0.8424374539840151,-30.042194092827003,-0.837320574162681,0,4.202961303227939,3.5586432749821375,91.30434782608695,91.30434782608695,96,350,-30.042194092827003,-30.042194092827003,-30.042194092827003,5.794137695978187,23.17655078391275,69.52965235173825,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2025,0,1,1,1,0.2712282892087522,0.2773419592653924,0.5082701336222463,0.5486297264519474,0.5969359154621762,0.839489984128227,2.1381949223971457,2025,1.0,"(0.25, 0.3]","(0.5, 1.0]","(0.5, 0.6]","(0.5, 0.6]","(0.8, 0.85]","(0.25, 0.3]",-15.307820299500833,-28.01724137931034,-6.5699999999999985,-1.22,1.68,-19.45,❌ 역성장,"(-58.927, -13.876]"
2025-06-26,032500,케이엠더블유,KOSDAQ,41.69,13890.0,pullback,30.0,13.5,21.3,100,72.3,42.7,0,4.0,0,100.0,0,85,True,0.81,2.13,14.32,0.03,1.351,,13443.33,13200.0,12435.0,True,진짜 지지,True,False,False,143.34053275737938,107.34341252699788,2026-03-24,28800.0,3975609690.0,79.45736434108528,73.40823970037454,5.1476154428463206,1.031170066177258,1.031170066177258,-9.452411994784873,-0.0719424460431605,0,7.04166706154917,4.77617800104496,105.92592592592594,105.92592592592594,290,379,-9.452411994784873,-9.452411994784873,-9.452411994784873,6.621447028423773,26.485788113695097,79.45736434108528,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2025,0,0,1,1,0.1212195873113643,0.4106868669125675,0.5972222222222222,0.5679708891771149,0.7185591199463209,0.890479195670284,3.452190906250304,2025,1.0,"(0.4, 0.5]","(0.5, 1.0]","(0.5, 0.6]","(0.7, 0.8]","(0.85, 0.9]","(0.1, 0.15]",-12.687312687312687,27.662957074721778,10.75,-9.06,2.43,-52.06,📉 매출감소,"(-13.876, -0.187]"
2025-06-27,032820,우리기술,KOSDAQ,41.37,4425.0,pullback,30.0,6.3,29.1,100,0.0,69.9,0,0.0,0,100.0,0,85,True,0.38,2.91,7.53,0.24,1.634,,4301.67,4317.0,4092.5,False,진짜 지지,True,False,False,582.4858757062148,484.180790960452,2026-03-25,25850.0,85987754925.0,150.8503401360544,163.39285714285717,111.72248803827748,1.634229033862308,1.634229033862308,-7.037815126050417,-7.037815126050417,0,6.864281186429595,5.616364454914011,227.59807295251204,227.59807295251204,79,7,-7.037815126050417,-7.037815126050417,-7.037815126050417,12.570861678004531,50.28344671201813,150.8503401360544,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2025,0,1,1,1,0.2159301206603005,0.3230608657437925,0.4752217005738132,0.6101139601139601,0.722484773232984,0.8882820366700743,2.5280713279996476,2025,1.0,"(0.3, 0.4]","(0.4, 0.5]","(0.6, 0.7]","(0.7, 0.8]","(0.85, 0.9]","(0.2, 0.25]",12.81645569620253,-91.04477611940298,-9.790000000000001,-73.11,2.41,0.78,⚠️ 매출만↑/이익↓,"(11.589, 29.526]"
2025-06-30,032820,우리기술,KOSDAQ,45.55,5000.0,pullback,30.0,12.3,56.3,100,75.0,38.1,0,0.0,0,100.0,0,85,True,0.74,6.27,15.47,0.54,1.797,,4540.0,4451.0,4254.5,False,진짜 지지,True,False,False,504.0,380.0,2026-03-26,24000.0,190679995000.0,176.5486725663717,201.93236714975848,145.7002457002457,1.736186887276938,1.736186887276938,-3.100775193798455,-3.100775193798455,0,7.162874903293556,5.769582728340845,255.12732278045425,255.12732278045425,82,0,-3.100775193798455,-3.100775193798455,-3.100775193798455,14.712389380530974,58.849557522123895,176.5486725663717,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2025,0,1,1,1,0.3697737521747659,0.5094559001201105,0.5997393024092053,0.8776803118908383,0.8719100605893059,0.9398683130193514,3.515117160785504,2025,1.0,"(0.5, 1.0]","(0.5, 1.0]","(0.8, 0.9]","(0.8, 0.9]","(0.9, 0.95]","(0.3, 0.4]",12.81645569620253,-91.04477611940298,-9.790000000000001,-73.11,2.41,0.78,⚠️ 매출만↑/이익↓,"(11.589, 29.526]"
2025-07-01,010170,대한광통신,KOSDAQ,49.41,989.0,default,30.0,43.9,61.3,100,73.9,22.8,0,71.8,35,76.8,0,70,True,2.63,7.27,19.3,0.25,1.151,MA480,929.33,896.6,839.9,True,보통 조정,True,False,False,901.0111223458038,840.3437815975733,2026-03-27,9300.0,3262817812.0,102.6639344262295,20.90464547677262,2.4870466321243567,1.0153701753545332,1.0153701753545332,-16.54008438818565,-1.6898608349900646,0,3.8904576688809978,3.797259445269562,130.20594965675056,130.20594965675056,103,357,-16.54008438818565,-16.54008438818565,-16.54008438818565,8.555327868852459,34.221311475409834,102.6639344262295,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2025,0,1,1,1,0.2418316180705972,0.3698373514015092,0.6350823045267489,0.5869064228601114,0.6886912656003354,0.8511924289702067,2.9807629347093636,2025,1.0,"(0.3, 0.4]","(0.5, 1.0]","(0.5, 0.6]","(0.6, 0.7]","(0.85, 0.9]","(0.2, 0.25]",-15.307820299500833,-28.01724137931034,-6.5699999999999985,-1.22,1.68,-19.45,❌ 역성장,"(-58.927, -13.876]"
2025-07-02,319400,현대무벡스,KOSDAQ,41.45,5480.0,pullback,30.0,20.8,20.5,100,18.3,83.3,0,50.8,0,79.8,0,70,True,1.25,2.05,4.18,0.73,1.163,,5376.67,5268.0,5141.0,True,보통 조정,True,False,False,819.7080291970802,353.46715328467155,2026-03-30,24850.0,7191102600.0,61.89069423929099,57.47126436781609,87.03071672354949,0.5345746251556954,0.5345746251556954,-3.690685413005268,-3.690685413005268,0,3.0939993697367605,2.8987862456889206,79.49526813880126,79.49526813880126,331,1,-3.690685413005268,-3.690685413005268,-3.690685413005268,5.157557853274249,20.630231413096997,61.89069423929099,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2025,0,1,1,1,0.1325453112687155,0.2318874138108469,0.2209616220372413,0.4143157262905162,0.5286613176684098,0.8213854639701785,1.618040105613087,2025,1.0,"(0.2, 0.25]","(0.2, 0.25]","(0.4, 0.5]","(0.5, 0.6]","(0.8, 0.85]","(0.1, 0.15]",27.483196415235252,500.0,5.65,14.8,2.24,7.2,🚀 매출+영업이익 폭발,"(11.589, 29.526]"
2025-07-03,290650,엘앤씨바이오,KOSDAQ,47.42,29500.0,pullback,0.0,27.2,59.4,75,0.0,59.7,80,0.0,0,23.1,25,85,True,1.63,6.88,10.07,0.39,0.862,,28150.0,28010.0,28165.0,False,진짜 지지,True,False,False,323.7288135593221,128.13559322033896,2026-03-31,67300.0,17134072000.0,47.50000000000001,8.856088560885599,21.399176954732503,0.7655806727627148,0.7655806727627148,-11.27819548872181,-11.27819548872181,0,3.929515239395657,4.350230433845087,79.82693347755544,79.82693347755544,230,38,-11.27819548872181,-11.27819548872181,-11.27819548872181,3.958333333333334,15.833333333333336,47.50000000000001,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2025,0,1,1,1,0.2439258873946105,0.1437969938995378,0.3362102537085603,0.546579063176111,0.784135345155016,0.8850622319356517,1.2062068779070891,2025,1.0,"(0.1, 0.15]","(0.3, 0.4]","(0.5, 0.6]","(0.7, 0.8]","(0.85, 0.9]","(0.2, 0.25]",9.256449165402124,-51.85185185185185,-6.96,3.86,1.95,5.37,⚠️ 매출만↑/이익↓,"(-0.187, 11.589]"
2025-07-04,290650,엘앤씨바이오,KOSDAQ,41.74,29750.0,pullback,0.0,26.6,1.7,75,0.0,72.7,80,0.0,0,28.3,0,70,True,1.59,0.34,6.82,13.0,0.904,,28983.33,28390.0,28220.0,True,보통 조정,True,False,False,320.1680672268908,135.29411764705884,2026-04-01,70000.0,17634520750.0,54.06525116519938,13.33333333333333,23.443983402489632,0.7573478157365308,0.7573478157365308,-10.526315789473683,-10.526315789473683,0,3.7998848941935544,4.3491594276842,79.82693347755544,79.82693347755544,231,39,-10.526315789473683,-10.526315789473683,-10.526315789473683,4.505437597099948,18.02175038839979,54.06525116519938,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2025,0,1,1,1,0.1484962406015037,0.1182215928689432,0.1751435284222844,0.3259481537050929,0.5055924648894122,0.7774028154983661,0.8218544530898667,2025,1.0,"(0.1, 0.15]","(0.15, 0.2]","(0.2, 0.4]","(0.5, 0.6]","(0.7, 0.8]","(0.1, 0.15]",9.256449165402124,-51.85185185185185,-6.96,3.86,1.95,5.37,⚠️ 매출만↑/이익↓,"(-0.187, 11.589]"
2025-07-07,290650,엘앤씨바이오,KOSDAQ,48.09,30700.0,pullback,0.0,23.9,49.6,100,0.0,57.5,80,0.0,0,36.3,0,70,True,1.43,4.96,10.63,0.1,0.969,,29983.33,28980.0,28390.0,True,보통 조정,True,False,False,307.1661237785016,116.93811074918568,2026-04-02,66600.0,17051854500.0,62.00527704485488,16.06805293005671,27.385892116182564,0.747807895925612,0.747807895925612,-7.6691729323308255,-7.6691729323308255,0,3.702268317931511,4.324784918656043,79.05223478729133,79.05223478729133,234,42,-7.6691729323308255,-7.6691729323308255,-7.6691729323308255,5.167106420404573,20.66842568161829,62.00527704485488,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2025,0,1,1,1,0.262385920167991,0.1282844859507042,0.3362102537085603,0.546579063176111,0.7773034510523272,0.8850622319356517,1.0732642398427794,2025,1.0,"(0.1, 0.15]","(0.3, 0.4]","(0.5, 0.6]","(0.7, 0.8]","(0.85, 0.9]","(0.25, 0.3]",9.256449165402124,-51.85185185185185,-6.96,3.86,1.95,5.37,⚠️ 매출만↑/이익↓,"(-0.187, 11.589]"
2025-07-08,010170,대한광통신,KOSDAQ,60.16,1009.0,habarocell,30.0,81.3,70.4,100,70.3,91.9,0,52.3,35,87.9,0,70,True,6.13,9.08,2.02,0.42,1.196,MA480,947.33,945.0,920.8,False,가짜 눌림,True,False,False,1198.3151635282456,1162.6362735381565,2026-04-03,12740.0,7963975451.0,127.25225225225223,25.653798256537975,3.2753326509723735,1.123851086523712,1.123851086523712,-14.85232067510549,-3.3524904214559337,0,4.523789531974099,4.028960698205928,138.90160183066362,138.90160183066362,110,364,-14.85232067510549,-14.85232067510549,-14.85232067510549,10.604354354354356,42.41741741741742,127.25225225225223,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2025,0,1,1,1,0.2685443956906672,0.4204702627939142,0.5987644092118759,0.646421626677803,0.7784564908846123,0.8858799327533525,3.1406685719991243,2025,1.0,"(0.4, 0.5]","(0.5, 1.0]","(0.6, 0.7]","(0.7, 0.8]","(0.85, 0.9]","(0.25, 0.3]",-15.307820299500833,-28.01724137931034,-6.5699999999999985,-1.22,1.68,-19.45,❌ 역성장,"(-58.927, -13.876]"
