Date,YYYYMM,Year,Code,Name,Market,Close,peak_180d,ret_180d,sell_date,Score,Amount,chart_pattern,past_60,past_120,pos_252_high,For_5d,Inst_5d,For_20d,Inst_20d,PER_num,PBR_num,시총_num
2021-12-13,2021-12,2021,090710,휴림로봇,KOSDAQ,2335.0,427.8372591006424,191.7344753747323,2022-09-05,45.37,52407202330.0,downtrend,-23.58024691358025,-30.24042073628851,-61.80584121760593,,,,,,10.9,1390500000000.0
2023-06-19,2023-06,2023,087010,펩트론,KOSDAQ,8751.0,422.1460404525197,184.05896468974973,2024-03-13,75.92,10902205824.0,mixed,-0.3974235987392105,-13.89645776566758,-27.882516372296095,126187.0,-74548.0,157957.0,-113528.0,,41.98,5980900000000.0
2023-06-19,2023-06,2023,087010,펩트론,KOSDAQ,8751.0,422.1460404525197,184.05896468974973,2024-03-13,76.36,10902205824.0,mixed,-0.3974235987392105,-13.89645776566758,-27.882516372296095,126187.0,-74548.0,157957.0,-113528.0,,41.98,5980900000000.0
2023-06-19,2023-06,2023,087010,펩트론,KOSDAQ,8751.0,422.1460404525197,184.05896468974973,2024-03-13,83.92,10902205824.0,mixed,-0.3974235987392105,-13.89645776566758,-27.882516372296095,126187.0,-74548.0,157957.0,-113528.0,,41.98,5980900000000.0
2024-12-23,2024-12,2024,097230,HJ중공업,KOSPI,6660.0,415.76576576576576,337.6876876876877,2025-09-19,51.76,52654965660.0,new_high_240,115.4696132596685,63.63636363636365,0.0,,,,,37.27,3.04,2036200000000.0
2023-12-14,2023-12,2023,232140,와이씨,KOSDAQ,4480.0,412.27678571428567,165.40178571428572,2024-09-09,54.78,216610629760.0,box_breakout,3.092783505154628,-9.6045197740113,-14.163090128755362,,,,,81.23,4.25,1566200000000.0
2023-12-14,2023-12,2023,232140,와이씨,KOSDAQ,4480.0,412.27678571428567,165.40178571428572,2024-09-09,58.17,216610629760.0,box_breakout,3.092783505154628,-9.6045197740113,-14.163090128755362,,,,,81.23,4.25,1566200000000.0
2023-12-14,2023-12,2023,232140,와이씨,KOSDAQ,4480.0,412.27678571428567,165.40178571428572,2024-09-09,51.75,216610629760.0,box_breakout,3.092783505154628,-9.6045197740113,-14.163090128755362,,,,,81.23,4.25,1566200000000.0
2023-12-14,2023-12,2023,232140,와이씨,KOSDAQ,4480.0,412.27678571428567,165.40178571428572,2024-09-09,55.91,216610629760.0,box_breakout,3.092783505154628,-9.6045197740113,-14.163090128755362,,,,,81.23,4.25,1566200000000.0
2022-08-02,2022-08,2022,277810,레인보우로보틱스,KOSDAQ,29300.0,411.94539249146754,245.05119453924914,2023-04-24,47.48,76271035100.0,new_high_120,24.33035714285714,18.259023354564754,-1.2411347517730542,348519.0,-27697.0,354810.0,14612.0,10328.77,109.29,14627500000000.0
