n,skip,SW_n,SW_rate,w100_n,w100_rate,w50_n,w50_rate,avg_peak,avg_ret,winrate,filter,sort,mode,combo,set,invest_10m,profit_10m,final_10m,ret_pct_overall
153,367,17,11.11111111111111,39,25.49019607843137,70,45.751633986928105,92.18813442800156,42.33142286104546,56.86274509803921,F03_slope_10,S10_랜덤,weekly_2,F03_slope_10__S10_랜덤,FULL_weekly_2,15300000,6476707.697739955,21776707.697739955,42.33142286104546
96,279,3,3.125,16,16.666666666666664,33,34.375,54.628964246451325,15.60638639577247,54.166666666666664,F04_외인상위25,S01_거래대금낮,weekly_2,F04_외인상위25__S01_거래대금낮,FULL_weekly_2,9600000,1498213.0939941572,11098213.093994157,15.60638639577247
101,274,3,2.9702970297029703,15,14.85148514851485,37,36.633663366336634,55.417572355152245,19.45209701237836,53.46534653465347,F04_외인상위25,S02_거래대금높,weekly_2,F04_외인상위25__S02_거래대금높,FULL_weekly_2,10100000,1964661.7982502144,12064661.798250215,19.45209701237836
103,272,3,2.912621359223301,15,14.563106796116504,40,38.83495145631068,55.383274143696184,15.601392320354345,52.42718446601942,F04_외인상위25,S03_점수낮,weekly_2,F04_외인상위25__S03_점수낮,FULL_weekly_2,10300000,1606943.4089964975,11906943.408996498,15.601392320354346
96,279,1,1.0416666666666663,16,16.666666666666664,37,38.54166666666667,52.60737616684812,15.06663877076045,53.125,F04_외인상위25,S04_점수높,weekly_2,F04_외인상위25__S04_점수높,FULL_weekly_2,9600000,1446397.3219930034,11046397.321993003,15.066638770760452
93,282,1,1.0752688172043012,8,8.60215053763441,24,25.806451612903224,43.74001654386369,7.2886503598149375,49.46236559139785,F04_외인상위25,S05_변동성낮,weekly_2,F04_외인상위25__S05_변동성낮,FULL_weekly_2,9300000,677844.4834627891,9977844.483462788,7.288650359814937
95,280,3,3.1578947368421053,20,21.052631578947366,43,45.26315789473684,61.98176615399103,21.22655012374878,58.94736842105262,F04_외인상위25,S06_변동성높,weekly_2,F04_외인상위25__S06_변동성높,FULL_weekly_2,9500000,2016522.2617561342,11516522.261756133,21.22655012374878
99,276,4,4.040404040404041,15,15.151515151515152,37,37.37373737373738,56.89148147643171,12.424112541472793,48.48484848484848,F04_외인상위25,S07_slope강한,weekly_2,F04_외인상위25__S07_slope강한,FULL_weekly_2,9900000,1229987.1416058065,11129987.141605806,12.424112541472793
89,286,6,6.741573033707865,15,16.853932584269664,27,30.337078651685395,64.17066803126544,27.330027757937295,48.31460674157304,F04_외인상위25,S08_외인매수강,weekly_2,F04_외인상위25__S08_외인매수강,FULL_weekly_2,8900000,2432372.470456419,11332372.47045642,27.33002775793729
108,267,6,5.555555555555555,16,14.814814814814811,44,40.74074074074074,63.42065556596018,27.895095589865328,62.96296296296296,F04_외인상위25,S09_52주고점근접,weekly_2,F04_외인상위25__S09_52주고점근접,FULL_weekly_2,10800000,3012670.3237054553,13812670.323705455,27.895095589865328
94,281,2,2.127659574468085,15,15.95744680851064,31,32.97872340425532,52.77378382908396,15.715697582797114,52.12765957446809,F04_외인상위25,S10_랜덤,weekly_2,F04_외인상위25__S10_랜덤,FULL_weekly_2,9400000,1477275.5727829288,10877275.572782928,15.715697582797114
178,297,15,8.426966292134832,48,26.96629213483146,78,43.82022471910113,77.62531410796866,35.52015713868324,58.42696629213483,F05_slope05_For양,S01_거래대금낮,weekly_2,F05_slope05_For양__S01_거래대금낮,FULL_weekly_2,17800000,6322587.970685616,24122587.970685616,35.52015713868324
139,336,17,12.23021582733813,33,23.7410071942446,60,43.16546762589928,80.66696541844493,36.563536136063966,53.956834532374096,F05_slope05_For양,S02_거래대금높,weekly_2,F05_slope05_For양__S02_거래대금높,FULL_weekly_2,13900000,5082331.522912892,18982331.52291289,36.563536136063966
150,325,15,10.0,30,20.0,60,40.0,73.96355920612991,29.618521027503252,52.0,F05_slope05_For양,S03_점수낮,weekly_2,F05_slope05_For양__S03_점수낮,FULL_weekly_2,15000000,4442778.154125488,19442778.15412549,29.61852102750326
162,313,17,10.493827160493826,48,29.629629629629623,76,46.913580246913575,84.7306900259745,34.43409495269539,56.79012345679012,F05_slope05_For양,S04_점수높,weekly_2,F05_slope05_For양__S04_점수높,FULL_weekly_2,16200000,5578323.382336653,21778323.382336654,34.43409495269539
133,342,12,9.022556390977442,28,21.052631578947366,51,38.34586466165413,73.41313214387431,30.078660745668035,51.127819548872175,F05_slope05_For양,S05_변동성낮,weekly_2,F05_slope05_For양__S05_변동성낮,FULL_weekly_2,13300000,4000461.879173849,17300461.87917385,30.078660745668035
135,340,14,10.37037037037037,30,22.22222222222222,61,45.18518518518518,76.47021027580435,28.243583730947332,57.03703703703704,F05_slope05_For양,S06_변동성높,weekly_2,F05_slope05_For양__S06_변동성높,FULL_weekly_2,13500000,3812883.8036778895,17312883.80367789,28.24358373094733
142,333,17,11.971830985915492,36,25.352112676056336,64,45.07042253521127,80.75800382829426,37.56215635701238,56.33802816901409,F05_slope05_For양,S07_slope강한,weekly_2,F05_slope05_For양__S07_slope강한,FULL_weekly_2,14200000,5333826.202695757,19533826.202695757,37.56215635701237
192,283,19,9.895833333333332,48,25.0,87,45.3125,82.22400374888268,38.66951387253141,56.25,F05_slope05_For양,S08_외인매수강,weekly_2,F05_slope05_For양__S08_외인매수강,FULL_weekly_2,19200000,7424546.663526031,26624546.663526032,38.66951387253141
126,349,15,11.904761904761903,31,24.6031746031746,55,43.65079365079365,84.84274630687918,42.30031374641949,55.55555555555556,F05_slope05_For양,S09_52주고점근접,weekly_2,F05_slope05_For양__S09_52주고점근접,FULL_weekly_2,12600000,5329839.532048856,17929839.532048855,42.30031374641949
145,330,10,6.896551724137931,30,20.689655172413794,61,42.06896551724138,67.2195297612816,21.199182249715847,51.72413793103448,F05_slope05_For양,S10_랜덤,weekly_2,F05_slope05_For양__S10_랜덤,FULL_weekly_2,14500000,3073881.426208798,17573881.426208798,21.199182249715847
109,400,5,4.587155963302752,27,24.770642201834864,48,44.03669724770643,74.48493359948594,31.91487327462703,62.38532110091744,F06_외인기관동시매수,S01_거래대금낮,weekly_2,F06_외인기관동시매수__S01_거래대금낮,FULL_weekly_2,10900000,3478721.1869343463,14378721.186934346,31.91487327462703
132,377,11,8.333333333333332,28,21.21212121212121,59,44.696969696969695,79.00800987112412,32.89092608385769,53.03030303030303,F06_외인기관동시매수,S02_거래대금높,weekly_2,F06_외인기관동시매수__S02_거래대금높,FULL_weekly_2,13200000,4341602.243069216,17541602.243069217,32.8909260838577
140,369,9,6.428571428571428,21,15.0,50,35.714285714285715,69.29851076059965,24.695167286676835,51.42857142857142,F06_외인기관동시매수,S03_점수낮,weekly_2,F06_외인기관동시매수__S03_점수낮,FULL_weekly_2,14000000,3457323.4201347567,17457323.420134757,24.695167286676835
121,388,11,9.090909090909092,33,27.27272727272727,61,50.413223140495866,85.13653408035752,35.67698923433498,65.28925619834712,F06_외인기관동시매수,S04_점수높,weekly_2,F06_외인기관동시매수__S04_점수높,FULL_weekly_2,12100000,4316915.697354533,16416915.697354533,35.67698923433498
106,403,6,5.660377358490567,26,24.528301886792452,48,45.28301886792453,79.55348643643364,38.18366170049019,63.20754716981132,F06_외인기관동시매수,S05_변동성낮,weekly_2,F06_외인기관동시매수__S05_변동성낮,FULL_weekly_2,10600000,4047468.14025196,14647468.14025196,38.18366170049019
168,341,15,8.928571428571429,35,20.833333333333336,76,45.23809523809524,80.68975942903587,29.932320969096477,60.11904761904761,F06_외인기관동시매수,S06_변동성높,weekly_2,F06_외인기관동시매수__S06_변동성높,FULL_weekly_2,16800000,5028629.9228082085,21828629.922808208,29.932320969096477
147,362,11,7.482993197278912,36,24.489795918367346,70,47.61904761904761,83.90657393390381,34.95814544719756,55.10204081632652,F06_외인기관동시매수,S07_slope강한,weekly_2,F06_외인기관동시매수__S07_slope강한,FULL_weekly_2,14700000,5138847.380738041,19838847.380738042,34.95814544719756
110,399,10,9.090909090909092,25,22.727272727272727,51,46.36363636363636,83.12016381156701,42.55604863033741,61.81818181818181,F06_외인기관동시매수,S08_외인매수강,weekly_2,F06_외인기관동시매수__S08_외인매수강,FULL_weekly_2,11000000,4681165.349337115,15681165.349337116,42.55604863033741
124,385,12,9.67741935483871,28,22.58064516129032,56,45.16129032258064,86.85456794211252,41.901220336033894,60.483870967741936,F06_외인기관동시매수,S09_52주고점근접,weekly_2,F06_외인기관동시매수__S09_52주고점근접,FULL_weekly_2,12400000,5195751.321668203,17595751.321668204,41.901220336033894
117,392,11,9.401709401709402,27,23.076923076923077,48,41.02564102564102,77.82233594859647,34.058712416226946,58.97435897435898,F06_외인기관동시매수,S10_랜덤,weekly_2,F06_외인기관동시매수__S10_랜덤,FULL_weekly_2,11700000,3984869.3526985524,15684869.352698553,34.058712416226946
121,396,15,12.396694214876034,34,28.09917355371901,58,47.93388429752066,100.79769031659944,57.11285902609343,63.63636363636363,F07_눌림목30_10,S01_거래대금낮,weekly_2,F07_눌림목30_10__S01_거래대금낮,FULL_weekly_2,12100000,6910655.942157305,19010655.942157306,57.11285902609343
105,412,9,8.571428571428571,18,17.142857142857142,35,33.33333333333333,64.91522369700238,21.98749526030467,40.0,F07_눌림목30_10,S02_거래대금높,weekly_2,F07_눌림목30_10__S02_거래대금높,FULL_weekly_2,10500000,2308687.0023319903,12808687.00233199,21.98749526030467
123,394,11,8.94308943089431,23,18.69918699186992,45,36.58536585365854,75.48410648685274,30.80041019887019,45.52845528455284,F07_눌림목30_10,S03_점수낮,weekly_2,F07_눌림목30_10__S03_점수낮,FULL_weekly_2,12300000,3788450.454461033,16088450.454461033,30.80041019887019
110,407,9,8.181818181818182,23,20.909090909090907,38,34.54545454545455,72.33270460838993,33.77135531383076,48.18181818181818,F07_눌림목30_10,S04_점수높,weekly_2,F07_눌림목30_10__S04_점수높,FULL_weekly_2,11000000,3714849.0845213835,14714849.084521383,33.77135531383076
115,402,6,5.217391304347826,21,18.26086956521739,39,33.91304347826087,75.95562588380946,40.78105676209113,54.78260869565217,F07_눌림목30_10,S05_변동성낮,weekly_2,F07_눌림목30_10__S05_변동성낮,FULL_weekly_2,11500000,4689821.527640481,16189821.52764048,40.78105676209113
113,404,9,7.964601769911504,29,25.663716814159297,51,45.13274336283185,75.28177064038528,25.165797629599915,50.44247787610619,F07_눌림목30_10,S06_변동성높,weekly_2,F07_눌림목30_10__S06_변동성높,FULL_weekly_2,11300000,2843735.1321447906,14143735.13214479,25.16579762959992
113,404,9,7.964601769911504,23,20.35398230088496,42,37.16814159292036,85.8823277996009,47.07687217351159,52.21238938053098,F07_눌림목30_10,S07_slope강한,weekly_2,F07_눌림목30_10__S07_slope강한,FULL_weekly_2,11300000,5319686.555606809,16619686.555606809,47.07687217351159
104,413,10,9.615384615384617,20,19.230769230769234,34,32.69230769230769,70.24498292976749,30.701220752870533,47.11538461538461,F07_눌림목30_10,S08_외인매수강,weekly_2,F07_눌림목30_10__S08_외인매수강,FULL_weekly_2,10400000,3192926.9582985356,13592926.958298536,30.701220752870533
99,418,11,11.11111111111111,22,22.22222222222222,36,36.36363636363637,86.75129255705284,43.54997289890795,48.48484848484848,F07_눌림목30_10,S09_52주고점근접,weekly_2,F07_눌림목30_10__S09_52주고점근접,FULL_weekly_2,9900000,4311447.316991887,14211447.316991888,43.54997289890795
96,421,7,7.291666666666667,18,18.75,34,35.41666666666667,73.86534559282087,32.31175567343607,48.95833333333333,F07_눌림목30_10,S10_랜덤,weekly_2,F07_눌림목30_10__S10_랜덤,FULL_weekly_2,9600000,3101928.544649862,12701928.544649862,32.31175567343607
135,424,10,7.4074074074074066,37,27.40740740740741,67,49.629629629629626,78.87423987486818,32.256562645878354,64.44444444444444,F08_안정추세60,S01_거래대금낮,weekly_2,F08_안정추세60__S01_거래대금낮,FULL_weekly_2,13500000,4354635.957193578,17854635.957193576,32.25656264587835
123,436,10,8.130081300813007,22,17.88617886178862,52,42.27642276422765,69.02876996726687,28.470192409917605,52.03252032520326,F08_안정추세60,S02_거래대금높,weekly_2,F08_안정추세60__S02_거래대금높,FULL_weekly_2,12300000,3501833.6664198656,15801833.666419866,28.470192409917605
138,421,11,7.971014492753622,28,20.28985507246377,60,43.47826086956522,72.33429573952954,28.92653393083384,56.52173913043478,F08_안정추세60,S03_점수낮,weekly_2,F08_안정추세60__S03_점수낮,FULL_weekly_2,13800000,3991861.6824550703,17791861.68245507,28.92653393083384
105,454,7,6.666666666666667,25,23.809523809523807,42,40.0,67.16065794469817,21.504024109242,55.23809523809524,F08_안정추세60,S04_점수높,weekly_2,F08_안정추세60__S04_점수높,FULL_weekly_2,10500000,2257922.53147041,12757922.53147041,21.504024109242
115,444,1,0.8695652173913043,20,17.391304347826086,37,32.17391304347826,51.96182017621157,15.287776144906134,50.43478260869565,F08_안정추세60,S05_변동성낮,weekly_2,F08_안정추세60__S05_변동성낮,FULL_weekly_2,11500000,1758094.2566642056,13258094.256664205,15.287776144906134
147,412,15,10.20408163265306,49,33.33333333333333,81,55.10204081632652,89.8742281517631,35.819372385349304,61.904761904761905,F08_안정추세60,S06_변동성높,weekly_2,F08_안정추세60__S06_변동성높,FULL_weekly_2,14700000,5265447.740646347,19965447.740646347,35.819372385349304
158,401,15,9.49367088607595,45,28.48101265822785,77,48.734177215189874,83.99338764751639,36.51000247794018,61.39240506329114,F08_안정추세60,S07_slope강한,weekly_2,F08_안정추세60__S07_slope강한,FULL_weekly_2,15800000,5768580.391514549,21568580.391514547,36.51000247794018
135,424,13,9.62962962962963,31,22.96296296296296,56,41.48148148148148,86.54946427978142,42.70928718161848,57.03703703703704,F08_안정추세60,S08_외인매수강,weekly_2,F08_안정추세60__S08_외인매수강,FULL_weekly_2,13500000,5765753.769518495,19265753.769518495,42.70928718161848
160,399,17,10.625,40,25.0,77,48.125,84.91594580563958,44.67648097625808,66.25,F08_안정추세60,S09_52주고점근접,weekly_2,F08_안정추세60__S09_52주고점근접,FULL_weekly_2,16000000,7148236.956201293,23148236.956201293,44.67648097625808
131,428,11,8.396946564885496,35,26.717557251908396,62,47.32824427480916,75.25290257720053,25.864640185949906,57.25190839694656,F08_안정추세60,S10_랜덤,weekly_2,F08_안정추세60__S10_랜덤,FULL_weekly_2,13100000,3388267.8643594375,16488267.864359438,25.864640185949906
161,353,14,8.695652173913043,46,28.57142857142857,75,46.58385093167702,83.30346493261473,35.531647636998436,56.52173913043478,F09_slope05_과열X,S01_거래대금낮,weekly_2,F09_slope05_과열X__S01_거래대금낮,FULL_weekly_2,16100000,5720595.269556749,21820595.26955675,35.531647636998436
88,426,4,4.545454545454546,10,11.363636363636363,32,36.36363636363637,57.52468882553078,20.500108115170026,56.81818181818182,F09_slope05_과열X,S02_거래대금높,weekly_2,F09_slope05_과열X__S02_거래대금높,FULL_weekly_2,8800000,1804009.5141349623,10604009.514134962,20.500108115170026
133,381,11,8.270676691729323,30,22.55639097744361,48,36.09022556390977,77.49528079353871,28.213935406724847,54.88721804511278,F09_slope05_과열X,S03_점수낮,weekly_2,F09_slope05_과열X__S03_점수낮,FULL_weekly_2,13300000,3752453.409094405,17052453.409094404,28.21393540672485
96,418,6,6.25,17,17.708333333333336,38,39.58333333333333,60.95954363641266,21.802519994417633,54.166666666666664,F09_slope05_과열X,S04_점수높,weekly_2,F09_slope05_과열X__S04_점수높,FULL_weekly_2,9600000,2093041.9194640927,11693041.919464093,21.802519994417633
90,424,7,7.777777777777778,15,16.666666666666664,29,32.22222222222222,59.855341540069034,16.646939478248942,60.0,F09_slope05_과열X,S05_변동성낮,weekly_2,F09_slope05_과열X__S05_변동성낮,FULL_weekly_2,9000000,1498224.5530424048,10498224.553042404,16.646939478248942
152,362,16,10.526315789473683,41,26.973684210526315,71,46.71052631578947,81.803548618263,36.38544396925975,55.92105263157895,F09_slope05_과열X,S06_변동성높,weekly_2,F09_slope05_과열X__S06_변동성높,FULL_weekly_2,15200000,5530587.483327481,20730587.483327482,36.38544396925975
179,335,19,10.614525139664805,51,28.49162011173184,80,44.6927374301676,84.89310657221131,40.69782747581484,54.18994413407822,F09_slope05_과열X,S07_slope강한,weekly_2,F09_slope05_과열X__S07_slope강한,FULL_weekly_2,17900000,7284911.1181708565,25184911.118170857,40.69782747581484
92,422,6,6.521739130434782,16,17.391304347826086,34,36.95652173913043,60.19300235399577,20.424123149249017,53.2608695652174,F09_slope05_과열X,S08_외인매수강,weekly_2,F09_slope05_과열X__S08_외인매수강,FULL_weekly_2,9200000,1879019.3297309093,11079019.32973091,20.424123149249017
120,394,13,10.833333333333334,23,19.166666666666668,46,38.333333333333336,76.94215317676237,30.49226800151263,57.49999999999999,F09_slope05_과열X,S09_52주고점근접,weekly_2,F09_slope05_과열X__S09_52주고점근접,FULL_weekly_2,12000000,3659072.1601815154,15659072.160181515,30.492268001512628
86,428,3,3.488372093023256,15,17.441860465116278,31,36.04651162790697,56.28968231760846,16.930610059651602,45.34883720930232,F09_slope05_과열X,S10_랜덤,weekly_2,F09_slope05_과열X__S10_랜덤,FULL_weekly_2,8600000,1456032.4651300379,10056032.465130039,16.930610059651602
136,395,17,12.5,48,35.294117647058826,79,58.08823529411765,107.8139845443311,52.7826307722916,64.70588235294117,F10_KOSDAQ만,S01_거래대금낮,weekly_2,F10_KOSDAQ만__S01_거래대금낮,FULL_weekly_2,13600000,7178437.785031657,20778437.785031658,52.7826307722916
163,368,25,15.337423312883436,46,28.22085889570552,84,51.533742331288344,95.3422051136748,38.526866441057415,52.760736196319016,F10_KOSDAQ만,S02_거래대금높,weekly_2,F10_KOSDAQ만__S02_거래대금높,FULL_weekly_2,16300000,6279879.229892359,22579879.22989236,38.526866441057415
219,312,38,17.35159817351598,76,34.70319634703196,112,51.141552511415526,124.8942023202126,55.57949462022534,61.18721461187214,F10_KOSDAQ만,S03_점수낮,weekly_2,F10_KOSDAQ만__S03_점수낮,FULL_weekly_2,21900000,12171909.32182935,34071909.32182935,55.57949462022535
140,391,17,12.142857142857142,45,32.142857142857146,73,52.142857142857146,88.35367603528267,36.320864511300655,67.14285714285714,F10_KOSDAQ만,S04_점수높,weekly_2,F10_KOSDAQ만__S04_점수높,FULL_weekly_2,14000000,5084921.031582092,19084921.03158209,36.320864511300655
123,408,9,7.317073170731707,29,23.577235772357724,61,49.59349593495935,81.0229144325719,32.43882157539608,58.536585365853654,F10_KOSDAQ만,S05_변동성낮,weekly_2,F10_KOSDAQ만__S05_변동성낮,FULL_weekly_2,12300000,3989975.0537737175,16289975.053773718,32.43882157539608
164,367,32,19.51219512195122,61,37.19512195121951,89,54.268292682926834,116.3673791653207,51.71637008398885,58.536585365853654,F10_KOSDAQ만,S06_변동성높,weekly_2,F10_KOSDAQ만__S06_변동성높,FULL_weekly_2,16400000,8481484.693774171,24881484.69377417,51.71637008398885
186,345,33,17.741935483870968,72,38.70967741935484,115,61.82795698924731,117.85844010585012,56.354114640563715,65.05376344086021,F10_KOSDAQ만,S07_slope강한,weekly_2,F10_KOSDAQ만__S07_slope강한,FULL_weekly_2,18600000,10481865.323144851,29081865.323144853,56.354114640563715
135,396,22,16.296296296296298,37,27.40740740740741,75,55.55555555555556,102.6450039442115,47.30051449165116,60.74074074074074,F10_KOSDAQ만,S08_외인매수강,weekly_2,F10_KOSDAQ만__S08_외인매수강,FULL_weekly_2,13500000,6385569.456372906,19885569.456372906,47.30051449165116
146,385,26,17.80821917808219,52,35.61643835616438,91,62.32876712328768,119.53460275399708,57.42185916596233,66.43835616438356,F10_KOSDAQ만,S09_52주고점근접,weekly_2,F10_KOSDAQ만__S09_52주고점근접,FULL_weekly_2,14600000,8383591.438230501,22983591.4382305,57.42185916596233
124,407,15,12.096774193548388,34,27.419354838709676,62,50.0,101.11244731059058,46.44207373356727,60.483870967741936,F10_KOSDAQ만,S10_랜덤,weekly_2,F10_KOSDAQ만__S10_랜덤,FULL_weekly_2,12400000,5758817.142962341,18158817.14296234,46.44207373356727
139,701,15,10.79136690647482,51,36.69064748201439,81,58.27338129496403,119.0448741530716,72.79984052859535,68.34532374100719,F01_회피6_기본,S01_거래대금낮,weekly_3,F01_회피6_기본__S01_거래대금낮,FULL_weekly_3,13900000,10119177.833474753,24019177.833474755,72.79984052859535
133,707,17,12.781954887218044,37,27.819548872180448,64,48.1203007518797,93.28127802954812,42.01850628427992,59.3984962406015,F01_회피6_기본,S02_거래대금높,weekly_3,F01_회피6_기본__S02_거래대금높,FULL_weekly_3,13300000,5588461.33580923,18888461.33580923,42.01850628427992
147,693,14,9.523809523809524,38,25.850340136054424,70,47.61904761904761,82.68516378424137,34.2535866231241,63.94557823129252,F01_회피6_기본,S03_점수낮,weekly_3,F01_회피6_기본__S03_점수낮,FULL_weekly_3,14700000,5035277.233599243,19735277.23359924,34.2535866231241
123,717,10,8.130081300813007,38,30.89430894308943,62,50.40650406504065,83.78824444359525,36.3841844789169,63.41463414634146,F01_회피6_기본,S04_점수높,weekly_3,F01_회피6_기본__S04_점수높,FULL_weekly_3,12300000,4475254.690906778,16775254.690906778,36.38418447891689
120,720,2,1.6666666666666667,21,17.5,40,33.33333333333333,53.62098380719088,14.878574540096832,51.66666666666667,F01_회피6_기본,S05_변동성낮,weekly_3,F01_회피6_기본__S05_변동성낮,FULL_weekly_3,12000000,1785428.9448116198,13785428.94481162,14.878574540096832
107,733,13,12.149532710280374,48,44.85981308411215,66,61.6822429906542,112.88329962801116,47.85236891701057,66.35514018691589,F01_회피6_기본,S06_변동성높,weekly_3,F01_회피6_기본__S06_변동성높,FULL_weekly_3,10700000,5120203.474120132,15820203.474120133,47.85236891701058
184,656,30,16.304347826086957,69,37.5,106,57.608695652173914,118.35641677674973,57.63625906187043,67.93478260869566,F01_회피6_기본,S07_slope강한,weekly_3,F01_회피6_기본__S07_slope강한,FULL_weekly_3,18400000,10605071.667384159,29005071.66738416,57.63625906187043
147,693,19,12.925170068027212,45,30.612244897959183,78,53.06122448979592,106.38203668410968,58.102475141423994,67.3469387755102,F01_회피6_기본,S08_외인매수강,weekly_3,F01_회피6_기본__S08_외인매수강,FULL_weekly_3,14700000,8541063.845789326,23241063.84578933,58.102475141423994
179,661,24,13.40782122905028,57,31.843575418994412,97,54.18994413407822,102.00055218443872,51.20983508132888,71.50837988826815,F01_회피6_기본,S09_52주고점근접,weekly_3,F01_회피6_기본__S09_52주고점근접,FULL_weekly_3,17900000,9166560.47955787,27066560.47955787,51.20983508132888
166,674,13,7.83132530120482,45,27.10843373493976,84,50.602409638554214,87.11367426859807,36.99799307219625,61.44578313253012,F01_회피6_기본,S10_랜덤,weekly_3,F01_회피6_기본__S10_랜덤,FULL_weekly_3,16600000,6141666.849984578,22741666.84998458,36.99799307219625
132,664,12,9.090909090909092,36,27.27272727272727,54,40.909090909090914,98.8784201550066,58.256890529152926,65.9090909090909,F02_slope_05,S01_거래대금낮,weekly_3,F02_slope_05__S01_거래대금낮,FULL_weekly_3,13200000,7689909.549848187,20889909.549848188,58.256890529152926
146,650,12,8.21917808219178,37,25.34246575342466,66,45.20547945205479,75.77092248475067,32.295697129083386,57.534246575342465,F02_slope_05,S02_거래대금높,weekly_3,F02_slope_05__S02_거래대금높,FULL_weekly_3,14600000,4715171.780846174,19315171.780846175,32.295697129083386
149,647,16,10.738255033557047,43,28.85906040268457,70,46.97986577181208,87.45583666150114,35.89285729880804,60.40268456375839,F02_slope_05,S03_점수낮,weekly_3,F02_slope_05__S03_점수낮,FULL_weekly_3,14900000,5348035.737522398,20248035.737522397,35.89285729880804
170,626,17,10.0,53,31.176470588235293,79,46.47058823529411,80.94263869093587,34.12371300483098,63.52941176470588,F02_slope_05,S04_점수높,weekly_3,F02_slope_05__S04_점수높,FULL_weekly_3,17000000,5801031.210821266,22801031.210821267,34.12371300483098
111,685,8,7.207207207207207,26,23.423423423423426,37,33.33333333333333,62.54193258699659,23.649305176146523,48.64864864864865,F02_slope_05,S05_변동성낮,weekly_3,F02_slope_05__S05_변동성낮,FULL_weekly_3,11100000,2625072.874552264,13725072.874552265,23.64930517614652
143,653,14,9.79020979020979,43,30.069930069930063,73,51.048951048951054,88.91866660192487,32.813824323603086,65.73426573426573,F02_slope_05,S06_변동성높,weekly_3,F02_slope_05__S06_변동성높,FULL_weekly_3,14300000,4692376.878275242,18992376.87827524,32.81382432360309
180,616,25,13.88888888888889,59,32.77777777777778,90,50.0,107.65897674355438,53.507051493821905,61.66666666666667,F02_slope_05,S07_slope강한,weekly_3,F02_slope_05__S07_slope강한,FULL_weekly_3,18000000,9631269.268887943,27631269.268887945,53.5070514938219
170,626,18,10.588235294117649,57,33.52941176470588,98,57.647058823529406,96.82219460629608,49.36023853685638,67.64705882352942,F02_slope_05,S08_외인매수강,weekly_3,F02_slope_05__S08_외인매수강,FULL_weekly_3,17000000,8391240.551265584,25391240.551265582,49.36023853685638
152,644,19,12.5,54,35.526315789473685,78,51.31578947368421,105.8229829587816,51.80537753310615,67.10526315789474,F02_slope_05,S09_52주고점근접,weekly_3,F02_slope_05__S09_52주고점근접,FULL_weekly_3,15200000,7874417.385032136,23074417.385032136,51.80537753310615
130,666,7,5.384615384615385,26,20.0,53,40.76923076923077,70.67065088157901,26.99877476445067,58.46153846153847,F02_slope_05,S10_랜덤,weekly_3,F02_slope_05__S10_랜덤,FULL_weekly_3,13000000,3509840.719378587,16509840.719378587,26.998774764450665
127,627,17,13.385826771653544,42,33.07086614173229,62,48.818897637795274,116.58248489991996,74.68291508777935,69.29133858267717,F03_slope_10,S01_거래대금낮,weekly_3,F03_slope_10__S01_거래대금낮,FULL_weekly_3,12700000,9484730.216147976,22184730.216147974,74.68291508777934
164,590,11,6.707317073170732,28,17.073170731707318,72,43.90243902439025,70.24654957940965,26.239504459196525,54.87804878048781,F03_slope_10,S02_거래대금높,weekly_3,F03_slope_10__S02_거래대금높,FULL_weekly_3,16400000,4303278.731308229,20703278.73130823,26.23950445919652
163,591,15,9.202453987730062,45,27.607361963190183,81,49.693251533742334,87.72734587085135,38.191377157016504,58.895705521472394,F03_slope_10,S03_점수낮,weekly_3,F03_slope_10__S03_점수낮,FULL_weekly_3,16300000,6225194.47659369,22525194.476593688,38.191377157016504
173,581,15,8.670520231213873,44,25.43352601156069,86,49.71098265895954,89.57040781596551,42.61384516443648,57.80346820809249,F03_slope_10,S04_점수높,weekly_3,F03_slope_10__S04_점수높,FULL_weekly_3,17300000,7372195.213447511,24672195.21344751,42.61384516443648
116,638,9,7.758620689655173,25,21.551724137931032,46,39.6551724137931,78.04719620905328,36.81990150510955,58.620689655172406,F03_slope_10,S05_변동성낮,weekly_3,F03_slope_10__S05_변동성낮,FULL_weekly_3,11600000,4271108.574592708,15871108.574592708,36.81990150510955
189,565,22,11.64021164021164,59,31.216931216931215,104,55.026455026455025,98.48997688247816,48.42252641145163,64.02116402116403,F03_slope_10,S06_변동성높,weekly_3,F03_slope_10__S06_변동성높,FULL_weekly_3,18900000,9151857.491764357,28051857.49176436,48.42252641145163
198,556,27,13.636363636363637,57,28.78787878787879,99,50.0,104.45660339457552,53.37433264297027,56.56565656565656,F03_slope_10,S07_slope강한,weekly_3,F03_slope_10__S07_slope강한,FULL_weekly_3,19800000,10568117.863308113,30368117.863308113,53.374332642970266
136,618,10,7.352941176470589,37,27.205882352941178,65,47.794117647058826,82.68930835149243,38.1902494002407,59.55882352941176,F03_slope_10,S08_외인매수강,weekly_3,F03_slope_10__S08_외인매수강,FULL_weekly_3,13600000,5193873.918432735,18793873.918432735,38.1902494002407
134,620,16,11.940298507462686,45,33.582089552238806,69,51.49253731343284,95.6086009682778,44.60078799173976,64.17910447761194,F03_slope_10,S09_52주고점근접,weekly_3,F03_slope_10__S09_52주고점근접,FULL_weekly_3,13400000,5976505.590893128,19376505.590893127,44.60078799173976
