n,skip,SW_n,SW_rate,w100_n,w100_rate,w50_n,w50_rate,avg_peak,avg_ret,winrate,filter,sort,mode,combo,set,invest_10m,profit_10m,final_10m,ret_pct_overall
37,322,8,21.62162162162162,11,29.72972972972973,20,54.054054054054056,123.81245985847542,82.15209326239506,67.56756756756756,F01_회피6_기본,S01_거래대금낮,daily_1,F01_회피6_기본__S01_거래대금낮,OOS_daily_1,3700000,3039627.450708617,6739627.4507086165,82.15209326239506
29,330,2,6.896551724137931,11,37.93103448275862,16,55.172413793103445,99.07187306905053,31.308131901764064,55.172413793103445,F01_회피6_기본,S02_거래대금높,daily_1,F01_회피6_기본__S02_거래대금높,OOS_daily_1,2900000,907935.8251511578,3807935.8251511576,31.308131901764064
31,328,4,12.903225806451612,10,32.25806451612903,17,54.83870967741935,136.30154929906274,79.05944634349827,61.29032258064516,F01_회피6_기본,S03_점수낮,daily_1,F01_회피6_기본__S03_점수낮,OOS_daily_1,3100000,2450842.836648446,5550842.836648446,79.05944634349827
30,329,4,13.333333333333334,10,33.33333333333333,15,50.0,100.79244987474068,33.438059053296875,56.666666666666664,F01_회피6_기본,S04_점수높,daily_1,F01_회피6_기본__S04_점수높,OOS_daily_1,3000000,1003141.7715989063,4003141.7715989063,33.438059053296875
32,327,1,3.125,5,15.625,14,43.75,61.56018083840778,24.372826214846036,56.25,F01_회피6_기본,S05_변동성낮,daily_1,F01_회피6_기본__S05_변동성낮,OOS_daily_1,3200000,779930.4388750731,3979930.438875073,24.372826214846036
34,325,9,26.47058823529412,17,50.0,21,61.76470588235294,170.45286724467428,91.80225716322782,67.64705882352942,F01_회피6_기본,S06_변동성높,daily_1,F01_회피6_기본__S06_변동성높,OOS_daily_1,3400000,3121276.743549746,6521276.7435497455,91.80225716322782
35,324,8,22.857142857142858,16,45.714285714285715,20,57.14285714285714,135.87066026715704,64.19952175613547,62.857142857142854,F01_회피6_기본,S07_slope강한,daily_1,F01_회피6_기본__S07_slope강한,OOS_daily_1,3500000,2246983.2614647415,5746983.261464741,64.19952175613547
31,328,4,12.903225806451612,8,25.806451612903224,16,51.61290322580645,84.91327294912749,32.23781032136759,58.06451612903226,F01_회피6_기본,S08_외인매수강,daily_1,F01_회피6_기본__S08_외인매수강,OOS_daily_1,3100000,999372.1199623953,4099372.119962395,32.23781032136759
34,325,7,20.588235294117645,14,41.17647058823529,18,52.94117647058824,127.6912348891378,54.40474270919205,61.76470588235294,F01_회피6_기본,S09_52주고점근접,daily_1,F01_회피6_기본__S09_52주고점근접,OOS_daily_1,3400000,1849761.2521125295,5249761.252112529,54.40474270919204
29,330,2,6.896551724137931,6,20.689655172413794,15,51.72413793103448,73.44059627606077,25.260041476533637,51.72413793103448,F01_회피6_기본,S10_랜덤,daily_1,F01_회피6_기본__S10_랜덤,OOS_daily_1,2900000,732541.2028194754,3632541.2028194754,25.260041476533633
35,261,9,25.71428571428571,12,34.285714285714285,19,54.285714285714285,144.37090486754315,87.33955192714511,62.857142857142854,F02_slope_05,S01_거래대금낮,daily_1,F02_slope_05__S01_거래대금낮,OOS_daily_1,3500000,3056884.3174500787,6556884.317450078,87.33955192714511
35,261,7,20.0,14,40.0,21,60.0,130.6883673819412,61.545036431019774,62.857142857142854,F02_slope_05,S02_거래대금높,daily_1,F02_slope_05__S02_거래대금높,OOS_daily_1,3500000,2154076.275085692,5654076.275085691,61.54503643101976
32,264,8,25.0,13,40.625,18,56.25,168.22998670156102,96.24589600470378,62.5,F02_slope_05,S03_점수낮,daily_1,F02_slope_05__S03_점수낮,OOS_daily_1,3200000,3079868.672150521,6279868.672150521,96.24589600470378
38,258,8,21.052631578947366,15,39.473684210526315,24,63.1578947368421,143.50555157288267,88.43116129568818,71.05263157894737,F02_slope_05,S04_점수높,daily_1,F02_slope_05__S04_점수높,OOS_daily_1,3800000,3360384.129236151,7160384.1292361505,88.43116129568818
35,261,6,17.142857142857142,10,28.57142857142857,17,48.57142857142857,102.6297766183432,48.504492342261095,57.14285714285714,F02_slope_05,S05_변동성낮,daily_1,F02_slope_05__S05_변동성낮,OOS_daily_1,3500000,1697657.2319791385,5197657.231979138,48.504492342261095
35,261,10,28.57142857142857,16,45.714285714285715,23,65.71428571428571,172.73333614813882,100.81624758390107,71.42857142857143,F02_slope_05,S06_변동성높,daily_1,F02_slope_05__S06_변동성높,OOS_daily_1,3500000,3528568.6654365375,7028568.665436538,100.81624758390106
34,262,8,23.52941176470588,15,44.11764705882353,19,55.88235294117647,135.7615972724009,63.85527625555484,61.76470588235294,F02_slope_05,S07_slope강한,daily_1,F02_slope_05__S07_slope강한,OOS_daily_1,3400000,2171079.3926888644,5571079.392688865,63.85527625555484
36,260,8,22.22222222222222,13,36.11111111111111,20,55.55555555555556,114.671768774005,53.29742853881827,63.888888888888886,F02_slope_05,S08_외인매수강,daily_1,F02_slope_05__S08_외인매수강,OOS_daily_1,3600000,1918707.4273974576,5518707.427397458,53.29742853881827
35,261,9,25.71428571428571,14,40.0,20,57.14285714285714,134.64155930816122,64.65274548729667,62.857142857142854,F02_slope_05,S09_52주고점근접,daily_1,F02_slope_05__S09_52주고점근접,OOS_daily_1,3500000,2262846.0920553836,5762846.092055384,64.65274548729667
32,264,7,21.875,11,34.375,18,56.25,145.2826332784055,87.50371211410496,59.375,F02_slope_05,S10_랜덤,daily_1,F02_slope_05__S10_랜덤,OOS_daily_1,3200000,2800118.7876513586,6000118.787651358,87.50371211410496
36,219,8,22.22222222222222,14,38.88888888888889,23,63.888888888888886,155.21696370204697,104.08180052166462,69.44444444444444,F03_slope_10,S01_거래대금낮,daily_1,F03_slope_10__S01_거래대금낮,OOS_daily_1,3600000,3746944.8187799263,7346944.818779927,104.08180052166462
30,225,4,13.333333333333334,8,26.666666666666668,16,53.333333333333336,97.93961929687026,40.99027689667631,53.333333333333336,F03_slope_10,S02_거래대금높,daily_1,F03_slope_10__S02_거래대금높,OOS_daily_1,3000000,1229708.3069002894,4229708.306900289,40.99027689667631
32,223,5,15.625,9,28.125,19,59.375,135.3598352229161,79.63722087166292,62.5,F03_slope_10,S03_점수낮,daily_1,F03_slope_10__S03_점수낮,OOS_daily_1,3200000,2548391.067893213,5748391.067893213,79.6372208716629
34,221,7,20.588235294117645,12,35.294117647058826,20,58.82352941176471,145.1345605959196,90.7862451558846,64.70588235294117,F03_slope_10,S04_점수높,daily_1,F03_slope_10__S04_점수높,OOS_daily_1,3400000,3086732.3353000768,6486732.335300077,90.78624515588461
