Date,Year,Code,Name,Market,Close,Amount,p_sw,p_100plus,p_50plus,p_10plus,p_loss,StrongScore_v1,StrongScore_v2,SafeScore,SuperScore,ret_180d,peak_180d,sell_close,_score_pct,등급,가능성태그,week
2025-02-12,2025,347700,스피어,KOSDAQ,6740.0,8513320960.0,0.8649983962337005,0.8389673777922299,0.8336995500604755,0.7935358453609682,0.4727275236890662,3.7416907580717895,5.418443715746238,0.0571336223370808,6.2863463438916725,21.661721068249264,156.379821958457,8200.0,1.0,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,2025-06
2025-02-11,2025,347700,스피어,KOSDAQ,5970.0,6784839330.0,0.8351148972606043,0.8140483873628505,0.8264015616926893,0.7656324559161053,0.4803970394358199,3.592024755647138,5.1888817044139515,-0.0443187236542002,5.949163775426943,46.56616415410386,189.44723618090453,8750.0,1.0,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,2025-06
2025-02-06,2025,347700,스피어,KOSDAQ,5860.0,3606156100.0,0.8442516294177396,0.8189914489827431,0.8057308052692839,0.7515874797372918,0.4647520306600777,3.6374688056764617,5.2707157583432345,-0.0148543885565213,6.1187561408770055,48.976109215017075,194.8805460750853,8730.0,1.0,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,2025-05
2025-02-05,2025,347700,스피어,KOSDAQ,5650.0,5010097950.0,0.862336370033312,0.8265425064950872,0.7943046295758142,0.7646678132582759,0.4577524220622708,3.705622655293839,5.385814226545735,0.0348781457810121,6.334601590021765,45.840707964601776,205.84070796460176,8240.0,1.0,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,2025-05
2025-02-04,2025,347700,스피어,KOSDAQ,5440.0,6473072320.0,0.8234872577885484,0.7881626028342618,0.7753132789998253,0.7537960468000715,0.4773782971878939,3.473262362241075,5.03693988204741,-0.1039861133395012,5.847981091946013,50.183823529411775,217.6470588235294,8170.0,1.0,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,2025-05
2025-02-03,2025,347700,스피어,KOSDAQ,4665.0,1044876030.0,0.7415587640272118,0.7435289633358975,0.7160913157995522,0.7493061782575826,0.4238928902060645,3.2082752724729047,4.6392643919892125,0.0952392212843946,5.296123189241795,72.34726688102894,270.41800643086816,8040.0,1.0,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,2025-05
2025-01-31,2025,098460,고영,KOSDAQ,16350.0,109467582750.0,0.7027718101271192,0.8281759574335965,0.7498238334078358,0.6913653158173226,0.5171737619387646,3.066055676062059,4.368513513094332,-0.4533143446513423,4.44184929157737,-0.6727828746177389,36.08562691131498,16240.0,1.0,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,2025-04
2025-01-31,2025,218410,RFHIC,KOSDAQ,16600.0,7178703200.0,0.6833504190234944,0.7480062152073054,0.6941497696828278,0.6405311435629594,0.4864680373670497,2.893274274830169,4.147510183113762,-0.457128130026502,4.401164003399695,68.37349397590361,97.28915662650604,27950.0,0.8,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,2025-04
2025-01-22,2025,083650,비에이치아이,KOSDAQ,20900.0,308010092500.0,0.8017008191092431,0.8218523522730392,0.8145821339814423,0.7372520419106232,0.5320624429689143,3.3883382337809023,4.870603605166995,-0.3712259970418823,5.35669597624786,131.10047846889952,196.17224880382773,48300.0,1.0,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,2025-03
2025-01-16,2025,082740,한화엔진,KOSPI,24500.0,310742712000.0,0.8045798102128602,0.7510216804836289,0.7595953140423527,0.6873987258133158,0.535370741032044,3.2291257833422886,4.678425502977779,-0.5424609394912356,5.3689443969683825,89.59183673469389,107.75510204081633,46450.0,1.0,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,2025-02
2025-01-15,2025,071970,HD현대마린엔진,KOSPI,27850.0,61968728650.0,0.7156047920607187,0.6987123014293831,0.6898701698312026,0.6567869547494812,0.5151043608858242,2.854544276385784,4.12000565033609,-0.5720777250989562,4.580526116178065,229.26391382405745,245.4219030520646,91700.0,1.0,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,2025-02
