Date,등급,가능성태그,예상수익률,Code,Name,Market,Close,Amount,Score,StrongScore,peak_pred,p_sw,p_100plus,p_50plus,p_loss,ret_180d,peak_180d,sell_close,sell_date,past_60,past_120,past_240,pos_252_high,slope60,drawdown60,Year,YYYYMM,p_sw%,p_100plus%,p_50plus%,p_loss%,week,하락,대박실패
2023-04-27,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+50% (대상승),064350,현대로템,KOSPI,34750.0,199350672500.0,41.98,2.6,50.1,0.6771407431836806,0.6045186834748866,0.7121300629397364,0.5227490715511255,-20.0,15.8,27800.0,2024-01-23,23.008849557522115,43.00411522633745,95.2247191011236,-8.06878306878307,0.3065414344666882,-8.06878306878307,2023,2023-04,67.7,60.5,71.2,52.3,2023-17,1,0
2023-04-28,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+91% (대상승),319400,현대무벡스,KOSDAQ,4305.0,219304913940.0,45.12,2.67,90.7,0.6289216569461998,0.7315739553561,0.7496645721409928,0.5343040802477972,-20.7,21.3,3415.0,2024-01-24,28.50746268656717,21.438645980253888,28.69955156950672,-18.311195445920305,0.3364107242986453,-18.311195445920305,2023,2023-04,62.9,73.2,75.0,53.4,2023-17,1,0
2023-05-03,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+98% (대상승),319400,현대무벡스,KOSDAQ,4790.0,224731596540.0,45.28,2.71,98.4,0.6266139473564335,0.7601881690349492,0.7892167218513922,0.548707251364983,-29.7,9.0,3365.0,2024-01-26,47.38461538461538,38.43930635838151,40.05847953216375,-9.108159392789371,0.4129677248167318,-9.108159392789371,2023,2023-05,62.7,76.0,78.9,54.9,2023-18,1,1
2023-05-03,★ 강력매수,⭐ 슈퍼위너후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+57% (대상승),267270,HD건설기계,KOSPI,69000.0,13174377000.0,41.12,1.21,56.8,0.1677609595728931,0.7013521857821603,0.6687571978407949,0.5074111694851245,-26.5,34.8,50700.0,2024-01-26,31.931166347992356,41.248720573183206,64.28571428571428,-0.5763688760806907,0.161208278253011,-0.5763688760806907,2023,2023-05,16.8,70.1,66.9,50.7,2023-18,1,0
2023-05-04,★ 강력매수,⭐ 슈퍼위너후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+54% (대상승),267270,HD건설기계,KOSPI,69900.0,21161526000.0,43.15,1.09,53.7,0.1488246735598905,0.6598804899584991,0.7080211093312565,0.5251187485091762,-23.5,33.0,53500.0,2024-01-29,34.6820809248555,43.53182751540041,76.07052896725442,-2.237762237762242,0.1964635768449898,-2.237762237762242,2023,2023-05,14.9,66.0,70.8,52.5,2023-18,1,0
2023-05-11,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+92% (대상승),319400,현대무벡스,KOSDAQ,4915.0,200807436600.0,42.5,2.59,92.3,0.5887062673826152,0.7393683718029823,0.7755146999798133,0.5294796989597649,-34.1,6.2,3240.0,2024-02-02,48.04216867469879,52.87713841368584,35.961272475795305,-6.736242884250476,0.5885448604120225,-6.736242884250476,2023,2023-05,58.9,73.9,77.6,52.9,2023-19,1,1
2023-05-24,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+86% (대상승),290650,엘앤씨바이오,KOSDAQ,33900.0,13461825600.0,42.73,2.51,86.5,0.6678114053199745,0.6398410015473811,0.6105221373040332,0.5334895409293559,-28.2,23.0,24350.0,2024-02-19,50.0,43.03797468354431,-8.25439783491204,-27.408993576017128,0.6352857826195786,-1.4534883720930258,2023,2023-05,66.8,64.0,61.1,53.3,2023-21,1,0
2023-05-31,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+63% (대상승),319400,현대무벡스,KOSDAQ,4630.0,17315459200.0,44.15,2.04,62.8,0.4768048177913492,0.6100739583267554,0.6174943925928372,0.4639779725172331,-31.5,6.5,3170.0,2024-02-23,33.62193362193362,36.77991137370753,35.57833089311859,-12.144212523719167,0.6989234973854466,-12.144212523719167,2023,2023-05,47.7,61.0,61.7,46.4,2023-22,1,1
2023-06-02,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+83% (대상승),290650,엘앤씨바이오,KOSDAQ,34750.0,6021097750.0,41.58,2.44,83.0,0.5876371625485685,0.6488064874002842,0.636598263316283,0.4663869068143833,-30.2,20.0,24250.0,2024-02-27,36.81102362204725,40.97363083164301,2.2058823529411686,-15.036674816625917,0.6528248849659921,-1.1379800853485111,2023,2023-06,58.8,64.9,63.7,46.6,2023-22,1,0
2023-06-05,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+95% (대상승),290650,엘앤씨바이오,KOSDAQ,35950.0,8045861650.0,43.4,2.42,94.7,0.599610022938619,0.6148754935482905,0.6401201568121996,0.4709341978963643,-33.0,16.0,24100.0,2024-02-28,36.692015209125486,43.8,4.963503649635026,-11.453201970443349,0.670487598504217,-0.277392510402219,2023,2023-06,60.0,61.5,64.0,47.1,2023-23,1,0
2023-06-07,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+149% (대박),032350,롯데관광개발,KOSPI,11450.0,7418512250.0,42.27,3.19,148.8,0.7673370102975181,0.7240575891281238,0.6693046609846082,0.4332862375943703,-21.0,54.4,9050.0,2024-02-29,-10.196078431372548,-9.48616600790514,-8.399999999999997,-31.845238095238095,-0.3716333256161681,-18.447293447293443,2023,2023-06,76.7,72.4,66.9,43.3,2023-23,1,0
2023-06-07,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+72% (대상승),347700,스피어,KOSDAQ,4793.0,1421277876.0,50.93,2.46,71.8,0.5225798358512039,0.7130198245445849,0.693613425854548,0.4340143036559622,-51.1,14.9,2345.0,2024-02-29,-12.135655362053166,19.76511744127936,0.7567794828673424,-30.92664649084883,-0.4133733702429394,-15.183153424172712,2023,2023-06,52.3,71.3,69.4,43.4,2023-23,1,0
2023-06-08,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+135% (대박),032350,롯데관광개발,KOSPI,11870.0,8564489880.0,42.13,3.17,134.6,0.7784484792679776,0.705837130266169,0.6765461391536588,0.4514353261131466,-23.0,48.9,9140.0,2024-03-04,-5.793650793650795,-6.535433070866137,-6.535433070866137,-29.34523809523809,-0.3630317486795537,-15.455840455840452,2023,2023-06,77.8,70.6,67.7,45.1,2023-23,1,0
2023-06-09,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+144% (대박),032350,롯데관광개발,KOSPI,11800.0,6239061200.0,42.11,3.18,143.6,0.7758908987703111,0.7052989016492434,0.678999427699721,0.4434157267054797,-20.1,49.8,9430.0,2024-03-05,-2.7205276174773307,-7.8125,1.724137931034475,-29.761904761904766,-0.3570450166838377,-15.954415954415955,2023,2023-06,77.6,70.5,67.9,44.3,2023-23,1,0
2023-06-09,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+71% (대상승),347700,스피어,KOSDAQ,4892.0,781174128.0,45.14,2.48,70.9,0.5287124986236896,0.7137346582333235,0.7139159468792318,0.4443419388294349,-51.7,12.6,2365.0,2024-03-05,-4.191147669408535,20.108028480235696,5.001073191672023,-29.499927943507707,-0.35890823380774,-13.431251105998944,2023,2023-06,52.9,71.4,71.4,44.4,2023-23,1,0
2023-06-12,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+150% (대박),032350,롯데관광개발,KOSPI,11700.0,3962942100.0,43.0,3.21,150.5,0.7773267791299612,0.7109745691874375,0.6778071842005985,0.4349406003464476,-20.4,51.1,9310.0,2024-03-06,-4.255319148936165,-8.59375,3.083700440528636,-30.35714285714286,-0.3585255021460268,-16.666666666666664,2023,2023-06,77.7,71.1,67.8,43.5,2023-24,1,0
2023-06-12,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+56% (대상승),319400,현대무벡스,KOSDAQ,4540.0,40342816820.0,46.49,2.05,55.7,0.4641238113707452,0.6388001702782118,0.6474063624252447,0.4733018481694775,-29.8,8.6,3185.0,2024-03-06,39.69230769230769,36.95324283559578,67.21915285451196,-13.851992409867176,0.6288130715569379,-13.851992409867176,2023,2023-06,46.4,63.9,64.7,47.3,2023-24,1,1
2023-06-13,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+152% (대박),032350,롯데관광개발,KOSPI,11720.0,3929692560.0,43.39,3.18,152.0,0.7760575358110711,0.706657929933978,0.6764796263544187,0.4403014698939872,-21.2,50.9,9240.0,2024-03-07,-4.482477587612066,-9.147286821705425,-3.934426229508192,-29.18429003021148,-0.358291860212386,-16.524216524216527,2023,2023-06,77.6,70.7,67.6,44.0,2023-24,1,0
2023-06-16,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+64% (대상승),353200,대덕전자,KOSPI,29700.0,46069214400.0,45.02,2.42,64.2,0.5623504176241085,0.6871685174238593,0.6989976200645241,0.4995932084720625,-20.7,33.5,23550.0,2024-03-12,43.13253012048192,45.2322738386308,8.99082568807339,-5.263157894736848,0.1973097551071753,-0.8347245409014992,2023,2023-06,56.2,68.7,69.9,50.0,2023-24,1,0
2023-06-19,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+53% (대상승),319400,현대무벡스,KOSDAQ,4410.0,6870885840.0,43.28,2.09,52.8,0.4554915102003642,0.6283274084642123,0.707143642971718,0.4637416507638101,-27.7,11.8,3190.0,2024-03-13,23.35664335664336,31.641791044776113,51.546391752577314,-16.31878557874763,0.5323626255830717,-16.31878557874763,2023,2023-06,45.5,62.8,70.7,46.4,2023-25,1,0
2023-06-19,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+71% (대상승),353200,대덕전자,KOSPI,30850.0,42048827650.0,45.27,1.83,70.6,0.3801744030719579,0.6673645173963623,0.7086162231102454,0.5098092056630579,-24.3,28.5,23350.0,2024-03-13,42.82407407407407,49.39467312348669,17.973231357552578,-1.594896331738438,0.2302096012769205,-0.3231017770597755,2023,2023-06,38.0,66.7,70.9,51.0,2023-25,1,0
2023-06-20,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+111% (대박),042660,한화오션,KOSPI,33937.0,240733874224.0,59.09,2.27,111.3,0.5183153587691313,0.6781513891708681,0.7869390855977063,0.5434663398866426,-20.4,30.6,27000.0,2024-03-14,57.85385366761244,102.11422786016315,62.90020640330245,-2.4266122308156723,0.3938379472106904,-2.4266122308156723,2023,2023-06,51.8,67.8,78.7,54.3,2023-25,1,0
2023-06-20,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+53% (대상승),319400,현대무벡스,KOSDAQ,4590.0,44104791330.0,46.55,2.07,53.3,0.4343091298465917,0.6691102826253479,0.7569461613193289,0.4945402240622576,-30.7,7.4,3180.0,2024-03-14,32.85094066570189,42.54658385093168,54.54545454545454,-12.903225806451612,0.5251279815306203,-12.903225806451612,2023,2023-06,43.4,66.9,75.7,49.5,2023-25,1,1
2023-06-21,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+100% (대상승),042660,한화오션,KOSPI,34914.0,138832727880.0,48.01,2.52,99.7,0.6209156334260478,0.6502864849985897,0.7719031446023171,0.5454218432778994,-22.7,27.0,27000.0,2024-03-15,66.52675760755508,112.43687252814114,77.0307271067843,-2.9627570872707065,0.4434363661251604,-2.9627570872707065,2023,2023-06,62.1,65.0,77.2,54.5,2023-25,1,0
2023-06-21,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+47% (상승),064350,현대로템,KOSPI,38500.0,280828586500.0,42.98,2.41,46.7,0.6243097928418031,0.5814025581232183,0.7503415893091078,0.5422441998335062,-21.0,2.6,30400.0,2024-03-15,54.0,39.492753623188406,99.48186528497408,-4.347826086956519,0.4606317406307472,-4.347826086956519,2023,2023-06,62.4,58.1,75.0,54.2,2023-25,1,1
2023-06-22,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+58% (대상승),082920,비츠로셀,KOSDAQ,11910.0,47880939300.0,50.07,1.66,57.6,0.3328341310088923,0.6565525218605486,0.735422061439831,0.531857730672241,-20.5,4.7,9467.0,2024-03-18,21.779141104294485,76.7849191034585,105.23866965362744,-2.4809629083763163,0.2029028410064149,-2.4809629083763163,2023,2023-06,33.3,65.7,73.5,53.2,2023-25,1,1
2023-06-22,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+22% (상승),001120,LX인터내셔널,KOSPI,34850.0,14536910800.0,42.71,1.37,22.3,0.3749400007506088,0.5200025870454155,0.5244387016344538,0.531291354813646,-24.8,39.0,26200.0,2024-03-18,23.362831858407084,-16.526946107784436,9.247648902821323,-29.808660624370596,0.2549518847640699,-3.194444444444444,2023,2023-06,37.5,52.0,52.4,53.1,2023-25,1,0
2023-06-26,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+58% (대상승),347700,스피어,KOSDAQ,4981.0,834626322.0,44.99,2.21,58.1,0.5056905975197044,0.6858588336523038,0.6984678724506703,0.5167003227785542,-60.2,10.6,1981.0,2024-03-20,-3.131077401789184,34.876793934470626,0.0,-28.217322380746506,-0.1312342779457236,-7.31298846296985,2023,2023-06,50.6,68.6,69.8,51.7,2023-26,1,0
2023-06-27,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+79% (대상승),353200,대덕전자,KOSPI,31200.0,24917100000.0,41.22,1.67,78.8,0.3004364949728866,0.6846865383429692,0.6977810830720658,0.4781766986494806,-22.3,27.1,24250.0,2024-03-21,26.82926829268293,70.02724795640327,10.834813499111906,-1.10935023771791,0.471376694882614,-1.10935023771791,2023,2023-06,30.0,68.5,69.8,47.8,2023-26,1,0
2023-06-28,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+63% (대상승),347700,스피어,KOSDAQ,4820.0,808415220.0,40.1,2.21,62.7,0.5097542452685302,0.6946744517584151,0.6667439669994617,0.5123391166632673,-55.0,14.3,2170.0,2024-03-22,-1.992679951199672,28.8081239978621,-7.075380759591288,-30.53754143248306,-0.0873424911681667,-10.30889467807964,2023,2023-06,51.0,69.5,66.7,51.2,2023-26,1,0
2023-06-28,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+21% (상승),001120,LX인터내셔널,KOSPI,34500.0,12261921000.0,40.72,1.62,21.0,0.441583380490932,0.5212700789639053,0.5336039795011509,0.5125063704623405,-23.9,40.4,26250.0,2024-03-22,19.17098445595855,5.666156202143946,17.546848381601365,-30.513595166163142,0.2699518063217144,-4.1666666666666625,2023,2023-06,44.2,52.1,53.4,51.3,2023-26,1,0
2023-06-29,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+87% (대상승),089970,브이엠,KOSDAQ,18740.0,5734271340.0,40.85,3.02,87.3,0.7135556660435156,0.6517475001829389,0.7904619802878379,0.4434314266080634,-20.0,12.1,15000.0,2024-03-25,57.744107744107744,77.63033175355449,24.518272425249176,-3.897435897435897,0.7906440208652554,-3.897435897435897,2023,2023-06,71.4,65.2,79.0,44.3,2023-26,1,0
2023-07-04,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+89% (대상승),097230,HJ중공업,KOSPI,4735.0,6340700055.0,81.94,2.74,88.9,0.5885174094939558,0.7749259824378752,0.7420554010752285,0.4662948907280593,-30.6,5.1,3285.0,2024-03-28,30.082417582417587,21.4102564102564,-28.148710166919575,-35.31420765027322,0.2166528835261608,-3.367346938775506,2023,2023-07,58.9,77.5,74.2,46.6,2023-27,1,1
2023-07-05,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+89% (대상승),097230,HJ중공업,KOSPI,4665.0,1597687860.0,41.07,2.56,89.4,0.5459544438699198,0.7670675010243057,0.7398972067681507,0.4844496069929693,-29.4,4.0,3295.0,2024-03-29,28.51239669421488,18.70229007633588,-32.19476744186046,-36.270491803278695,0.2428392050586049,-6.23115577889447,2023,2023-07,54.6,76.7,74.0,48.4,2023-27,1,1
2023-07-05,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+71% (대상승),353200,대덕전자,KOSPI,32950.0,50664381300.0,41.18,1.71,70.9,0.3279103810207584,0.6594230889932831,0.7114357381153122,0.4876174934199453,-25.5,20.3,24550.0,2024-03-29,34.76482617586911,51.49425287356322,14.409722222222232,-2.225519287833833,0.7168193028821528,-2.225519287833833,2023,2023-07,32.8,65.9,71.1,48.8,2023-27,1,0
2023-07-06,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+52% (대상승),005850,에스엘,KOSPI,40000.0,67080680000.0,55.0,2.49,51.7,0.5771966968835133,0.6738547933248237,0.7198226856971977,0.4855072449667934,-20.0,6.0,32000.0,2024-04-01,32.669983416252066,59.68063872255489,26.182965299684536,-4.534606205250602,0.2894425331309428,-4.534606205250602,2023,2023-07,57.7,67.4,72.0,48.6,2023-27,1,1
2023-07-07,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+87% (대상승),097230,HJ중공업,KOSPI,4605.0,1086687900.0,41.55,2.54,87.1,0.5432938568331331,0.7624813313651133,0.7301562130598837,0.4821137610655611,-27.6,5.3,3335.0,2024-04-02,31.759656652360512,16.878172588832484,-32.77372262773722,-34.773371104815865,0.2733502998515635,-7.437185929648238,2023,2023-07,54.3,76.2,73.0,48.2,2023-27,1,1
2023-07-11,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+20% (보합),001120,LX인터내셔널,KOSPI,35200.0,18805001600.0,42.3,2.01,19.7,0.5810776483726954,0.5166508685175786,0.5482317909623102,0.5301420595529203,-23.3,37.6,27000.0,2024-04-04,18.71838111298483,3.074670571010252,13.548387096774196,-29.10372608257804,0.2925604836450818,-6.507304116865875,2023,2023-07,58.1,51.7,54.8,53.0,2023-28,1,0
2023-07-12,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+51% (대상승),082740,한화엔진,KOSPI,12080.0,23689339040.0,41.43,2.54,50.8,0.6015445953359622,0.6499763404275156,0.7481163415622544,0.4944549764491373,-20.4,5.5,9610.0,2024-04-05,56.07235142118863,76.60818713450293,68.62088218872138,-3.04975922953451,0.7545638285669044,-3.04975922953451,2023,2023-07,60.2,65.0,74.8,49.4,2023-28,1,1
2023-07-12,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+83% (대상승),097230,HJ중공업,KOSPI,4600.0,1161477000.0,40.45,2.51,83.0,0.5380527807024262,0.7451101390185226,0.7271794606906428,0.4728442451284672,-29.8,5.4,3230.0,2024-04-05,30.49645390070923,17.048346055979646,-32.15339233038348,-34.37945791726106,0.2920250562449321,-7.537688442211055,2023,2023-07,53.8,74.5,72.7,47.3,2023-28,1,1
2023-07-13,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+120% (대박),353200,대덕전자,KOSPI,33900.0,146051403900.0,45.65,3.03,120.4,0.7350127578507797,0.7164435825578059,0.7475533254539556,0.498345390882414,-25.5,17.0,25250.0,2024-04-08,45.80645161290322,68.65671641791045,18.739054290718048,-3.5561877667140807,0.8716782948004691,-3.5561877667140807,2023,2023-07,73.5,71.6,74.8,49.8,2023-28,1,0
2023-07-13,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+66% (대상승),083650,비에이치아이,KOSDAQ,11160.0,90115359480.0,58.78,2.35,66.3,0.5419638383663739,0.739480470023462,0.688449358826703,0.536547569526348,-24.5,4.6,8430.0,2024-04-08,11.935807422266809,65.82466567607727,53.08641975308641,-5.021276595744684,0.1503613470803486,0.0,2023,2023-07,54.2,73.9,68.8,53.7,2023-28,1,1
2023-07-13,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+36% (상승),017960,한국카본,KOSPI,13640.0,38066171000.0,55.64,2.06,36.5,0.4852123020877411,0.656763904401231,0.646783937146511,0.5161916324470773,-21.6,11.7,10700.0,2024-04-08,11.346938775510209,28.07511737089201,1.0370370370370363,-15.802469135802466,0.1050551661865226,-2.2222222222222254,2023,2023-07,48.5,65.7,64.7,51.6,2023-28,1,0
2023-07-14,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+128% (대박),353200,대덕전자,KOSPI,37550.0,290249859500.0,51.38,3.12,128.2,0.7680039284915342,0.6940255148340677,0.76932602967972,0.4971730266188732,-33.7,5.6,24900.0,2024-04-09,64.69298245614034,88.69346733668341,31.293706293706293,-5.2963430012610395,0.922237712601243,-5.2963430012610395,2023,2023-07,76.8,69.4,76.9,49.7,2023-28,1,1
2023-07-14,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+113% (대박),310210,보로노이,KOSDAQ,40338.0,4523705010.0,42.58,2.96,112.5,0.7003760571869182,0.6909905934284745,0.716024431211193,0.4480512320817539,-22.9,104.1,31100.0,2024-04-09,-2.281976744186043,60.689957375612465,23.89962220106274,-22.071750091764383,-0.2351751572359497,-22.071750091764383,2023,2023-07,70.0,69.1,71.6,44.8,2023-28,1,0
2023-07-14,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+64% (대상승),083650,비에이치아이,KOSDAQ,11050.0,114680966400.0,44.31,2.89,64.5,0.689448172150072,0.7472155499639942,0.7380012118417815,0.5190675861675721,-23.3,-0.1,8480.0,2024-04-09,27.598152424942256,61.78623718887262,47.13715046604528,-5.957446808510635,0.2499853467659033,-5.312767780634109,2023,2023-07,68.9,74.7,73.8,51.9,2023-28,1,1
2023-07-14,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+36% (상승),017960,한국카본,KOSPI,13840.0,22697184800.0,42.8,1.88,36.1,0.4310537192078519,0.6457313861838753,0.6430042139001636,0.5129700900416748,-22.8,10.1,10680.0,2024-04-09,14.664457332228675,32.4401913875598,2.1402214022140154,-14.567901234567904,0.142499641382614,-0.7885304659498216,2023,2023-07,43.1,64.6,64.3,51.3,2023-28,1,0
2023-07-17,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+110% (대박),310210,보로노이,KOSDAQ,39150.0,6537971700.0,40.75,2.83,110.0,0.6836532767635812,0.6684250014665681,0.6958639022221308,0.4578849668769496,-21.3,110.2,30800.0,2024-04-11,-6.823428612228389,50.08050295177491,21.474448478078756,-24.366825724938668,-0.2283358305116745,-24.366825724938668,2023,2023-07,68.4,66.8,69.6,45.8,2023-29,1,0
2023-07-17,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+41% (상승),017960,한국카본,KOSPI,14030.0,23584387910.0,42.56,2.47,40.5,0.5990561893811238,0.6736230772805626,0.6620432107539094,0.501774860667216,-24.9,8.6,10530.0,2024-04-11,10.472440944881887,33.61904761904761,2.036363636363636,-13.395061728395063,0.1789844111913327,-3.107734806629836,2023,2023-07,59.9,67.4,66.2,50.2,2023-29,1,1
2023-07-18,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+37% (상승),017960,한국카본,KOSPI,14130.0,21937729320.0,40.74,1.51,36.9,0.3067067536297467,0.6343904056641955,0.6317669846425599,0.4949412828319813,-25.5,7.9,10520.0,2024-04-12,12.76935355147646,33.93364928909952,1.2903225806451646,-12.777777777777777,0.2249528021124506,-2.551724137931033,2023,2023-07,30.7,63.4,63.2,49.5,2023-29,1,1
2023-07-18,★ 강력매수,💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+36% (상승),263750,펄어비스,KOSDAQ,58000.0,44046128000.0,41.64,0.72,35.8,0.082938647430386,0.6042726687681552,0.5476270919211552,0.4921526988285029,-52.1,3.1,27800.0,2024-04-12,31.818181818181813,27.612761276127618,8.818011257035652,-7.051282051282048,0.4142797604888075,-1.1925042589437829,2023,2023-07,8.3,60.4,54.8,49.2,2023-29,1,1
2023-07-19,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+112% (대박),347700,스피어,KOSDAQ,4440.0,4808200320.0,46.44,2.61,112.0,0.5802285133294467,0.7570934062981475,0.6972977594295713,0.4810870750253226,-57.8,24.1,1874.0,2024-04-15,-1.8784530386740328,-9.719398129320869,-16.83835924330399,-36.01383484651968,-0.0325876961208735,-13.652275379229872,2023,2023-07,58.0,75.7,69.7,48.1,2023-29,1,0
2023-07-19,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,+35% (상승),001430,세아베스틸지주,KOSPI,28600.0,6720685400.0,40.26,1.86,34.9,0.4575479257157161,0.5689024297227266,0.6547592161478119,0.5127891655470009,-24.8,4.2,21500.0,2024-04-15,20.93023255813953,73.54368932038835,84.51612903225806,-3.865546218487392,0.2523829600834511,-3.865546218487392,2023,2023-07,45.8,56.9,65.5,51.3,2023-29,1,1
