buy_date,code,name,Market,buy_price,alloc,sell_date,sell_close,ret_180d,peak_180d,rank,combo,set,YYYYMM
2020-04-06,237690,에스티팜,KOSDAQ,39200.0,1000000.0,2020-12-28,93500.0,138.5204081632653,202.55102040816325,1,F10_KOSDAQ만__S01_거래대금낮,FULL_weekly_3,2020-04
2020-04-10,253450,스튜디오드래곤,KOSDAQ,77500.0,1000000.0,2021-01-05,100400.0,29.548387096774185,30.838709677419352,1,F10_KOSDAQ만__S01_거래대금낮,FULL_weekly_3,2020-04
2020-04-07,196170,알테오젠,KOSDAQ,25366.0,1000000.0,2020-12-29,98537.0,288.4609319561618,399.8265394622723,1,F10_KOSDAQ만__S01_거래대금낮,FULL_weekly_3,2020-04
2020-04-16,101490,에스앤에스텍,KOSDAQ,18300.0,1000000.0,2021-01-08,42550.0,132.51366120218577,191.8032786885246,1,F10_KOSDAQ만__S01_거래대금낮,FULL_weekly_3,2020-04
2020-04-14,032500,케이엠더블유,KOSDAQ,61100.0,1000000.0,2021-01-07,80600.0,31.914893617021267,46.48117839607202,1,F10_KOSDAQ만__S01_거래대금낮,FULL_weekly_3,2020-04
2020-04-16,253450,스튜디오드래곤,KOSDAQ,84800.0,1000000.0,2021-01-08,99800.0,17.688679245283012,20.99056603773586,1,F10_KOSDAQ만__S01_거래대금낮,FULL_weekly_3,2020-04
2020-04-21,052020,에스티큐브,KOSDAQ,9433.0,1000000.0,2021-01-13,7504.0,-20.44948584755645,20.778119368175552,1,F10_KOSDAQ만__S01_거래대금낮,FULL_weekly_3,2020-04
2020-04-20,007390,네이처셀,KOSDAQ,12700.0,1000000.0,2021-01-12,9550.0,-24.803149606299215,4.330708661417315,1,F10_KOSDAQ만__S01_거래대금낮,FULL_weekly_3,2020-04
2020-04-27,225570,넥슨게임즈,KOSDAQ,8290.0,1000000.0,2021-01-19,13550.0,63.44993968636912,97.82870928829917,1,F10_KOSDAQ만__S01_거래대금낮,FULL_weekly_3,2020-04
2020-04-27,225570,넥슨게임즈,KOSDAQ,8290.0,1000000.0,2021-01-19,13550.0,63.44993968636912,97.82870928829917,1,F10_KOSDAQ만__S01_거래대금낮,FULL_weekly_3,2020-04
2020-12-30,023160,태광,KOSDAQ,7660.0,1000000.0,2021-09-23,11550.0,50.78328981723237,76.2402088772846,1,F10_KOSDAQ만__S01_거래대금낮,FULL_weekly_3,2020-12
2020-12-30,023160,태광,KOSDAQ,7660.0,1000000.0,2021-09-23,11550.0,50.78328981723237,76.2402088772846,1,F10_KOSDAQ만__S01_거래대금낮,FULL_weekly_3,2020-12
2020-12-30,023160,태광,KOSDAQ,7660.0,1000000.0,2021-09-23,11550.0,50.78328981723237,76.2402088772846,1,F10_KOSDAQ만__S01_거래대금낮,FULL_weekly_3,2020-12
2021-01-04,058610,에스피지,KOSDAQ,9400.0,1000000.0,2021-09-24,11200.0,19.14893617021276,48.93617021276595,1,F10_KOSDAQ만__S01_거래대금낮,FULL_weekly_3,2021-01
2021-01-04,058610,에스피지,KOSDAQ,9400.0,1000000.0,2021-09-24,11200.0,19.14893617021276,48.93617021276595,1,F10_KOSDAQ만__S01_거래대금낮,FULL_weekly_3,2021-01
2021-01-04,058610,에스피지,KOSDAQ,9400.0,1000000.0,2021-09-24,11200.0,19.14893617021276,48.93617021276595,1,F10_KOSDAQ만__S01_거래대금낮,FULL_weekly_3,2021-01
2021-01-13,009520,포스코엠텍,KOSDAQ,5110.0,1000000.0,2021-10-06,7100.0,38.94324853228963,142.66144814090018,1,F10_KOSDAQ만__S01_거래대금낮,FULL_weekly_3,2021-01
2021-01-12,037460,삼지전자,KOSDAQ,13400.0,1000000.0,2021-10-05,11700.0,-12.686567164179108,28.73134328358209,1,F10_KOSDAQ만__S01_거래대금낮,FULL_weekly_3,2021-01
2021-01-12,037460,삼지전자,KOSDAQ,13400.0,1000000.0,2021-10-05,11700.0,-12.686567164179108,28.73134328358209,1,F10_KOSDAQ만__S01_거래대금낮,FULL_weekly_3,2021-01
2021-01-18,189300,인텔리안테크,KOSDAQ,59324.0,1000000.0,2021-10-12,68056.0,14.719169307531521,52.26215359719506,1,F10_KOSDAQ만__S01_거래대금낮,FULL_weekly_3,2021-01
2021-01-18,189300,인텔리안테크,KOSDAQ,59324.0,1000000.0,2021-10-12,68056.0,14.719169307531521,52.26215359719506,1,F10_KOSDAQ만__S01_거래대금낮,FULL_weekly_3,2021-01
2021-01-18,189300,인텔리안테크,KOSDAQ,59324.0,1000000.0,2021-10-12,68056.0,14.719169307531521,52.26215359719506,1,F10_KOSDAQ만__S01_거래대금낮,FULL_weekly_3,2021-01
