n,skip,SW_n,SW_rate,w100_n,w100_rate,w50_n,w50_rate,avg_peak,avg_ret,winrate,final,ret_pct,profit,filter,sort,mode,combo,set
36,260,8,22.22222222222222,13,36.11111111111111,20,55.55555555555556,114.671768774005,53.29742853881827,63.888888888888886,29187074.27397458,191.8707427397458,19187074.27397458,F02_slope_05,S08_외인매수강,daily_1,F02_slope_05__S08_외인매수강,OOS_daily_1
35,261,9,25.71428571428571,14,40.0,20,57.14285714285714,134.64155930816122,64.65274548729667,62.857142857142854,32628460.920553844,226.28460920553843,22628460.920553844,F02_slope_05,S09_52주고점근접,daily_1,F02_slope_05__S09_52주고점근접,OOS_daily_1
32,264,7,21.875,11,34.375,18,56.25,145.2826332784055,87.50371211410496,59.375,38001187.876513585,280.01187876513586,28001187.876513585,F02_slope_05,S10_랜덤,daily_1,F02_slope_05__S10_랜덤,OOS_daily_1
36,219,8,22.22222222222222,14,38.88888888888889,23,63.888888888888886,155.21696370204697,104.08180052166462,69.44444444444444,47469448.18779927,374.69448187799264,37469448.18779927,F03_slope_10,S01_거래대금낮,daily_1,F03_slope_10__S01_거래대금낮,OOS_daily_1
30,225,4,13.333333333333334,8,26.666666666666668,16,53.333333333333336,97.93961929687026,40.99027689667631,53.333333333333336,22297083.06900289,122.97083069002888,12297083.06900289,F03_slope_10,S02_거래대금높,daily_1,F03_slope_10__S02_거래대금높,OOS_daily_1
32,223,5,15.625,9,28.125,19,59.375,135.3598352229161,79.63722087166292,62.5,35483910.67893214,254.8391067893214,25483910.678932138,F03_slope_10,S03_점수낮,daily_1,F03_slope_10__S03_점수낮,OOS_daily_1
34,221,7,20.588235294117645,12,35.294117647058826,20,58.82352941176471,145.1345605959196,90.7862451558846,64.70588235294117,40867323.353000775,308.6732335300077,30867323.353000775,F03_slope_10,S04_점수높,daily_1,F03_slope_10__S04_점수높,OOS_daily_1
32,223,4,12.5,7,21.875,17,53.125,94.94697676581166,43.00669836288486,56.25,23762143.476123154,137.62143476123154,13762143.476123154,F03_slope_10,S05_변동성낮,daily_1,F03_slope_10__S05_변동성낮,OOS_daily_1
33,222,7,21.21212121212121,12,36.36363636363637,21,63.63636363636363,149.8224985639423,91.78397275475568,66.66666666666666,40288711.00906938,302.88711009069385,30288711.009069383,F03_slope_10,S06_변동성높,daily_1,F03_slope_10__S06_변동성높,OOS_daily_1
31,224,5,16.129032258064516,10,32.25806451612903,17,54.83870967741935,105.3070606179716,46.87923616529692,58.06451612903226,24532563.21124204,145.32563211242038,14532563.211242039,F03_slope_10,S07_slope강한,daily_1,F03_slope_10__S07_slope강한,OOS_daily_1
31,224,5,16.129032258064516,8,25.806451612903224,16,51.61290322580645,100.31396515150901,43.0691890546092,54.83870967741935,23351448.606928848,133.51448606928847,13351448.606928848,F03_slope_10,S08_외인매수강,daily_1,F03_slope_10__S08_외인매수강,OOS_daily_1
33,222,6,18.181818181818183,11,33.33333333333333,19,57.57575757575758,113.47991984993193,56.465542411131864,60.60606060606061,28633628.995673515,186.33628995673516,18633628.995673515,F03_slope_10,S09_52주고점근접,daily_1,F03_slope_10__S09_52주고점근접,OOS_daily_1
34,221,7,20.588235294117645,11,32.35294117647059,22,64.70588235294117,145.4818249956715,88.91756881722074,67.64705882352942,40231973.39785505,302.3197339785505,30231973.39785505,F03_slope_10,S10_랜덤,daily_1,F03_slope_10__S10_랜덤,OOS_daily_1
29,100,6,20.689655172413794,11,37.93103448275862,18,62.06896551724138,127.34823590430487,91.10610941935131,82.75862068965517,36420771.73161188,264.20771731611876,26420771.731611878,F04_외인상위25,S01_거래대금낮,daily_1,F04_외인상위25__S01_거래대금낮,OOS_daily_1
29,100,5,17.24137931034483,11,37.93103448275862,19,65.51724137931035,117.31988952996147,83.56179671368854,79.3103448275862,34232921.046969675,242.32921046969676,24232921.046969675,F04_외인상위25,S02_거래대금높,daily_1,F04_외인상위25__S02_거래대금높,OOS_daily_1
29,100,5,17.24137931034483,10,34.48275862068966,17,58.620689655172406,109.25470551601667,76.18326013909609,82.75862068965517,32093145.440337863,220.93145440337864,22093145.440337863,F04_외인상위25,S03_점수낮,daily_1,F04_외인상위25__S03_점수낮,OOS_daily_1
29,100,5,17.24137931034483,12,41.37931034482759,20,68.96551724137932,109.78377884904796,71.16713988123898,82.75862068965517,30638470.565559305,206.38470565559305,20638470.565559305,F04_외인상위25,S04_점수높,daily_1,F04_외인상위25__S04_점수높,OOS_daily_1
29,100,6,20.689655172413794,11,37.93103448275862,18,62.06896551724138,133.27625018810608,100.02116796214861,82.75862068965517,39006138.70902309,290.0613870902309,29006138.70902309,F04_외인상위25,S05_변동성낮,daily_1,F04_외인상위25__S05_변동성낮,OOS_daily_1
29,100,5,17.24137931034483,11,37.93103448275862,19,65.51724137931035,110.92564453625711,74.4401195398925,79.3103448275862,31587634.666568823,215.87634666568823,21587634.666568823,F04_외인상위25,S06_변동성높,daily_1,F04_외인상위25__S06_변동성높,OOS_daily_1
29,100,5,17.24137931034483,11,37.93103448275862,18,62.06896551724138,116.04344974428228,82.53535499189968,79.3103448275862,33935252.9476509,239.352529476509,23935252.947650902,F04_외인상위25,S07_slope강한,daily_1,F04_외인상위25__S07_slope강한,OOS_daily_1
29,100,7,24.137931034482758,12,41.37931034482759,20,68.96551724137932,150.2611782008381,114.91621813815911,82.75862068965517,43325703.26006614,333.2570326006613,33325703.260066137,F04_외인상위25,S08_외인매수강,daily_1,F04_외인상위25__S08_외인매수강,OOS_daily_1
29,100,6,20.689655172413794,10,34.48275862068966,18,62.06896551724138,129.2814590123951,94.72746619017556,79.3103448275862,37470965.19515091,274.70965195150916,27470965.19515091,F04_외인상위25,S09_52주고점근접,daily_1,F04_외인상위25__S09_52주고점근접,OOS_daily_1
29,100,6,20.689655172413794,13,44.827586206896555,20,68.96551724137932,123.68972914802994,84.9356084954711,82.75862068965517,34631326.463686615,246.31326463686617,24631326.463686615,F04_외인상위25,S10_랜덤,daily_1,F04_외인상위25__S10_랜덤,OOS_daily_1
40,173,10,25.0,17,42.5,28,70.0,131.1239343972795,88.29898071435147,75.0,45319592.28574059,353.1959228574059,35319592.28574059,F05_slope05_For양,S01_거래대금낮,daily_1,F05_slope05_For양__S01_거래대금낮,OOS_daily_1
39,174,10,25.64102564102564,15,38.46153846153847,25,64.1025641025641,126.14176960161389,83.63305845764944,66.66666666666666,42616892.79848328,326.1689279848328,32616892.798483282,F05_slope05_For양,S02_거래대금높,daily_1,F05_slope05_For양__S02_거래대금높,OOS_daily_1
38,175,10,26.31578947368421,14,36.84210526315789,24,63.1578947368421,123.07343175956366,80.84466483409702,68.42105263157895,40720972.63695687,307.20972636956867,30720972.63695687,F05_slope05_For양,S03_점수낮,daily_1,F05_slope05_For양__S03_점수낮,OOS_daily_1
41,172,9,21.951219512195124,18,43.90243902439025,29,70.73170731707317,116.97047102872547,74.1462502171554,78.04878048780488,40399962.58903371,303.9996258903371,30399962.589033708,F05_slope05_For양,S04_점수높,daily_1,F05_slope05_For양__S04_점수높,OOS_daily_1
39,174,10,25.64102564102564,15,38.46153846153847,25,64.1025641025641,135.08130848812993,92.29222165703536,71.7948717948718,45993966.446243785,359.93966446243786,35993966.446243785,F05_slope05_For양,S05_변동성낮,daily_1,F05_slope05_For양__S05_변동성낮,OOS_daily_1
40,173,8,20.0,16,40.0,27,67.5,111.12617754661812,68.10166773320063,72.5,37240667.093280256,272.40667093280257,27240667.093280256,F05_slope05_For양,S06_변동성높,daily_1,F05_slope05_For양__S06_변동성높,OOS_daily_1
38,175,10,26.31578947368421,15,39.473684210526315,24,63.1578947368421,123.99108748855389,82.2194814633647,68.42105263157895,41243402.95607859,312.4340295607859,31243402.95607859,F05_slope05_For양,S07_slope강한,daily_1,F05_slope05_For양__S07_slope강한,OOS_daily_1
39,174,11,28.205128205128204,16,41.02564102564102,26,66.66666666666666,145.26978666806122,102.2100958345664,71.7948717948718,49861937.37548089,398.6193737548089,39861937.37548089,F05_slope05_For양,S08_외인매수강,daily_1,F05_slope05_For양__S08_외인매수강,OOS_daily_1
38,175,10,26.31578947368421,15,39.473684210526315,24,63.1578947368421,135.13418244042074,92.41080636883646,68.42105263157895,45116106.42015785,351.1610642015785,35116106.42015785,F05_slope05_For양,S09_52주고점근접,daily_1,F05_slope05_For양__S09_52주고점근접,OOS_daily_1
41,172,10,24.390243902439025,18,43.90243902439025,30,73.17073170731707,127.53472081237024,83.63437756189057,75.60975609756098,44290094.800375134,342.90094800375135,34290094.800375134,F05_slope05_For양,S10_랜덤,daily_1,F05_slope05_For양__S10_랜덤,OOS_daily_1
29,214,1,3.4482758620689653,7,24.137931034482758,15,51.724137931034484,73.36513115209907,34.331835657691,58.620689655172406,19956232.34073039,99.56232340730391,9956232.340730391,F06_외인기관동시매수,S01_거래대금낮,daily_1,F06_외인기관동시매수__S01_거래대금낮,OOS_daily_1
31,212,2,6.451612903225806,8,25.806451612903224,19,61.29032258064516,95.11506445705935,55.63472881117098,61.29032258064516,27246765.931463,172.46765931462997,17246765.931463,F06_외인기관동시매수,S02_거래대금높,daily_1,F06_외인기관동시매수__S02_거래대금높,OOS_daily_1
28,215,1,3.571428571428571,5,17.857142857142858,14,50.0,73.57785586535056,33.82734912322293,53.57142857142857,19471657.754502423,94.71657754502422,9471657.754502423,F06_외인기관동시매수,S03_점수낮,daily_1,F06_외인기관동시매수__S03_점수낮,OOS_daily_1
32,211,1,3.125,9,28.125,20,62.5,87.12045807470724,47.11531505338682,65.625,25076900.817083783,150.76900817083785,15076900.817083783,F06_외인기관동시매수,S04_점수높,daily_1,F06_외인기관동시매수__S04_점수높,OOS_daily_1
31,212,1,3.225806451612903,8,25.806451612903224,19,61.29032258064516,83.71339255512493,44.56360804528508,64.51612903225806,23814718.494038373,138.14718494038374,13814718.494038373,F06_외인기관동시매수,S05_변동성낮,daily_1,F06_외인기관동시매수__S05_변동성낮,OOS_daily_1
29,214,2,6.896551724137931,7,24.137931034482758,15,51.724137931034484,84.1834148987298,44.35965681257082,51.724137931034484,22864300.475645535,128.64300475645533,12864300.475645535,F06_외인기관동시매수,S06_변동성높,daily_1,F06_외인기관동시매수__S06_변동성높,OOS_daily_1
29,214,2,6.896551724137931,8,27.586206896551722,15,51.724137931034484,86.19957776297943,47.36176178501002,55.172413793103445,23734910.91765291,137.34910917652908,13734910.917652909,F06_외인기관동시매수,S07_slope강한,daily_1,F06_외인기관동시매수__S07_slope강한,OOS_daily_1
31,212,2,6.451612903225806,8,25.806451612903224,18,58.06451612903226,93.3505006106504,55.0295895364375,61.29032258064516,27059172.756295625,170.59172756295627,17059172.756295625,F06_외인기관동시매수,S08_외인매수강,daily_1,F06_외인기관동시매수__S08_외인매수강,OOS_daily_1
29,214,2,6.896551724137931,8,27.586206896551722,15,51.724137931034484,93.35860190605021,54.26458573963152,55.172413793103445,25736729.864493143,157.36729864493145,15736729.864493143,F06_외인기관동시매수,S09_52주고점근접,daily_1,F06_외인기관동시매수__S09_52주고점근접,OOS_daily_1
30,213,1,3.3333333333333335,7,23.333333333333332,18,60.0,82.14123121931293,41.25618254130917,60.0,22376854.762392752,123.7685476239275,12376854.762392752,F06_외인기관동시매수,S10_랜덤,daily_1,F06_외인기관동시매수__S10_랜덤,OOS_daily_1
27,189,3,11.11111111111111,5,18.51851851851852,10,37.03703703703704,101.257443057132,65.31948472782524,51.85185185185185,27636260.876512814,176.36260876512813,17636260.876512814,F07_눌림목30_10,S01_거래대금낮,daily_1,F07_눌림목30_10__S01_거래대금낮,OOS_daily_1
27,189,4,14.814814814814813,7,25.925925925925924,11,40.74074074074074,127.1122824708494,84.60152358757972,44.44444444444444,32842411.368646532,228.42411368646532,22842411.368646532,F07_눌림목30_10,S02_거래대금높,daily_1,F07_눌림목30_10__S02_거래대금높,OOS_daily_1
25,191,1,4.0,3,12.0,9,36.0,92.50807574541413,50.73717582543326,44.0,22684293.956358314,126.84293956358314,12684293.956358314,F07_눌림목30_10,S03_점수낮,daily_1,F07_눌림목30_10__S03_점수낮,OOS_daily_1
23,193,1,4.3478260869565215,2,8.695652173913043,7,30.434782608695656,86.17953338560801,46.085247369059964,34.78260869565217,20599606.894883797,105.99606894883794,10599606.894883797,F07_눌림목30_10,S04_점수높,daily_1,F07_눌림목30_10__S04_점수높,OOS_daily_1
27,189,4,14.814814814814813,6,22.22222222222222,9,33.33333333333333,119.304116647964,84.57530939342041,48.148148148148145,32835333.536223512,228.35333536223513,22835333.536223512,F07_눌림목30_10,S05_변동성낮,daily_1,F07_눌림목30_10__S05_변동성낮,OOS_daily_1
26,190,2,7.6923076923076925,5,19.230769230769234,10,38.46153846153847,99.34473202279793,55.899488134970625,46.15384615384615,24533866.915092357,145.33866915092358,14533866.915092357,F07_눌림목30_10,S06_변동성높,daily_1,F07_눌림목30_10__S06_변동성높,OOS_daily_1
28,188,4,14.285714285714285,9,32.142857142857146,13,46.42857142857143,134.47433874011656,96.6178570651224,53.57142857142857,37052999.978234276,270.52999978234277,27052999.978234276,F07_눌림목30_10,S07_slope강한,daily_1,F07_눌림목30_10__S07_slope강한,OOS_daily_1
28,188,6,21.428571428571427,8,28.57142857142857,13,46.42857142857143,146.15673542211962,102.9684629130921,53.57142857142857,38831169.61566579,288.31169615665794,28831169.615665793,F07_눌림목30_10,S08_외인매수강,daily_1,F07_눌림목30_10__S08_외인매수강,OOS_daily_1
29,187,6,20.689655172413794,10,34.48275862068966,14,48.275862068965516,150.96228998109308,107.57761842814682,55.172413793103445,41197509.34416258,311.9750934416258,31197509.344162583,F07_눌림목30_10,S09_52주고점근접,daily_1,F07_눌림목30_10__S09_52주고점근접,OOS_daily_1
29,187,4,13.793103448275861,8,27.586206896551722,12,41.37931034482759,120.48251025646077,81.43024952716938,55.172413793103445,33614772.36287912,236.14772362879123,23614772.36287912,F07_눌림목30_10,S10_랜덤,daily_1,F07_눌림목30_10__S10_랜덤,OOS_daily_1
32,304,3,9.375,4,12.5,15,46.875,63.85600843793273,27.12386076386523,59.375,18679635.444436874,86.79635444436875,8679635.444436874,F08_안정추세60,S01_거래대금낮,daily_1,F08_안정추세60__S01_거래대금낮,OOS_daily_1
27,309,1,3.7037037037037033,5,18.51851851851852,12,44.44444444444444,56.88218544130868,13.977188135219766,48.148148148148145,13773840.796509337,37.73840796509336,3773840.7965093367,F08_안정추세60,S02_거래대금높,daily_1,F08_안정추세60__S02_거래대금높,OOS_daily_1
29,307,2,6.896551724137931,3,10.344827586206897,12,41.37931034482759,55.26238494062759,16.550979652838304,48.275862068965516,14799784.099323109,47.99784099323108,4799784.099323109,F08_안정추세60,S03_점수낮,daily_1,F08_안정추세60__S03_점수낮,OOS_daily_1
29,307,2,6.896551724137931,5,17.24137931034483,14,48.275862068965516,62.69485210102928,17.432903048776712,51.724137931034484,15055541.884145249,50.55541884145249,5055541.884145249,F08_안정추세60,S04_점수높,daily_1,F08_안정추세60__S04_점수높,OOS_daily_1
30,306,1,3.3333333333333335,3,10.0,13,43.333333333333336,53.13190344257087,17.72674531911893,56.666666666666664,15318023.59573568,53.180235957356814,5318023.59573568,F08_안정추세60,S05_변동성낮,daily_1,F08_안정추세60__S05_변동성낮,OOS_daily_1
29,307,3,10.344827586206897,6,20.689655172413794,15,51.724137931034484,69.82043728986154,24.77850308754852,55.172413793103445,17185765.895389073,71.85765895389073,7185765.895389073,F08_안정추세60,S06_변동성높,daily_1,F08_안정추세60__S06_변동성높,OOS_daily_1
28,308,3,10.714285714285714,5,17.857142857142858,12,42.857142857142854,63.36951849390232,18.815674907120393,46.42857142857143,15268388.973993711,52.683889739937115,5268388.973993711,F08_안정추세60,S07_slope강한,daily_1,F08_안정추세60__S07_slope강한,OOS_daily_1
28,308,2,7.142857142857142,4,14.285714285714285,12,42.857142857142854,62.206149978504584,19.926782852713973,53.57142857142857,15579499.198759913,55.79499198759914,5579499.198759913,F08_안정추세60,S08_외인매수강,daily_1,F08_안정추세60__S08_외인매수강,OOS_daily_1
28,308,2,7.142857142857142,4,14.285714285714285,12,42.857142857142854,57.70238419752969,16.410054750722,46.42857142857143,14594815.33020216,45.9481533020216,4594815.33020216,F08_안정추세60,S09_52주고점근접,daily_1,F08_안정추세60__S09_52주고점근접,OOS_daily_1
31,305,3,9.67741935483871,6,19.35483870967742,16,51.61290322580645,68.27927611139987,26.465964804051616,51.61290322580645,18204449.089256,82.04449089256,8204449.089256,F08_안정추세60,S10_랜덤,daily_1,F08_안정추세60__S10_랜덤,OOS_daily_1
30,240,6,20.0,8,26.666666666666668,15,50.0,123.84876828528736,75.44691710967906,60.0,32634075.132903714,226.34075132903715,22634075.132903714,F09_slope05_과열X,S01_거래대금낮,daily_1,F09_slope05_과열X__S01_거래대금낮,OOS_daily_1
31,239,4,12.903225806451612,9,29.03225806451613,17,54.83870967741935,121.01972758087112,71.9621749131854,58.06451612903226,32308274.22308747,223.08274223087471,22308274.22308747,F09_slope05_과열X,S02_거래대금높,daily_1,F09_slope05_과열X__S02_거래대금높,OOS_daily_1
28,242,4,14.285714285714285,7,25.0,13,46.42857142857143,120.33497174910327,70.15213711837727,53.57142857142857,29642598.393145636,196.42598393145633,19642598.393145636,F09_slope05_과열X,S03_점수낮,daily_1,F09_slope05_과열X__S03_점수낮,OOS_daily_1
32,238,5,15.625,10,31.25,19,59.375,125.71960835034638,77.70081051535334,68.75,34864259.36491307,248.64259364913067,24864259.36491307,F09_slope05_과열X,S04_점수높,daily_1,F09_slope05_과열X__S04_점수높,OOS_daily_1
31,239,4,12.903225806451612,7,22.58064516129032,15,48.38709677419355,113.33818518959848,69.57658488382904,58.06451612903226,31568741.313986998,215.68741313986996,21568741.313986998,F09_slope05_과열X,S05_변동성낮,daily_1,F09_slope05_과열X__S05_변동성낮,OOS_daily_1
29,241,6,20.689655172413794,9,31.03448275862069,16,55.172413793103445,131.41303925784422,75.26409176315478,62.06896551724138,31826586.611314893,218.26586611314892,21826586.611314893,F09_slope05_과열X,S06_변동성높,daily_1,F09_slope05_과열X__S06_변동성높,OOS_daily_1
29,241,5,17.24137931034483,9,31.03448275862069,14,48.275862068965516,124.36581725021298,71.03899886943779,55.172413793103445,30601309.672136955,206.01309672136955,20601309.672136955,F09_slope05_과열X,S07_slope강한,daily_1,F09_slope05_과열X__S07_slope강한,OOS_daily_1
32,238,6,18.75,10,31.25,17,53.125,125.41068480276547,73.41075505293271,62.5,33491441.61693847,234.9144161693847,23491441.61693847,F09_slope05_과열X,S08_외인매수강,daily_1,F09_slope05_과열X__S08_외인매수강,OOS_daily_1
29,241,6,20.689655172413794,8,27.586206896551722,13,44.827586206896555,123.63214468128348,70.41916883235297,51.724137931034484,30421558.96138236,204.21558961382357,20421558.96138236,F09_slope05_과열X,S09_52주고점근접,daily_1,F09_slope05_과열X__S09_52주고점근접,OOS_daily_1
30,240,4,13.333333333333334,8,26.666666666666668,16,53.333333333333336,123.87731185178612,76.8907272055898,63.33333333333333,33067218.161676932,230.6721816167693,23067218.161676932,F09_slope05_과열X,S10_랜덤,daily_1,F09_slope05_과열X__S10_랜덤,OOS_daily_1
32,223,9,28.125,15,46.875,23,71.875,168.9952687075461,111.19071991729945,68.75,45581030.37353582,355.81030373535816,35581030.37353582,F10_KOSDAQ만,S01_거래대금낮,daily_1,F10_KOSDAQ만__S01_거래대금낮,OOS_daily_1
31,224,8,25.806451612903224,14,45.16129032258064,22,70.96774193548387,156.59193254363606,101.95369401629394,67.74193548387096,41605645.14505112,316.05645145051125,31605645.14505112,F10_KOSDAQ만,S02_거래대금높,daily_1,F10_KOSDAQ만__S02_거래대금높,OOS_daily_1
32,223,9,28.125,16,50.0,22,68.75,175.36774795669282,112.98728463031529,65.625,46155931.08170089,361.55931081700896,36155931.08170089,F10_KOSDAQ만,S03_점수낮,daily_1,F10_KOSDAQ만__S03_점수낮,OOS_daily_1
29,226,6,20.689655172413794,11,37.93103448275862,19,65.51724137931035,133.38162243264208,80.44910167724048,62.06896551724138,33330239.486399736,233.30239486399736,23330239.486399736,F10_KOSDAQ만,S04_점수높,daily_1,F10_KOSDAQ만__S04_점수높,OOS_daily_1
33,222,8,24.242424242424242,14,42.42424242424242,23,69.6969696969697,148.55237350997905,97.96081098604913,66.66666666666666,42327067.625396214,323.2706762539621,32327067.625396214,F10_KOSDAQ만,S05_변동성낮,daily_1,F10_KOSDAQ만__S05_변동성낮,OOS_daily_1
29,226,7,24.137931034482758,12,41.37931034482759,20,68.96551724137932,160.787253593681,93.40653557533084,65.51724137931035,37087895.31684594,270.8789531684594,27087895.31684594,F10_KOSDAQ만,S06_변동성높,daily_1,F10_KOSDAQ만__S06_변동성높,OOS_daily_1
29,226,7,24.137931034482758,12,41.37931034482759,20,68.96551724137932,160.787253593681,93.40653557533084,65.51724137931035,37087895.31684594,270.8789531684594,27087895.31684594,F10_KOSDAQ만,S07_slope강한,daily_1,F10_KOSDAQ만__S07_slope강한,OOS_daily_1
32,223,9,28.125,15,46.875,22,68.75,159.1475674177204,103.49595189980246,65.625,43118704.607936785,331.18704607936786,33118704.607936785,F10_KOSDAQ만,S08_외인매수강,daily_1,F10_KOSDAQ만__S08_외인매수강,OOS_daily_1
33,222,9,27.27272727272727,16,48.484848484848484,24,72.72727272727273,171.86506898955864,107.55530880959718,69.6969696969697,45493251.90716707,354.9325190716707,35493251.90716707,F10_KOSDAQ만,S09_52주고점근접,daily_1,F10_KOSDAQ만__S09_52주고점근접,OOS_daily_1
30,225,7,23.333333333333332,13,43.333333333333336,21,70.0,147.82997710899062,91.86841688521186,66.66666666666666,37560525.06556356,275.6052506556356,27560525.06556356,F10_KOSDAQ만,S10_랜덤,daily_1,F10_KOSDAQ만__S10_랜덤,OOS_daily_1
32,141,9,28.125,12,37.5,18,56.25,191.04672598754848,149.76011057230193,68.75,57923235.383136615,479.2323538313662,47923235.383136615,F01_회피6_기본,S01_거래대금낮,weekly_2,F01_회피6_기본__S01_거래대금낮,OOS_weekly_2
28,145,5,17.857142857142858,7,25.0,14,50.0,93.76839682338826,57.927305000651565,53.57142857142857,26219645.400182433,162.19645400182432,16219645.400182433,F01_회피6_기본,S02_거래대금높,weekly_2,F01_회피6_기본__S02_거래대금높,OOS_weekly_2
31,142,2,6.451612903225806,7,22.58064516129032,13,41.935483870967744,72.14532209688231,33.71557550178904,58.06451612903226,20451828.4055546,104.51828405554599,10451828.4055546,F01_회피6_기본,S03_점수낮,weekly_2,F01_회피6_기본__S03_점수낮,OOS_weekly_2
28,145,2,7.142857142857142,8,28.57142857142857,13,46.42857142857143,74.55307930207525,29.412080701207,53.57142857142857,18235382.59633796,82.35382596337959,8235382.596337959,F01_회피6_기본,S04_점수높,weekly_2,F01_회피6_기본__S04_점수높,OOS_weekly_2
33,140,2,6.0606060606060606,7,21.21212121212121,13,39.39393939393939,75.86692302136876,45.863621146581316,57.57575757575758,25134994.978371836,151.34994978371833,15134994.978371836,F01_회피6_기본,S05_변동성낮,weekly_2,F01_회피6_기본__S05_변동성낮,OOS_weekly_2
31,142,4,12.903225806451612,14,45.16129032258064,18,58.06451612903226,111.82463896793426,52.72821986523528,77.41935483870968,26345748.158222936,163.45748158222935,16345748.158222936,F01_회피6_기본,S06_변동성높,weekly_2,F01_회피6_기본__S06_변동성높,OOS_weekly_2
33,140,8,24.242424242424242,14,42.42424242424242,19,57.57575757575758,137.2068324271554,80.28272286516818,78.78787878787878,36493298.545505494,264.9329854550549,26493298.545505494,F01_회피6_기본,S07_slope강한,weekly_2,F01_회피6_기본__S07_slope강한,OOS_weekly_2
35,138,9,25.71428571428571,14,40.0,24,68.57142857142857,150.24588547516896,101.03697548526274,74.28571428571429,45362941.41984196,353.62941419841957,35362941.41984196,F01_회피6_기본,S08_외인매수강,weekly_2,F01_회피6_기본__S08_외인매수강,OOS_weekly_2
34,139,8,23.52941176470588,15,44.11764705882353,23,67.64705882352942,150.15775405474585,97.10570026369285,76.47058823529412,43015938.08965557,330.1593808965557,33015938.08965557,F01_회피6_기본,S09_52주고점근접,weekly_2,F01_회피6_기본__S09_52주고점근접,OOS_weekly_2
34,139,7,20.588235294117645,11,32.35294117647059,19,55.88235294117647,110.30631243614867,65.93604441669274,64.70588235294117,32418255.10167553,224.1825510167553,22418255.10167553,F01_회피6_기본,S10_랜덤,weekly_2,F01_회피6_기본__S10_랜덤,OOS_weekly_2
32,140,8,25.0,14,43.75,18,56.25,184.86659676681967,148.29197272089056,68.75,57453431.27068498,474.5343127068498,47453431.27068498,F02_slope_05,S01_거래대금낮,weekly_2,F02_slope_05__S01_거래대금낮,OOS_weekly_2
34,138,6,17.647058823529413,11,32.35294117647059,18,52.94117647058824,99.18756573733597,59.603048028530274,61.76470588235294,30265036.329700295,202.65036329700297,20265036.329700295,F02_slope_05,S02_거래대금높,weekly_2,F02_slope_05__S02_거래대금높,OOS_weekly_2
32,140,4,12.5,7,21.875,14,43.75,93.5500786989166,49.166189452561646,62.5,25733180.624819726,157.33180624819724,15733180.624819726,F02_slope_05,S03_점수낮,weekly_2,F02_slope_05__S03_점수낮,OOS_weekly_2
32,140,3,9.375,11,34.375,17,53.125,89.46355025231983,40.821935917766915,68.75,23063019.49368541,130.6301949368541,13063019.49368541,F02_slope_05,S04_점수높,weekly_2,F02_slope_05__S04_점수높,OOS_weekly_2
30,142,3,10.0,7,23.333333333333332,9,30.0,75.17452691864644,43.83988039689496,50.0,23151964.11906849,131.5196411906849,13151964.119068488,F02_slope_05,S05_변동성낮,weekly_2,F02_slope_05__S05_변동성낮,OOS_weekly_2
31,141,4,12.903225806451612,9,29.03225806451613,18,58.06451612903226,100.47839264545618,45.22746352086507,80.64516129032258,24020513.69146817,140.20513691468173,14020513.691468172,F02_slope_05,S06_변동성높,weekly_2,F02_slope_05__S06_변동성높,OOS_weekly_2
33,139,8,24.242424242424242,14,42.42424242424242,19,57.57575757575758,137.2068324271554,80.28272286516818,78.78787878787878,36493298.545505494,264.9329854550549,26493298.545505494,F02_slope_05,S07_slope강한,weekly_2,F02_slope_05__S07_slope강한,OOS_weekly_2
34,138,7,20.588235294117645,12,35.294117647058826,23,67.64705882352942,132.89358010071217,86.36545268360871,70.58823529411765,39364253.91242696,293.6425391242696,29364253.912426963,F02_slope_05,S08_외인매수강,weekly_2,F02_slope_05__S08_외인매수강,OOS_weekly_2
34,138,9,26.47058823529412,15,44.11764705882353,22,64.70588235294117,151.90230280605272,99.08945216521383,70.58823529411765,43690413.73617269,336.9041373617269,33690413.73617269,F02_slope_05,S09_52주고점근접,weekly_2,F02_slope_05__S09_52주고점근접,OOS_weekly_2
33,139,8,24.242424242424242,12,36.36363636363637,19,57.57575757575758,171.08660647223857,134.69640430746006,69.6969696969697,54449813.42146183,444.4981342146183,44449813.42146183,F02_slope_05,S10_랜덤,weekly_2,F02_slope_05__S10_랜덤,OOS_weekly_2
32,138,9,28.125,16,50.0,19,59.375,195.68118447515826,157.10972445710394,78.125,60275111.82627326,502.75111826273263,50275111.82627326,F03_slope_10,S01_거래대금낮,weekly_2,F03_slope_10__S01_거래대금낮,OOS_weekly_2
33,137,5,15.151515151515152,10,30.303030303030305,17,51.515151515151516,93.95290959785639,55.542048720374616,63.63636363636363,28328876.077723626,183.28876077723626,18328876.077723626,F03_slope_10,S02_거래대금높,weekly_2,F03_slope_10__S02_거래대금높,OOS_weekly_2
30,140,3,10.0,7,23.333333333333332,14,46.666666666666664,93.54041696293501,44.30056803176006,70.0,23290170.409528017,132.90170409528014,13290170.409528017,F03_slope_10,S03_점수낮,weekly_2,F03_slope_10__S03_점수낮,OOS_weekly_2
28,142,2,7.142857142857142,9,32.142857142857146,12,42.857142857142854,108.87234549130616,65.89421278013971,60.71428571428571,28450379.578439116,184.50379578439117,18450379.578439116,F03_slope_10,S04_점수높,weekly_2,F03_slope_10__S04_점수높,OOS_weekly_2
