Date,Code,Name,Market,Close,Score,Amount,chart_pattern,past_60,past_120,past_240,pos_252_high,slope60,drawdown60,peak_180d,ret_180d,sell_date,sell_close,For_5d,Inst_5d,For_20d,Inst_20d,PER_num,PBR_num,시총_num,Year,Month,YYYYMM
2020-08-10,032830,삼성생명,KOSPI,55300.0,57.81,173330273900.0,sideways,8.960176991150437,-27.466863033873345,,-33.265582655826556,0.24693962346445508,-12.426035502958577,60.759493670886066,51.1754068716094,2021-05-04,83600.0,327711.0,87415.0,476615.0,202325.0,31.66,1.04,72900000000000.0,2020,8,2020-08
2020-08-10,066575,LG전자우,KOSPI,34100.0,61.66,39771102800.0,new_high_240,39.951573849878926,8.646616541353392,,-0.17271157167529916,4.5128273631807385,-12.937062937062937,177.1260997067449,113.48973607038121,2021-05-04,72800.0,,,,,15.37,0.63,1431200000000.0,2020,8,2020-08
2020-08-11,103590,일진전기,KOSPI,2883.0,68.24,9973432902.0,mixed,17.427568042142227,-8.85860306643952,,-14.75462077756533,0.8220194750601412,-11.786237188872617,52.48005549774541,37.21817551161983,2021-05-06,3956.0,-73946.0,3919.0,16168.0,2079.0,49.7,8.77,5164300000000.0,2020,8,2020-08
2020-08-11,051900,LG생활건강,KOSPI,1573000.0,61.93,146653936000.0,box_breakout,0.5567153792623625,3.9568345323740983,,-2.033898305084747,-0.19298094141748098,-10.797459421312627,8.45518118245392,0.5085823267641398,2021-05-06,1581000.0,79214.0,-20436.0,153548.0,-46208.0,,0.79,4014000000000.0,2020,8,2020-08
2020-08-11,161580,필옵틱스,KOSDAQ,15850.0,56.21,83114911550.0,mixed,20.9090909090909,2.3076923076922995,,-3.6231884057971064,3.2998576513322044,-15.416666666666668,11.041009463722396,-23.02839116719243,2021-05-06,12200.0,-32099.0,171995.0,-8056.0,-345482.0,,9.98,1162700000000.0,2020,8,2020-08
2020-08-11,103590,일진전기,KOSPI,2883.0,66.91,9973432902.0,mixed,17.427568042142227,-8.85860306643952,,-14.75462077756533,0.8220194750601412,-11.786237188872617,52.48005549774541,37.21817551161983,2021-05-06,3956.0,-73946.0,3919.0,16168.0,2079.0,49.7,8.77,5164300000000.0,2020,8,2020-08
2020-08-11,027360,아주IB투자,KOSDAQ,1540.0,57.5,10653890940.0,sideways,12.400000000000011,6.844106463878319,,-6.020066889632103,0.011782362869151294,-12.374581939799334,507.1428571428571,355.8441558441558,2021-05-06,7020.0,,,,,228.7,7.09,1911700000000.0,2020,8,2020-08
2020-08-11,103590,일진전기,KOSPI,2883.0,65.06,9973432902.0,mixed,17.427568042142227,-8.85860306643952,,-14.75462077756533,0.8220194750601412,-11.786237188872617,52.48005549774541,37.21817551161983,2021-05-06,3956.0,-73946.0,3919.0,16168.0,2079.0,49.7,8.77,5164300000000.0,2020,8,2020-08
2020-08-11,103590,일진전기,KOSPI,2883.0,60.38,9973432902.0,mixed,17.427568042142227,-8.85860306643952,,-14.75462077756533,0.8220194750601412,-11.786237188872617,52.48005549774541,37.21817551161983,2021-05-06,3956.0,-73946.0,3919.0,16168.0,2079.0,49.7,8.77,5164300000000.0,2020,8,2020-08
2020-08-12,000370,한화손해보험,KOSPI,3270.0,55.57,27128770200.0,mixed,15.090543259557343,21.18644067796611,,-1.038062283737029,3.234861050731458,-18.149466192170816,59.32721712538227,58.103975535168196,2021-05-07,5170.0,,,,,3.72,0.41,839400000000.0,2020,8,2020-08
2020-08-12,018880,한온시스템,KOSPI,11154.0,66.52,266703059766.0,new_high_120,22.337599613619897,-0.45195519748476576,,-3.5323240978767934,0.7362539529765366,-15.423285743012272,68.33422987269142,37.08983324367941,2021-05-07,15291.0,,,,,,1.31,5182600000000.0,2020,8,2020-08
2020-08-12,018880,한온시스템,KOSPI,11154.0,60.02,266703059766.0,new_high_120,22.337599613619897,-0.45195519748476576,,-3.5323240978767934,0.7362539529765366,-15.423285743012272,68.33422987269142,37.08983324367941,2021-05-07,15291.0,,,,,,1.31,5182600000000.0,2020,8,2020-08
2020-08-12,018880,한온시스템,KOSPI,11154.0,73.1,266703059766.0,new_high_120,22.337599613619897,-0.45195519748476576,,-3.5323240978767934,0.7362539529765366,-15.423285743012272,68.33422987269142,37.08983324367941,2021-05-07,15291.0,,,,,,1.31,5182600000000.0,2020,8,2020-08
2020-08-12,000370,한화손해보험,KOSPI,3270.0,50.45,27128770200.0,mixed,15.090543259557343,21.18644067796611,,-1.038062283737029,3.234861050731458,-18.149466192170816,59.32721712538227,58.103975535168196,2021-05-07,5170.0,,,,,3.72,0.41,839400000000.0,2020,8,2020-08
2020-08-12,000370,한화손해보험,KOSPI,3270.0,56.91,27128770200.0,mixed,15.090543259557343,21.18644067796611,,-1.038062283737029,3.234861050731458,-18.149466192170816,59.32721712538227,58.103975535168196,2021-05-07,5170.0,,,,,3.72,0.41,839400000000.0,2020,8,2020-08
2020-08-12,018880,한온시스템,KOSPI,11154.0,67.21,266703059766.0,new_high_120,22.337599613619897,-0.45195519748476576,,-3.5323240978767934,0.7362539529765366,-15.423285743012272,68.33422987269142,37.08983324367941,2021-05-07,15291.0,,,,,,1.31,5182600000000.0,2020,8,2020-08
2020-08-13,090430,아모레퍼시픽,KOSPI,187500.0,54.2,191749312500.0,new_high_120,4.0000000000000036,-0.8174386920980936,,-23.04439746300211,-0.23445774427767346,-16.201117318435752,52.800000000000004,52.533333333333346,2021-05-10,286000.0,590904.0,69794.0,903717.0,11206.0,35.5,1.51,7019100000000.0,2020,8,2020-08
2020-08-13,007660,이수페타시스,KOSPI,4238.0,50.23,48658512240.0,mixed,11.125039172673134,2.485549132947984,,-9.999999999999998,3.9287420000915847,-15.272284758138122,21.637564889098627,-19.797074091552624,2021-05-10,3399.0,770805.0,115400.0,651697.0,-15128.0,53.16,12.25,9256900000000.0,2020,8,2020-08
2020-08-13,007660,이수페타시스,KOSPI,4238.0,55.24,48658512240.0,mixed,11.125039172673134,2.485549132947984,,-9.999999999999998,3.9287420000915847,-15.272284758138122,21.637564889098627,-19.797074091552624,2021-05-10,3399.0,770805.0,115400.0,651697.0,-15128.0,53.16,12.25,9256900000000.0,2020,8,2020-08
2020-08-13,007660,이수페타시스,KOSPI,4238.0,54.14,48658512240.0,mixed,11.125039172673134,2.485549132947984,,-9.999999999999998,3.9287420000915847,-15.272284758138122,21.637564889098627,-19.797074091552624,2021-05-10,3399.0,770805.0,115400.0,651697.0,-15128.0,53.16,12.25,9256900000000.0,2020,8,2020-08
2020-08-14,192820,코스맥스,KOSPI,112727.0,65.44,111960005492.0,mixed,7.676244752354644,32.19922553077848,,-1.4630650715607985,0.5023963342402309,-13.449594134590203,20.434323631428143,9.13090918768351,2021-05-11,123020.0,108982.0,109004.0,203588.0,-166626.0,13.27,3.55,2077000000000.0,2020,8,2020-08
2020-08-14,085620,미래에셋생명,KOSPI,3850.0,54.68,8897357700.0,box_breakout,4.888888888888898,-15.814506539833529,,-18.150289017341038,0.24630650900397966,-21.364985163204754,17.922077922077918,6.1038961038961,2021-05-11,4085.0,107421.0,463313.0,-112974.0,1251107.0,23.05,0.81,2056100000000.0,2020,8,2020-08
2020-08-14,192820,코스맥스,KOSPI,112727.0,66.27,111960005492.0,mixed,7.676244752354644,32.19922553077848,,-1.4630650715607985,0.5023963342402309,-13.449594134590203,20.434323631428143,9.13090918768351,2021-05-11,123020.0,108982.0,109004.0,203588.0,-166626.0,13.27,3.55,2077000000000.0,2020,8,2020-08
