Date,YYYYMM,Year,Code,Name,Market,Close,peak_180d,ret_180d,sell_date,Score,Amount,chart_pattern,past_60,past_120,pos_252_high,For_5d,Inst_5d,For_20d,Inst_20d,PER_num,PBR_num,시총_num
2025-04-30,2025-04,2025,006800,미래에셋증권,KOSPI,11798.0,199.5931513815901,193.685370401763,2026-01-27,56.49,74882389718.0,new_high_240,32.569818716315524,19.988913525498898,0.0,2420737.0,1731687.0,1593291.0,3270678.0,31.34,2.97,37770800000000.0
2025-04-30,2025-04,2025,006800,미래에셋증권,KOSPI,11798.0,199.5931513815901,193.685370401763,2026-01-27,51.91,74882389718.0,new_high_240,32.569818716315524,19.988913525498898,0.0,2420737.0,1731687.0,1593291.0,3270678.0,31.34,2.97,37770800000000.0
2025-04-30,2025-04,2025,006800,미래에셋증권,KOSPI,11798.0,199.5931513815901,193.685370401763,2026-01-27,50.04,74882389718.0,new_high_240,32.569818716315524,19.988913525498898,0.0,2420737.0,1731687.0,1593291.0,3270678.0,31.34,2.97,37770800000000.0
2025-04-30,2025-04,2025,006800,미래에셋증권,KOSPI,11798.0,199.5931513815901,193.685370401763,2026-01-27,56.01,74882389718.0,new_high_240,32.569818716315524,19.988913525498898,0.0,2420737.0,1731687.0,1593291.0,3270678.0,31.34,2.97,37770800000000.0
2023-04-07,2023-04,2023,161000,애경케미칼,KOSPI,9300.0,198.9247311827957,81.29032258064517,2024-01-03,69.4,13829565000.0,sideways,-3.1854379977246827,-12.177502579979361,-24.69026548672566,129589.0,-157991.0,-12315.0,-49764.0,,1.03,740900000000.0
2023-04-07,2023-04,2023,161000,애경케미칼,KOSPI,9300.0,198.9247311827957,81.29032258064517,2024-01-03,70.63,13829565000.0,sideways,-3.1854379977246827,-12.177502579979361,-24.69026548672566,129589.0,-157991.0,-12315.0,-49764.0,,1.03,740900000000.0
2023-04-07,2023-04,2023,161000,애경케미칼,KOSPI,9300.0,198.9247311827957,81.29032258064517,2024-01-03,67.15,13829565000.0,sideways,-3.1854379977246827,-12.177502579979361,-24.69026548672566,129589.0,-157991.0,-12315.0,-49764.0,,1.03,740900000000.0
2023-04-07,2023-04,2023,161000,애경케미칼,KOSPI,9300.0,198.9247311827957,81.29032258064517,2024-01-03,57.05,13829565000.0,sideways,-3.1854379977246827,-12.177502579979361,-24.69026548672566,129589.0,-157991.0,-12315.0,-49764.0,,1.03,740900000000.0
2021-10-13,2021-10,2021,053800,안랩,KOSDAQ,73200.0,198.49726775956285,21.311475409836067,2022-07-05,51.9,15660042000.0,box_breakout,1.724137931034475,-1.5299026425591111,-31.195335276967928,59448.0,8660.0,59412.0,7632.0,12.81,1.58,716500000000.0
2022-12-27,2022-12,2022,310210,보로노이,KOSDAQ,27683.0,197.3377162879746,104.09637683777046,2023-09-18,55.85,12851583603.0,mixed,26.424459003375024,-23.49372259265934,-35.208831459530955,35512.0,10501.0,58764.0,100780.0,,49.26,5171000000000.0
2025-03-13,2025-03,2025,002020,코오롱,KOSPI,21500.0,196.74418604651166,137.67441860465115,2025-12-05,50.43,10597780000.0,new_high_240,47.812971342383115,31.80901143241426,0.0,49081.0,43333.0,146070.0,48477.0,,0.5,855800000000.0
2025-03-13,2025-03,2025,002020,코오롱,KOSPI,21500.0,196.74418604651166,137.67441860465115,2025-12-05,53.68,10597780000.0,new_high_240,47.812971342383115,31.80901143241426,0.0,49081.0,43333.0,146070.0,48477.0,,0.5,855800000000.0
2025-03-13,2025-03,2025,002020,코오롱,KOSPI,21500.0,196.74418604651166,137.67441860465115,2025-12-05,50.86,10597780000.0,new_high_240,47.812971342383115,31.80901143241426,0.0,49081.0,43333.0,146070.0,48477.0,,0.5,855800000000.0
2025-03-13,2025-03,2025,002020,코오롱,KOSPI,21500.0,196.74418604651166,137.67441860465115,2025-12-05,46.29,10597780000.0,new_high_240,47.812971342383115,31.80901143241426,0.0,49081.0,43333.0,146070.0,48477.0,,0.5,855800000000.0
2024-10-08,2024-10,2024,226950,올릭스,KOSDAQ,21600.0,196.29629629629628,79.86111111111111,2025-07-07,48.54,37440057600.0,persistent_uptrend,96.9298245614035,22.176870748299326,-10.199999999999998,146213.0,-10920.0,-52666.0,106437.0,,24.01,3284600000000.0
2023-12-15,2023-12,2023,028300,HLB,KOSDAQ,43550.0,196.21125143513206,96.78530424799081,2024-09-10,54.02,283133661850.0,new_high_240,26.60406885758999,33.998078643124515,0.0,2239252.0,628025.0,3227129.0,490484.0,,16.11,6779800000000.0
