Date,Year,Code,Name,Market,Close,sell_close,수익률%,peak%,손익만,결과,p_sw,p_100plus,p_50plus,p_10plus,p_loss
2026-01-30,2026,032820,우리기술,KOSDAQ,9030.0,16800.0,86.0,234.4,8.6,🏆 슈퍼위너,0.8840601887395203,0.845673746154132,0.8068254706185681,0.8364486988048346,0.4320320696184087
2026-01-29,2026,036540,SFA반도체,KOSDAQ,6860.0,10250.0,49.4,59.8,4.9,📈 50%+,0.8847891368229671,0.8382019297727956,0.8271147287248183,0.7921236669064723,0.4670709518124689
2026-01-29,2026,032820,우리기술,KOSDAQ,9010.0,16800.0,86.5,235.2,8.6,🏆 슈퍼위너,0.8834589798766708,0.847561235116634,0.8090269893624471,0.8499158874993079,0.4409077704947801
2026-01-28,2026,032820,우리기술,KOSDAQ,8740.0,16800.0,92.2,245.5,9.2,🏆 슈퍼위너,0.8843420508995945,0.8403465459489106,0.780412190855838,0.83472989389453,0.4416982250591597
2026-01-27,2026,032820,우리기술,KOSDAQ,8770.0,16800.0,91.6,244.4,9.2,🏆 슈퍼위너,0.8809829400816803,0.8439637348297158,0.8052558170493459,0.8071024190841999,0.4519900431206977
2026-01-23,2026,047040,대우건설,KOSPI,5170.0,28550.0,452.2,680.5,45.2,🏆 슈퍼위너,0.8211237755599662,0.7761320362210574,0.7069606195296106,0.6406392632593907,0.5055651771933249
2026-01-22,2026,032820,우리기술,KOSDAQ,8390.0,16800.0,100.2,260.0,10.0,🏆 슈퍼위너,0.8583382041566472,0.820791261797464,0.7382402435448145,0.7837505895776072,0.4983891830161224
2026-01-21,2026,032820,우리기술,KOSDAQ,8540.0,16800.0,96.7,253.6,9.7,🏆 슈퍼위너,0.8576939800094192,0.8230842457052595,0.7399465185693923,0.7839743669386786,0.4948320508269075
2026-01-20,2026,032820,우리기술,KOSDAQ,7980.0,16800.0,110.5,278.4,11.1,🏆 슈퍼위너,0.8219186001668528,0.8060103589596581,0.770977644761282,0.7854877435831091,0.4731324386379554
2026-01-19,2026,032820,우리기술,KOSDAQ,6140.0,16800.0,173.6,391.9,17.4,🏆 슈퍼위너,0.8287992740849965,0.7859825345097137,0.7670539530939561,0.7409492815106113,0.4900700424226512
2026-01-16,2026,036540,SFA반도체,KOSDAQ,5510.0,10250.0,86.0,98.9,8.6,📈 50%+,0.8280986904651556,0.7986629787864507,0.7589350247275103,0.7274322641931804,0.4357587045363414
2026-01-16,2026,032820,우리기술,KOSDAQ,4725.0,16800.0,255.6,539.2,25.6,🏆 슈퍼위너,0.7893030114479959,0.7636190763272944,0.7226510947833747,0.6853638994751198,0.4977783110632202
2026-01-16,2026,022100,포스코DX,KOSPI,42000.0,32800.0,-21.9,8.6,-2.2,❌ 손절,0.7377970809675419,0.7513035470139138,0.7773351821677877,0.7797154018782902,0.487811863418664
2026-01-15,2026,022100,포스코DX,KOSPI,38650.0,32800.0,-15.1,18.0,-1.5,✅ 10%+,0.7518715643466529,0.7031563533782513,0.752726397319106,0.7575342594621957,0.5062058932413913
2026-01-13,2026,001440,대한전선,KOSPI,26500.0,54800.0,106.8,186.4,10.7,💯 100%+,0.7587214493401272,0.7115582009769751,0.7507165390726379,0.7345611461520344,0.4511064839413588
2026-01-09,2026,010170,대한광통신,KOSDAQ,3330.0,24300.0,629.7,845.9,63.0,🏆 슈퍼위너,0.8893602100953744,0.8526588411101261,0.8089609962356531,0.8095021125398048,0.4843514830018034
2026-01-07,2026,036540,SFA반도체,KOSDAQ,5800.0,10250.0,76.7,89.0,7.7,📈 50%+,0.8407942637759233,0.8113858873590503,0.75991429707771,0.7107889140116344,0.4771516632298624
2026-01-06,2026,036540,SFA반도체,KOSDAQ,5630.0,10250.0,82.1,94.7,8.2,📈 50%+,0.8343620913529107,0.7941996073442283,0.7703248622449524,0.7216171087614558,0.468835292051481
2026-01-05,2026,010170,대한광통신,KOSDAQ,3205.0,24300.0,658.2,882.8,65.8,🏆 슈퍼위너,0.8500228462729303,0.7850425853787926,0.76884582749336,0.7982068237878107,0.5189607626938372
2026-01-05,2026,036540,SFA반도체,KOSDAQ,5720.0,10250.0,79.2,91.6,7.9,📈 50%+,0.8332977082211411,0.7817517190819339,0.782950002467525,0.7573904079261204,0.4829416137151349
2026-01-02,2026,095610,테스,KOSDAQ,53200.0,129000.0,142.5,154.9,14.2,💯 100%+,0.6382364343478998,0.6875570718297878,0.7463533563586544,0.7539470321265764,0.4553948005776664
2026-01-02,2026,022100,포스코DX,KOSPI,29000.0,32800.0,13.1,57.2,1.3,📈 50%+,0.6873385131454491,0.6899770069508036,0.7102291249530637,0.7021419201842111,0.4638219919510499
2026-01-02,2026,080220,제주반도체,KOSDAQ,30650.0,118700.0,287.3,347.3,28.7,🏆 슈퍼위너,0.7170435622908763,0.7347563241915908,0.7497626917410188,0.7570032877935255,0.5174388848869135
2026-01-02,2026,100790,미래에셋벤처투자,KOSDAQ,13590.0,56000.0,312.1,420.2,31.2,🏆 슈퍼위너,0.6791761459679612,0.6707368195706931,0.560586112795018,0.7020313183904221,0.5144537345822692
2026-01-02,2026,347700,스피어,KOSDAQ,19090.0,42800.0,124.2,200.2,12.4,🏆 슈퍼위너,0.6487723098205775,0.8091845655753557,0.8005057803029084,0.7775038391761016,0.5039821054446555
2025-12-30,2025,347700,스피어,KOSDAQ,14690.0,42800.0,191.4,290.1,19.1,🏆 슈퍼위너,0.8211776345784204,0.8544569168174979,0.8203410552564185,0.7342706713278567,0.4605613082959465
2025-12-29,2025,022100,포스코DX,KOSPI,29900.0,32800.0,9.7,52.5,1.0,📈 50%+,0.6498246820950181,0.6931715752950438,0.7090698261038462,0.6624173418329865,0.5314314953641781
2025-12-29,2025,080220,제주반도체,KOSDAQ,22350.0,118700.0,431.1,513.4,43.1,🏆 슈퍼위너,0.6421919144252771,0.6058239358505204,0.6923261092863113,0.6360063844551701,0.5023644850521044
2025-12-29,2025,417200,LS머트리얼즈,KOSDAQ,12870.0,23650.0,83.8,154.3,8.4,💯 100%+,0.7171435156874592,0.755349892026479,0.6834619796093191,0.6841388953310944,0.52336782919281
2025-12-29,2025,347700,스피어,KOSDAQ,13680.0,42800.0,212.9,318.9,21.3,🏆 슈퍼위너,0.8306343016892023,0.8371326905202662,0.7563681450561451,0.6708094192367223,0.4699627426885855
2025-12-23,2025,319400,현대무벡스,KOSDAQ,16900.0,37400.0,121.3,198.2,12.1,💯 100%+,0.8203800490451593,0.8470787996924176,0.8335345916543856,0.8204554553928551,0.4966918457577179
2025-12-22,2025,027360,아주IB투자,KOSDAQ,3685.0,15780.0,328.2,441.4,32.8,🏆 슈퍼위너,0.8496751642319129,0.8513602917886075,0.7890464024912316,0.7462167887970086,0.4359168338697755
2025-12-22,2025,347700,스피어,KOSDAQ,14010.0,42800.0,205.5,309.0,20.5,🏆 슈퍼위너,0.8522932437818843,0.841905963695632,0.8183258939180883,0.7101771947490046,0.4782859136849022
2025-12-22,2025,417200,LS머트리얼즈,KOSDAQ,13700.0,23650.0,72.6,138.9,7.3,💯 100%+,0.7915533531184464,0.7949334309020727,0.7172295272757543,0.6864751167574162,0.5161012543588464
2025-12-22,2025,319400,현대무벡스,KOSDAQ,16130.0,37400.0,131.9,212.5,13.2,🏆 슈퍼위너,0.8517529741974873,0.8450601350409533,0.8325024443024394,0.7829186425799946,0.4814302002359791
2025-12-18,2025,100790,미래에셋벤처투자,KOSDAQ,14240.0,56000.0,293.3,396.5,29.3,🏆 슈퍼위너,0.8824526713452635,0.8417909486016132,0.8133107146242795,0.7692600483055593,0.4689562539613285
2025-12-17,2025,100790,미래에셋벤처투자,KOSDAQ,10960.0,56000.0,410.9,545.1,41.1,🏆 슈퍼위너,0.8778483962427314,0.8434582598653887,0.8076818295541969,0.6926258545115711,0.4505512158645213
2025-12-16,2025,100790,미래에셋벤처투자,KOSDAQ,10390.0,56000.0,439.0,580.5,43.9,🏆 슈퍼위너,0.8510578888650029,0.8357426514899801,0.7748797530112087,0.6793735039393776,0.4593648618435203
2025-12-16,2025,319400,현대무벡스,KOSDAQ,11900.0,37400.0,214.3,323.5,21.4,🏆 슈퍼위너,0.8469734083168228,0.8094230540887554,0.7705183888210917,0.658208161224702,0.4906706235012257
2025-12-15,2025,100790,미래에셋벤처투자,KOSDAQ,10670.0,56000.0,424.8,562.6,42.5,🏆 슈퍼위너,0.8276429908707165,0.8330038873669349,0.7905288226550445,0.6941255308100337,0.4762993830707377
2025-12-12,2025,347700,스피어,KOSDAQ,11360.0,42800.0,276.8,404.4,27.7,🏆 슈퍼위너,0.7748274484273339,0.7773268606926287,0.7382255645130765,0.7464042865313039,0.513247342038533
2025-12-10,2025,082920,비츠로셀,KOSDAQ,17820.0,53700.0,201.3,280.5,20.1,🏆 슈퍼위너,0.7855467923704368,0.719374045970645,0.7120401689814553,0.6420467525505512,0.4959206049893321
2025-12-10,2025,100790,미래에셋벤처투자,KOSDAQ,9950.0,56000.0,462.8,610.6,46.3,🏆 슈퍼위너,0.7475295780333017,0.7901231688210117,0.7784957006895923,0.7046941932495969,0.4468313473940023
2025-12-09,2025,100790,미래에셋벤처투자,KOSDAQ,10150.0,56000.0,451.7,596.6,45.2,🏆 슈퍼위너,0.821746717350647,0.8400445751874392,0.8006389197530545,0.716677719729547,0.4544415611958278
2025-12-08,2025,100790,미래에셋벤처투자,KOSDAQ,10390.0,56000.0,439.0,580.5,43.9,🏆 슈퍼위너,0.8693346077919337,0.8386961094590885,0.7967587809801672,0.7131691758238045,0.4783077905499517
2025-12-05,2025,100790,미래에셋벤처투자,KOSDAQ,9650.0,56000.0,480.3,632.6,48.0,🏆 슈퍼위너,0.8411142992382812,0.8024063809090585,0.7762750453063703,0.7076817083980612,0.4562903503705446
2025-12-03,2025,100790,미래에셋벤처투자,KOSDAQ,9590.0,56000.0,483.9,637.2,48.4,🏆 슈퍼위너,0.8306685203039895,0.8065653429759688,0.7527600117651638,0.7020497349197111,0.4516093882230345
2025-12-02,2025,100790,미래에셋벤처투자,KOSDAQ,9450.0,56000.0,492.6,648.1,49.3,🏆 슈퍼위너,0.8224155030707133,0.7942991557269501,0.7588448822295373,0.7062208408446047,0.4494900459556609
2025-12-01,2025,100790,미래에셋벤처투자,KOSDAQ,9320.0,56000.0,500.9,658.6,50.1,🏆 슈퍼위너,0.8163833051491364,0.7928060406439866,0.7418668588074889,0.6706651800418184,0.4635495274518811
2025-12-01,2025,098460,고영,KOSDAQ,26200.0,39400.0,50.4,71.8,5.0,📈 50%+,0.8011878520224551,0.7688788721034503,0.793489779806338,0.722866225103709,0.5352392824186907
2025-11-28,2025,100790,미래에셋벤처투자,KOSDAQ,9390.0,56000.0,496.4,652.9,49.6,🏆 슈퍼위너,0.7586595351904868,0.7749224017903303,0.7450964094014141,0.6859110159203327,0.4951360701283455
2025-11-28,2025,098460,고영,KOSDAQ,23700.0,39400.0,66.2,89.9,6.6,📈 50%+,0.8112956747792024,0.7736566168291632,0.7830786957251531,0.7014079144138792,0.5408042447165073
2025-11-27,2025,058610,에스피지,KOSDAQ,49950.0,128500.0,157.3,231.7,15.7,🏆 슈퍼위너,0.7530631504448877,0.7242755844388478,0.703402630884207,0.7750077750288275,0.5841140382752834
