pullback_quality,chart_pattern,runup60,s11,Market,s2,days_since_52w_high,s5,vol60,pre_5d_min_low_ratio,pos_252_high,range60_pct,sell_close,past_20,Close,ma5,long_red_count_5d,cup_and_handle_detected,cum_5d_gain,RF손절확률,pos_120_high,consecutive_red_max,upper_wick_ratio,s3,Inst_5d,peak등급,s8,past_5d,외인소진율_num,past_120,ma10,past_240,days_since_52w_low,pre_5d_vol_trend,Code,valid,longterm_ma_breakouts,past_60,s1,For_5d,s10,ret_180d,new_high_252,RF위험,range120_pct,Score,candle_pct,ma3,rs_ratio,slope120,gap_up_count_5d,s6,slope60,Date,vol20,s9,Amount,Inst_20d,s4,PBR_num,pos_60_high,pre_10d_drawdown,drawdown60,peak_180d,pre_20d_vol_ratio,long_red_in_10d,sell_date,s7,vol_ratio,Name,pre_10d_max_high_ratio,PER_num,pos_240_high,pre_5d_max_high_ratio,결과,preset,s12,is_first_pullback,For_20d,gap_support_detected,inverse_hns_detected,데이터소스,Year,is_loser,is_sw,is_100plus,is_50plus,RF확률,bucket,set,year
보통 조정,V_recovery,44.480519480519476,0,KOSPI,100.0,125,72.4,4.393830818086313,0.6862745098039216,-17.09677419354839,44.48051948051948,9890.0,19.64618249534451,14790.0,12326.0,3,False,39.53,0.48849045248514245,-10.70187630298819,2,0.77,53.2,-40274.0,일반,100.0,39.53,19.42,-11.92597669636738,11289.0,9.829059829059839,199,0.6497327578170391,032350,True,MA480,11.255411255411252,30.0,675765.0,73.7,-33.13049357674104,0,0,55.73593073593074,55.5,5.64,13663.33,1.139,-2.526020200380944,1,0.0,-2.102526735695413,2023-08-14,7.107852953752937,35,179220990060.0,-561434.0,75,4.26,-3.745318352059923,2.3529411764705883,-22.548197820620285,19.54022988505748,1.2756600245005705,2,2024-05-13,0,8.34,롯데관광개발,0.9770114942528736,34.68,-17.09677419354839,0.9770114942528736,손절,default,50,False,705445.0,False,False,원본,2023,1,0,0,0,0.36508153242862185,2023-08-14,RF안전,2023
보통 조정,box_breakout,22.47838616714697,0,KOSDAQ,100.0,249,93.2,2.000204585664988,0.7579143389199255,-22.72727272727273,22.478386167146976,26150.0,7.3232323232323315,26850.0,22170.0,4,True,28.16,0.5269595675542854,-1.620370370370372,2,0.14,100.0,-7919.0,50%+,100.0,28.16,2.77,10.389610389610393,21405.0,-4.921700223713643,67,0.06841866684109091,090360,True,"MA240,MA480",18.71508379888269,100.0,-102514.0,71.0,-2.607076350093107,0,0,30.513595166163142,79.39,25.17,23100.0,1.128,-0.19858849618310917,0,0.0,1.9458891432876886,2023-01-18,2.36265657950772,70,189074773350.0,-18065.0,100,9.59,0.0,23.165137614678898,-13.126491646778039,84.72998137802608,1.2544373158414512,1,2023-10-16,0,46.99,로보스타,0.8119180633147114,,-22.44525547445255,0.8119180633147114,중립,default,70,True,-30787.0,False,False,원본,2023,0,0,0,1,0.4647975080870063,2023-01-18,RF안전,2023
보통 조정,mixed,30.798479087452478,0,KOSDAQ,100.0,244,80.0,3.0286937946663817,0.7586206896551724,-36.29929221435793,30.798479087452474,78200.0,3.6184210526315708,78300.0,65600.0,2,True,27.94,0.5421703872721038,-17.322834645669293,1,0.18,100.0,-9919.0,일반,82.3,27.94,3.68,-6.666666666666665,62450.0,-35.38461538461538,176,-0.06247845756514606,348370,True,"MA120,MA240",14.754098360655732,30.0,235370.0,46.9,-0.12771392081737387,0,0,44.866920152091254,58.92,23.7,68200.0,1.06,-1.3284213124744166,1,0.0,1.9273198175501678,2023-03-29,3.4722722834951885,65,194414593500.0,-198015.0,100,1.79,-8.430232558139538,21.207430340557277,-17.58720930232558,20.434227330779066,1.0162657814318306,1,2023-12-20,0,9.36,엔켐,0.8250319284802043,,-33.54430379746836,0.8250319284802043,중립,habarocell,70,True,269591.0,False,False,원본,2023,0,0,0,0,0.5000782092075174,2023-03-29,RF안전,2023
보통 조정,sideways,8.318076745261216,0,KOSPI,100.0,34,77.4,1.394311721098931,0.8567151144657227,-1.7977566455534166,8.318076745261212,68500.0,1.691918745469656,64124.0,58036.8,4,True,12.6,0.3389347512581062,-1.7977566455534166,4,0.3,82.4,574782.0,일반,100.0,12.6,18.13,12.126942045653921,56993.5,9.838069049801401,88,0.16199347437111872,000100,True,,6.749809773026749,97.4,194231.0,34.2,6.824277961449687,0,0,22.156875013034682,77.43,11.48,59689.33,0.952,1.4754790811378176,0,49.6,0.4143443050372137,2023-07-21,1.9000263440115024,0,200824184440.0,750791.0,100,2.86,-1.7977566455534166,10.018014926653512,-7.517115394465024,31.939679371218265,1.0592969696609176,0,2024-04-17,0,16.49,유한양행,0.9089420497785541,36.96,-1.7977566455534166,0.9089420497785541,익절,box_breakout,70,True,75183.0,False,False,원본,2023,0,0,0,0,0.37802638777521513,2023-07-21,RF안전,2023
보통 조정,pullback_recovery,23.289473684210527,0,KOSDAQ,100.0,101,82.2,2.276968473834081,0.7994505494505495,-5.600814663951114,23.81578947368421,124600.0,10.357142857142865,109200.0,94980.0,2,True,22.7,0.521408886170595,-5.600814663951114,3,0.1,100.0,-120763.0,50%+,89.7,22.7,6.24,7.415990730011579,90240.0,62.34676007005253,225,0.06236236473356176,121600,True,,-1.2779552715655007,100.0,184962.0,58.6,14.102564102564097,0,0,29.210526315789476,74.28,17.42,98533.33,1.092,-0.7925935822683404,0,9.2,-0.7879796597480712,2023-02-09,1.9640896117004185,0,210322803600.0,-86057.0,100,3.5,-1.4877789585547307,14.225941422594143,-19.23485653560042,95.05494505494505,0.9506931735769218,0,2023-11-03,0,10.47,나노신소재,0.8754578754578755,541.79,-5.600814663951114,0.8754578754578755,익절,default,100,True,322476.0,False,False,원본,2023,0,0,0,1,0.4977758842925468,2023-02-09,RF안전,2023
보통 조정,persistent_uptrend,99.23076923076923,0,KOSDAQ,59.4,3,76.0,4.491102509637024,0.8106508875739645,-4.633204633204635,99.23076923076923,13770.0,50.45685279187817,8450.0,7604.0,2,True,13.88,0.35927220444273766,-4.633204633204635,1,0.26,75.8,,슈퍼위너,57.2,13.88,7.36,39.54802259887005,7124.0,81.17359413202934,228,0.3103871074734345,080220,True,,64.66666666666667,30.0,,100.0,62.9585798816568,0,0,99.23076923076923,50.26,10.17,7730.0,1.449,0.6099689048348076,1,44.5,7.752245299978583,2023-12-06,4.8420223403497165,0,211991115700.0,,100,13.1,-4.633204633204635,6.022584692597239,-14.191419141914196,356.2130177514793,1.1031793037898658,2,2024-08-30,0,3.94,제주반도체,0.9431952662721893,36.1,-4.633204633204635,0.9431952662721893,익절,pullback,70,False,,False,False,원본,2023,0,1,1,1,0.4011612405612286,2023-12-06,RF안전,2023
보통 조정,box_breakout,26.984126984126977,0,KOSDAQ,100.0,101,71.0,2.4652043758026747,0.7700892857142857,-14.163090128755362,27.61904761904762,11890.0,12.201963534361848,4480.0,3898.0,2,True,28.55,0.44972082028149224,-14.163090128755362,3,1.33,64.8,,슈퍼위너,100.0,28.55,6.28,-9.6045197740113,3728.0,34.453781512605055,234,0.896917776968165,232140,True,MA480,3.092783505154628,30.0,,29.1,165.40178571428572,0,0,47.93650793650794,54.78,7.95,4085.0,1.03,-2.2456110563946803,0,0.0,-0.4432326214541827,2023-12-14,2.5099417760050593,35,216610629760.0,,100,4.25,-0.497512437810943,1.0146561443066515,-21.641791044776117,412.27678571428567,1.0812325823442188,1,2024-09-09,0,161.48,와이씨,0.9899553571428571,81.23,-14.163090128755362,0.9899553571428571,익절,habarocell,100,True,,False,False,원본,2023,0,1,1,1,0.44354917270987065,2023-12-14,RF안전,2023
보통 조정,mixed,10.613598673300162,0,KOSPI,100.0,215,71.1,1.6747074106404403,0.8427614563299953,-32.51915016620899,15.92039800995025,8993.0,9.207859036332454,15079.0,13731.0,3,True,15.04,0.5666731819541239,-19.268011527377528,3,0.98,55.4,,일반,100.0,15.04,13.16,8.589813163811154,13547.5,-15.04215442469825,126,0.385893177034192,001440,True,MA120,-3.0187634148030162,63.6,,33.8,-40.36076662908681,0,0,37.01334596856985,62.65,6.07,14319.0,0.949,-1.4261662111237914,0,39.9,-1.6618359124408342,2023-04-14,2.0606455389640916,30,226212383464.0,,75,6.36,-4.57796852646638,2.7880027266530334,-13.733905579399142,8.435572650706291,1.1474296777537751,0,2024-01-10,0,12.01,대한전선,0.9728761854234366,121.24,-32.51915016620899,0.9728761854234366,손절,box_breakout,70,False,,False,False,원본,2023,1,0,0,0,0.4772518896477644,2023-04-14,RF안전,2023
가짜 눌림,mixed,15.038419319429197,0,KOSPI,100.0,96,64.8,2.04456007686721,0.7906103286384977,-18.47725162488394,22.573099415204677,135000.0,-3.0905077262693204,106500.0,91760.0,1,True,21.3,0.45257801140100967,-18.47725162488394,3,0.41,100.0,-8064.0,50%+,100.0,21.3,18.88,-1.5695067264574036,89380.0,13.144329896907214,251,-0.07597856428900648,000150,True,"MA120,MA240,MA480",-6.892895015906686,58.1,-60501.0,35.8,26.7605633802817,0,0,27.75800711743772,68.04,18.2,93666.67,0.965,-0.40372425195207373,0,14.8,-2.1033505053449435,2023-07-31,2.3922613981518093,100,226506862500.0,-268644.0,75,18.23,-16.22137404580153,15.135135135135137,-18.416030534351147,67.32394366197182,1.0415956016122456,1,2024-04-25,0,20.01,두산,0.8685446009389671,449.24,-18.47725162488394,0.8685446009389671,익절,box_breakout,70,True,8176.0,False,False,원본,2023,0,0,0,1,0.4740725179485925,2023-07-31,RF안전,2023
보통 조정,new_high_120,42.07547169811321,0,KOSPI,100.0,234,90.9,3.740883252521473,0.7577706323687031,-36.72268907563026,42.07547169811321,27500.0,7.571428571428562,46650.0,38280.0,4,True,25.91,0.5883780332757427,0.0,4,0.25,100.0,233577.0,일반,92.5,25.91,7.13,3.86206896551724,37020.0,-28.827977315689978,30,0.09576623937709292,010780,True,"MA240,MA480",16.92546583850931,30.0,-160084.0,69.1,-41.050375133976424,0,0,42.07547169811321,66.13,16.62,39900.0,1.121,0.046926861300958175,0,0.0,2.840376981726175,2023-02-17,2.7277875947245183,70,228084258900.0,319370.0,100,0.69,0.0,20.854922279792746,-22.965116279069765,5.894962486602351,0.592814194898008,0,2023-11-13,0,25.3,아이에스동서,0.827438370846731,10.05,-36.72268907563026,0.8220793140407289,손절,default,70,False,-311310.0,False,False,원본,2023,1,0,0,0,0.4694631981893093,2023-02-17,RF안전,2023
보통 조정,mixed,47.63092269326683,0,KOSDAQ,100.0,120,71.1,3.751753602866039,0.8637820512820513,-25.16914749661705,47.63092269326683,22400.0,5.736137667304009,31200.0,28110.0,3,True,14.29,0.5432524634379446,-22.76536312849162,2,0.38,99.6,-13673.0,일반,100.0,14.29,14.85,-25.16914749661705,27530.0,0.18115942028984477,169,0.5263174558102512,388720,True,,16.176470588235304,30.0,18225.0,36.9,-28.205128205128204,0,0,78.55361596009975,54.81,14.92,28633.33,0.975,-0.8275823100763605,1,42.9,3.44204659881008,2023-03-10,2.9053912579427927,0,236288520000.0,-27541.0,100,12.56,-6.58783783783784,1.2987012987012987,-16.8918918918919,19.070512820512818,1.068630300732801,4,2023-12-01,0,13.0,유일로보틱스,0.9871794871794872,,-25.16914749661705,0.9871794871794872,손절,pullback,70,True,8301.0,False,False,원본,2023,1,0,0,0,0.37773740662112487,2023-03-10,RF안전,2023
보통 조정,mixed,22.2849083215797,0,KOSDAQ,100.0,216,85.5,2.069008270774484,0.7976653696498055,-30.505709624796083,22.28490832157969,4800.0,8.3969465648855,5140.0,4459.0,1,True,22.53,0.5143063370055277,-12.164948453608249,4,0.24,100.0,,일반,100.0,22.53,7.36,-13.765182186234814,4303.0,-19.622641509433958,84,-0.1877817235371919,080220,True,MA240,5.055487053020968,100.0,,52.9,-6.6147859922178975,0,0,38.96848137535817,77.1,19.26,4550.0,1.076,-0.43931746093642626,0,9.9,1.334817440477244,2023-02-14,1.4129382897356795,35,250149767800.0,,100,13.1,-1.730103806228378,16.95108077360637,-13.325183374083128,28.4046692607004,0.723589610084385,0,2023-11-08,0,77.03,제주반도체,0.8550583657587548,36.1,-30.505709624796083,0.8550583657587548,중립,default,100,True,,False,False,원본,2023,0,0,0,0,0.44299570226198126,2023-02-14,RF안전,2023
가짜 눌림,new_high_240,41.561904761904756,0,KOSDAQ,100.0,0,82.3,3.4189072721264835,0.6228448275862069,0.0,41.56190476190476,44000.0,20.453808752025935,23200.0,17750.0,2,True,49.44,0.3004563584128951,0.0,2,0.21,100.0,,100%+,100.0,49.44,31.06,15.22480620155038,16990.0,,166,0.33889171110360816,403870,True,,29.930069930069926,30.0,,98.3,89.65517241379311,1,0,44.59143968871596,58.62,24.73,19333.33,1.24,0.6274679579802712,3,0.0,3.2148075179433753,2023-03-20,4.590283181906294,0,257883381600.0,,100,14.35,0.0,12.34866828087167,-14.368650217706824,111.63793103448273,1.149622911625706,3,2023-12-11,0,8.5,HPSP,0.8900862068965517,62.87,0.0,0.8900862068965517,익절,habarocell,70,False,,False,False,원본,2023,0,0,1,1,0.23155113858668563,2023-03-20,RF안전,2023
보통 조정,mixed,54.800000000000004,0,KOSDAQ,93.7,5,70.1,3.6536742208781328,0.8408521303258145,-4.134366925064603,54.800000000000004,99800.0,19.67741935483871,39900.0,36600.0,3,False,6.12,0.4469196702224503,-4.134366925064603,3,3.22,0.0,182028.0,슈퍼위너,93.0,6.12,0.15,112.00000000000001,35705.0,44.921875,130,0.11065622706541878,399720,True,,19.8707592891761,30.0,104707.0,45.4,150.12531328320802,0,0,119.88636363636364,53.53,-2.21,37300.0,1.056,3.1477935541634907,1,75.5,4.50898869822154,2023-07-13,5.062213670234382,0,259495475400.0,301323.0,100,13.09,-4.134366925064603,0.12547051442910914,-16.387959866220736,220.55137844611528,1.2658373154112803,1,2024-04-08,0,7.37,가온칩스,0.9987468671679198,,-4.134366925064603,0.9711779448621554,익절,habarocell,70,True,265081.0,False,False,원본,2023,0,1,1,1,0.4798994099784526,2023-07-13,RF안전,2023
보통 조정,new_high_120,12.362838332114112,0,KOSPI,100.0,214,79.7,1.9297555261056598,0.8368176538908246,-3.544303797468351,12.36283833211412,18440.0,6.573426573426566,17220.0,15334.0,1,True,17.22,0.4009978259997147,-0.78125,2,0.28,82.3,-843906.0,일반,100.0,17.22,8.84,31.379310344827594,14846.0,17.230769230769226,184,0.3936798925591545,272210,True,,5.68654646324549,100.0,1600125.0,0.9,7.08478513356563,0,0,32.41379310344827,58.97,11.46,15813.33,1.001,1.4831689541290596,0,31.1,0.07187038990477072,2023-07-11,2.105489913799905,0,270778731300.0,-1901167.0,100,4.14,-0.78125,11.096774193548386,-10.872395833333337,15.621370499419275,1.2311357688075606,0,2024-04-04,0,17.03,한화시스템,0.9001161440185831,129.62,-3.544303797468351,0.9001161440185831,익절,pullback,70,True,2857251.0,False,False,원본,2023,0,0,0,0,0.35035803508874813,2023-07-11,RF안전,2023
보통 조정,new_high_240,42.680776014109355,0,KOSDAQ,78.7,0,76.3,3.390556544318845,0.7267508610792193,0.0,42.68077601410935,85700.0,29.647435897435905,43550.0,37520.0,1,True,30.58,0.4141003249147193,0.0,2,0.03,64.0,628025.0,100%+,100.0,30.58,20.1,33.998078643124515,35120.0,44.32511506761336,235,0.63083725378788,028300,True,,26.60406885758999,30.0,2239252.0,79.8,96.78530424799081,1,0,44.20677361853833,55.9,7.8,39566.67,1.164,0.5808305996268694,1,0.0,2.0457680194211254,2023-12-15,3.935970653340596,0,283133661850.0,490484.0,100,16.11,0.0,6.349206349206349,-11.682242990654201,196.21125143513206,1.0158852638536127,0,2024-09-10,0,5.87,HLB,0.9402985074626866,,0.0,0.9402985074626866,익절,default,100,False,3227129.0,False,False,원본,2023,0,0,1,1,0.43649236946701864,2023-12-15,RF안전,2023
보통 조정,mixed,57.49097472924187,0,KOSDAQ,23.2,143,0.0,4.797882440527603,0.8594229588704727,-25.531914893617024,57.49097472924187,11100.0,0.5747126436781658,16290.0,15120.0,3,True,13.52,0.5103373979074933,-19.437340153452688,3,0.24,26.5,,일반,67.6,13.52,10.77,-4.429611650485432,14902.0,16.407982261640797,40,0.7593071768225845,174900,True,"MA120,MA480",3.2786885245901676,0.0,,26.8,-31.86003683241252,0,0,76.44404332129963,51.86,2.65,15626.67,0.891,-1.153816641951188,2,45.9,0.47921735909190694,2024-10-10,4.427591400688398,65,5089012290.0,,75,14.28,-9.742120343839545,-4.176470588235294,-29.065300896286818,11.111111111111116,1.0075745659171749,1,2025-07-08,80,1.39,앱클론,1.043585021485574,,-25.531914893617024,1.043585021485574,손절,pullback,100,True,,False,False,원본,2024,1,0,0,0,0.461005298238079,2024-10-10,회피X,2024
보통 조정,mixed,19.64573268921095,0,KOSPI,44.3,219,38.8,2.4712741969621597,0.8387516254876463,-8.365261813537671,19.645732689210952,27250.0,5.592347314201618,15380.0,14414.0,1,True,15.73,0.3451428584406236,-3.432032301480481,3,0.02,54.6,162398.0,100%+,83.7,15.73,4.71,22.127659574468094,13853.0,3.015075376884413,153,0.06268288703014223,077970,True,,11.586314152410582,67.5,749166.0,28.4,77.1781534460338,0,0,29.442508710801395,50.96,5.92,14640.0,0.905,1.6651926418218466,0,37.1,1.0353971656786098,2024-06-10,2.4390973943654837,0,5127384400.0,278294.0,100,5.83,-3.432032301480481,6.657420249653259,-11.507402422611035,105.78673602080625,0.890467368367276,0,2025-03-10,0,2.66,STX엔진,0.9375812743823146,26.95,-8.365261813537671,0.9375812743823146,익절,box_breakout,70,False,486685.0,False,False,원본,2024,0,0,1,1,0.27567611997155084,2024-06-10,회피X,2024
보통 조정,mixed,14.42080378250592,0,KOSDAQ,56.7,158,72.9,2.292156511746879,0.8738110336081166,-24.335591453882234,19.148936170212767,5870.0,8.196721311475418,15770.0,14492.0,2,True,10.05,0.5940925490195564,-10.865561694290971,2,0.01,78.7,51524.0,일반,52.4,10.05,17.29,3.0518097941802713,13957.0,41.796875,241,-0.3539272177551871,089970,True,"MA120,MA240,MA480",2.1097046413502074,71.5,79922.0,35.9,-62.777425491439445,0,0,34.295136026380874,60.86,10.74,14730.0,0.966,-0.8149235372775246,0,59.8,-1.7302190370719044,2024-03-11,2.423377629804206,100,5135737050.0,2293.0,75,8.21,-3.9682539682539653,4.506295559973492,-16.07142857142857,32.84717818642993,1.1439638415479705,2,2024-12-04,0,3.67,브이엠,0.9568801521876982,33.14,-24.335591453882234,0.9568801521876982,손절,default,70,False,138708.0,False,False,원본,2024,1,0,0,0,0.45402558717167674,2024-03-11,회피X,2024
보통 조정,sideways,9.002590673575138,0,KOSPI,100.0,127,76.8,1.2322950366059822,0.895947426067908,-22.18604651162791,10.103626943005182,23000.0,1.455427531837472,18260.0,16922.0,2,True,8.69,0.36725427717982034,-13.316062176165799,2,0.02,66.5,15470.0,일반,64.5,8.69,11.04,-14.205128205128204,16711.0,10.57501652346331,174,-0.13837933782511058,192400,True,"MA120,MA480",2.38678090575275,87.1,62653.0,28.7,25.958378970427166,0,0,25.0,61.4,8.3,17173.33,0.907,-0.97906196048822,0,65.2,0.15793844762038314,2024-03-12,0.9952117492307124,65,5192650980.0,38781.0,100,0.62,-1.5882352941176459,7.983441750443525,-9.176470588235297,39.37568455640745,0.8222757110302754,0,2024-12-05,0,10.23,쿠쿠홀딩스,0.9260679079956189,6.18,-22.18604651162791,0.9222343921139102,익절,pullback,70,False,50410.0,False,False,원본,2024,0,0,0,0,0.3506695418587366,2024-03-12,회피X,2024
진짜 지지,sideways,19.138056975894813,0,KOSPI,39.5,43,43.3,2.9722556129961433,0.8903301886792453,-3.1269160024524845,19.138056975894813,26350.0,7.191316146540028,16960.0,15750.0,3,True,9.49,0.40264657894275685,-3.1269160024524845,3,0.03,62.7,107711.0,50%+,4.3,9.49,12.78,65.09926854754443,15459.0,64.58333333333333,217,0.03560949355001121,003570,True,,14.909090909090917,69.9,77023.0,34.4,55.36556603773586,0,0,71.5036803364879,50.48,7.55,16060.0,0.954,3.79988532350586,0,62.0,0.13332206588087783,2024-02-14,2.62217316078405,0,5251562240.0,412019.0,75,1.28,-3.1269160024524845,-0.2352941176470588,-14.653586756591054,66.27358490566037,1.0906736089833808,1,2024-11-11,0,2.37,SNT다이내믹스,1.0023584905660377,24.77,-3.1269160024524845,0.9386792452830188,익절,box_breakout,85,False,71159.0,False,False,원본,2024,0,0,0,1,0.39488605277993877,2024-02-14,회피X,2024
진짜 지지,persistent_uptrend,82.56983240223464,0,KOSDAQ,15.0,241,71.8,6.477701310269889,0.7611241217798594,-36.1518550474547,82.56983240223464,7250.0,33.81555153707052,8540.0,7458.0,2,True,12.07,0.4069525307503209,-9.424724602203183,2,0.13,96.6,,일반,0.0,12.07,4.44,40.55080721747388,7637.0,-29.05081495685522,170,-0.11995500032788499,052020,True,,37.64880952380953,30.0,,100.0,-15.10538641686182,0,0,92.50706880301603,44.28,14.32,7663.33,1.297,2.74143534412528,0,51.7,2.4934737989841116,2024-12-30,8.44822096105022,0,5286798020.0,,100,14.87,-9.424724602203183,1.7878426698450536,-30.25249376558603,22.599531615925052,1.0741959908118297,2,2025-09-25,0,0.9,에스티큐브,0.9824355971896955,,-27.251278018088875,0.9379391100702577,중립,default,70,False,,False,False,원본,2024,0,0,0,0,0.511288721145437,2024-12-30,회피X,2024
보통 조정,new_high_240,21.932515337423307,0,KOSPI,42.2,1,72.6,2.0857523987985824,0.8830694275274056,0.0,21.932515337423315,19880.0,17.34317343173433,16420.0,15732.0,1,True,10.87,0.4030381256823887,0.0,2,0.0,30.8,200060.0,일반,56.4,10.87,4.05,17.083946980854204,14973.0,19.279819954988753,221,0.09726027729417532,300720,True,,14.967462039045554,66.4,18477.0,37.3,21.071863580998773,1,0,21.932515337423315,50.93,3.08,16073.33,0.978,0.3088710660674967,0,56.5,1.2552694300463878,2024-12-20,2.322063903720057,0,5306221520.0,353834.0,100,0.6,0.0,2.625,-9.695290858725759,33.37393422655299,1.014222075359603,1,2025-09-18,0,2.53,한일시멘트,0.97442143727162,14.37,0.0,0.97442143727162,익절,pullback,100,False,95038.0,False,False,원본,2024,0,0,0,0,0.3962644770458708,2024-12-20,회피X,2024
보통 조정,new_high_240,8.23529411764705,50,KOSPI,62.6,2,73.0,1.1492452007398515,0.9326315789473684,-0.8695652173912993,8.235294117647058,18100.0,5.069124423963123,23750.0,23030.0,2,True,4.4,0.37296498387761157,-0.8695652173912993,2,10.0,0.0,22186.0,일반,23.7,4.4,20.51,4.827586206896561,22615.0,12.731767614338697,187,-0.10605956656846534,214320,True,,3.167420814479649,66.3,63099.0,28.7,-23.789473684210527,1,0,14.713216957605985,49.9,-0.21,23100.0,0.907,0.3013201265715989,0,82.4,0.13428691527379177,2024-05-03,0.7952536691359979,0,5397282500.0,85025.0,100,0.79,-0.8695652173912993,3.036876355748373,-5.555555555555558,0.21052631578948322,0.8685194297081869,0,2025-02-04,0,4.26,이노션,0.9705263157894737,9.18,-0.8695652173912993,0.9705263157894737,손절,pullback,70,False,141495.0,True,False,원본,2024,1,0,0,0,0.30145660355442866,2024-05-03,회피X,2024
보통 조정,mixed,32.62411347517731,0,KOSDAQ,27.8,191,49.3,3.293759637269748,0.8545034642032333,-13.340281396560705,32.62411347517731,7810.0,13.59289617486339,17320.0,16090.0,3,True,6.58,0.49154253353177796,-1.1883541295306,3,1.12,31.0,-5747.0,일반,58.9,6.58,17.29,28.516228748068006,15744.0,47.03801945181256,246,0.23644047968108126,089970,True,,12.137559002022936,30.0,53450.0,38.3,-54.90762124711317,0,0,38.746908491343774,56.25,3.1,16716.67,0.986,0.4269326417736693,0,73.7,2.8589506667539752,2024-04-26,4.056357726630537,0,5544911400.0,79448.0,100,8.21,-1.1883541295306,-1.4789533560864618,-16.51812240047534,20.95842956120093,1.098142820463114,2,2025-01-23,80,1.67,브이엠,1.0150115473441108,33.14,-13.340281396560705,1.0150115473441108,손절,pullback,70,True,46260.0,False,False,원본,2024,1,0,0,0,0.3940993531171685,2024-04-26,회피X,2024
보통 조정,new_high_120,10.034602076124566,0,KOSPI,100.0,228,77.7,1.3673394553837825,0.8316400580551524,-22.4390243902439,10.034602076124568,644000.0,5.298013245033117,689000.0,622200.0,1,True,18.59,0.2782250419198512,0.0,2,0.22,64.1,3639.0,일반,100.0,18.59,3.46,7.796610169491536,604200.0,-13.586956521739136,77,0.5657100809418688,003240,True,MA240,9.278350515463906,91.7,991.0,32.2,-6.531204644412192,0,0,13.571428571428571,74.22,7.82,647666.67,0.936,0.17526272373036536,0,25.6,-0.24836150016535624,2024-01-26,1.713694804974756,35,5627752000.0,4053.0,75,0.22,0.0,7.656250000000001,-6.913183279742762,44.26705370101595,0.8531946914762621,0,2024-10-25,0,13.1,태광산업,0.9288824383164006,14.11,-22.4390243902439,0.9288824383164006,중립,box_breakout,70,False,151.0,False,False,원본,2024,0,0,0,0,0.3288486664151095,2024-01-26,회피X,2024
보통 조정,box_breakout,12.217194570135748,0,KOSPI,71.7,197,73.1,1.2968865219621646,0.9490291262135923,-14.63203463203463,12.217194570135746,17280.0,9.312638580931253,20600.0,19918.0,3,False,4.04,0.40212116754665933,-2.3762376237623783,2,0.0,51.9,78201.0,일반,65.1,4.04,9.15,3.6258539148712465,19675.0,-10.159453302961275,44,-0.10864151508392188,069260,True,MA240,1.336073997944509,69.2,57861.0,32.0,-16.11650485436893,0,0,14.25339366515837,52.46,5.37,20043.33,0.934,-0.35434301973416416,0,83.8,0.2221012746959242,2024-10-16,0.9706083986005933,35,5631545600.0,189833.0,100,0.75,-0.6048387096774244,3.1031031031031033,-8.912931478619267,-1.2135922330097082,1.0531387637774727,0,2025-07-14,0,5.17,TKG휴켐스,0.9699029126213592,12.08,-14.63203463203463,0.9699029126213592,중립,pullback,45,False,136239.0,False,False,원본,2024,0,0,0,0,0.3345992444761105,2024-10-16,회피X,2024
보통 조정,pullback_recovery,23.716381418092915,50,KOSPI,26.8,249,0.0,2.5461978602755213,0.9531772575250836,-24.960505529225905,36.348818255908725,84500.0,4.779411764705888,149500.0,145420.0,3,True,-1.52,0.5619792935875286,-14.82367005379558,2,0.21,49.1,6262.0,일반,0.0,-1.52,12.56,10.722610722610714,147800.0,-14.976133651551315,129,-0.12181146460843369,006650,True,"MA120,MA240,MA480",-13.321167883211682,0.0,-1597.0,30.9,-43.47826086956522,0,0,36.348818255908725,57.87,4.91,145733.33,0.925,0.15928955080457596,0,100.0,-2.4843952944945698,2024-03-04,2.9364422362850853,100,5648857500.0,59605.0,75,0.45,-14.82367005379558,-2.795838751625488,-26.658696951583984,7.692307692307687,0.8573784572471286,1,2024-11-27,80,1.61,대한유화,1.02876254180602,10.49,-22.216157205240172,1.0220735785953177,손절,pullback,100,True,-9767.0,True,False,원본,2024,1,0,0,0,0.4899867131045022,2024-03-04,회피X,2024
보통 조정,mixed,39.8876404494382,0,KOSDAQ,42.2,141,72.1,3.4513209479645237,0.8272727272727273,-26.530612244897956,39.8876404494382,117100.0,9.756097560975618,38500.0,36890.0,1,True,14.93,0.45998383430337264,-20.26578073089701,4,0.0,56.8,-49565.0,슈퍼위너,79.4,14.93,4.16,-15.492957746478876,35000.0,24.352331606217614,245,-0.11808209615207368,214430,True,"MA120,MA240",8.925869894099847,30.0,19118.0,37.9,204.15584415584416,0,1,69.10112359550563,52.98,6.35,37283.33,0.983,-2.2490515302027427,1,40.3,2.2938733323948637,2024-10-31,2.8236072763159052,65,5701080000.0,-79934.0,100,4.57,-3.6144578313253017,2.122015915119363,-21.700879765395896,223.63636363636363,1.172683225807744,1,2025-07-29,0,2.53,아이쓰리시스템,0.9792207792207792,35.15,-26.530612244897956,0.9792207792207792,익절,pullback,100,False,51568.0,False,False,원본,2024,0,1,1,1,0.5845865487821751,2024-10-31,회피X,2024
