pullback_quality,chart_pattern,runup60,s11,Market,s2,days_since_52w_high,s5,vol60,pre_5d_min_low_ratio,pos_252_high,range60_pct,sell_close,past_20,Close,ma5,long_red_count_5d,cup_and_handle_detected,cum_5d_gain,RF손절확률,pos_120_high,consecutive_red_max,upper_wick_ratio,s3,Inst_5d,peak등급,s8,past_5d,외인소진율_num,past_120,ma10,past_240,days_since_52w_low,pre_5d_vol_trend,Code,valid,longterm_ma_breakouts,past_60,s1,For_5d,s10,ret_180d,new_high_252,RF위험,range120_pct,Score,candle_pct,ma3,rs_ratio,slope120,gap_up_count_5d,s6,slope60,Date,vol20,s9,Amount,Inst_20d,s4,PBR_num,pos_60_high,pre_10d_drawdown,drawdown60,peak_180d,pre_20d_vol_ratio,long_red_in_10d,sell_date,s7,vol_ratio,Name,pre_10d_max_high_ratio,PER_num,pos_240_high,pre_5d_max_high_ratio,결과,preset,s12,is_first_pullback,For_20d,gap_support_detected,inverse_hns_detected,데이터소스,Year,is_loser,is_sw,is_100plus,is_50plus,RF확률,bucket,set,year
가짜 눌림,mixed,32.038834951456316,0,KOSPI,57.2,231,70.3,2.9377377071633815,0.907051282051282,-36.76633444075305,32.038834951456316,6570.0,12.623274161735697,6240.0,5954.0,4,True,3.48,0.41746770672484546,-6.699346405228757,3,0.53,62.0,9582.0,일반,38.4,3.48,12.58,37.59036144578314,5915.0,-32.02380952380952,121,-0.2606920025611594,003160,True,MA240,13.745019920318736,30.0,69847.0,42.6,5.288461538461542,0,0,47.82608695652174,53.32,7.4,5963.33,1.048,1.7596951487933226,0,86.1,1.3998781061980858,2023-04-07,4.6209662586414355,35,5691379200.0,119780.0,100,4.51,-6.699346405228757,0.3215434083601286,-14.954128440366976,46.314102564102555,1.3655638507182228,3,2024-01-03,0,3.72,디아이,0.9967948717948718,85.47,-36.76633444075305,0.9919871794871795,익절,pullback,100,True,68189.0,False,False,원본,2023,0,0,0,0,0.4410021813523097,2023-04-07,회피X,2023
가짜 눌림,box_breakout,17.876106194690266,0,KOSDAQ,44.2,250,76.3,2.336617685341284,0.8570437196391395,-28.387096774193544,19.02654867256637,12150.0,13.36170212765957,14410.0,13236.0,1,True,15.28,0.40187578701032267,-11.2,1,0.17,65.9,121399.0,일반,19.4,15.28,7.49,-3.4782608695652195,12833.0,-12.368421052631584,12,0.13622509403746597,082270,True,MA240,8.734693877551013,85.7,199986.0,37.6,-15.68355308813324,0,0,32.743362831858406,60.97,8.18,13560.0,0.98,-0.9729461999755169,0,38.9,-0.5927662110937005,2023-01-26,1.783270699686508,35,5695826290.0,31554.0,75,12.5,-0.9665427509293667,7.137546468401487,-15.98513011152416,21.027064538514928,1.0038332771487677,0,2023-10-20,0,2.65,젬백스,0.9333795975017349,,-16.489028213166147,0.9333795975017349,중립,box_breakout,70,False,18584.0,False,False,원본,2023,0,0,0,0,0.46556817840304077,2023-01-26,회피X,2023
진짜 지지,mixed,28.78902126376113,0,KOSDAQ,18.4,6,34.1,2.9099346203584147,0.9438137164040779,-3.3138173302107776,28.78902126376112,7510.0,17.403668420304275,8632.0,8308.4,3,True,2.27,0.4781040687442122,-3.3138173302107776,2,0.22,35.1,,일반,0.0,2.27,19.24,14.712420116699088,8344.9,19.649326184610928,206,-0.28296269528802515,006730,True,,20.20672586985006,30.0,,36.0,-12.998146431881374,0,0,32.8149300155521,56.22,3.51,8373.0,1.037,1.1290072037106063,0,90.9,3.1488362107738985,2023-08-24,4.158930241957302,0,5735402920.0,,100,0.71,-3.3138173302107776,-2.5623659555254545,-8.98100172711571,6.024096385542177,1.2403049404761741,1,2024-05-23,80,1.1,서부T&D,1.02629749768304,9.83,-3.3138173302107776,0.98725671918443,중립,pullback,100,True,,False,False,원본,2023,0,0,0,0,0.45762966425161294,2023-08-24,회피X,2023
보통 조정,pullback_recovery,19.26834337975474,0,KOSDAQ,77.8,250,72.5,1.7477769168437185,0.9077526987242395,-33.187467180115526,21.087092080648514,10900.0,5.792682926829262,12228.0,11586.4,2,True,7.02,0.41104426829295293,-2.3535431056536216,2,0.0,53.2,35857.0,일반,62.9,7.02,21.58,-0.6507027589796932,11473.5,-30.227882037533515,93,0.038491982134654455,083450,True,MA240,-2.3535431056536216,74.8,32808.0,31.2,-10.860320575727833,0,0,28.938977460142933,59.2,5.63,11676.67,0.928,0.5848443185037396,0,71.9,0.1381167810215229,2023-02-14,1.314256073666824,35,5736154800.0,18644.0,100,3.42,-1.716590850570765,5.178049200068811,-17.414814179040427,29.49787373241741,1.0688618499232128,0,2023-11-08,0,5.78,GST,0.9507687275106314,19.79,-31.99311082076256,0.9466797513902518,중립,pullback,100,False,77322.0,False,True,원본,2023,0,0,0,0,0.4447688985301647,2023-02-14,회피X,2023
보통 조정,mixed,9.099999999999998,50,KOSPI,100.0,211,55.6,2.043156769551828,0.9075993091537133,-13.061224489795919,14.000000000000002,107000.0,1.2357414448669113,115800.0,109540.0,2,True,7.22,0.43162342102748885,-8.18965517241379,3,0.55,0.0,,일반,100.0,7.22,2.08,-7.391304347826089,107330.0,-4.91071428571429,100,-0.14879032258064517,058650,True,"MA120,MA240,MA480",-4.91071428571429,57.9,,28.5,-7.599309153713296,0,0,25.13484358144552,56.35,-10.92,110133.33,0.905,0.2781769309503709,0,71.1,-0.6917790728359119,2023-02-27,1.6412672950102898,100,5848015800.0,,75,0.27,-6.578947368421051,5.656934306569343,-12.28070175438597,5.699481865284972,1.2208240308504161,0,2023-11-21,0,251.88,세아홀딩스,0.9464594127806563,9.68,-13.061224489795919,0.9464594127806563,중립,pullback,70,False,,True,False,원본,2023,0,0,0,0,0.5364335628557299,2023-02-27,회피X,2023
보통 조정,mixed,17.04745166959578,0,KOSPI,50.7,3,71.5,1.9167050007966666,0.8893805309734514,-1.6516516516516533,17.04745166959578,76700.0,3.803486529318545,67800.0,66180.0,2,True,11.15,0.4276497468804842,-1.6516516516516533,1,0.32,28.8,-9529.0,일반,100.0,11.15,6.43,26.44787644787645,63440.0,47.68883878241263,239,-0.1564024282816282,017940,True,,6.158833063209079,59.0,30196.0,25.8,13.126843657817112,0,0,35.22842639593909,52.45,2.88,66400.0,0.883,1.6338448751979722,1,55.4,0.9936324631823547,2023-12-22,2.215900581737446,0,5891074200.0,-11062.0,100,0.27,-1.6516516516516533,1.4970059880239521,-8.96,24.778761061946895,1.1928727174764067,0,2024-09-20,0,3.07,E1,0.9852507374631269,6.11,-1.6516516516516533,0.9852507374631269,익절,pullback,100,False,14246.0,False,False,원본,2023,0,0,0,0,0.43876018334387945,2023-12-22,회피X,2023
보통 조정,mixed,17.86283891547049,0,KOSPI,62.6,212,18.6,1.674799593752348,0.9038089089735313,-21.263736263736266,17.862838915470494,13300.0,4.294032023289662,15490.0,14638.0,3,True,8.02,0.40004615804421817,-3.0446549391069055,2,0.22,65.5,8552.0,일반,51.0,8.02,4.71,4.21818181818181,14470.0,9.389312977099241,183,0.12258338895550423,077970,True,,13.820492454328836,74.0,121149.0,28.6,-14.138153647514528,0,0,18.90587288817377,56.86,8.09,14740.0,0.906,0.16610535708793178,0,67.9,2.3641996963909206,2023-07-10,1.3920083220702504,0,5922880320.0,11975.0,100,5.83,-3.0446549391069055,3.266666666666666,-5.995558845299776,4.454486765655252,1.1106108201292773,0,2024-04-03,0,4.26,STX엔진,0.9683666881859264,26.95,-21.263736263736266,0.9509360877985797,중립,box_breakout,70,False,177478.0,False,False,원본,2023,0,0,0,0,0.29355854569297035,2023-07-10,회피X,2023
보통 조정,mixed,35.994194484760534,0,KOSDAQ,100.0,246,75.8,2.0242592949784197,0.8873379860418744,-20.68965517241379,35.99419448476052,17850.0,10.179640718562876,10030.0,9306.0,2,False,7.85,0.3864750940816448,-4.6632124352331665,2,0.26,55.7,47823.0,100%+,83.9,7.85,7.73,13.440197287299638,9209.0,-16.36363636363637,187,0.1354445361686044,122640,True,,27.0718232044199,30.0,64798.0,3.0,77.96610169491525,0,0,40.05805515239477,48.0,6.14,9416.67,1.003,0.3534286470315666,0,68.6,4.568935260083758,2023-03-27,2.1533694980457696,0,6032814310.0,65488.0,100,4.62,-1.8143009605122717,5.80168776371308,-6.512890094979651,165.20438683948154,1.1445847950020323,1,2023-12-18,0,8.97,예스티,0.9451645064805583,684.09,-16.36363636363637,0.9451645064805583,익절,box_breakout,50,False,54330.0,False,False,원본,2023,0,0,1,1,0.2733266039930289,2023-03-27,회피X,2023
보통 조정,sideways,12.377850162866455,0,KOSPI,100.0,53,71.9,1.8292736233390698,0.8943925233644859,-6.376811594202902,14.681440443213297,40750.0,4.4743935309973,21400.0,19918.0,3,True,8.46,0.3534565331087404,-6.376811594202902,2,0.05,73.7,-8242.0,100%+,93.2,8.46,14.12,21.886792452830186,19739.0,8.571428571428562,180,0.28308919423664786,281820,True,MA480,7.249584947426668,66.9,71965.0,27.5,90.42056074766356,0,0,39.86486486486486,68.32,9.74,20143.33,0.897,1.7683825160514928,0,66.1,-0.412326826315984,2023-06-20,1.5804977147151102,35,6143447800.0,19277.0,100,2.52,-6.376811594202902,5.9405940594059405,-12.80193236714976,152.803738317757,1.217942115503415,0,2024-03-14,0,8.17,케이씨텍,0.9439252336448598,18.93,-6.376811594202902,0.9439252336448598,익절,habarocell,70,True,52867.0,False,False,원본,2023,0,0,1,1,0.36724097853630233,2023-06-20,회피X,2023
보통 조정,mixed,22.141823444283638,0,KOSPI,100.0,249,80.5,2.310464174338913,0.8437170010559663,-43.05555555555556,22.14182344428365,3285.0,10.6612685560054,4735.0,4208.0,2,True,12.2,0.4988752984926631,-2.843601895734593,2,0.26,100.0,,일반,100.0,12.2,8.05,7.329842931937169,4132.0,-38.43843843843844,170,-0.43481476408957065,097230,True,,12.637362637362637,100.0,,6.8,-30.623020063357977,0,0,26.726726726726728,78.93,15.49,4310.0,1.007,-0.08065534239224868,0,51.2,1.8287495270226788,2023-07-04,2.166453828089747,0,6340700055.0,,100,3.04,-2.843601895734593,10.501750291715286,-10.906862745098033,5.068637803590281,1.11794604920866,1,2024-03-28,0,21.67,HJ중공업,0.9049630411826821,37.27,-40.57971014492754,0.9049630411826821,손절,box_breakout,70,True,,False,False,원본,2023,1,0,0,0,0.3194000752936511,2023-07-04,회피X,2023
보통 조정,new_high_120,21.215880893300245,0,KOSPI,63.0,238,71.1,1.3693637874301778,0.8904382470119522,-8.56873822975518,21.21588089330025,54000.0,8.734602463605823,50200.0,48690.0,1,True,9.37,0.32090664209291986,-0.61412487205732,1,0.24,34.0,63148.0,일반,100.0,9.37,15.99,20.771144278606958,46865.0,-7.347328244274809,150,-0.16729964833340596,005180,True,MA480,14.50471698113207,63.8,-60318.0,30.9,7.569721115537842,0,0,25.902061855670105,53.46,3.4,48900.0,0.925,1.056809857771451,1,62.5,2.133621599532372,2023-05-22,1.8415992075946856,35,6344527000.0,84870.0,100,0.87,-0.61412487205732,1.1077542799597182,-5.509964830011727,21.314741035856578,1.1622757001398762,0,2024-02-15,0,4.3,빙그레,0.9890438247011952,12.76,-8.56873822975518,0.9890438247011952,익절,pullback,70,False,-76156.0,False,False,원본,2023,0,0,0,0,0.4289878145943293,2023-05-22,회피X,2023
보통 조정,mixed,8.335745296671494,0,KOSPI,70.0,177,68.4,1.5651008032900569,0.8931218617996334,-18.664161098737942,14.213352862199438,45000.0,4.283292185966259,37641.0,35143.2,2,True,10.3,0.38633841773337674,-13.56901609841481,2,0.02,61.8,55622.0,일반,66.7,10.3,18.91,-13.56901609841481,34317.6,-9.99897314781537,8,0.1627929409608511,192080,True,MA120,3.242240414629838,52.8,37044.0,29.6,19.550490157009648,0,1,23.773343097766386,54.31,7.37,35552.67,0.915,-1.2565538833452887,0,58.8,-1.2829730062974785,2023-11-01,1.4296013089871429,30,6426447930.0,60158.0,75,1.13,-6.334491049959922,6.592473026930593,-12.44456318461128,31.505539172710616,1.0266095374880186,0,2024-07-25,0,5.0,더블유게임즈,0.9381525464254403,11.35,-18.664161098737942,0.9381525464254403,익절,habarocell,70,False,38040.0,False,False,원본,2023,0,0,0,0,0.6655502766524254,2023-11-01,회피X,2023
보통 조정,mixed,24.332810047095755,0,KOSDAQ,64.8,173,71.9,2.3300860521713145,0.8680641183723797,-31.928251121076233,24.332810047095762,7040.0,-1.6839378238341918,8110.0,7462.0,2,True,6.01,0.562272952320035,-17.13973799126638,2,0.55,57.2,,100%+,53.7,6.01,8.76,-5.947955390334569,7596.0,-16.867469879518072,59,0.10023315258436889,003380,True,MA120,17.129629629629626,62.0,,26.9,-13.193588162762026,0,0,43.79905808477237,48.54,6.43,7610.0,0.892,-1.234071065429131,0,75.9,2.484660657716006,2023-01-06,2.4602390364004942,30,6671180570.0,,75,0.36,-4.1666666666666625,2.0125786163522013,-9.97474747474747,125.03082614056721,1.0101861042456681,1,2023-09-27,0,4.48,하림지주,0.9802712700369913,5.31,-31.928251121076233,0.9469790382244143,중립,pullback,70,False,,False,False,원본,2023,0,0,1,1,0.4719345970531392,2023-01-06,회피X,2023
보통 조정,mixed,27.7056277056277,0,KOSPI,74.8,164,73.8,2.3376966246599515,0.8925831202046036,-34.988713318284425,27.705627705627705,15050.0,1.5514809590973178,15640.0,14562.0,2,True,7.86,0.5048747285469525,-10.1123595505618,2,0.17,31.0,89831.0,50%+,50.1,7.86,5.19,-4.761904761904767,14521.0,-24.409448818897637,43,0.03896117684029931,003090,True,,13.118617439120195,30.0,-22169.0,29.3,-3.772378516624042,0,0,38.701298701298704,49.52,3.1,14750.0,0.912,-0.9470696145094836,0,68.6,3.2451090583801485,2023-09-27,2.3294384643721666,0,6739557520.0,67462.0,100,0.73,-2.3728813559321993,6.033898305084746,-9.917920656634749,73.27365728900254,1.0899616757679402,0,2024-06-27,0,5.48,대웅,0.9430946291560103,6.54,-34.988713318284425,0.9411764705882353,중립,default,100,False,90304.0,False,False,원본,2023,0,0,0,1,0.4745266773782916,2023-09-27,회피X,2023
보통 조정,box_breakout,21.976744186046517,0,KOSDAQ,56.4,118,71.2,2.1728753347987846,0.8962693357597816,-49.68824940047961,21.976744186046513,10530.0,20.9919261822376,10990.0,10384.0,2,True,6.7,0.4834443333121709,-49.68824940047961,2,1.05,40.7,,일반,53.2,6.7,5.03,-34.6417445482866,10204.0,-34.6417445482866,22,-0.038790631714449485,950160,True,,2.3414634146341484,73.8,,12.6,-4.185623293903551,0,1,142.4418604651163,53.19,4.07,10570.0,1.013,-3.3376827344142996,0,73.2,-0.6124005943394771,2023-04-14,2.6330086253649236,0,6746717040.0,,100,138.57,0.0,3.9735099337748347,-16.747337850919653,2.91173794358508,1.1657260230836903,0,2024-01-10,0,3.64,코오롱티슈진,0.9617834394904459,,-49.68824940047961,0.9617834394904459,중립,pullback,100,False,,False,False,원본,2023,0,0,0,0,0.6013095414603093,2023-04-14,회피X,2023
보통 조정,sideways,15.331964407939758,0,KOSPI,100.0,243,54.0,2.014064787951948,0.8774566473988439,-9.295774647887322,15.331964407939767,21150.0,8.930987821380242,17300.0,16360.0,3,True,12.41,0.3897201992400271,-4.4510385756676545,3,0.42,62.3,-54096.0,일반,100.0,12.41,11.04,1.2578616352201255,15938.0,-6.936416184971095,43,-0.1625693498554862,192400,True,"MA240,MA480",4.477611940298498,63.4,52153.0,31.9,22.2543352601156,0,0,15.331964407939767,66.56,7.45,16503.33,0.934,0.0827670688231077,1,50.4,0.41387873084855326,2023-08-25,1.5790898130341777,70,6782309300.0,-118644.0,100,0.62,-4.4510385756676545,4.848484848484849,-12.284866468842726,29.768786127167623,1.0127235943379183,0,2024-05-24,0,15.32,쿠쿠홀딩스,0.953757225433526,6.18,-7.9999999999999964,0.953757225433526,익절,box_breakout,70,False,98446.0,False,False,원본,2023,0,0,0,0,0.33697777686986236,2023-08-25,회피X,2023
보통 조정,new_high_240,21.878579610538385,0,KOSDAQ,100.0,40,75.0,2.5490367880953784,0.8773913043478261,-0.1879699248120259,21.878579610538374,22300.0,6.3063063063063085,11500.0,10618.0,3,True,9.63,0.3584166880935735,-0.1879699248120259,5,0.56,66.4,8606.0,100%+,69.2,9.63,7.73,33.08270676691729,10598.0,52.80575539568346,233,0.08451368433026288,122640,True,,22.06896551724138,90.4,138412.0,31.4,93.91304347826086,1,0,54.426705370101594,73.0,8.29,10823.33,0.929,3.600116058057209,0,61.5,2.2967537649019754,2023-06-02,1.618264637451152,0,6884141500.0,30971.0,100,4.62,-0.1879699248120259,5.5045871559633035,-8.364661654135341,131.30434782608694,0.8455338502403675,1,2024-02-27,0,8.16,예스티,0.9478260869565217,684.09,-0.1879699248120259,0.9304347826086956,익절,box_breakout,70,False,229244.0,False,False,원본,2023,0,0,1,1,0.3403677918055792,2023-06-02,회피X,2023
가짜 눌림,sideways,17.52822341057636,0,KOSPI,57.0,160,28.3,2.199377083486505,0.8919771816968078,-11.520580564689876,17.528223410576352,7313.0,10.196299957633093,8239.0,7799.4,3,True,4.13,0.4333387564017675,-11.157918706592284,3,0.5,46.1,40775.0,일반,64.3,4.13,3.33,8.044862918859042,7741.2,11.407766990291268,211,-0.47618712300239574,100840,True,,5.388978930307942,70.7,54180.0,33.3,-11.239228061657968,0,0,37.10583827661567,49.59,4.61,7827.33,0.945,-0.3944241293618931,1,83.5,0.4196339401791881,2023-04-28,2.5262387656056875,0,6947915744.0,122456.0,100,2.24,-1.3776541961577404,-2.9792746113989637,-10.609480812641081,44.03447020269451,1.3077215755293312,1,2024-01-24,0,3.7,SNT에너지,1.0307076101468624,8.85,-11.520580564689876,1.0307076101468624,중립,pullback,70,False,55924.0,False,False,원본,2023,0,0,0,0,0.4482901414492529,2023-04-28,회피X,2023
