rule,type,train_n,train_hit,train_lift,test_n,test_hit,test_lift,test_mean_peak,passes_oos,target,feat,direction,cut
s10>=90 AND new_high_252 AND KOSDAQ,combo3,167,0.6706586826347305,1.4096684679421643,89,0.7415730337078652,1.504265740401439,96.0064886024882,True,hit_30,,,
new_high_240 AND KOSDAQ AND rs>=1.1,combo3,258,0.6550387596899225,1.3768366961078249,104,0.7403846153846154,1.5018550581251546,94.47927947701663,True,hit_30,,,
KOSDAQ AND chart=new_high_240 AND rs>=1.1,combo3,258,0.6550387596899225,1.3768366961078249,104,0.7403846153846154,1.5018550581251546,94.47927947701663,True,hit_30,,,
s10>=70 AND new_high_240 AND KOSDAQ,combo3,224,0.6607142857142857,1.3887661772025883,98,0.7346938775510204,1.4903115127539304,95.48892514878213,True,hit_30,,,
s10>=70 AND KOSDAQ AND chart=new_high_240,combo3,224,0.6607142857142857,1.3887661772025883,98,0.7346938775510204,1.4903115127539304,95.48892514878213,True,hit_30,,,
KOSDAQ AND slope60>=1 AND marcap<=200bn,combo3,239,0.6610878661087866,1.3895514119516568,105,0.7333333333333333,1.4875516766192005,156.9121366399838,True,hit_30,,,
s3>=70 AND new_high_252 AND KOSDAQ,combo3,241,0.6639004149377593,1.3954631543944367,90,0.7333333333333333,1.4875516766192005,96.19220141491343,True,hit_30,,,
s10>=90 AND new_high_240 AND KOSDAQ,combo3,167,0.6706586826347305,1.4096684679421643,90,0.7333333333333333,1.4875516766192005,95.26313292481544,True,hit_30,,,
s10>=90 AND KOSDAQ AND chart=new_high_240,combo3,167,0.6706586826347305,1.4096684679421643,90,0.7333333333333333,1.4875516766192005,95.26313292481544,True,hit_30,,,
s2>=90 AND past_120>=50 AND marcap<=200bn,combo3,151,0.6556291390728477,1.378077624201029,30,0.7333333333333333,1.4875516766192005,85.26849443502859,True,hit_30,,,
s3>=70 AND new_high_240 AND KOSDAQ,combo3,241,0.6639004149377593,1.3954631543944367,91,0.7252747252747253,1.4712049548981105,95.45497368081482,True,hit_30,,,
s3>=70 AND KOSDAQ AND chart=new_high_240,combo3,241,0.6639004149377593,1.3954631543944367,91,0.7252747252747253,1.4712049548981105,95.45497368081482,True,hit_30,,,
s8>=70 AND past_120>=50 AND marcap<=200bn,combo3,167,0.6766467065868264,1.422254793548791,36,0.7222222222222222,1.4650130148522431,80.4229727784689,True,hit_30,,,
s10>=90 AND new_high_120 AND KOSDAQ,combo3,212,0.660377358490566,1.3880579843534284,122,0.7213114754098361,1.4631655835598696,100.68093904866656,True,hit_30,,,
s2>=90 AND chart=V_recovery AND pos252_top10,combo3,115,0.7130434782608696,1.4987577639751553,25,0.72,1.4605052824988516,76.8879969346785,True,hit_30,,,
past_120>=50 AND slope60>=1 AND marcap<=200bn,combo3,169,0.6923076923076923,1.4551728759045832,39,0.717948717948718,1.4563442987880286,80.80006857112816,True,hit_30,,,
KOSDAQ AND rs>=1.1 AND price_low<=5000won,combo3,89,0.6966292134831461,1.4642563520338254,38,0.7105263157894737,1.4412881077291297,273.8847348728421,True,hit_30,,,
s10>=70 AND s12>=80 AND marcap<=200bn,combo3,117,0.6837606837606838,1.4372077786711934,48,0.7083333333333334,1.4368396876435463,88.94239620294462,True,hit_30,,,
s3>=90 AND KOSDAQ AND marcap<=200bn,combo3,156,0.6858974358974359,1.4416990529795408,67,0.7014925373134329,1.4229632727497104,104.16070742407,True,hit_30,,,
s10>=90 AND KOSDAQ AND chart=persistent_uptrend,combo3,105,0.6571428571428571,1.3812593330014933,60,0.7,1.4199356913183279,93.27358455532485,True,hit_30,,,
s5>=70 AND s10>=90 AND KOSDAQ,combo3,410,0.6780487804878049,1.42520183564205,258,0.6976744186046512,1.4152182969950113,101.50271091993937,True,hit_30,,,
s12>=80 AND rs>=1.1 AND marcap<=200bn,combo3,143,0.6993006993006993,1.4698715918228114,59,0.6949152542372882,1.409621388475822,81.88946501195184,True,hit_30,,,
s10>=90 AND KOSDAQ AND turnover_hot>=5pct,combo3,409,0.6772616136919315,1.4235472768629187,257,0.6926070038910506,1.404939149831364,102.93579729465786,True,hit_30,,,
s3>=70 AND s10>=90 AND KOSDAQ,combo3,359,0.6685236768802229,1.405180864383256,221,0.6832579185520362,1.385974721325582,102.90987021714155,True,hit_30,,,
s10>=90 AND new_high_60 AND KOSDAQ,combo3,273,0.6923076923076923,1.4551728759045832,161,0.6832298136645962,1.3859177111359011,90.49165519170673,True,hit_30,,,
s10>=90 AND KOSDAQ,combo2,445,0.6629213483146067,1.393405238225737,285,0.6807017543859649,1.3807895945651911,99.09431790273871,True,hit_30,,,
s10>=70 AND s10>=90 AND KOSDAQ,combo3,445,0.6629213483146067,1.393405238225737,285,0.6807017543859649,1.3807895945651911,99.09431790273871,True,hit_30,,,
s10>=90 AND s4>=75 AND KOSDAQ,combo3,445,0.6629213483146067,1.393405238225737,285,0.6807017543859649,1.3807895945651911,99.09431790273871,True,hit_30,,,
s10>=90 AND KOSDAQ AND rs>=1.1,combo3,445,0.6629213483146067,1.393405238225737,285,0.6807017543859649,1.3807895945651911,99.09431790273871,True,hit_30,,,
s2>=90 AND s10>=90 AND KOSDAQ,combo3,227,0.6607929515418502,1.388931526193802,150,0.68,1.3793661001378044,90.99298907890586,True,hit_30,,,
s5>=70 AND KOSDAQ AND marcap<=200bn,combo3,331,0.676737160120846,1.4224449193132416,125,0.68,1.3793661001378044,141.90048952189272,True,hit_30,,,
s10>=70 AND KOSDAQ AND pos252_top10,combo3,449,0.6547884187082406,1.376310500298767,212,0.6792452830188679,1.3778351721687279,95.21464550555254,True,hit_30,,,
cup_and_handle_detected AND past_120>=50 AND marcap<=200bn,combo3,137,0.6715328467153284,1.411505887738752,28,0.6785714285714286,1.3764682721963384,92.04295352898087,True,hit_30,,,
cup_and_handle_detected AND KOSDAQ AND chart=persistent_uptrend,combo3,248,0.6733870967741935,1.4154033663032481,117,0.6752136752136753,1.3696571381458842,138.82148256606067,True,hit_30,,,
s8>=90 AND s10>=90 AND KOSDAQ,combo3,291,0.6804123711340206,1.4301699055282158,206,0.6747572815533981,1.3687313529351428,96.72688590939383,True,hit_30,,,
s10>=70 AND KOSDAQ AND chart=persistent_uptrend,combo3,147,0.6938775510204082,1.4584725876413283,92,0.6739130434782609,1.3670188332567754,132.27586339840857,True,hit_30,,,
s8>=70 AND s10>=90 AND KOSDAQ,combo3,364,0.6675824175824175,1.403202416050848,250,0.672,1.3631382636655949,94.43331775738274,True,hit_30,,,
s10>=70 AND KOSDAQ AND chart=V_recovery,combo3,129,0.6744186046511628,1.417571509602139,109,0.6697247706422018,1.358523007421205,94.44185586387152,True,hit_30,,,
s2>=70 AND s10>=90 AND KOSDAQ,combo3,310,0.6612903225806451,1.3899769585253456,211,0.6682464454976303,1.3555242550838473,91.71631752637019,True,hit_30,,,
s3>=70 AND s10>=70 AND KOSDAQ,combo3,542,0.6605166051660517,1.388350669220978,360,0.6638888888888889,1.3466850405757158,102.12928531611244,True,hit_30,,,
KOSDAQ AND past_60>=30 AND marcap200~500bn,combo3,220,0.6636363636363637,1.394908140639848,110,0.6636363636363637,1.3461727982628304,118.91911600015895,True,hit_30,,,
KOSDAQ AND chart=V_recovery AND rs>=1.1,combo3,155,0.6516129032258065,1.3696358323030235,127,0.6614173228346457,1.3416715193559006,93.27532650020557,True,hit_30,,,
s3>=70 AND KOSDAQ AND marcap<=200bn,combo3,331,0.6616314199395771,1.3906939166499996,127,0.6535433070866141,1.3256992393635683,125.29203325804106,True,hit_30,,,
KOSDAQ AND marcap>3000bn,combo2,106,0.6698113207547169,1.407887384129906,49,0.6530612244897959,1.32472134467016,88.38938471485866,True,hit_30,,,
s4>=75 AND KOSDAQ AND marcap>3000bn,combo3,105,0.6761904761904762,1.4212958354073337,49,0.6530612244897959,1.32472134467016,88.38938471485866,True,hit_30,,,
s10>=90 AND KOSDAQ AND pos252_top10,combo3,314,0.6528662420382165,1.372270245677889,169,0.650887573964497,1.3203121390111248,95.57636171860521,True,hit_30,,,
s10>=70 AND is_first_pullback AND marcap<=200bn,combo3,125,0.664,1.3956724738675959,37,0.6486486486486487,1.3157705247737403,80.37066006214793,True,hit_30,,,
s2>=70 AND s10>=70 AND KOSDAQ,combo3,502,0.6573705179282868,1.3817378569346308,348,0.646551724137931,1.3115169562669287,94.69602090508585,True,hit_30,,,
s5>=70 AND KOSDAQ AND marcap>3000bn,combo3,82,0.6951219512195121,1.461088212798504,42,0.6428571428571429,1.304022573659689,97.47697660328683,True,hit_30,,,
range60_pct >= 102.418,uni,483,0.6645962732919255,1.3969257904646484,148,0.6418918918918919,1.302064581807347,113.17046810001011,True,hit_30,range60_pct,ge,102.418
s8>=90 AND s10>=70 AND KOSDAQ,combo3,451,0.6518847006651884,1.3702071277918988,326,0.6411042944785276,1.3004669565535956,88.92436711875564,True,hit_30,,,
KOSDAQ AND chart=persistent_uptrend AND rs>=1.1,combo3,165,0.6848484848484848,1.4394942455918065,100,0.64,1.298226917776757,126.8779504109661,True,hit_30,,,
is_first_pullback AND past_60>=30 AND marcap<=200bn,combo3,136,0.6985294117647058,1.4682504099200655,30,0.6333333333333333,1.2847037207165823,82.95209789137988,True,hit_30,,,
s5>=70 AND chart=persistent_uptrend AND marcap<=200bn,combo3,155,0.7032258064516129,1.478121838822075,43,0.627906976744186,1.2736964672955102,168.38690681699725,True,hit_30,,,
cup_and_handle_detected AND chart=persistent_uptrend AND rs<=0.95,combo3,82,0.6951219512195121,1.461088212798504,43,0.627906976744186,1.2736964672955102,68.33800865726485,True,hit_30,,,
s3>=90 AND s10>=90 AND KOSDAQ,combo3,232,0.7068965517241379,1.4858374384236452,153,0.6274509803921569,1.2727714880164285,107.04637822178518,True,hit_30,,,
s5>=70 AND KOSDAQ AND price_low<=5000won,combo3,311,0.6881028938906752,1.446334741252787,99,0.6262626262626263,1.2703609359557912,157.56428650056287,True,hit_30,,,
s3>=90 AND s10>=70 AND KOSDAQ,combo3,329,0.6717325227963525,1.4119255901634136,241,0.6224066390041494,1.2625391446221055,92.31588043131849,True,hit_30,,,
s8>=90 AND s10>=90 AND s12>=80,combo3,218,0.6559633027522935,1.3787800083112232,118,0.6186440677966102,1.2549068458382318,77.34716527644312,True,hit_30,,,
s8>=90 AND KOSDAQ AND chart=persistent_uptrend,combo3,127,0.7401574803149606,1.5557491289198606,86,0.6162790697674418,1.2501094956789265,93.14391250404861,True,hit_30,,,
cup_and_handle_detected AND KOSDAQ AND marcap>3000bn,combo3,92,0.6847826086956522,1.4393557794273595,44,0.6136363636363636,1.2447488203115213,84.02887216465125,True,hit_30,,,
s3>=90 AND KOSDAQ AND past_120>=50,combo3,167,0.6766467065868264,1.422254793548791,124,0.6129032258064516,1.243261665209596,125.24893352392944,True,hit_30,,,
s3>=90 AND is_first_pullback AND past_60>=30,combo3,187,0.6631016042780749,1.3937841211872775,62,0.6129032258064516,1.243261665209596,53.39051002049982,True,hit_30,,,
s3>=70 AND past_120>=50 AND marcap<=200bn,combo3,150,0.66,1.3872648083623693,31,0.6129032258064516,1.243261665209596,65.8664329146902,True,hit_30,,,
KOSDAQ AND marcap<=200bn AND price_low<=5000won,combo3,236,0.6779661016949152,1.4250280517333018,67,0.6119402985074627,1.2413083868667685,153.8321960737328,True,hit_30,,,
s3>=70 AND KOSDAQ AND past_60>=30,combo3,412,0.6747572815533981,1.4182833801292245,260,0.6115384615384616,1.2404932687890888,105.49394485227948,True,hit_30,,,
cup_and_handle_detected AND KOSDAQ AND price_low<=5000won,combo3,343,0.6763848396501457,1.4217043711461688,131,0.6106870229007634,1.238766142916753,129.17482436151178,True,hit_30,,,
past_120>=50 AND marcap<=200bn AND turnover_hot>=5pct,combo3,220,0.6545454545454545,1.3757998099461515,46,0.6086956521739131,1.234726688102894,68.5827772346739,True,hit_30,,,
KOSDAQ AND past_60>=30 AND turnover_hot>=5pct,combo3,549,0.6502732240437158,1.3668199386911901,306,0.6078431372549019,1.232997379015915,102.87433533740868,True,hit_30,,,
s2>=70 AND past_120>=50 AND marcap<=200bn,combo3,174,0.6666666666666666,1.4012775842044134,38,0.6052631578947368,1.2277639436211105,71.53019621030244,True,hit_30,,,
is_first_pullback AND KOSDAQ AND price_low<=5000won,combo3,232,0.6508620689655172,1.3680576414754295,81,0.6049382716049383,1.2271049184232463,99.49805351553046,True,hit_30,,,
s2>=70 AND KOSDAQ AND past_60>=30,combo3,409,0.6503667481662592,1.3670165185759438,258,0.6046511627906976,1.226522524062343,99.6661059407379,True,hit_30,,,
past_120>=50 AND marcap<=200bn,combo2,223,0.6591928251121076,1.3855681942469649,48,0.6041666666666666,1.2255397335783187,68.34735252740423,True,hit_30,,,
s4>=75 AND past_120>=50 AND marcap<=200bn,combo3,222,0.6576576576576577,1.3823414006340837,48,0.6041666666666666,1.2255397335783187,68.34735252740423,True,hit_30,,,
KOSDAQ AND chart=persistent_uptrend,combo2,321,0.6791277258566978,1.427469688582066,187,0.5989304812834224,1.2149182385611361,104.80658274378247,False,hit_30,,,
s4>=75 AND KOSDAQ AND chart=persistent_uptrend,combo3,321,0.6791277258566978,1.427469688582066,187,0.5989304812834224,1.2149182385611361,104.80658274378247,False,hit_30,,,
KOSDAQ AND chart=persistent_uptrend AND past_60>=30,combo3,321,0.6791277258566978,1.427469688582066,187,0.5989304812834224,1.2149182385611361,104.80658274378247,False,hit_30,,,
KOSDAQ AND chart=persistent_uptrend AND slope60>=1,combo3,321,0.6791277258566978,1.427469688582066,187,0.5989304812834224,1.2149182385611361,104.80658274378247,False,hit_30,,,
s5>=70 AND KOSDAQ AND chart=persistent_uptrend,combo3,240,0.7041666666666667,1.4800994483159118,147,0.5986394557823129,1.21432789928098,106.93592315391763,False,hit_30,,,
s8>=70 AND KOSDAQ AND chart=persistent_uptrend,combo3,186,0.6774193548387096,1.4238788355625491,122,0.5983606557377049,1.2137623590894373,81.22335266223189,False,hit_30,,,
past_60>=30 AND slope60>=1 AND marcap<=200bn,combo3,353,0.6515580736543909,1.3695205851289594,139,0.5971223021582733,1.2112503841667133,95.14037383526322,False,hit_30,,,
s3>=90 AND chart=persistent_uptrend AND marcap<=200bn,combo3,103,0.6893203883495146,1.448893812793884,27,0.5925925925925926,1.2020619609044045,49.11117284745069,False,hit_30,,,
s10>=90 AND s12>=80 AND new_high_60,combo3,223,0.6591928251121076,1.3855681942469649,110,0.5909090909090909,1.1986470121518353,76.0440468755103,False,hit_30,,,
s3>=90 AND s10>=90 AND chart=V_recovery,combo3,115,0.6695652173913044,1.407370095440085,44,0.5909090909090909,1.1986470121518353,107.25787868135562,False,hit_30,,,
s10>=70 AND KOSDAQ AND price_high>=50000won,combo3,94,0.6702127659574468,1.4087311883757136,65,0.5846153846153846,1.1858803575845376,75.89799042932314,False,hit_30,,,
s3>=90 AND KOSDAQ AND past_60>=30,combo3,238,0.7310924369747899,1.5366951658712265,165,0.5818181818181818,1.1802062888879608,92.70714585507899,False,hit_30,,,
s3>=70 AND KOSDAQ AND price_low<=5000won,combo3,278,0.6798561151079137,1.4290007018775224,107,0.5794392523364486,1.1753806790619001,135.01593411348452,False,hit_30,,,
s2>=90 AND KOSDAQ AND past_60>=30,combo3,276,0.6847826086956522,1.4393557794273595,186,0.5752688172043011,1.1669210366440945,80.33534096299023,False,hit_30,,,
s3>=70 AND KOSDAQ AND chart=persistent_uptrend,combo3,234,0.7008547008547008,1.473137973137973,145,0.5724137931034483,1.1611296786149874,104.0027243242218,False,hit_30,,,
KOSPI AND past_60>=30 AND marcap<=200bn,combo3,161,0.7018633540372671,1.475258077780423,65,0.5692307692307692,1.1546729797533655,55.70757126321225,False,hit_30,,,
cup_and_handle_detected AND past_60>=30 AND rs<=0.95,combo3,89,0.6853932584269663,1.440639314097796,51,0.5686274509803921,1.1534491610148883,63.50478986671258,False,hit_30,,,
is_first_pullback AND KOSDAQ AND chart=persistent_uptrend,combo3,138,0.6956521739130435,1.462202696561127,53,0.5660377358490566,1.1481959768072731,68.37039975773497,False,hit_30,,,
KOSDAQ AND chart=persistent_uptrend AND turnover_hot>=5pct,combo3,299,0.6889632107023411,1.4481430552480392,150,0.56,1.1359485530546625,106.27169697430529,False,hit_30,,,
KOSDAQ AND chart=persistent_uptrend AND marcap200~500bn,combo3,110,0.7727272727272727,1.6242081089642064,59,0.559322033898305,1.1345733126756614,98.94367122026912,False,hit_30,,,
s1>=70 AND slope60<=-1 AND marcap200~500bn,combo3,82,0.6951219512195121,1.461088212798504,70,0.5571428571428572,1.1301528971717305,57.29031651221274,False,hit_30,,,
pos252_top10 AND marcap<=200bn AND price_low<=5000won,combo3,408,0.6617647058823529,1.3909740725558515,87,0.5517241379310345,1.1191611360144456,62.774748607378704,False,hit_30,,,
s3>=90 AND past_60>=30 AND marcap<=200bn,combo3,155,0.7096774193548387,1.4916825896369563,80,0.55,1.1156637574644006,54.287625989189756,False,hit_30,,,
s3>=90 AND s10>=90 AND slope60<=-1,combo3,85,0.6705882352941176,1.409520393523263,40,0.55,1.1156637574644006,107.45351487178058,False,hit_30,,,
rs>=1.1 AND marcap<=200bn AND price_low<=5000won,combo3,230,0.6521739130434783,1.3708150280260567,91,0.5494505494505495,1.1145492082561446,114.38853714437093,False,hit_30,,,
KOSDAQ AND turnover_hot>=5pct AND price_low<=5000won,combo3,402,0.654228855721393,1.375134345693137,135,0.5481481481481482,1.1119073138365743,133.4972581548643,False,hit_30,,,
KOSPI AND marcap<=200bn AND price_low<=5000won,combo3,623,0.6597110754414125,1.3866575131011571,269,0.5427509293680297,1.1009591658655118,52.93090965296347,False,hit_30,,,
s5>=70 AND past_60>=30 AND marcap<=200bn,combo3,286,0.6678321678321678,1.4037273701907849,118,0.5423728813559322,1.1001923032006415,96.59059762887676,False,hit_30,,,
s12>=80 AND chart=sideways AND marcap200~500bn,combo3,90,0.6666666666666666,1.4012775842044134,48,0.5416666666666666,1.0987597611391822,53.08595306466267,False,hit_30,,,
s2>=90 AND KOSDAQ AND past_120>=50,combo3,201,0.6716417910447762,1.4117348796089242,111,0.5405405405405406,1.0964754373114503,99.93546122942325,False,hit_30,,,
is_first_pullback AND chart=sideways AND price_low<=5000won,combo3,83,0.6987951807228916,1.4688090340455902,39,0.5384615384615384,1.0922582240910215,34.8397431974017,False,hit_30,,,
s2>=70 AND KOSDAQ AND chart=persistent_uptrend,combo3,206,0.7184466019417476,1.5101146781232029,125,0.536,1.087265043638034,107.49507660249527,False,hit_30,,,
chart=box_breakout AND marcap<=200bn AND price_low<=5000won,combo3,118,0.7372881355932204,1.5497180062599658,43,0.5348837209302325,1.0850006943628419,72.81950044456325,False,hit_30,,,
is_first_pullback AND chart=box_breakout AND marcap<=200bn,combo3,91,0.6813186813186813,1.4320748937473677,58,0.5344827586206896,1.084187350513994,83.99915446210872,False,hit_30,,,
s10>=90 AND marcap500~3000bn AND price_high>=50000won,combo3,98,0.6530612244897959,1.372680082485956,49,0.5306122448979592,1.0763360925445051,58.63290219090568,False,hit_30,,,
s3>=90 AND is_first_pullback AND chart=persistent_uptrend,combo3,138,0.6884057971014492,1.4469714184719487,36,0.5277777777777778,1.0705864339304854,50.69484926105077,False,hit_30,,,
s3>=70 AND chart=box_breakout AND price_low<=5000won,combo3,92,0.6739130434782609,1.416508862293592,40,0.525,1.064951768488746,59.09108466880898,False,hit_30,,,
new_high_60 AND marcap<=200bn AND price_low<=5000won,combo3,332,0.6536144578313253,1.3738429327064356,153,0.5228758169934641,1.060642906680357,64.7086786354466,False,hit_30,,,
s3>=90 AND KOSDAQ AND price_low<=5000won,combo3,141,0.6808510638297872,1.4310920008896137,56,0.5178571428571429,1.0504626287814163,128.43180265364202,False,hit_30,,,
KOSDAQ AND pos252_top10 AND marcap<=200bn,combo3,172,0.7151162790697675,1.5031146179401995,29,0.5172413793103449,1.0492135650135428,49.3872586687758,False,hit_30,,,
slope60>=1 AND marcap<=200bn AND price_low<=5000won,combo3,515,0.658252427184466,1.38359155644261,178,0.5168539325842697,1.0484276372494878,84.20469281244961,False,hit_30,,,
s8>=90 AND s12>=80 AND chart=persistent_uptrend,combo3,90,0.7111111111111111,1.494696089818041,37,0.5135135135135135,1.0416516654458776,100.78598714530114,False,hit_30,,,
s3>=90 AND KOSDAQ AND chart=persistent_uptrend,combo3,141,0.7730496453900709,1.6248857093434157,82,0.5121951219512195,1.0389773351109717,74.21211427095358,False,hit_30,,,
s2>=90 AND KOSDAQ AND chart=persistent_uptrend,combo3,154,0.7792207792207793,1.6378569166025614,88,0.5113636363636364,1.0372906835929343,77.27299266281621,False,hit_30,,,
KOSDAQ AND chart=persistent_uptrend AND pos252_top10,combo3,221,0.6742081447963801,1.4171291405868165,90,0.5111111111111111,1.036778441280049,57.06795172793308,False,hit_30,,,
new_high_240 AND past_60>=30 AND marcap<=200bn,combo3,123,0.6910569105691057,1.4525438372850628,49,0.5102040816326531,1.0349385505235627,63.28766386613636,False,hit_30,,,
new_high_252 AND past_60>=30 AND marcap<=200bn,combo3,121,0.6859504132231405,1.4418104068880122,49,0.5102040816326531,1.0349385505235627,63.28766386613636,False,hit_30,,,
chart=new_high_240 AND past_60>=30 AND marcap<=200bn,combo3,123,0.6910569105691057,1.4525438372850628,49,0.5102040816326531,1.0349385505235627,63.28766386613636,False,hit_30,,,
chart=sideways AND marcap<=200bn AND price_low<=5000won,combo3,127,0.6929133858267716,1.456445993031359,63,0.5079365079365079,1.0303388236323467,33.29643830918965,False,hit_30,,,
is_first_pullback AND chart=box_breakout AND price_low<=5000won,combo3,93,0.6559139784946236,1.3786763328462777,38,0.5,1.0142397795130913,69.03203037217645,False,hit_30,,,
past_60>=30 AND pos252_top10 AND rs<=0.95,combo3,80,0.725,1.5238893728222995,41,0.4878048780487805,0.9895022239152111,62.563343698585946,False,hit_30,,,
s2>=90 AND s5>=70 AND chart=persistent_uptrend,combo3,333,0.6636636636636637,1.3949655230143037,134,0.48507462686567165,0.9839639651992678,64.25698222360384,False,hit_30,,,
s5>=70 AND chart=sideways AND marcap<=200bn,combo3,134,0.6567164179104478,1.3803629933953925,52,0.4807692307692308,0.9752305572241263,43.15718841963444,False,hit_30,,,
s1>=90 AND chart=box_breakout AND marcap<=200bn,combo3,124,0.6774193548387096,1.4238788355625491,65,0.47692307692307695,0.9674287127663334,48.131053401404124,False,hit_30,,,
KOSPI AND chart=sideways AND marcap<=200bn,combo3,112,0.7321428571428571,1.5389030612244896,55,0.4727272727272727,0.9589176097214682,34.184167290353656,False,hit_30,,,
s1>=90 AND chart=box_breakout AND price_low<=5000won,combo3,94,0.6914893617021277,1.453452813403514,47,0.46808510638297873,0.9495010701824685,45.78093910218098,False,hit_30,,,
s3>=90 AND new_high_60 AND price_low<=5000won,combo3,139,0.6546762589928058,1.3760747499561328,68,0.45588235294117646,0.9247480342619362,79.89417522284623,False,hit_30,,,
s1>=90 AND KOSDAQ AND price_low<=5000won,combo3,97,0.6907216494845361,1.4518391465210676,31,0.45161290322580644,0.916087542786018,47.99391773667764,False,hit_30,,,
s3>=90 AND new_high_240 AND marcap<=200bn,combo3,98,0.6938775510204082,1.4584725876413283,40,0.45,0.9128158015617823,54.392441022858634,False,hit_30,,,
s3>=90 AND new_high_252 AND marcap<=200bn,combo3,92,0.7065217391304348,1.4850496136948947,40,0.45,0.9128158015617823,54.392441022858634,False,hit_30,,,
s3>=90 AND chart=new_high_240 AND marcap<=200bn,combo3,98,0.6938775510204082,1.4584725876413283,40,0.45,0.9128158015617823,54.392441022858634,False,hit_30,,,
s2>=90 AND chart=persistent_uptrend AND price_low<=5000won,combo3,96,0.6770833333333334,1.4231725464576075,29,0.4482758620689655,0.9093184230117372,56.78570499500308,False,hit_30,,,
s3>=70 AND new_high_60 AND slope60<=-1,combo3,80,0.65,1.3662456445993032,56,0.44642857142857145,0.9055712317081174,52.41895012638484,False,hit_30,,,
s1>=90 AND marcap<=200bn AND price_low<=5000won,combo3,302,0.6589403973509934,1.3850376122020445,131,0.4351145038167939,0.8826208768281864,44.90112404276788,False,hit_30,,,
KOSDAQ AND pos252_top10 AND price_low<=5000won,combo3,155,0.7096774193548387,1.4916825896369563,42,0.40476190476190477,0.8210512500820264,100.8034065931068,False,hit_30,,,
s2>=90 AND chart=persistent_uptrend AND marcap200~500bn,combo3,126,0.6825396825396826,1.4346413362092805,71,0.39436619718309857,0.7999637697568044,65.085501515028,False,hit_30,,,
s2>=90 AND chart=persistent_uptrend AND pos252_top10,combo3,294,0.6564625850340136,1.3798294579155703,68,0.38235294117647056,0.775595125510011,41.27334457388694,False,hit_30,,,
s3>=70 AND chart=box_breakout AND pos252_top10,combo3,125,0.656,1.378857142857143,29,0.3448275862068966,0.6994757100090286,67.48676187219783,False,hit_30,,,
s8>=70 AND gap_support_detected AND marcap<=200bn,combo3,80,0.675,1.4187935540069687,36,0.2222222222222222,0.4507732353391517,23.207796707784162,False,hit_30,,,
s3>=70 AND chart=V_recovery AND price_low<=5000won,combo3,84,0.6904761904761905,1.451323212211714,24,,,,False,hit_30,,,
KOSDAQ AND chart=persistent_uptrend AND marcap<=200bn,combo3,85,0.7529411764705882,1.5826193892191023,24,,,,False,hit_30,,,
chart=persistent_uptrend AND marcap<=200bn AND price_low<=5000won,combo3,81,0.7037037037037037,1.4791263388824365,24,,,,False,hit_30,,,
s2>=90 AND past_120>=50 AND price_low<=5000won,combo3,131,0.6564885496183206,1.3798840333005293,23,,,,False,hit_30,,,
past_120>=50 AND marcap<=200bn AND price_low<=5000won,combo3,101,0.7128712871287128,1.4983958326146203,20,,,,False,hit_30,,,
slope60<=-1 AND rs>=1.1 AND price_low<=5000won,combo3,83,0.7228915662650602,1.5194576214264723,20,,,,False,hit_30,,,
KOSPI AND past_120>=50 AND marcap<=200bn,combo3,95,0.8,1.6815331010452963,19,,,,False,hit_30,,,
is_first_pullback AND chart=persistent_uptrend AND marcap<=200bn,combo3,97,0.7319587628865979,1.5385161104924745,16,,,,False,hit_30,,,
chart=V_recovery AND marcap<=200bn AND price_low<=5000won,combo3,92,0.6630434782608695,1.3936619451598242,14,,,,False,hit_30,,,
s12>=80 AND KOSDAQ AND price_low<=5000won,combo3,151,0.5562913907284768,1.738207997187199,30,0.7333333333333333,2.07191298784389,93.64020088765261,True,hit_50,,,
KOSDAQ AND past_60>=30 AND marcap<=200bn,combo3,124,0.5,1.5623179022337326,37,0.7297297297297297,2.0617315972402346,218.64073455310643,True,hit_50,,,
KOSDAQ AND rs>=1.1 AND marcap<=200bn,combo3,116,0.5086206896551724,1.5892544177894865,65,0.7230769230769231,2.0429351838181016,172.87716518133254,True,hit_50,,,
s5>=70 AND chart=V_recovery AND pos252_top10,combo3,157,0.5414012738853503,1.691681804966462,46,0.717391304347826,2.0268714011516313,137.6333595059551,True,hit_50,,,
s3>=70 AND chart=V_recovery AND pos252_top10,combo3,121,0.5537190082644629,1.730170238837357,50,0.7,1.9777351247600767,134.6812871413046,True,hit_50,,,
new_high_60 AND KOSDAQ AND price_low<=5000won,combo3,133,0.5112781954887218,1.5975581556675762,30,0.7,1.9777351247600767,135.06189267420783,True,hit_50,,,
s10>=70 AND KOSDAQ AND marcap<=200bn,combo3,107,0.5046728971962616,1.5769190041237673,56,0.6964285714285714,1.9676446394296683,183.2789133045032,True,hit_50,,,
chart=V_recovery AND pos252_top10 AND turnover_hot>=5pct,combo3,167,0.5269461077844312,1.6465146754080058,48,0.6875,1.942418426103647,138.59628398030264,True,hit_50,,,
chart=V_recovery AND pos252_top10,combo2,195,0.5435897435897435,1.6985199757618015,57,0.6842105263157895,1.9331245580361653,132.1887828735098,True,hit_50,,,
s4>=75 AND chart=V_recovery AND pos252_top10,combo3,195,0.5435897435897435,1.6985199757618015,57,0.6842105263157895,1.9331245580361653,132.1887828735098,True,hit_50,,,
