Date,Code,Name,Market,Close,sell_close,sell_date,return_pct,peak_180d,ret_180d,Score,Amount,chart_pattern
2023-06-28,232140,와이씨,KOSDAQ,4590.0,7420.0,2024-03-22,61.6557734204793,86.27450980392157,61.6557734204793,52.88,5586296220.0,sideways
2023-06-29,192400,쿠쿠홀딩스,KOSPI,16650.0,18260.0,2024-03-25,9.669669669669666,34.83483483483483,9.669669669669666,62.04,7363012950.0,mixed
2023-06-30,161580,필옵틱스,KOSDAQ,12420.0,15150.0,2024-03-26,21.980676328502426,87.60064412238324,21.980676328502426,63.01,35679952440.0,new_high_240
2023-07-03,281820,케이씨텍,KOSPI,22200.0,41150.0,2024-03-27,85.36036036036036,143.69369369369372,85.36036036036036,67.54,5082401400.0,new_high_240
2023-07-04,097230,HJ중공업,KOSPI,4735.0,3285.0,2024-03-28,-30.623020063357977,5.068637803590281,-30.623020063357977,78.93,6340700055.0,mixed
2023-07-05,327260,RF머트리얼즈,KOSDAQ,15162.0,9126.0,2024-03-29,-39.81005144440047,2.4007386888273308,-39.81005144440047,51.73,126593360208.0,V_recovery
2023-07-07,425420,티에프이,KOSDAQ,22200.0,36200.0,2024-04-02,63.06306306306306,116.21621621621622,63.06306306306306,44.56,34790508000.0,new_high_240
2023-07-10,077970,STX엔진,KOSPI,15490.0,13300.0,2024-04-03,-14.138153647514528,4.454486765655252,-14.138153647514528,54.12,5922880320.0,mixed
2023-07-11,272210,한화시스템,KOSPI,17220.0,18440.0,2024-04-04,7.08478513356563,15.621370499419275,7.08478513356563,58.97,270778731300.0,new_high_120
2023-07-12,327260,RF머트리얼즈,KOSDAQ,13488.0,8998.0,2024-04-05,-33.2888493475682,2.62455516014235,-33.2888493475682,56.43,10592558016.0,pullback_recovery
2023-07-13,059090,미코,KOSDAQ,13000.0,11400.0,2024-04-08,-12.307692307692308,8.53846153846154,-12.307692307692308,53.83,46183917000.0,box_breakout
2023-07-14,001060,JW중외제약,KOSPI,33249.0,30500.0,2024-04-09,-8.267917832115257,54.867815573400705,-8.267917832115257,59.2,58355253402.0,new_high_240
2023-07-17,281820,케이씨텍,KOSPI,23600.0,38100.0,2024-04-11,61.44067796610169,129.23728813559322,61.44067796610169,58.02,5124622000.0,new_high_240
2023-07-18,087010,펩트론,KOSDAQ,19721.0,24954.0,2024-04-12,26.535165559555796,131.69717559961464,26.535165559555796,53.95,85111122681.0,persistent_uptrend
2023-07-19,214430,아이쓰리시스템,KOSDAQ,39200.0,42000.0,2024-04-15,7.14285714285714,30.612244897959172,7.14285714285714,54.21,21591007200.0,new_high_240
2023-07-20,100090,SK오션플랜트,KOSPI,22250.0,12950.0,2024-04-16,-41.79775280898876,5.617977528089879,-41.79775280898876,55.45,30822324250.0,mixed
2023-07-21,039200,오스코텍,KOSDAQ,26050.0,28500.0,2024-04-17,9.404990403071011,38.19577735124759,9.404990403071011,54.86,75193142650.0,mixed
2023-07-24,051915,LG화학우,KOSPI,446000.0,247500.0,2024-04-18,-44.506726457399104,8.071748878923767,-44.506726457399104,66.17,89030966000.0,box_breakout
2023-07-25,000500,가온전선,KOSPI,22374.0,38950.0,2024-04-19,74.08599267006346,115.20514883346742,74.08599267006346,62.13,18875802726.0,mixed
