Date,Code,Name,Market,Close,sell_date,sell_close,ret_180d,peak_180d,결과,peak등급,RF손절확률,RF위험,Score,Amount,chart_pattern,past_60,past_120,past_240,pos_252_high,slope60,drawdown60,For_20d,Inst_20d,PER_num,PBR_num
2025-08-12,023160,태광,KOSDAQ,25000.0,2026-05-12,37350.0,49.4,105.2,익절,100%+,47.9,0,58.94,69517775000.0,mixed,20.670995670995662,7.469879518072298,54.32525951557095,-11.683168316831683,2.078524990598067,-16.805251641137854,790510.0,198537.0,16.04,1.6
2025-08-12,023160,태광,KOSDAQ,25000.0,2026-05-12,37350.0,49.4,105.2,익절,100%+,47.8,0,54.97,69517775000.0,mixed,20.670995670995662,7.469879518072298,54.32525951557095,-11.683168316831683,2.078524990598067,-16.805251641137854,790510.0,198537.0,16.04,1.6
2025-08-12,023160,태광,KOSDAQ,25000.0,2026-05-12,37350.0,49.4,105.2,익절,100%+,48.3,0,61.64,69517775000.0,mixed,20.670995670995662,7.469879518072298,54.32525951557095,-11.683168316831683,2.078524990598067,-16.805251641137854,790510.0,198537.0,16.04,1.6
2025-08-11,348370,엔켐,KOSDAQ,87000.0,2026-05-11,41150.0,-52.7,20.7,손절,일반,60.8,1,59.11,156220767000.0,box_breakout,6.696428571428581,-34.81818181818181,-55.68603213844252,-66.57342657342657,0.3596709556093282,-21.802325581395355,-42028.0,84531.0,,1.79
2025-08-11,005070,코스모신소재,KOSPI,47300.0,2026-05-11,60500.0,27.9,40.4,익절,일반,44.5,0,45.83,94362979700.0,mixed,13.079019073569476,-17.000000000000004,-63.306808134394345,-68.65558912386706,4.055571937663579,-15.864022662889521,-304409.0,155507.0,,3.37
2025-08-11,348370,엔켐,KOSDAQ,87000.0,2026-05-11,41150.0,-52.7,20.7,손절,일반,61.2,1,50.19,156220767000.0,box_breakout,6.696428571428581,-34.81818181818181,-55.68603213844252,-66.57342657342657,0.3596709556093282,-21.802325581395355,-42028.0,84531.0,,1.79
2025-08-11,003670,포스코퓨처엠,KOSPI,162900.0,2026-05-11,280000.0,71.9,83.9,익절,50%+,43.6,0,57.3,156219796800.0,persistent_uptrend,34.57167910380987,15.965272102024763,-24.495717742502286,-39.97637367900131,6.770257502770941,-12.956733141355148,121951.0,297279.0,,5.22
2025-08-11,348370,엔켐,KOSDAQ,87000.0,2026-05-11,41150.0,-52.7,20.7,손절,일반,60.8,1,53.37,156220767000.0,box_breakout,6.696428571428581,-34.81818181818181,-55.68603213844252,-66.57342657342657,0.3596709556093282,-21.802325581395355,-42028.0,84531.0,,1.79
2025-08-11,005070,코스모신소재,KOSPI,47300.0,2026-05-11,60500.0,27.9,40.4,익절,일반,44.0,0,51.72,94362979700.0,mixed,13.079019073569476,-17.000000000000004,-63.306808134394345,-68.65558912386706,4.055571937663579,-15.864022662889521,-304409.0,155507.0,,3.37
2025-08-08,222800,심텍,KOSDAQ,27850.0,2026-05-08,115800.0,315.8,330.2,익절,슈퍼위너,30.5,0,53.8,150352820250.0,persistent_uptrend,33.4841628959276,66.08022519352568,9.512761020881676,-23.62459546925566,4.982190365775353,-15.922330097087379,1030235.0,-9205.0,,8.25
2025-08-08,222800,심텍,KOSDAQ,27850.0,2026-05-08,115800.0,315.8,330.2,익절,슈퍼위너,30.7,0,50.8,150352820250.0,persistent_uptrend,33.4841628959276,66.08022519352568,9.512761020881676,-23.62459546925566,4.982190365775353,-15.922330097087379,1030235.0,-9205.0,,8.25
2025-08-08,009150,삼성전기,KOSPI,160100.0,2026-05-08,914000.0,470.9,506.5,익절,슈퍼위너,28.7,0,53.37,107411410200.0,new_high_240,23.25396825396826,7.474048442906578,8.374040474528964,-2.6942355889724268,3.610992752039777,-7.125890736342044,1297320.0,359607.0,147.27,10.61
2025-08-08,240810,원익IPS,KOSDAQ,35850.0,2026-05-08,132900.0,270.7,298.9,익절,슈퍼위너,37.5,0,52.57,87176946900.0,persistent_uptrend,38.730853391684896,23.58674463937622,-7.714701601164487,-16.248348745046236,6.5787087448816335,-10.085836909871249,251804.0,479485.0,71.09,6.1
2025-08-08,222800,심텍,KOSDAQ,27850.0,2026-05-08,115800.0,315.8,330.2,익절,슈퍼위너,30.5,0,55.93,150352820250.0,persistent_uptrend,33.4841628959276,66.08022519352568,9.512761020881676,-23.62459546925566,4.982190365775353,-15.922330097087379,1030235.0,-9205.0,,8.25
2025-08-06,457190,이수스페셜티케미컬,KOSPI,51100.0,2026-05-06,121800.0,138.4,157.9,익절,100%+,40.5,0,73.1,100732561300.0,box_breakout,11.057692307692314,10.79136690647482,51.22749590834697,-27.812499999999996,1.9407659095894447,-11.170784103114928,316836.0,71782.0,4100.0,23.31
2025-08-06,457190,이수스페셜티케미컬,KOSPI,51100.0,2026-05-06,121800.0,138.4,157.9,익절,100%+,40.5,0,66.53,100732561300.0,box_breakout,11.057692307692314,10.79136690647482,51.22749590834697,-27.812499999999996,1.9407659095894447,-11.170784103114928,316836.0,71782.0,4100.0,23.31
2025-08-06,457190,이수스페셜티케미컬,KOSPI,51100.0,2026-05-06,121800.0,138.4,157.9,익절,100%+,41.2,0,59.38,100732561300.0,box_breakout,11.057692307692314,10.79136690647482,51.22749590834697,-27.812499999999996,1.9407659095894447,-11.170784103114928,316836.0,71782.0,4100.0,23.31
2025-08-06,457190,이수스페셜티케미컬,KOSPI,51100.0,2026-05-06,121800.0,138.4,157.9,익절,100%+,40.5,0,65.76,100732561300.0,box_breakout,11.057692307692314,10.79136690647482,51.22749590834697,-27.812499999999996,1.9407659095894447,-11.170784103114928,316836.0,71782.0,4100.0,23.31
2025-08-05,229640,LS에코에너지,KOSPI,41350.0,2026-05-04,90400.0,118.6,128.1,익절,100%+,49.9,0,67.68,48982961900.0,mixed,8.308157099697876,-15.647058823529413,56.209150326797385,-29.42913385826772,0.6295865262095397,-12.795549374130733,460094.0,204599.0,59.55,11.14
2025-08-05,229640,LS에코에너지,KOSPI,41350.0,2026-05-04,90400.0,118.6,128.1,익절,100%+,50.0,0,71.31,48982961900.0,mixed,8.308157099697876,-15.647058823529413,56.209150326797385,-29.42913385826772,0.6295865262095397,-12.795549374130733,460094.0,204599.0,59.55,11.14
2025-08-05,457190,이수스페셜티케미컬,KOSPI,46200.0,2026-05-04,123600.0,167.5,185.3,익절,100%+,47.7,0,63.94,29448804000.0,mixed,-0.7058823529411784,25.782414307004476,51.79856115107915,-34.06249999999999,1.7937279923938183,-11.170784103114928,82686.0,-31224.0,4100.0,23.31
2025-08-05,229640,LS에코에너지,KOSPI,41350.0,2026-05-04,90400.0,118.6,128.1,익절,100%+,49.7,0,65.24,48982961900.0,mixed,8.308157099697876,-15.647058823529413,56.209150326797385,-29.42913385826772,0.6295865262095397,-12.795549374130733,460094.0,204599.0,59.55,11.14
2025-08-05,009150,삼성전기,KOSPI,155700.0,2026-05-04,918000.0,489.6,494.1,익절,슈퍼위너,27.7,0,56.23,150251434200.0,mixed,27.589134125636683,8.519855595667881,8.755426917510857,-10.535714285714281,3.1853239566633786,-7.125890736342044,1181495.0,126284.0,147.27,10.61
