Date,YYYYMM,Year,Code,Name,Market,Close,peak_180d,ret_180d,sell_date,Score,Amount,chart_pattern,past_60,past_120,pos_252_high,For_5d,Inst_5d,For_20d,Inst_20d,PER_num,PBR_num,시총_num
2023-10-04,2023-10,2023,145020,휴젤,KOSDAQ,134400.0,95.3125,71.875,2024-06-28,61.24,48013190400.0,box_breakout,16.604477611940304,-1.883830455259028,-23.547400611620795,-76774.0,103839.0,-26808.0,136123.0,23.57,3.04,3291300000000.0
2023-10-04,2023-10,2023,145020,휴젤,KOSDAQ,134400.0,95.3125,71.875,2024-06-28,56.42,48013190400.0,box_breakout,16.604477611940304,-1.883830455259028,-23.547400611620795,-76774.0,103839.0,-26808.0,136123.0,23.57,3.04,3291300000000.0
2023-10-04,2023-10,2023,145020,휴젤,KOSDAQ,134400.0,95.3125,71.875,2024-06-28,66.48,48013190400.0,box_breakout,16.604477611940304,-1.883830455259028,-23.547400611620795,-76774.0,103839.0,-26808.0,136123.0,23.57,3.04,3291300000000.0
2023-10-04,2023-10,2023,145020,휴젤,KOSDAQ,134400.0,95.3125,71.875,2024-06-28,61.26,48013190400.0,box_breakout,16.604477611940304,-1.883830455259028,-23.547400611620795,-76774.0,103839.0,-26808.0,136123.0,23.57,3.04,3291300000000.0
2023-06-01,2023-06,2023,009420,한올바이오파마,KOSPI,23950.0,95.1983298538622,55.11482254697286,2024-02-26,57.54,23829555450.0,persistent_uptrend,36.61710037174721,48.484848484848484,-5.970149253731338,44669.0,308946.0,-514207.0,1551199.0,,17.9,2977700000000.0
2023-07-10,2023-07,2023,001060,JW중외제약,KOSPI,26384.0,95.16373559733171,20.717101273499082,2024-04-03,50.66,30258780624.0,mixed,11.448854161703759,24.332943552673548,-8.270263911219168,-10355.0,-116483.0,-13065.0,-174810.0,10.43,1.96,697400000000.0
2023-07-10,2023-07,2023,001060,JW중외제약,KOSPI,26384.0,95.16373559733171,20.717101273499082,2024-04-03,57.88,30258780624.0,mixed,11.448854161703759,24.332943552673548,-8.270263911219168,-10355.0,-116483.0,-13065.0,-174810.0,10.43,1.96,697400000000.0
2023-07-10,2023-07,2023,001060,JW중외제약,KOSPI,26384.0,95.16373559733171,20.717101273499082,2024-04-03,56.9,30258780624.0,mixed,11.448854161703759,24.332943552673548,-8.270263911219168,-10355.0,-116483.0,-13065.0,-174810.0,10.43,1.96,697400000000.0
2023-07-10,2023-07,2023,001060,JW중외제약,KOSPI,26384.0,95.16373559733171,20.717101273499082,2024-04-03,53.47,30258780624.0,mixed,11.448854161703759,24.332943552673548,-8.270263911219168,-10355.0,-116483.0,-13065.0,-174810.0,10.43,1.96,697400000000.0
2023-02-09,2023-02,2023,121600,나노신소재,KOSDAQ,109200.0,95.05494505494505,14.102564102564097,2023-11-03,80.52,210322803600.0,pullback_recovery,-1.2779552715655007,7.415990730011579,-5.600814663951114,184962.0,-120763.0,322476.0,-86057.0,541.79,3.5,889600000000.0
2023-02-09,2023-02,2023,121600,나노신소재,KOSDAQ,109200.0,95.05494505494505,14.102564102564097,2023-11-03,72.43,210322803600.0,pullback_recovery,-1.2779552715655007,7.415990730011579,-5.600814663951114,184962.0,-120763.0,322476.0,-86057.0,541.79,3.5,889600000000.0
2023-02-09,2023-02,2023,121600,나노신소재,KOSDAQ,109200.0,95.05494505494505,14.102564102564097,2023-11-03,74.28,210322803600.0,pullback_recovery,-1.2779552715655007,7.415990730011579,-5.600814663951114,184962.0,-120763.0,322476.0,-86057.0,541.79,3.5,889600000000.0
2020-09-24,2020-09,2020,031330,에스에이엠티,KOSDAQ,2280.0,94.95614035087718,80.70175438596492,2021-06-21,49.5,11929422840.0,sideways,5.995203836930463,24.858757062146886,-14.671814671814676,,,,,5.1,2.11,1558900000000.0
2023-12-21,2023-12,2023,397030,에이프릴바이오,KOSDAQ,13110.0,94.88939740655988,75.05720823798627,2024-09-19,55.75,17179094910.0,box_breakout,10.533393097265797,3.352891869237218,-15.443697709504868,236959.0,-355749.0,173453.0,-302625.0,,13.37,1299500000000.0
2024-11-18,2024-11,2024,003530,한화투자증권,KOSPI,3845.0,94.79843953185956,46.94408322496748,2025-08-14,51.14,11698331755.0,mixed,7.558139534883712,3.3519553072625774,-22.59414225941423,,,,,14.86,0.73,1482500000000.0
2021-11-05,2021-11,2021,121600,나노신소재,KOSDAQ,51000.0,94.70588235294117,62.549019607843135,2022-07-28,54.06,40443816000.0,new_high_240,36.87150837988826,68.38487972508591,0.0,40389.0,161313.0,47852.0,376748.0,541.79,3.5,889600000000.0
2025-07-28,2025-07,2025,074600,원익QnC,KOSDAQ,19500.0,94.61538461538461,87.94871794871794,2026-04-23,64.3,19132191000.0,mixed,0.16910935738443378,-11.592039800995025,-51.04683195592287,317045.0,-49506.0,303003.0,-160091.0,42.74,1.96,998900000000.0
2025-07-28,2025-07,2025,074600,원익QnC,KOSDAQ,19500.0,94.61538461538461,87.94871794871794,2026-04-23,56.25,19132191000.0,mixed,0.16910935738443378,-11.592039800995025,-51.04683195592287,317045.0,-49506.0,303003.0,-160091.0,42.74,1.96,998900000000.0
2025-07-28,2025-07,2025,074600,원익QnC,KOSDAQ,19500.0,94.61538461538461,87.94871794871794,2026-04-23,64.87,19132191000.0,mixed,0.16910935738443378,-11.592039800995025,-51.04683195592287,317045.0,-49506.0,303003.0,-160091.0,42.74,1.96,998900000000.0
2025-07-28,2025-07,2025,074600,원익QnC,KOSDAQ,19500.0,94.61538461538461,87.94871794871794,2026-04-23,62.01,19132191000.0,mixed,0.16910935738443378,-11.592039800995025,-51.04683195592287,317045.0,-49506.0,303003.0,-160091.0,42.74,1.96,998900000000.0
2023-05-09,2023-05,2023,336570,원텍,KOSDAQ,7770.0,94.46589446589446,1.4157014157014203,2024-01-31,51.44,91471796640.0,persistent_uptrend,36.949846468781985,110.37735849056602,-2.9027576197387495,291638.0,86631.0,455644.0,-354980.0,24.99,5.12,839400000000.0
2023-05-09,2023-05,2023,336570,원텍,KOSDAQ,7770.0,94.46589446589446,1.4157014157014203,2024-01-31,55.2,91471796640.0,persistent_uptrend,36.949846468781985,110.37735849056602,-2.9027576197387495,291638.0,86631.0,455644.0,-354980.0,24.99,5.12,839400000000.0
2023-05-09,2023-05,2023,336570,원텍,KOSDAQ,7770.0,94.46589446589446,1.4157014157014203,2024-01-31,56.95,91471796640.0,persistent_uptrend,36.949846468781985,110.37735849056602,-2.9027576197387495,291638.0,86631.0,455644.0,-354980.0,24.99,5.12,839400000000.0
2023-08-18,2023-08,2023,145020,휴젤,KOSDAQ,119000.0,94.11764705882352,69.32773109243698,2024-05-17,52.17,32908855000.0,sideways,2.256317689530696,-16.996336996336993,-30.703363914373092,-115410.0,118217.0,-176660.0,162514.0,23.57,3.04,3291300000000.0
2025-07-21,2025-07,2025,020150,롯데에너지머티리얼즈,KOSPI,26450.0,93.95085066162572,84.68809073724009,2026-04-16,64.95,13579033250.0,box_breakout,6.5462753950338515,-0.8403361344537785,-55.218216318785586,65994.0,143235.0,196043.0,29664.0,,1.83,3147200000000.0
2025-07-21,2025-07,2025,020150,롯데에너지머티리얼즈,KOSPI,26450.0,93.95085066162572,84.68809073724009,2026-04-16,73.7,13579033250.0,box_breakout,6.5462753950338515,-0.8403361344537785,-55.218216318785586,65994.0,143235.0,196043.0,29664.0,,1.83,3147200000000.0
2025-07-21,2025-07,2025,020150,롯데에너지머티리얼즈,KOSPI,26450.0,93.95085066162572,84.68809073724009,2026-04-16,56.38,13579033250.0,box_breakout,6.5462753950338515,-0.8403361344537785,-55.218216318785586,65994.0,143235.0,196043.0,29664.0,,1.83,3147200000000.0
2025-07-21,2025-07,2025,020150,롯데에너지머티리얼즈,KOSPI,26450.0,93.95085066162572,84.68809073724009,2026-04-16,65.28,13579033250.0,box_breakout,6.5462753950338515,-0.8403361344537785,-55.218216318785586,65994.0,143235.0,196043.0,29664.0,,1.83,3147200000000.0
