rule,type,feat,direction,cut,train_n,train_winner_rate,train_loser_rate,train_winner_lift,train_loser_lift,train_mean_ret,train_median_ret,test_n,test_winner_rate,test_loser_rate,test_winner_lift,test_loser_lift,test_mean_ret,test_median_ret
s2>=90 AND s5>=70 AND pos252_far,combo3,,,,366,0.10655737704918032,0.28688524590163933,0.6902629552205963,1.6452860329427348,-3.632313978105667,-19.482758620689655,384,0.1953125,0.21614583333333334,0.9488448844884488,1.1682986536107711,17.312325708450576,-6.679389312977099
s2>=90 AND s8>=70 AND chart=persistent_uptrend,combo3,,,,341,0.2316715542521994,0.16129032258064516,1.500734121907536,0.9249995208249477,20.42874257908726,2.7777777777777777,154,0.15584415584415584,0.33116883116883117,0.757104281856757,1.790014147419288,23.433211692996085,-1.788617886178862
s2>=90 AND s8>=70 AND past_120<=-20,combo3,,,,451,0.10199556541019955,0.2727272727272727,0.6607122129793598,1.564090098849457,-2.950870578822068,-14.832535885167463,237,0.14345991561181434,0.23628691983122363,0.6969405801339627,1.2771640611685233,18.640327061596814,-7.476635514018691
s2>=90 AND s8>=70 AND pos252_far,combo3,,,,652,0.07208588957055215,0.294478527607362,0.46696174908387206,1.688833480966285,-6.496659537881166,-18.435238486842103,505,0.201980198019802,0.21584158415841584,0.9812371336143515,1.1666541439945708,17.748683408200556,-9.14396887159533
s2>=90 AND s8>=90 AND chart=persistent_uptrend,combo3,,,,251,0.23904382470119523,0.14741035856573706,1.5484906013529776,0.8453979684352312,20.72699282138043,2.441745979652117,128,0.171875,0.2421875,0.834983498349835,1.3090575275397796,31.20299728759633,-0.47840729332838383
s2>=90 AND s8>=90 AND pos252_far,combo3,,,,575,0.07478260869565218,0.2991304347826087,0.4844306974029764,1.7155121547960421,-6.901503510867826,-18.31578947368421,434,0.1889400921658986,0.21658986175115208,0.9178871804231113,1.1706986897100216,17.34691309494157,-9.690550822298015
s2>=90 AND s10>=70 AND s12>=80,combo3,,,,265,0.1471698113207547,0.2943396226415094,0.95334430796505,1.6880368613997914,4.8236306117090635,-11.412198117069178,172,0.2616279069767442,0.27906976744186046,1.2710108220124339,1.5084113745694685,22.91198655370047,-1.9801980198019802
s2>=90 AND s10>=70 AND cup_and_handle_detected,combo3,,,,838,0.17780429594272076,0.27088305489260145,1.1517899761336516,1.553513515046577,8.058434203282426,-8.234362628661916,467,0.22055674518201285,0.2291220556745182,1.0714835937555212,1.23843696188332,21.682371564194987,-2.0938023450586267
s2>=90 AND s10>=70 AND new_high_120,combo3,,,,505,0.15445544554455445,0.2633663366336634,1.000539570735597,1.510405158162875,7.428480274130178,-8.695652173913043,234,0.23076923076923078,0.25213675213675213,1.121096725057121,1.362834635784452,13.821969503598492,-9.069152849464382
s2>=90 AND s10>=70 AND chart=new_high_120,combo3,,,,98,0.11224489795918367,0.37755102040816324,0.7271058759074099,2.1652539803800304,-3.2194339285566453,-19.765563894601804,85,0.21176470588235294,0.29411764705882354,1.028771112405358,1.5897472820217438,9.752794532237509,-16.829533116178066
s2>=90 AND s10>=70 AND chart=persistent_uptrend,combo3,,,,144,0.18055555555555555,0.2916666666666667,1.1696122296793439,1.6727074668251138,9.89048775010495,-5.451127819548872,83,0.13253012048192772,0.30120481927710846,0.6438426975227644,1.6280544454439547,24.110799585578718,12.072072072072073
s2>=90 AND s10>=70 AND past_60>=30,combo3,,,,497,0.15492957746478872,0.2837022132796781,1.0036109273088194,1.627031350312212,6.331981819817895,-8.12720848056537,275,0.1890909090909091,0.29454545454545455,0.9186198619861985,1.5920596417046846,15.654177967146566,-6.467941507311586
s2>=90 AND s10>=70 AND pos252_far,combo3,,,,91,0.12087912087912088,0.4065934065934066,0.783037097131057,2.3318119788708023,-3.5404928770731954,-21.269296740994854,115,0.17391304347826086,0.19130434782608696,0.8448844884488448,1.0340269277845777,21.387385979085956,4.1441441441441444
s2>=90 AND s10>=90 AND s12>=80,combo3,,,,148,0.1554054054054054,0.27702702702702703,1.0066932704516598,1.588749176984471,5.2998903366552526,-7.003891050583658,105,0.29523809523809524,0.3142857142857143,1.4342920006286342,1.6987585242175205,26.793608396574438,-14.811229428848016
s2>=90 AND s10>=90 AND cup_and_handle_detected,combo3,,,,483,0.17391304347826086,0.2753623188405797,1.1265830172162241,1.5792020804808529,7.190274090488937,-6.228373702422145,252,0.2619047619047619,0.23809523809523808,1.2723558070092724,1.286938275922364,26.724498274557767,0.13063357282821686
s2>=90 AND s10>=90 AND new_high_120,combo3,,,,357,0.1568627450980392,0.2689075630252101,1.0161337018028689,1.5421840750560472,7.284283786394174,-7.003891050583658,171,0.23976608187134502,0.2807017543859649,1.1648041997182172,1.5172324937189976,15.262160514295791,-6.467941507311586
s2>=90 AND s10>=90 AND chart=persistent_uptrend,combo3,,,,84,0.16666666666666666,0.2976190476190476,1.0796420581655481,1.7068443539031772,1.8438805489669687,-5.451127819548872,46,0.15217391304347827,0.17391304347826086,0.7392739273927392,0.9400244798041615,39.87466997251712,15.302491103202847
s2>=90 AND s10>=90 AND past_60>=30,combo3,,,,353,0.16147308781869688,0.28611898016997167,1.045998821225545,1.6408915012481085,5.470394800965255,-6.228373702422145,207,0.21256038647342995,0.2608695652173913,1.0326365969930327,1.4100367197062422,19.89610671829004,-1.788617886178862
s2>=90 AND s4>=75 AND chart=persistent_uptrend,combo3,,,,406,0.2413793103448276,0.14039408866995073,1.5636195325156215,0.8051596814274299,23.772970317908733,7.523939808481532,167,0.15568862275449102,0.3532934131736527,0.7563486887610916,1.9096006273865977,21.17702256948375,-6.890130353817504
s2>=90 AND s4>=75 AND past_120<=-20,combo3,,,,441,0.11337868480725624,0.2698412698412698,0.7344503797044546,1.5475388808722141,-1.8422558325156264,-14.832535885167463,247,0.15384615384615385,0.23076923076923078,0.7473978167047474,1.2473401751247528,21.43985577799248,-6.924315619967794
s2>=90 AND s4>=75 AND pos252_far,combo3,,,,645,0.08062015503875969,0.28527131782945736,0.5222454606940325,1.6360301602435665,-5.396698136122117,-19.0188679245283,533,0.1951219512195122,0.21951219512195122,0.9479191821621187,1.1864943129235455,16.500625365060785,-9.142857142857142
s2>=90 AND s12>=80 AND chart=V_recovery,combo3,,,,158,0.1962025316455696,0.3227848101265823,1.2709710304986832,1.851169927119294,6.3164064308895504,-9.6137339055794,94,0.2978723404255319,0.09574468085106383,1.4470893897900428,0.5175134769134613,36.79026490950763,17.838541666666664
s2>=90 AND s12>=80 AND past_120>=50,combo3,,,,143,0.24475524475524477,0.23076923076923078,1.5854883371661896,1.3234608528726175,16.81803964301079,-6.284916201117319,54,0.3333333333333333,0.3333333333333333,1.6193619361936191,1.8017135862913096,48.19582987354033,4.152823920265781
s2>=90 AND s12>=80 AND past_120<=-20,combo3,,,,122,0.05737704918032787,0.3114754098360656,0.37168005281109034,1.7863105500521121,-13.080282927793016,-19.456383960472124,59,0.23728813559322035,0.2033898305084746,1.152766124070034,1.0993506628218161,43.042855201140505,7.372654155495978
s2>=90 AND s12>=80 AND slope60<=-1,combo3,,,,205,0.05365853658536585,0.28292682926829266,0.3475920772630545,1.6225845253104936,-8.16955840222886,-14.52513966480447,83,0.1566265060240964,0.2289156626506024,0.760905006163267,1.2373213785374053,10.600279054053898,1.8816538747214655
s2>=90 AND s12>=80 AND pos252_far,combo3,,,,159,0.06918238993710692,0.4025157232704403,0.44815330716305773,2.30842647712792,-11.48770635835765,-21.49122807017544,146,0.19863013698630136,0.3082191780821918,0.9649622496496224,1.6659680421186769,17.487976719335443,-9.14396887159533
s2>=90 AND s12>=80 AND rs>=1.1,combo3,,,,329,0.1641337386018237,0.270516717325228,1.063234124150874,1.551412570186037,7.167381794814136,-8.760937954371215,204,0.25980392156862747,0.2549019607843137,1.2621497443862033,1.377780977752178,25.172624325040207,7.440273037542662
s2>=90 AND is_first_pullback AND gap_support_detected,combo3,,,,82,0.2804878048780488,0.15853658536585366,1.8169585856932398,0.9092068460791559,22.410709635740815,6.457380986226349,46,0.15217391304347827,0.2608695652173913,0.7392739273927392,1.4100367197062422,8.496164812339769,-6.149395445441733
s2>=90 AND is_first_pullback AND chart=V_recovery,combo3,,,,180,0.29444444444444445,0.15,1.9073676360924685,0.8602495543672014,26.078430694511997,5.975835767139136,92,0.25,0.07608695652173914,1.2145214521452143,0.41126070991432073,33.31275766749569,17.354644982993193
s2>=90 AND is_first_pullback AND chart=persistent_uptrend,combo3,,,,190,0.2789473684210526,0.1,1.8069798657718121,0.5734997029114677,26.888708249014954,7.407803237574099,53,0.1509433962264151,0.33962264150943394,0.7332959711065445,1.8357081822590702,9.457530976460399,-1.3133208255159476
s2>=90 AND is_first_pullback AND past_60>=30,combo3,,,,311,0.2379421221864952,0.13183279742765272,1.541353935130236,0.7560607015874652,21.330864596027116,4.050632911392405,110,0.17272727272727273,0.2636363636363636,0.8391239123912391,1.4249916546122174,7.975487649736371,-4.101725589666726
s2>=90 AND is_first_pullback AND pos252_far,combo3,,,,368,0.10597826086956522,0.27717391304347827,0.6865115261161366,1.5895915678524375,-0.6578476361683233,-16.90450054884742,309,0.22006472491909385,0.22330097087378642,1.0690933170987,1.206973179166023,19.602731105874636,-1.6166281755196306
s2>=90 AND cup_and_handle_detected AND gap_support_detected,combo3,,,,137,0.24087591240875914,0.1386861313868613,1.5603585950129821,0.7953645514830572,20.43356498501936,4.725897920604915,70,0.2,0.18571428571428572,0.9716171617161716,1.003811855219444,11.684981322969008,0.22316026744660422
s2>=90 AND cup_and_handle_detected AND pos252_far,combo3,,,,492,0.07926829268292683,0.2845528455284553,0.5134882959567851,1.6319097237318183,-5.161609443149754,-19.288888888888888,438,0.1780821917808219,0.23059360730593606,0.8651385686513856,1.246390905585084,13.888469887598124,-9.143413007226236
s2>=90 AND cup_and_handle_detected AND rs>=1.1,combo3,,,,1045,0.17799043062200956,0.26220095693779905,1.1529957291031117,1.5037217090693027,8.040415730635939,-8.760937954371215,556,0.22661870503597123,0.21942446043165467,1.1009331148942232,1.1860200945730563,22.27598001709103,-1.7301038062283738
s2>=90 AND gap_support_detected AND slope60>=1,combo3,,,,83,0.2891566265060241,0.07228915662650602,1.8731139322390231,0.41457809849021754,27.355394969006362,10.15625,23,0.17391304347826086,0.21739130434782608,0.8448844884488448,1.175030599755202,11.675709194299898,-1.1737089201877933
s2>=90 AND new_high_60 AND KOSDAQ,combo3,,,,555,0.23963963963963963,0.15495495495495495,1.552350202551545,0.8886662063132651,23.65189008921429,5.926860025220681,291,0.28865979381443296,0.24398625429553264,1.4023340478377733,1.3187800476977627,30.684481379693036,8.24742268041237
s2>=90 AND new_high_120 AND KOSDAQ,combo3,,,,294,0.2619047619047619,0.14285714285714285,1.69658037711729,0.8192852898735251,25.841551349451095,0.8827238335435058,171,0.3391812865497076,0.2982456140350877,1.6477717947233317,1.6120595245764349,22.440196826422206,5.433070866141732
s2>=90 AND new_high_240 AND KOSDAQ,combo3,,,,200,0.31,0.13,2.0081342281879198,0.7455496137849079,32.614353982272824,7.612456747404845,69,0.34782608695652173,0.2608695652173913,1.6897689768976896,1.4100367197062422,27.16874354563301,18.211920529801322
s2>=90 AND new_high_252 AND KOSDAQ,combo3,,,,199,0.3065326633165829,0.1306532663316583,1.9856733331084955,0.7492960942561889,31.571460030337704,7.612456747404845,68,0.35294117647058826,0.2647058823529412,1.714618520675597,1.4307725538195695,27.683516552120597,18.211920529801322
s2>=90 AND near_52w_low AND pos252_far,combo3,,,,403,0.06699751861042183,0.2704714640198511,0.4340000333072426,1.551153042614143,-7.024102767439355,-19.288888888888888,302,0.152317880794702,0.2119205298013245,0.7399733350818525,1.1454602932712963,6.1661373966109485,-10.683760683760683
s2>=90 AND KOSDAQ AND chart=new_high_240,combo3,,,,200,0.31,0.13,2.0081342281879198,0.7455496137849079,32.614353982272824,7.612456747404845,69,0.34782608695652173,0.2608695652173913,1.6897689768976896,1.4100367197062422,27.16874354563301,18.211920529801322
s2>=90 AND KOSDAQ AND chart=persistent_uptrend,combo3,,,,154,0.3181818181818182,0.07142857142857142,2.0611348383160464,0.40964264493676256,35.470913287043054,16.32525485670321,88,0.18181818181818182,0.29545454545454547,0.8832883288328832,1.5969734060309335,40.59569613902718,1.1382113821138211
s2>=90 AND KOSDAQ AND past_60>=30,combo3,,,,276,0.29347826086956524,0.12681159420289856,1.9011088415523785,0.7272641160109191,30.487036501727967,9.305023414218816,186,0.21505376344086022,0.3172043010752688,1.044749636253948,1.7145338966320527,34.97128541533116,-6.467941507311586
s2>=90 AND KOSDAQ AND past_120>=50,combo3,,,,201,0.2537313432835821,0.13930348258706468,1.6436341781027748,0.7989050587821439,27.588147468674673,8.403361344537815,111,0.3063063063063063,0.3063063063063063,1.4880623197454879,1.6556287009163384,46.496716070011786,-6.389452332657202
s2>=90 AND KOSDAQ AND pos252_top10,combo3,,,,653,0.2649310872894334,0.12098009188361408,1.716184466119202,0.6938204675345473,29.57381585139489,9.042145593869732,269,0.21561338289962825,0.2899628252788104,1.0474683156047946,1.5672898854727377,22.01293157420133,-6.890130353817504
s2>=90 AND KOSDAQ AND pos252_far,combo3,,,,240,0.1625,0.2708333333333333,1.0526510067114094,1.5532283620518912,9.147867523282205,-5.103185150895216,239,0.2719665271966527,0.18410041841004185,1.3212367261830784,0.9950886752738615,40.70023201974536,9.740259740259742
s2>=90 AND KOSPI AND past_120<=-20,combo3,,,,266,0.10526315789473684,0.2894736842105263,0.6818791946308724,1.6601307189542485,-3.8222004892002843,-16.20796640655821,113,0.061946902654867256,0.25663716814159293,0.30094336867315047,1.3871600177641057,-6.526392748749386,-10.861759425493716
s2>=90 AND KOSPI AND pos252_far,combo3,,,,343,0.043731778425655975,0.30029154518950435,0.2832880036002896,1.7221711195300629,-12.56124744101475,-20.575783234546993,254,0.12992125984251968,0.22440944881889763,0.6311686286738909,1.2129646584874565,-1.7763758575034843,-14.292389853137516
s2>=90 AND chart=new_high_120 AND rs>=1.1,combo3,,,,112,0.09821428571428571,0.35714285714285715,0.6362176414189837,2.048213224683813,-5.750772952457658,-21.312614472192344,116,0.2413793103448276,0.28448275862068967,1.1726414020712417,1.5376693538175834,14.18283133471446,-12.5
s2>=90 AND chart=box_breakout AND rs<=0.95,combo3,,,,101,0.2376237623762376,0.04950495049504951,1.539291647285534,0.28391074401557803,11.272059142712774,-2.4916943521594686,49,0.10204081632653061,0.04081632653061224,0.49572304169192427,0.22061799015811953,8.80081720356166,-10.727272727272727
s2>=90 AND chart=V_recovery AND pos252_top10,combo3,,,,115,0.2956521739130435,0.10434782608695652,1.9151911292675812,0.5984344726032705,31.035245217001307,14.037905557340185,25,0.28,0.16,1.3602640264026402,0.8648225214198286,34.83683889624906,13.039796782387809
s2>=90 AND chart=V_recovery AND pos252_far,combo3,,,,104,0.04807692307692308,0.375,0.31143520908621586,2.1506238859180034,-12.35243867192606,-20.263157894736842,69,0.08695652173913043,0.13043478260869565,0.4224422442244224,0.7050183598531211,9.419445245594472,-13.157188841201716
s2>=90 AND chart=pullback_recovery AND pos252_far,combo3,,,,103,0.06796116504854369,0.3592233009708738,0.44024239265002935,2.060144563856728,-16.226541869349543,-25.0,63,0.12698412698412698,0.3333333333333333,0.6168997852166168,1.8017135862913096,-0.2703686452779045,-14.925373134328357
s2>=90 AND chart=persistent_uptrend AND past_60>=30,combo3,,,,406,0.2413793103448276,0.14039408866995073,1.5636195325156215,0.8051596814274299,23.772970317908733,7.523939808481532,167,0.15568862275449102,0.3532934131736527,0.7563486887610916,1.9096006273865977,21.17702256948375,-6.890130353817504
s2>=90 AND chart=persistent_uptrend AND slope60>=1,combo3,,,,406,0.2413793103448276,0.14039408866995073,1.5636195325156215,0.8051596814274299,23.772970317908733,7.523939808481532,167,0.15568862275449102,0.3532934131736527,0.7563486887610916,1.9096006273865977,21.17702256948375,-6.890130353817504
s2>=90 AND chart=sideways AND pos252_top10,combo3,,,,130,0.24615384615384617,0.06153846153846154,1.5945482705214251,0.35292289409936467,27.046769088447974,18.1046511627907,56,0.07142857142857142,0.21428571428571427,0.347006129184347,1.1582444483301275,-11.432774293800719,-14.131347842688047
s2>=90 AND chart=mixed AND rs>=1.1,combo3,,,,197,0.16751269035532995,0.27411167512690354,1.0851224747044597,1.572029642498439,5.051243666096506,-18.181818181818183,91,0.10989010989010989,0.23076923076923078,0.5338555833605338,1.2473401751247528,10.298856145149495,-15.168539325842698
s2>=90 AND past_60>=30 AND rs>=1.1,combo3,,,,552,0.17572463768115942,0.266304347826087,1.1383182569788932,1.5272546436229302,9.76041636833569,-5.88235294117647,299,0.17725752508361203,0.2909698996655518,0.8611322670728611,1.5727332642877316,14.004290026307038,-6.467941507311586
s2>=90 AND past_120<=-20 AND pos252_far,combo3,,,,298,0.07718120805369127,0.31208053691275167,0.49996846988874377,1.789780952039144,-7.546873749995737,-18.31578947368421,186,0.1827956989247312,0.24731182795698925,0.8880371908158557,1.3367552414419395,23.62619536960861,-7.534983853606028
s2>=90 AND slope60<=-1 AND pos252_far,combo3,,,,281,0.046263345195729534,0.3096085409252669,0.29968711934844394,1.7756040623949352,-10.374341515816353,-18.31578947368421,156,0.17307692307692307,0.25,0.8408225437928407,1.3512851897184823,14.158610151580334,-14.292389853137516
s2>=90 AND pos252_far AND rs>=1.1,combo3,,,,116,0.14655172413793102,0.39655172413793105,0.949340430455913,2.274222959821337,-1.3753070215762897,-21.78988326848249,126,0.1746031746031746,0.18253968253968253,0.8482372046728481,0.9866526782071458,20.4194316581639,4.309208537396457
s3>=70 AND s3>=90 AND chart=box_breakout,combo3,,,,140,0.16428571428571428,0.2785714285714286,1.0642186001917546,1.5976063152533742,11.82817630965418,-13.059701492537313,94,0.24468085106382978,0.2765957446808511,1.1886805701846779,1.495038933305555,42.88902580629789,2.625
s3>=70 AND s3>=90 AND chart=pullback_recovery,combo3,,,,178,0.10112359550561797,0.29213483146067415,0.6550637206847146,1.675392390527883,-6.0534210426680115,-21.06135986733002,77,0.12987012987012986,0.2857142857142857,0.6309202348806309,1.5443259311068367,-1.0382165833215768,-10.472279260780287
s3>=70 AND s3>=90 AND past_120>=50,combo3,,,,447,0.1610738255033557,0.27069351230425054,1.0434124588982479,1.5524264888654937,6.076803364084392,-11.716171617161717,206,0.28640776699029125,0.3155339805825243,1.391393508282867,1.705505579256337,39.34697860732761,-6.467941507311586
s3>=70 AND s3>=90 AND past_120<=-20,combo3,,,,229,0.13100436681222707,0.2663755458515284,0.8486269452829636,1.5276629640873154,0.7587735030057818,-14.200298953662182,143,0.2097902097902098,0.27972027972027974,1.0191788409610192,1.5119274849997004,29.80908620004422,-10.861759425493716
s3>=70 AND s3>=90 AND pos252_far,combo3,,,,316,0.08544303797468354,0.37658227848101267,0.5534873842494266,2.159698248305843,-9.089775192143536,-23.601620848561893,270,0.24444444444444444,0.2518518518518518,1.1875320865419874,1.3612947096423227,25.721611858774107,-11.47068075153611
s3>=70 AND s5>=70 AND s10>=90,combo3,,,,787,0.1880559085133418,0.2655654383735705,1.2181984087052182,1.5230170001079633,13.960791043165324,-6.627906976744185,379,0.2796833773087071,0.2691292875989446,1.3587258461993956,1.4546816818077593,41.44762997961048,0.10070493454179255
s3>=70 AND s5>=70 AND chart=persistent_uptrend,combo3,,,,469,0.232409381663113,0.2025586353944563,1.5055136589344744,1.1616731722087297,19.23668676940595,-0.25052861537844856,218,0.22477064220183487,0.28440366972477066,1.0919550670663396,1.537241867202677,55.245578709209504,-0.6867987836845969
s3>=70 AND s5>=70 AND past_120<=-20,combo3,,,,226,0.14601769911504425,0.26548672566371684,0.9458810952069847,1.5225655829507991,0.4126918840029451,-11.631552152202415,164,0.12804878048780488,0.27439024390243905,0.6220719632938904,1.4831178911544318,17.75517179280643,-7.178971969275933
s3>=70 AND s5>=70 AND pos252_far,combo3,,,,326,0.1441717791411043,0.294478527607362,0.9339234981677441,1.688833480966285,3.152952793507739,-16.90450054884742,377,0.23076923076923078,0.19363395225464192,1.121096725057121,1.0466187676334133,23.382229385635938,-1.6166281755196306
s3>=70 AND s6>=70 AND near_52w_low,combo3,,,,88,0.07954545454545454,0.3181818181818182,0.5152837095790116,1.8247717819910332,-4.371719357737959,-15.631801656832945,35,0.11428571428571428,0.02857142857142857,0.5552098066949551,0.1544325931106837,3.5353177828412536,-3.8869257950530036
s3>=70 AND s6>=70 AND chart=mixed,combo3,,,,106,0.09433962264150944,0.27358490566037735,0.6111181461314424,1.569008621172883,-2.2687122170816547,-10.797732067510548,76,0.2631578947368421,0.07894736842105263,1.2784436338370677,0.42672163885846803,35.24262645557335,7.953130266382556
s3>=70 AND s8>=70 AND s10>=90,combo3,,,,764,0.17277486910994763,0.2670157068062827,1.1192100917108823,1.5313342852609868,12.488080819146104,-7.694558221181978,375,0.2773333333333333,0.2693333333333333,1.3473091309130911,1.455784577723378,36.93244062464877,-1.9801980198019802
s3>=70 AND s8>=70 AND pos252_far,combo3,,,,494,0.0951417004048583,0.32388663967611336,0.6163138874548271,1.8574889163124457,-3.8954991529551126,-18.733865489130434,428,0.19626168224299065,0.21962616822429906,0.9534560932728786,1.187110353584461,18.156883099071642,-9.370448927160428
s3>=70 AND s8>=90 AND pos252_far,combo3,,,,427,0.08665105386416862,0.34192037470725994,0.5613127328167486,1.9609123331399125,-6.938877517198575,-19.288888888888888,360,0.20277777777777778,0.21388888888888888,0.9851118445177851,1.1560995512035903,19.526287123221913,-10.233966672815594
s3>=70 AND s10>=70 AND s10>=90,combo3,,,,906,0.18101545253863136,0.2836644591611479,1.1725913744314562,1.6268148305546046,12.759566390165325,-9.590517241379311,427,0.28337236533957844,0.25526932084309134,1.376647266600196,1.3797666105790591,40.13705111201715,0.10070493454179255
s3>=70 AND s10>=70 AND s4>=75,combo3,,,,1391,0.17613227893601727,0.2695902228612509,1.1409588968392206,1.5460991271876372,11.998812414554255,-8.29875518672199,724,0.2541436464088398,0.24033149171270718,1.2346516419597762,1.2990255414973255,36.598014669261,-2.1046643913538112
s3>=70 AND s10>=70 AND s12>=80,combo3,,,,374,0.18181818181818182,0.2994652406417112,1.177791336180598,1.7174322654033252,14.020299842510612,-12.307692307692308,222,0.24774774774774774,0.26576576576576577,1.2035798174412036,1.436501372853882,26.56298942294607,-2.3688500236885
s3>=70 AND s10>=70 AND cup_and_handle_detected,combo3,,,,1027,0.186952288218111,0.2755598831548199,1.2110493193833607,1.5803351112360793,11.346282731117373,-9.62331591971405,554,0.259927797833935,0.2364620938628159,1.2627515459127139,1.2781109014665788,35.25378313312642,-2.0424312055778957
s3>=70 AND s10>=70 AND new_high_60,combo3,,,,703,0.1891891891891892,0.2631578947368421,1.225539633593325,1.509209744503862,13.369239887223078,-7.947805456702254,369,0.25474254742547425,0.2682926829268293,1.2375611544894325,1.4501597157954444,24.304403834046973,-7.667386609071274
s3>=70 AND s10>=70 AND new_high_120,combo3,,,,552,0.17753623188405798,0.2717391304347826,1.1500534967415623,1.5584231057376836,11.675416315869432,-8.434181671092757,262,0.25190839694656486,0.2480916030534351,1.2237926082684603,1.3409700355984937,24.57746200181504,-6.467941507311586
s3>=70 AND s10>=70 AND KOSPI,combo3,,,,728,0.1510989010989011,0.2802197802197802,0.978796371413821,1.607059607059607,6.410739673735389,-14.334931479558165,306,0.17973856209150327,0.24836601307189543,0.8731853577514613,1.342453260373917,17.5372853167225,-11.015321462923271
s3>=70 AND s10>=70 AND chart=new_high_120,combo3,,,,95,0.1368421052631579,0.3894736842105263,0.8864429530201343,2.233630421865716,-7.277747705858467,-23.026806675280714,97,0.15463917525773196,0.23711340206185566,0.7512503827702358,1.2816313139597975,16.8576980212819,-7.214285714285714
s3>=70 AND s10>=70 AND chart=persistent_uptrend,combo3,,,,323,0.19814241486068113,0.34055727554179566,1.283537307540466,1.953094963475586,16.313238229682185,-14.506172839506174,151,0.2251655629139073,0.2781456953642384,1.0938736257731734,1.5034166349185762,65.12136960192105,-1.788617886178862
s3>=70 AND s10>=70 AND past_60>=30,combo3,,,,729,0.18106995884773663,0.3168724279835391,1.172944458253929,1.8172624330939509,13.305990167649076,-10.671256454388985,361,0.2409972299168975,0.27977839335180055,1.170785222566578,1.5122415973580798,42.1349409659168,-3.430079155672823
s3>=70 AND s10>=70 AND past_120>=50,combo3,,,,456,0.14473684210526316,0.3333333333333333,0.9375838926174498,1.9116656763715585,8.16734236475089,-12.295081967213115,208,0.34134615384615385,0.23557692307692307,1.6582889058136583,1.2733264287731851,50.64426860897344,0.10070493454179255
s3>=70 AND s10>=70 AND slope60>=1,combo3,,,,964,0.19294605809128632,0.2821576763485477,1.2498760756356346,1.6181734356008215,14.831365886478618,-7.934615870232198,477,0.259958071278826,0.24528301886792453,1.2628986169057155,1.3257892427426619,41.66300968287106,-2.1046643913538112
s3>=70 AND s10>=70 AND pos252_far,combo3,,,,94,0.1276595744680851,0.5319148936170213,0.8269598743395687,3.0505303346354657,-5.480754253530838,-30.18242122719735,131,0.16793893129770993,0.21374045801526717,0.8158617388456403,1.1552972614387023,19.720578428813017,-5.677655677655678
s3>=70 AND s10>=70 AND rs>=1.1,combo3,,,,1391,0.17613227893601727,0.2695902228612509,1.1409588968392206,1.5460991271876372,11.998812414554255,-8.29875518672199,724,0.2541436464088398,0.24033149171270718,1.2346516419597762,1.2990255414973255,36.598014669261,-2.1046643913538112
s3>=70 AND s10>=90 AND s4>=75,combo3,,,,906,0.18101545253863136,0.2836644591611479,1.1725913744314562,1.6268148305546046,12.759566390165325,-9.590517241379311,427,0.28337236533957844,0.25526932084309134,1.376647266600196,1.3797666105790591,40.13705111201715,0.10070493454179255
s3>=70 AND s10>=90 AND s12>=80,combo3,,,,226,0.20353982300884957,0.3230088495575221,1.3185009205915545,1.8524547925901387,17.394664006099696,-11.88884728203208,129,0.24031007751937986,0.32558139534883723,1.167446977255865,1.7598132703310467,29.53752376629297,-14.811229428848016
s3>=70 AND s10>=90 AND is_first_pullback,combo3,,,,143,0.22377622377622378,0.2937062937062937,1.4495893368376591,1.6844047218378768,18.922049295969025,-8.12720848056537,73,0.3561643835616438,0.2191780821917808,1.7302771373027712,1.1846883855066146,44.89420410971836,26.284478096268256
s3>=70 AND s10>=90 AND cup_and_handle_detected,combo3,,,,638,0.19278996865203762,0.2884012539184953,1.2488649512949446,1.653980334415518,11.57200553569881,-10.567055118727243,300,0.2833333333333333,0.25666666666666665,1.3764576457645763,1.3873194614443083,35.00244013096453,-1.9801980198019802
s3>=70 AND s10>=90 AND new_high_60,combo3,,,,489,0.18609406952965235,0.2822085889570552,1.205489905436379,1.6184654192593564,14.303892838110153,-7.36213172172241,244,0.25,0.29098360655737704,1.2145214521452143,1.5728073519674137,27.69911368869973,-6.467941507311586
s3>=70 AND s10>=90 AND new_high_120,combo3,,,,413,0.18886198547215496,0.28087167070217917,1.2234200562263355,1.6107981970394731,13.221417218334928,-8.12720848056537,194,0.25773195876288657,0.28865979381443296,1.2520839712837262,1.560246816994536,29.475171606126807,0.13063357282821686
s3>=70 AND s10>=90 AND KOSDAQ,combo3,,,,359,0.24233983286908078,0.2395543175487465,1.569841655605616,1.373843299453655,27.91154951996545,4.394204744467442,221,0.35294117647058826,0.22624434389140272,1.714618520675597,1.2228825246321107,56.98660283137876,17.859883784672732
s3>=70 AND s10>=90 AND KOSPI,combo3,,,,479,0.15657620041753653,0.29436325678496866,1.014277507671183,1.6881724031423158,5.838891825383854,-14.44759206798867,168,0.2261904761904762,0.23809523809523808,1.0988527424170988,1.286938275922364,29.687166793165428,-4.989179422453504
s3>=70 AND s10>=90 AND chart=persistent_uptrend,combo3,,,,235,0.19574468085106383,0.3617021276595745,1.2680051406540056,2.074360627552117,10.024775446734322,-21.951219512195124,98,0.23469387755102042,0.19387755102040816,1.140162995891426,1.0479354532510678,50.50781784730473,2.585731998568706
