Date,Code,Name,Market,Close,sell_date,sell_close,ret_180d,peak_180d,Score,Amount,chart_pattern,past_60,past_120,past_240,pos_252_high,slope60,drawdown60,For_20d,Inst_20d,PER_num,PBR_num,외인소진율_num,loser_prob,RF_위험,모드,결과,결과(peak),수익률(180일),고점도달(peak),RF손절확률
2021-02-08,052400,코나아이,KOSDAQ,33400.0,2021-11-02,34250.0,2.5449101796407136,48.80239520958083,57.35,20937959000.0,new_high_120,11.172161172161177,16.283524904214563,-14.26553672316384,-20.757180156657963,0.7878113187843108,-10.545454545454547,230730.0,46399.0,9.81,3.25,5.15,0.4429988212810766,0,주3건(전체),익절,일반,2.5,48.8,44.3
2021-02-02,052400,코나아이,KOSDAQ,28400.0,2021-10-27,33450.0,17.781690140845075,75.0,55.24,28057325600.0,sideways,-7.8324225865209485,-3.065134099616862,-18.12297734627831,-33.942558746736296,-0.21379268703012733,-10.545454545454547,920.0,-40314.0,9.81,3.25,5.15,0.5228604720164138,0,주3건(전체),익절,50%+,17.8,75.0,52.3
2021-02-02,052400,코나아이,KOSDAQ,28400.0,2021-10-27,33450.0,17.781690140845075,75.0,63.05,28057325600.0,sideways,-7.8324225865209485,-3.065134099616862,-18.12297734627831,-33.942558746736296,-0.21379268703012733,-10.545454545454547,920.0,-40314.0,9.81,3.25,5.15,0.522770327438021,0,주3건(전체),익절,50%+,17.8,75.0,52.3
2021-02-02,052400,코나아이,KOSDAQ,28400.0,2021-10-27,33450.0,17.781690140845075,75.0,61.12,28057325600.0,sideways,-7.8324225865209485,-3.065134099616862,-18.12297734627831,-33.942558746736296,-0.21379268703012733,-10.545454545454547,920.0,-40314.0,9.81,3.25,5.15,0.523546414683879,0,주3건(전체),익절,50%+,17.8,75.0,52.4
2021-01-26,214150,클래시스,KOSDAQ,17500.0,2021-10-20,22850.0,30.571428571428562,55.42857142857143,61.21,28631610000.0,mixed,9.364548494983271,18.90909090909092,13.541666666666675,-4.664723032069973,0.5643075166528287,-11.41141141141141,334387.0,-173881.0,25.62,6.08,71.46,0.28983495062773407,0,주3건(전체),익절,50%+,30.6,55.4,29.0
2021-01-26,214150,클래시스,KOSDAQ,17500.0,2021-10-20,22850.0,30.571428571428562,55.42857142857143,63.35,28631610000.0,mixed,9.364548494983271,18.90909090909092,13.541666666666675,-4.664723032069973,0.5643075166528287,-11.41141141141141,334387.0,-173881.0,25.62,6.08,71.46,0.28983495062773407,0,주3건(전체),익절,50%+,30.6,55.4,29.0
2021-01-25,086450,동국제약,KOSDAQ,31800.0,2021-10-19,23300.0,-26.72955974842768,5.817610062893075,55.5,25207542000.0,mixed,23.49272349272349,-1.6230539913878794,65.5702976920504,-7.741053677932408,2.785729806900015,-7.536764705882348,-157702.0,-288327.0,13.53,1.48,15.54,0.5444537882536963,1,주3건(전체),손절,일반,-26.7,5.8,54.4
2021-01-18,189300,인텔리안테크,KOSDAQ,59324.0,2021-10-12,68056.0,14.719169307531521,52.26215359719506,57.44,121786595544.0,new_high_240,83.8519233625427,110.2190710707311,73.70636730398176,0.0,11.384884245445305,-7.735222805489517,-103473.0,2408.0,46.62,5.56,20.59,0.3094856619825598,0,주3건(전체),익절,50%+,14.7,52.3,30.9
2021-01-18,189300,인텔리안테크,KOSDAQ,59324.0,2021-10-12,68056.0,14.719169307531521,52.26215359719506,53.88,121786595544.0,new_high_240,83.8519233625427,110.2190710707311,73.70636730398176,0.0,11.384884245445305,-7.735222805489517,-103473.0,2408.0,46.62,5.56,20.59,0.3094856619825598,0,주3건(전체),익절,50%+,14.7,52.3,30.9
2021-01-18,189300,인텔리안테크,KOSDAQ,59324.0,2021-10-12,68056.0,14.719169307531521,52.26215359719506,61.59,121786595544.0,new_high_240,83.8519233625427,110.2190710707311,73.70636730398176,0.0,11.384884245445305,-7.735222805489517,-103473.0,2408.0,46.62,5.56,20.59,0.31512363367571067,0,주3건(전체),익절,50%+,14.7,52.3,31.5
