Date,Year,Code,Name,Market,Close,Amount,p_sw,p_100plus,p_50plus,p_10plus,p_loss,StrongScore_v1,StrongScore_v2,SafeScore,SuperScore,ret_180d,peak_180d,sell_close
2026-04-27,2026,036540,SFA반도체,KOSDAQ,9960.0,232809492120.0,0.8239794668420913,0.808095562478073,0.7667500308835801,0.765454899375214,0.4990230858417513,3.452785603443461,5.005769232524928,-0.19745559957474867,5.744679239212156,2.9116465863453733,10.040160642570273,10250.0
2026-04-24,2026,031330,에스에이엠티,KOSDAQ,7400.0,5366420800.0,0.8462118501578416,0.8243007349188606,0.8040659514893919,0.8043317660154213,0.37870146584746855,3.8217496726462707,5.547622274573915,0.5192221542828919,6.568611172341074,110.67567567567566,151.21621621621622,15590.0
2026-04-24,2026,036540,SFA반도체,KOSDAQ,9640.0,457756846000.0,0.8091492301415985,0.8004936535677428,0.7577326004307224,0.7743770711946781,0.5084129522836129,3.3690948666399065,4.879227201423362,-0.23557801859798566,5.54942753999792,6.327800829875518,13.692946058091282,10250.0
2026-04-24,2026,417200,LS머트리얼즈,KOSDAQ,27200.0,191142560000.0,0.7776810548653005,0.7476467688148994,0.7671404086954089,0.7853670005909557,0.49969000821321835,3.2222737100872223,4.651769196012054,-0.1605756311887716,5.278360507586913,-13.051470588235292,20.3125,23650.0
2026-04-23,2026,031330,에스에이엠티,KOSDAQ,7070.0,5013754130.0,0.8294690916106882,0.823436819782809,0.7928433711390006,0.7905216616920299,0.3689499879960557,3.778505899653167,5.480212504769893,0.5291367545427814,6.449940976126603,120.50919377652049,162.94200848656294,15590.0
2026-04-22,2026,031330,에스에이엠티,KOSDAQ,6930.0,3964008510.0,0.8425790483157342,0.8112619976061636,0.7875378393143403,0.7923246086461162,0.40057134224930024,3.731025296172188,5.421243049357437,0.36933034536007137,6.42293377191084,124.96392496392494,168.25396825396822,15590.0
2026-04-15,2026,031330,에스에이엠티,KOSDAQ,6600.0,5034473400.0,0.8297812923380271,0.8022501157062321,0.7968087250498664,0.789237773342438,0.40833980643881757,3.672848162745661,5.325195998836014,0.33358523954065467,6.256113891186183,136.21212121212122,181.66666666666669,15590.0
2026-04-15,2026,027360,아주IB투자,KOSDAQ,12100.0,436068608800.0,0.8146874090078535,0.7916275679469386,0.7748430938694817,0.8083283824238978,0.5510036957481422,3.3043392813171657,4.778524187558199,-0.36351862002343394,5.391855611337824,30.41322314049586,64.87603305785123,15780.0
2026-04-14,2026,001440,대한전선,KOSPI,32150.0,110119376250.0,0.7255537652192375,0.7078854637926267,0.6907534765721235,0.7099521851416994,0.4973223987764512,2.9345981703658737,4.242326033924211,-0.3759541470267336,4.768925658310119,70.45101088646967,136.08087091757386,54800.0
2026-04-14,2026,027360,아주IB투자,KOSDAQ,11330.0,362778770970.0,0.8166561529270747,0.7953551909169574,0.7775886484203597,0.8201080398142693,0.5404840881947888,3.3396217171874425,4.830127530305282,-0.2846157129250453,5.464141088296804,39.276257722859675,76.08120035304502,15780.0
2026-04-13,2026,001440,대한전선,KOSPI,32000.0,132124352000.0,0.7278620558927749,0.7069813879009308,0.6817737379849114,0.7018234973142105,0.4987319720136426,2.928368043487347,4.238850877209719,-0.4082391274548809,4.7849606988595355,71.24999999999999,137.18750000000003,54800.0
2026-04-10,2026,005940,NH투자증권,KOSPI,34050.0,27301221900.0,0.7058556507915152,0.6904744952585664,0.6966540494482671,0.7423385037000625,0.4685060441253947,2.9129206564598724,4.201363161546793,-0.16119916377858168,4.716026287288179,-3.524229074889873,15.565345080763592,32850.0
2026-04-10,2026,001440,대한전선,KOSPI,31700.0,164522302600.0,0.7299440121043622,0.7033648356240307,0.6890015368588894,0.6996873541693689,0.5007192801196421,2.932442266368738,4.243293428269835,-0.4152201554005832,4.795843720445411,72.87066246056781,139.43217665615146,54800.0
2026-04-10,2026,403870,HPSP,KOSDAQ,45550.0,104033740300.0,0.7146959178940018,0.6596634050955397,0.6643243277939959,0.690659896574174,0.5361454860844822,2.725616216950346,3.948694269201638,-0.6350833094800672,4.466231748517606,20.087815587266732,30.186608122941827,54700.0
2026-04-10,2026,031330,에스에이엠티,KOSDAQ,6370.0,13299069420.0,0.835019973523965,0.8121746039336716,0.769646132065645,0.7713640526733178,0.44873226671307115,3.595503425111905,5.2228984074136,0.06871290384692497,6.1065384016742925,144.74097331240188,191.83673469387753,15590.0
2026-04-08,2026,031330,에스에이엠티,KOSDAQ,5830.0,9887610040.0,0.8322295902581616,0.8105325411402775,0.7651766527919917,0.7365924260088831,0.47023950664254577,3.5371852219918014,5.136671166435717,-0.11283602840297124,5.971098369368886,167.409948542024,218.86792452830187,15590.0
2026-04-03,2026,010170,대한광통신,KOSDAQ,12740.0,972212051720.0,0.8192050003954057,0.7279598871676737,0.6507879149474656,0.7029611606593513,0.6448105143531304,2.910721718178932,4.26830114820045,-1.1673423354994839,4.967997432188405,90.73783359497645,147.25274725274727,24300.0
2026-04-02,2026,010170,대한광통신,KOSDAQ,10120.0,1076913636920.0,0.801470682262616,0.7050942471725183,0.6600668229200395,0.7079624925841327,0.6066671606610617,2.9087859191445418,4.25760724659497,-0.9573439952170038,4.981371019320851,140.1185770750988,211.26482213438734,24300.0
