Date,Code,Name,Market,Close,sell_date,sell_close,ret_180d,peak_180d,결과,peak등급,RF손절확률,RF위험,Score,Amount,chart_pattern,past_60,past_120,past_240,pos_252_high,slope60,drawdown60,For_20d,Inst_20d,PER_num,PBR_num,매수모드
2025-07-17,232140,와이씨,KOSDAQ,11690.0,2026-04-14,19580.0,67.5,103.2,익절,100%+,49.8,0,74.82,61721423120.0,sideways,2.794411177644718,-10.043668122270743,-31.149732620320858,-44.89031567683253,0.256386914698815,-10.857142857142854,,,81.23,4.25,주3건
2025-07-17,232140,와이씨,KOSDAQ,11690.0,2026-04-14,19580.0,67.5,103.2,익절,100%+,49.8,0,76.04,61721423120.0,sideways,2.794411177644718,-10.043668122270743,-31.149732620320858,-44.89031567683253,0.256386914698815,-10.857142857142854,,,81.23,4.25,주3건
2025-07-14,214370,케어젠,KOSDAQ,43000.0,2026-04-09,84300.0,96.0,257.7,익절,슈퍼위너,36.1,0,56.92,30777250000.0,persistent_uptrend,37.31343283582089,22.666666666666657,55.27426160337552,-4.1666666666666625,6.9250303899693915,-16.781292984869324,-114331.0,-95119.0,204.83,20.31,주3건
2025-07-08,010170,대한광통신,KOSDAQ,1009.0,2026-04-03,12740.0,1162.6,1198.3,익절,슈퍼위너,33.6,0,59.38,7963975451.0,persistent_uptrend,89.9581589958159,9.265944645006009,-5.809128630705396,-13.523809523809527,10.70892817957316,-8.190091001011124,,,,49.49,주3건
2025-07-08,010170,대한광통신,KOSDAQ,1009.0,2026-04-03,12740.0,1162.6,1198.3,익절,슈퍼위너,33.7,0,55.39,7963975451.0,persistent_uptrend,89.9581589958159,9.265944645006009,-5.809128630705396,-13.523809523809527,10.70892817957316,-8.190091001011124,,,,49.49,주3건
2025-07-08,010170,대한광통신,KOSDAQ,1009.0,2026-04-03,12740.0,1162.6,1198.3,익절,슈퍼위너,33.6,0,60.23,7963975451.0,persistent_uptrend,89.9581589958159,9.265944645006009,-5.809128630705396,-13.523809523809527,10.70892817957316,-8.190091001011124,,,,49.49,주3건
2025-07-03,036810,에프에스티,KOSDAQ,21023.0,2026-03-31,36500.0,73.6,142.6,익절,100%+,40.1,0,63.22,10151144757.0,pullback_recovery,-5.023481610469105,15.385601641130853,-49.281447249774565,-52.3823381570941,-0.370362326078792,-15.459617289743989,254106.0,-202219.0,,2.91,주3건
2025-07-03,036810,에프에스티,KOSDAQ,21023.0,2026-03-31,36500.0,73.6,142.6,익절,100%+,40.1,0,63.71,10151144757.0,pullback_recovery,-5.023481610469105,15.385601641130853,-49.281447249774565,-52.3823381570941,-0.370362326078792,-15.459617289743989,254106.0,-202219.0,,2.91,주3건
2025-07-03,036810,에프에스티,KOSDAQ,21023.0,2026-03-31,36500.0,73.6,142.6,익절,100%+,40.6,0,72.43,10151144757.0,pullback_recovery,-5.023481610469105,15.385601641130853,-49.281447249774565,-52.3823381570941,-0.370362326078792,-15.459617289743989,254106.0,-202219.0,,2.91,주3건
2025-06-25,046890,서울반도체,KOSDAQ,7270.0,2026-03-23,10030.0,38.0,105.1,익절,100%+,47.0,0,65.89,7727246650.0,mixed,1.9637462235649439,-7.152682255845944,-27.26293103448276,-34.46601941747572,0.9803504285792773,-10.830860534124632,34329.0,98498.0,,1.37,주3건
2025-06-25,046890,서울반도체,KOSDAQ,7270.0,2026-03-23,10030.0,38.0,105.1,익절,100%+,47.0,0,58.58,7727246650.0,mixed,1.9637462235649439,-7.152682255845944,-27.26293103448276,-34.46601941747572,0.9803504285792773,-10.830860534124632,34329.0,98498.0,,1.37,주3건
2025-06-25,046890,서울반도체,KOSDAQ,7270.0,2026-03-23,10030.0,38.0,105.1,익절,100%+,47.2,0,69.4,7727246650.0,mixed,1.9637462235649439,-7.152682255845944,-27.26293103448276,-34.46601941747572,0.9803504285792773,-10.830860534124632,34329.0,98498.0,,1.37,주3건
2025-06-19,319400,현대무벡스,KOSDAQ,4825.0,2026-03-17,30450.0,531.1,944.6,익절,슈퍼위너,36.6,0,55.98,27724652650.0,mixed,22.00557103064067,33.33333333333333,47.22689075630253,-2.5583982202447175,3.8656276549528563,-14.23804226918799,164133.0,146601.0,377.78,25.7,주3건
2025-06-18,033640,네패스,KOSDAQ,11440.0,2026-03-16,16740.0,46.3,77.0,익절,50%+,37.3,0,63.4,18780578960.0,persistent_uptrend,30.15873015873016,48.19277108433735,-40.43583535108959,-44.62577377602701,4.586468441880771,-18.54219948849105,142778.0,-259331.0,51.39,6.89,주3건
2025-06-18,033640,네패스,KOSDAQ,11440.0,2026-03-16,16740.0,46.3,77.0,익절,50%+,37.3,0,62.92,18780578960.0,persistent_uptrend,30.15873015873016,48.19277108433735,-40.43583535108959,-44.62577377602701,4.586468441880771,-18.54219948849105,142778.0,-259331.0,51.39,6.89,주3건
2025-06-11,064760,티씨케이,KOSDAQ,101900.0,2026-03-09,226000.0,121.8,157.1,익절,100%+,26.1,0,56.72,7760602100.0,mixed,15.243902439024382,36.956521739130444,-24.218123496391343,-33.45070422535211,0.945984020603696,-15.217391304347828,-47243.0,122471.0,50.78,6.56,주3건
2025-06-10,237690,에스티팜,KOSDAQ,83200.0,2026-03-06,160000.0,92.3,100.2,익절,100%+,53.2,1,52.38,17357766400.0,box_breakout,6.49867374005304,-7.807118254879453,-23.15789473684211,-31.367521367521366,0.5090652487171317,-12.823834196891193,79628.0,24199.0,51.55,4.87,주3건
2025-06-10,085660,차바이오텍,KOSDAQ,11600.0,2026-03-06,19800.0,70.7,106.5,익절,100%+,52.8,0,54.36,15679116800.0,sideways,-10.107451734078799,-24.526917999119846,-33.17313936874918,-38.54882054344581,0.049396931503458946,-15.398550724637683,517486.0,-894781.0,,3.8,주3건
2025-06-04,100790,미래에셋벤처투자,KOSDAQ,6100.0,2026-03-03,22050.0,261.5,350.0,익절,슈퍼위너,39.0,0,56.31,14675794800.0,mixed,2.746693794506605,3.0612244897959107,-9.982174688057043,-27.857142857142858,0.8690915148961951,-15.467625899280579,,,96.22,7.86,주3건
