Date,Code,Name,Market,Score,Close,preset,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,valid,vol_ratio,candle_pct,cum_5d_gain,upper_wick_ratio,rs_ratio,longterm_ma_breakouts,ma3,ma5,ma10,is_first_pullback,pullback_quality,cup_and_handle_detected,inverse_hns_detected,gap_support_detected,peak_180d,ret_180d,sell_date,sell_close,Amount,past_60,past_120,past_240,slope60,slope120,pos_252_high,drawdown60,new_high_252,vol20,vol60,range60_pct,range120_pct,days_since_52w_low,days_since_52w_high,pos_60_high,pos_120_high,pos_240_high,past_5d,past_20,runup60,For_5d,For_20d,Inst_5d,Inst_20d,PER_num,PBR_num,외인소진율_num,pre_5d_max_high_ratio,pre_5d_min_low_ratio,pre_5d_vol_trend,pre_10d_max_high_ratio,pre_10d_drawdown,pre_20d_vol_ratio,gap_up_count_5d,long_red_count_5d,long_red_in_10d,consecutive_red_max,Year,is_loser,is_sw,is_100,is_50,RF확률,RF위험,bucket,year,필터,모드
2023-09-22,323350,다원넥스뷰,KOSDAQ,50.13,13080.0,pullback,0.0,1.9,0.0,75,0.0,100.0,80,100.0,0,33.7,100,60,True,0.12,-0.91,-0.91,0.0,0.948,,13156.0,13413.6,13366.8,False,보통 조정,False,False,True,26.146788990825698,-25.0,2024-06-24,9810.0,3099960.0,39.74358974358974,29.761904761904766,9.768378650553867,0.6341788900512393,0.6341788900512393,-16.153846153846153,-16.153846153846153,0,5.471090683218867,5.320452830766875,76.63043478260869,76.63043478260869,79,43,-16.153846153846153,-16.153846153846153,-16.153846153846153,3.3119658119658113,13.247863247863245,39.74358974358974,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,1,0,0,0,0.5485126077545298,0,2023-38,2023,RF안전,weekly_3
2023-10-04,323350,다원넥스뷰,KOSDAQ,46.18,13200.0,pullback,0.0,2.0,23.8,75,0.0,81.0,80,0.0,0,27.7,100,65,True,0.12,4.76,4.76,2.0,0.9,,13000.0,12936.0,13186.8,False,보통 조정,False,False,True,25.0,-28.409090909090907,2024-06-28,9450.0,3564000.0,34.14634146341464,30.952380952380953,12.244897959183664,0.5236809655781252,0.5236809655781252,-15.384615384615385,-15.384615384615385,0,5.487063078068663,5.275461026159006,71.05263157894737,71.05263157894737,91,55,-15.384615384615385,-15.384615384615385,-15.384615384615385,2.8455284552845534,11.382113821138214,34.14634146341464,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,1,0,0,0,0.5414124111347727,0,2023-40,2023,RF안전,weekly_3
2023-09-27,323350,다원넥스뷰,KOSDAQ,48.69,13200.0,pullback,0.0,2.2,0.0,75,0.0,100.0,80,74.0,0,27.7,100,60,True,0.13,0.0,-4.26,0.0,0.9,,12800.0,12816.0,13186.8,False,가짜 눌림,False,False,True,25.0,-27.575757575757574,2024-06-27,9560.0,3854400.0,49.456521739130444,37.5,12.244897959183664,0.5561982669267125,0.5561982669267125,-15.384615384615385,-15.384615384615385,0,5.487063078068662,5.339935248966097,76.63043478260869,76.63043478260869,84,48,-15.384615384615385,-15.384615384615385,-15.384615384615385,4.121376811594204,16.485507246376816,49.456521739130444,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,1,0,0,0,0.5618321946123275,0,2023-39,2023,RF안전,weekly_3
2023-01-19,221800,지구홀딩스,KOSDAQ,47.79,26250.0,pullback,0.0,100.0,29.4,75,0.0,95.4,0,100.0,0,18.7,100,70,True,16.89,2.94,1.16,0.0,0.826,,26000.0,25980.0,25960.0,False,보통 조정,True,False,True,9.523809523809534,-72.99047619047619,2023-10-17,7090.0,4856250.0,-2.0522388059701524,-4.021937842778788,-17.452830188679247,-0.11313386447672438,-0.11313386447672438,-22.79411764705882,-9.012131715771233,0,2.3779484386900482,3.016519322317021,18.480492813141684,18.480492813141684,56,367,-22.79411764705882,-22.79411764705882,-22.79411764705882,-0.1710199004975127,-0.6840796019900508,2.0522388059701524,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,1,0,0,0,0.39991618489321573,0,2023-03,2023,RF안전,weekly_3
2023-06-01,413630,씨피시스템,KOSDAQ,41.68,3229.0,pullback,40.0,3.7,0.0,100,60.5,96.2,0,0.0,33,19.4,50,65,True,0.22,-0.22,0.94,1.14,0.831,,3216.33,3212.2,3204.8,False,보통 조정,False,False,True,19.231960359244347,15.98017962217404,2024-02-26,3745.0,5153484.0,3.3941722702529598,6.779100529100535,-1.3744654856444716,0.03172262682308306,0.03172262682308306,-4.269196560924993,-0.6767148569670867,0,0.6279106556254542,0.7813766050541814,5.654858628534287,5.654858628534287,205,359,-4.269196560924993,-4.269196560924993,-4.269196560924993,0.28284768918774666,1.1313907567509867,3.3941722702529598,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,0,0,0,0,0.20303376573420778,0,2023-22,2023,RF안전,weekly_3
2023-03-17,176750,듀켐바이오,KOSDAQ,41.72,6600.0,pullback,0.0,5.3,57.3,100,20.9,100.0,0,0.0,35,27.2,50,80,True,0.32,6.45,-0.75,0.22,0.895,MA240,6430.0,6494.0,6590.0,False,진짜 지지,True,False,True,0.454545454545463,-16.666666666666664,2023-12-08,5500.0,5669400.0,23.364485981308402,10.738255033557053,-14.72868217054264,0.4448615487826928,0.4448615487826928,-17.29323308270677,-3.508771929824561,0,2.6094811371098316,2.506650022861632,44.15173867228662,44.15173867228662,79,366,-17.29323308270677,-17.29323308270677,-17.29323308270677,1.9470404984423668,7.788161993769467,23.364485981308402,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,0,0,0,0,0.41680417304246764,0,2023-11,2023,RF안전,weekly_3
2023-02-13,176750,듀켐바이오,KOSDAQ,45.1,6030.0,pullback,0.0,1.2,46.9,100,31.6,95.3,0,0.0,15,29.4,100,100,True,0.07,4.69,1.17,0.04,0.913,,6056.67,6004.0,5978.0,False,진짜 지지,True,True,True,13.432835820895516,-7.960199004975122,2023-11-07,5550.0,6675210.0,7.6785714285714235,-8.35866261398176,-24.624999999999996,0.17941586347642813,0.17941586347642813,-28.128724672228845,-2.741935483870972,0,2.363102624014047,2.6007237625728057,30.663856691253947,30.663856691253947,47,364,-28.128724672228845,-28.128724672228845,-28.128724672228845,0.639880952380952,2.559523809523808,7.6785714285714235,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,0,0,0,0,0.4670913093546698,0,2023-07,2023,RF안전,weekly_3
2023-02-14,176750,듀켐바이오,KOSDAQ,42.28,6040.0,pullback,0.0,7.4,43.2,100,33.9,90.5,0,0.0,15,23.5,50,100,True,0.45,4.32,2.37,0.0,0.865,,6040.0,6032.0,5984.0,False,진짜 지지,True,False,True,13.245033112582782,-6.622516556291391,2023-11-08,5640.0,6746680.0,8.828828828828827,-8.484848484848484,-24.87562189054726,0.19261158274743556,0.19261158274743556,-28.00953516090584,-2.580645161290318,0,2.027105151088765,2.5790124646711265,30.663856691253947,30.663856691253947,48,365,-28.00953516090584,-28.00953516090584,-28.00953516090584,0.7357357357357356,2.9429429429429423,8.828828828828827,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,0,0,0,0,0.46024739137219656,0,2023-07,2023,RF안전,weekly_3
2023-02-16,107640,한중엔시에스,KOSDAQ,41.4,11000.0,pullback,0.0,69.9,47.6,50,0.0,80.6,0,63.9,0,22.5,75,100,True,4.99,4.76,4.86,0.0,0.857,,10666.67,10600.0,10548.0,False,가짜 눌림,True,False,True,100.0,75.18181818181817,2023-11-10,19270.0,6809000.0,-4.347826086956519,-10.204081632653061,11.675126903553302,-0.25940556061133746,-0.25940556061133746,-31.25,-12.0,0,2.5833496196216506,3.279609964839758,37.362637362637365,37.362637362637365,240,301,-31.25,-31.25,-31.25,-0.3623188405797099,-1.4492753623188397,4.347826086956519,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,0,0,1,1,0.4813094458224404,0,2023-07,2023,RF안전,weekly_3
2023-10-06,413630,씨피시스템,KOSDAQ,43.25,3335.0,pullback,40.0,4.3,2.4,100,32.8,89.8,0,0.0,15,20.3,50,100,True,0.26,0.24,2.55,0.0,0.839,,3322.67,3312.6,3298.9,False,진짜 지지,True,False,True,52.92353823088456,1.1994002998500841,2024-07-02,3375.0,6826745.0,-1.3605442176870763,6.277884002549405,6.7883445405059195,-0.001394148198820823,-0.001394148198820823,-6.94754464285714,-1.5643447461629267,0,0.7181388288003115,0.7372381054056867,9.290322580645162,9.290322580645162,332,92,-6.94754464285714,-6.94754464285714,-6.94754464285714,-0.11337868480725637,-0.45351473922902547,1.3605442176870763,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,0,0,0,1,0.2102448180026998,0,2023-40,2023,RF안전,weekly_3
2023-09-08,323350,다원넥스뷰,KOSDAQ,41.51,13800.0,pullback,0.0,12.2,72.6,100,0.0,100.0,0,56.5,35,27.2,50,50,True,0.73,9.52,0.0,0.0,0.896,MA480,12960.0,12840.0,12528.0,False,보통 조정,False,False,True,19.565217391304344,7.971014492753614,2024-06-10,14900.0,7093200.0,40.24390243902438,30.681818181818187,16.161616161616156,0.6712963990411496,0.6712963990411496,-11.538461538461542,-11.538461538461542,0,6.170626407172707,5.140070761817519,76.63043478260869,76.63043478260869,65,29,-11.538461538461542,-11.538461538461542,-11.538461538461542,3.3536585365853653,13.414634146341461,40.24390243902438,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,0,0,0,0,0.5680128508667971,0,2023-36,2023,RF안전,weekly_3
2023-02-02,221800,지구홀딩스,KOSDAQ,42.6,27500.0,pullback,0.0,23.1,0.0,100,6.8,100.0,0,100.0,30,22.1,50,70,True,1.39,-1.61,0.0,0.56,0.854,MA120,27366.67,27420.0,27000.0,False,가짜 눌림,True,False,True,4.545454545454541,-75.81818181818181,2023-10-27,6650.0,7122500.0,0.0,-1.9607843137254943,-12.420382165605092,0.00852757233324651,0.00852757233324651,-14.0625,-4.513888888888884,0,2.2826539027011536,2.7659011012798254,18.275154004106774,18.275154004106774,70,373,-14.0625,-14.0625,-14.0625,0.0,0.0,0.0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,1,0,0,0,0.3328217066168391,0,2023-05,2023,RF안전,weekly_3
2023-02-03,221800,지구홀딩스,KOSDAQ,41.93,26850.0,pullback,0.0,22.4,51.5,75,0.0,100.0,0,100.0,0,20.0,100,70,True,1.34,5.29,-2.36,0.48,0.837,,27116.67,27290.0,27050.0,False,가짜 눌림,True,False,True,7.076350093109873,-75.12104283054003,2023-10-30,6680.0,7195800.0,1.7045454545454586,-0.18587360594795044,-14.490445859872613,0.02191814239532674,0.02191814239532674,-15.962441314553988,-6.7708333333333375,0,2.3529562069699548,2.773349737478017,18.275154004106774,18.275154004106774,71,372,-15.962441314553988,-15.962441314553988,-15.962441314553988,0.1420454545454549,0.5681818181818196,1.7045454545454586,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,1,0,0,0,0.33343321994679215,0,2023-05,2023,RF안전,weekly_3
2023-08-02,323350,다원넥스뷰,KOSDAQ,66.46,11868.0,box_breakout,100.0,16.6,86.9,100,73.0,29.0,0,100.0,35,61.3,0,70,True,1.0,12.39,17.74,0.0,1.099,MA240,10756.0,10485.6,10282.8,False,가짜 눌림,True,False,False,39.02932254802831,25.6319514661274,2024-04-29,14910.0,7405632.0,17.73809523809524,7.499999999999996,-8.425925925925926,0.11688766088681427,0.11688766088681427,-14.000000000000002,0.0,0,4.091713435701415,3.084882420128986,34.375,34.375,28,267,-14.000000000000002,-14.000000000000002,-14.000000000000002,1.4781746031746035,5.912698412698414,17.73809523809524,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,0,0,0,0,0.4324302351875803,0,2023-31,2023,RF안전,weekly_3
2023-07-06,107640,한중엔시에스,KOSDAQ,44.16,12440.0,pullback,40.0,8.8,36.7,100,57.7,98.1,0,0.0,0,22.3,50,80,True,0.53,3.67,0.48,0.0,0.855,,12400.0,12406.0,12397.0,False,진짜 지지,True,False,True,161.2540192926045,153.2154340836013,2024-04-01,31500.0,7526200.0,13.090909090909086,13.607305936073066,-0.08032128514056103,0.40365367607332564,0.40365367607332564,-13.611111111111107,-0.8764940239043839,0,1.073512253798898,2.420987337456922,44.08725602755453,44.08725602755453,44,343,-13.611111111111107,-13.611111111111107,-13.611111111111107,1.0909090909090906,4.363636363636362,13.090909090909086,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,0,0,1,1,0.3270432000911786,0,2023-27,2023,RF안전,weekly_3
2023-03-15,303360,프로티아,KOSDAQ,40.32,6720.0,pullback,0.0,4.7,0.0,100,0.0,100.0,0,53.2,18,18.2,100,70,True,0.28,-1.18,-0.59,0.0,0.821,,6683.33,6706.0,6718.0,False,보통 조정,True,False,True,25.595238095238095,-58.25892857142857,2023-12-06,2805.0,7613760.0,0.4484304932735439,-12.385919165580184,35.34743202416919,0.007102470320705034,0.007102470320705034,-17.54601226993865,-6.666666666666665,0,1.1793861459252222,1.8465270780835825,28.342245989304814,28.342245989304814,268,174,-17.54601226993865,-17.54601226993865,-17.54601226993865,0.03736920777279532,0.1494768310911813,0.4484304932735439,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,1,0,0,0,0.30822632963047975,0,2023-11,2023,RF안전,weekly_3
2023-02-09,176750,듀켐바이오,KOSDAQ,43.2,6090.0,pullback,0.0,0.8,50.9,100,45.2,92.6,0,0.0,15,36.0,50,100,True,0.05,5.18,1.84,0.03,0.967,,5980.0,5956.0,5968.0,False,진짜 지지,True,True,True,12.315270935960587,-8.045977011494255,2023-11-03,5600.0,8081430.0,7.407407407407418,-8.968609865470857,-24.347826086956527,0.14548916607176537,0.14548916607176537,-27.413587604290825,-1.774193548387093,0,2.428284962631616,2.628698671418886,30.663856691253947,30.663856691253947,43,360,-27.413587604290825,-27.413587604290825,-27.413587604290825,0.6172839506172848,2.469135802469139,7.407407407407418,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,0,0,0,0,0.46845656638205,0,2023-06,2023,RF안전,weekly_3
2023-04-26,413630,씨피시스템,KOSDAQ,45.48,3199.0,pullback,40.0,5.0,0.0,100,47.6,95.2,0,58.0,50,20.4,50,70,True,0.3,-0.68,1.2,0.0,0.84,MA240,3186.0,3185.2,3170.0,False,보통 조정,True,False,True,20.350109409190374,17.067833698030643,2024-01-22,3745.0,8621305.0,4.2019543973941476,6.032482598607891,-2.5289457647775793,0.0398384708053135,0.0398384708053135,-5.158612511117699,-1.5995078437403887,0,0.8287845066488331,0.710031248686742,6.207121855602744,6.207121855602744,169,323,-5.158612511117699,-5.158612511117699,-5.158612511117699,0.3501628664495123,1.4006514657980491,4.2019543973941476,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,0,0,0,0,0.19316733617696863,0,2023-17,2023,RF안전,weekly_3
2023-05-12,413630,씨피시스템,KOSDAQ,44.27,3191.0,pullback,40.0,4.5,0.0,100,44.2,97.1,0,0.0,50,19.2,50,85,True,0.27,0.0,0.73,0.0,0.83,MA240,3178.67,3188.2,3174.5,False,진짜 지지,False,False,True,20.651833281103094,17.361328737073013,2024-02-05,3745.0,9084777.0,2.1773935318603943,4.725959960616999,-2.535125229077584,0.018769266931889357,0.018769266931889357,-5.395790097835751,-1.845585973546604,0,0.8160717821501591,0.7773679266775089,5.654858628534287,5.654858628534287,185,339,-5.395790097835751,-5.395790097835751,-5.395790097835751,0.1814494609883662,0.7257978439534648,2.1773935318603943,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,0,0,0,0,0.184424554109441,0,2023-19,2023,RF안전,weekly_3
2023-05-25,221800,지구홀딩스,KOSDAQ,42.97,8550.0,pullback,30.0,2.9,52.8,100,72.6,78.3,0,0.0,0,27.9,0,100,True,0.18,5.56,5.43,1.36,0.901,,8236.67,8168.0,7854.0,False,진짜 지지,False,False,False,28.07017543859649,-43.45029239766082,2024-02-20,4835.0,10516500.0,35.93004769475358,-66.92456479690523,-71.30872483221476,0.5947235283494874,0.5947235283494874,-73.07086614173228,-6.659388646288211,0,3.7684699285951315,5.617048909549482,92.84210526315789,92.84210526315789,58,282,-73.07086614173228,-73.07086614173228,-73.07086614173228,2.994170641229465,11.97668256491786,35.93004769475358,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,1,0,0,0,0.5552796943888837,0,2023-21,2023,RF안전,weekly_3
2023-03-24,107640,한중엔시에스,KOSDAQ,42.63,10500.0,pullback,0.0,19.9,0.0,50,0.0,100.0,80,0.0,35,21.7,50,70,True,1.19,0.0,0.0,0.0,0.85,MA480,10290.0,10374.0,10437.0,True,보통 조정,False,False,True,109.52380952380953,71.33333333333334,2023-12-15,17990.0,10605000.0,0.0,-8.296943231441045,-19.23076923076923,-0.0723123981316974,-0.0723123981316974,-34.375,-16.000000000000004,0,3.5117041040788632,3.2157939868081242,38.73473917869034,38.73473917869034,276,337,-34.375,-34.375,-34.375,0.0,0.0,0.0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,0,0,1,1,0.47937297472755125,0,2023-12,2023,RF안전,weekly_3
2023-05-09,413630,씨피시스템,KOSDAQ,47.11,3206.0,pullback,40.0,5.7,14.6,100,50.6,94.3,0,0.0,50,19.4,50,100,True,0.34,1.46,1.42,0.33,0.832,MA240,3191.0,3179.0,3176.7,False,진짜 지지,False,False,True,20.087336244541486,16.812227074235796,2024-01-31,3745.0,10791396.0,3.6534109279017235,5.218247456514602,-2.3156611822059747,0.025783518564956278,0.025783518564956278,-4.951082122739403,-1.3841894801599475,0,0.7343786247852351,0.7554131287325774,6.207121855602744,6.207121855602744,182,336,-4.951082122739403,-4.951082122739403,-4.951082122739403,0.30445091065847696,1.2178036426339078,3.6534109279017235,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,0,0,0,0,0.19250293179183547,0,2023-19,2023,RF안전,weekly_3
2023-10-25,323350,다원넥스뷰,KOSDAQ,41.5,13788.0,pullback,0.0,6.0,44.5,75,0.0,0.0,80,0.0,35,17.7,50,55,True,0.36,4.45,27.67,0.02,0.818,MA480,12996.0,12789.6,12250.8,False,보통 조정,False,False,True,19.669277632724103,-38.787351319988396,2024-07-18,8440.0,10796004.0,36.78571428571429,46.93094629156009,6.586270871985156,0.06587324225103745,0.06587324225103745,-11.615384615384617,-11.615384615384617,0,5.539320460149188,5.785928590885704,54.761904761904766,54.761904761904766,112,76,-11.615384615384617,-11.615384615384617,-11.615384615384617,3.065476190476191,12.261904761904765,36.78571428571429,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,1,0,0,0,0.5350049821455114,0,2023-43,2023,RF안전,weekly_3
2023-04-28,036190,금화피에스시,KOSDAQ,41.74,29850.0,pullback,40.0,1.9,8.4,100,31.2,100.0,0,0.0,50,19.3,50,65,True,0.12,0.84,-1.81,0.0,0.83,MA240,29750.0,29790.0,30045.0,False,보통 조정,False,False,True,8.375209380234505,-16.080402010050253,2024-01-24,25050.0,10835550.0,0.8445945945946054,4.73684210526315,-1.3223140495867813,0.034447664033660834,0.034447664033660834,-10.225563909774438,-2.7687296416938123,0,1.0177263225268245,0.9010101560223666,10.63063063063063,10.63063063063063,184,367,-10.225563909774438,-10.225563909774438,-10.225563909774438,0.07038288288288379,0.28153153153153515,0.8445945945946054,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,0,0,0,0,0.16092238852445806,0,2023-17,2023,RF안전,weekly_3
2023-05-08,413630,씨피시스템,KOSDAQ,46.74,3199.0,pullback,40.0,6.0,9.8,100,47.6,94.2,0,0.0,50,19.9,50,100,True,0.36,0.98,1.46,0.0,0.836,MA240,3171.0,3170.0,3174.5,False,진짜 지지,False,False,True,20.350109409190374,17.067833698030643,2024-01-30,3745.0,11564385.0,3.1935483870967785,5.264889766370517,-2.0814202632384426,0.025713328894440394,0.025713328894440394,-5.158612511117699,-1.5995078437403887,0,0.7482258950567321,0.7554406626913658,6.207121855602744,6.207121855602744,181,335,-5.158612511117699,-5.158612511117699,-5.158612511117699,0.2661290322580649,1.0645161290322596,3.1935483870967785,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,0,0,0,0,0.18930010763316893,0,2023-19,2023,RF안전,weekly_3
2023-12-19,130580,나이스디앤비,KOSDAQ,44.46,6310.0,pullback,53.2,5.0,9.6,100,0.0,93.6,0,0.0,30,20.2,50,100,True,0.3,0.96,1.61,0.0,0.838,MA120,6266.67,6248.0,6220.0,False,진짜 지지,False,False,True,0.47543581616482644,-19.17591125198098,2024-09-12,5100.0,11711360.0,0.6379585326953707,-4.248861911987856,-18.051948051948052,0.04453035725405618,0.04453035725405618,-28.213879408418663,0.0,0,0.6467389892561846,1.0496185948323271,8.233276157804461,8.233276157804461,53,253,-28.213879408418663,-28.213879408418663,-28.213879408418663,0.05316321105794756,0.21265284423179023,0.6379585326953707,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,0,0,0,0,0.231495746605954,0,2023-51,2023,RF안전,weekly_3
2023-05-24,413630,씨피시스템,KOSDAQ,44.94,3199.0,pullback,40.0,8.9,0.0,100,47.6,100.0,0,0.0,50,18.0,50,85,True,0.54,-1.14,0.0,0.0,0.82,MA240,3199.0,3197.4,3192.9,False,진짜 지지,False,False,True,20.350109409190374,17.067833698030643,2024-02-19,3745.0,12277762.0,1.2021512179690053,5.787037037037046,-3.2072617246596047,0.021697388067114045,0.021697388067114045,-5.158612511117699,-1.5995078437403887,0,0.7174304387687938,0.7688692938803681,5.654858628534287,5.654858628534287,197,351,-5.158612511117699,-5.158612511117699,-5.158612511117699,0.10017926816408378,0.4007170726563351,1.2021512179690053,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,0,0,0,0,0.19043477625440075,0,2023-21,2023,RF안전,weekly_3
2023-10-04,413630,씨피시스템,KOSDAQ,40.4,3305.0,pullback,0.0,7.7,0.0,100,0.0,99.0,0,0.0,48,20.6,50,100,True,0.46,-0.66,0.24,0.0,0.841,MA120,3300.0,3288.4,3295.9,False,진짜 지지,True,False,True,54.311649016641454,-11.346444780635402,2024-06-28,2930.0,12440020.0,-1.7830609212481474,4.82080558198541,6.09951845906902,-0.021975192408688227,-0.021975192408688227,-7.78459821428571,-7.78459821428571,0,0.7301101023527192,0.7505188465341182,15.612903225806452,15.612903225806452,330,90,-7.78459821428571,-7.78459821428571,-7.78459821428571,-0.14858841010401228,-0.5943536404160491,1.7830609212481474,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,0,0,0,1,0.2033661229223186,0,2023-40,2023,RF안전,weekly_3
2023-05-26,413630,씨피시스템,KOSDAQ,46.9,3206.0,pullback,40.0,10.0,0.0,100,50.6,100.0,0,0.0,50,17.9,50,100,True,0.6,-0.47,0.0,0.47,0.82,MA240,3203.67,3201.8,3196.6,False,진짜 지지,False,False,True,20.087336244541486,16.812227074235796,2024-02-21,3745.0,13208720.0,1.6809387884554328,5.495228693649223,-3.4337349397590367,0.02572313524543625,0.02572313524543625,-4.951082122739403,-1.3841894801599475,0,0.6629814144345153,0.7688578511629072,5.654858628534287,5.654858628534287,199,353,-4.951082122739403,-4.951082122739403,-4.951082122739403,0.14007823237128605,0.5603129294851442,1.6809387884554328,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,0,0,0,0,0.19181697668978345,0,2023-21,2023,RF안전,weekly_3
2023-06-29,221800,지구홀딩스,KOSDAQ,44.75,8890.0,pullback,0.0,14.1,92.7,50,0.0,86.0,80,0.0,0,22.9,50,70,True,0.84,13.54,3.49,0.0,0.86,,8436.67,8322.0,8618.0,True,보통 조정,False,False,True,23.17210348706411,-51.06861642294713,2024-03-25,4350.0,13939520.0,75.34516765285997,-66.13333333333333,-69.29188255613126,0.8348688806821991,0.8348688806821991,-72.0,-12.671905697445974,0,4.2716982823005765,5.021646568798882,107.75510204081633,107.75510204081633,93,317,-72.0,-72.0,-72.0,6.2787639710716645,25.115055884286658,75.34516765285997,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,1,0,0,0,0.5573658611925925,0,2023-26,2023,RF안전,weekly_3
2023-12-07,005990,매일홀딩스,KOSDAQ,44.85,8570.0,pullback,40.0,3.3,0.0,100,50.7,98.6,0,0.0,65,19.9,50,80,True,0.2,-0.46,0.35,0.25,0.835,"MA120,MA240",8526.67,8548.0,8562.0,False,진짜 지지,False,False,True,1.2835472578763163,-3.1505250875145885,2024-09-02,8300.0,14791820.0,1.540284360189581,-2.6136363636363624,-2.168949771689499,0.05055962408471589,0.05055962408471589,-14.385614385614387,-1.3808975834292303,0,0.9778867890954378,1.103610573296103,9.03387703889586,9.03387703889586,71,203,-14.385614385614387,-14.385614385614387,-14.385614385614387,0.12835703001579843,0.5134281200631937,1.540284360189581,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,0,0,0,0,0.24837818572330841,0,2023-49,2023,RF안전,weekly_3
2023-12-21,130580,나이스디앤비,KOSDAQ,44.69,6290.0,pullback,40.0,6.5,6.4,100,65.6,96.1,0,0.0,30,20.2,50,85,True,0.39,0.64,0.96,0.75,0.838,MA120,6300.0,6278.0,6244.0,False,진짜 지지,True,False,True,0.7949125596184325,-19.55484896661367,2024-09-19,5060.0,14894720.0,1.12540192926045,-4.841149773071107,-17.454068241469813,0.06373676112894519,0.06373676112894519,-28.441410693970425,-0.4746835443038,0,0.6465608824275294,0.9733423257308949,8.404802744425385,8.404802744425385,55,255,-28.441410693970425,-28.441410693970425,-28.441410693970425,0.0937834941050375,0.37513397642015,1.12540192926045,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,0,0,0,0,0.2292238971678154,0,2023-51,2023,RF안전,weekly_3
2023-06-13,053620,태양,KOSDAQ,47.45,8330.0,pullback,50.6,1.9,6.0,100,45.2,99.5,0,0.0,50,24.5,50,100,True,0.11,0.6,0.12,0.4,0.873,MA240,8300.0,8280.0,8231.0,False,진짜 지지,True,False,True,6.242496998799529,-15.486194477791116,2024-03-07,7040.0,15868650.0,6.794871794871793,-2.5730994152046827,7.069408740359906,0.07367643621854854,0.07367643621854854,-16.700000000000003,-1.7688679245283057,0,0.813004878846716,1.0770425624086604,12.76595744680851,12.76595744680851,258,358,-16.700000000000003,-16.700000000000003,-16.700000000000003,0.5662393162393161,2.2649572649572645,6.794871794871793,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,0,0,0,0,0.22717122610663715,0,2023-24,2023,RF안전,weekly_3
2023-06-22,413630,씨피시스템,KOSDAQ,43.45,3328.0,pullback,40.0,8.0,9.4,100,63.7,100.0,0,0.0,0,21.8,50,85,True,0.48,0.94,-0.21,0.23,0.851,,3325.33,3320.2,3320.8,False,진짜 지지,False,False,True,23.197115384615373,5.168269230769229,2024-03-18,3500.0,16367104.0,6.564201088696775,8.403908794788272,4.293324976496393,0.10779576864376589,0.10779576864376589,-0.4486987735566883,-0.4486987735566883,1,0.5662752475242533,0.689833496355006,8.363047001620744,8.363047001620744,226,1,-0.4486987735566883,-0.4486987735566883,-0.4486987735566883,0.5470167573913979,2.1880670295655915,6.564201088696775,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2023,0,0,0,0,0.21511120125723765,0,2023-25,2023,RF안전,weekly_3
