Date,grade,Name,Code,Market,Close,ChangeRatio,avg_score,n_presets,ret_120d,ret_180d,ret_240d,ret_365d
2022-01-14,S,금양,001570,KOSPI,5980,11.8,66.7,4,-16.7,140.8,308.0,1353.2
2022-01-05,S,미래산업,025560,KOSPI,34456,9.0,68.1,4,-40.1,-47.3,-28.8,56.0
2022-01-05,V,HD건설기계,267270,KOSPI,46800,17.3,77.6,3,-9.8,-34.4,32.5,75.9
2022-01-04,S,네오티스,085910,KOSDAQ,5700,13.6,70.3,4,-12.7,-19.3,-13.2,-26.7
2021-12-30,S,드림텍,192650,KOSPI,12100,7.6,66.1,4,-21.6,-8.7,-20.6,-24.4
2021-12-27,V,휴니드,005870,KOSPI,9650,18.6,76.9,3,-27.9,-26.9,-36.8,-31.3
2021-11-24,V,디와이,013570,KOSPI,7150,21.0,75.7,3,21.7,-2.1,-14.4,-20.4
2021-11-22,S,하림지주,003380,KOSDAQ,11300,12.4,66.5,4,-7.5,-18.9,-32.7,-21.5
2021-11-16,S,주성엔지니어링,036930,KOSDAQ,14300,12.6,67.3,4,43.0,11.2,-16.4,8.9
2021-11-16,S,파이버프로,368770,KOSDAQ,3160,10.5,66.2,4,58.1,44.3,-25.0,17.1
2021-11-15,V,파이버프로,368770,KOSDAQ,2860,20.4,77.7,3,69.1,56.5,-15.4,36.5
2021-10-25,S,동서,026960,KOSPI,34800,11.4,67.4,4,-22.4,-28.6,-42.5,-43.9
2021-10-21,S,더블유게임즈,192080,KOSPI,62157,13.4,72.7,4,-29.8,-44.8,-36.6,-37.5
2021-10-14,S,스틱인베스트먼트,026890,KOSPI,17400,11.9,68.2,4,-42.9,-58.9,-67.0,-68.2
2021-09-27,S,롯데에너지머티리얼즈,020150,KOSPI,98900,14.1,67.7,4,-9.8,-22.1,-34.5,-36.4
2021-09-17,S,한농화성,011500,KOSPI,17050,10.7,67.4,4,-13.2,-18.2,-5.9,-0.5
2021-09-16,S,고려제강,002240,KOSPI,26882,12.7,70.3,4,-27.7,-27.4,-39.5,-31.4
2021-09-16,S,서울가스,017390,KOSPI,178500,14.8,70.0,4,3.9,22.4,49.0,169.5
2021-09-16,S,HL홀딩스,060980,KOSPI,55200,12.2,67.8,4,-27.9,-31.9,-31.6,-42.5
2021-09-10,S,한일철강,002220,KOSPI,3700,10.6,73.8,4,-4.3,29.2,3.4,-13.2
2021-09-09,S,아이마켓코리아,122900,KOSPI,13300,13.2,67.6,4,-24.8,-16.5,-23.3,-22.1
2021-09-08,S,코오롱글로벌,003070,KOSPI,27110,14.1,67.3,4,-25.2,-31.2,-35.3,-40.2
2021-09-06,S,와이지-원,019210,KOSDAQ,10900,14.9,70.7,4,-11.2,-21.9,-37.3,-38.0
2021-09-06,S,광주신세계,037710,KOSPI,46500,10.2,66.4,4,-19.8,-22.9,-30.1,-22.8
2021-09-03,S,두올,016740,KOSPI,6010,14.5,70.6,4,-40.0,-39.3,-52.2,-54.2
2021-09-02,S,프레스티지바이오파마,950210,KOSPI,37400,14.2,68.3,4,-60.7,-64.8,-70.3,-71.9
2021-08-25,S,TKG휴켐스,069260,KOSPI,27450,14.1,69.7,4,-21.7,-8.0,-25.7,-29.7
2021-08-18,V,대원제약,003220,KOSPI,21181,21.5,75.3,3,-20.9,-16.7,-13.8,-23.5
2021-08-17,V,씨아이에스,222080,KOSDAQ,14500,16.9,77.4,3,-11.0,-7.6,9.0,-27.9
2021-08-12,S,와이지엔터테인먼트,122870,KOSDAQ,61600,11.6,65.9,4,-11.2,-10.2,-9.3,-15.3
2021-08-10,S,SK케미칼,285130,KOSPI,196824,14.8,66.3,4,-34.7,-36.2,-47.9,-56.6
2021-08-09,S,코스모화학,005420,KOSPI,13208,13.7,71.9,4,-13.0,13.1,31.9,75.1
2021-08-05,S,티엘비,356860,KOSDAQ,24450,13.3,72.7,4,-27.8,-14.9,-14.0,-26.7
2021-08-05,S,엑시콘,092870,KOSDAQ,15499,8.4,68.6,4,-12.3,-21.3,-38.0,-40.1
2021-08-04,S,카페24,042000,KOSDAQ,37850,12.5,72.0,4,-44.5,-49.9,-66.2,-71.1
2021-07-29,S,남해화학,025860,KOSPI,12200,14.6,66.8,4,-25.8,21.7,-22.9,-27.5
2021-07-22,S,하나머티리얼즈,166090,KOSDAQ,51600,11.2,67.9,4,13.6,17.4,-19.8,-27.9
2021-07-19,S,솔루엠,248070,KOSPI,32450,12.9,70.1,4,-30.0,-22.2,-40.4,-39.3
2021-07-16,S,동아에스티,170900,KOSPI,86432,9.3,65.1,4,-27.4,-28.9,-38.6,-35.0
2021-07-15,S,선도전기,007610,KOSPI,4965,12.5,68.9,4,-31.9,-39.6,-39.6,-39.6
2021-07-13,S,남선알미늄,008350,KOSPI,4700,11.9,72.2,4,-45.3,-28.4,-55.2,-56.7
2021-07-08,S,한국정보통신,025770,KOSDAQ,10950,14.4,71.2,4,-13.8,-22.3,-31.8,4.1
2021-07-07,S,천보,278280,KOSDAQ,207700,9.3,67.2,4,67.8,62.9,9.4,3.5
2021-07-02,V,카카오게임즈,293490,KOSDAQ,71600,24.5,75.3,3,28.8,12.0,-31.0,-40.3
2021-07-01,S,광전자,017900,KOSPI,2975,10.4,71.8,4,5.2,-3.2,-28.9,-24.0
2021-06-29,S,넥센타이어,002350,KOSPI,10450,11.8,70.2,4,-34.5,-40.3,-44.8,-35.6
2021-06-24,S,대한광통신,010170,KOSDAQ,3091,8.7,68.1,4,-28.3,-39.0,-36.8,-8.0
2021-06-23,S,해성디에스,195870,KOSPI,39200,11.2,67.1,4,18.4,26.4,69.9,3.4
2021-06-21,S,AP시스템,265520,KOSDAQ,33500,9.5,67.7,4,-28.2,-30.1,-39.4,-43.6
2021-06-11,V,네오티스,085910,KOSDAQ,5400,15.9,75.6,3,-4.6,-2.8,11.3,-5.2
2021-06-10,S,차바이오텍,085660,KOSDAQ,19847,7.8,65.9,4,-12.8,-18.8,-16.5,-34.2
2021-06-04,S,알루코,001780,KOSPI,5830,9.6,65.7,4,-43.4,-28.0,-42.5,-46.0
2021-06-04,V,우리기술,032820,KOSDAQ,1790,20.1,75.7,3,-4.7,4.5,26.3,-16.8
2021-06-02,S,토니모리,214420,KOSPI,9691,12.3,72.2,4,-37.8,-50.0,-46.5,-63.1
2021-06-02,V,트리니티항공,091810,KOSPI,3514,21.3,76.5,3,-15.9,-17.0,-29.8,-51.3
2021-06-01,S,이월드,084680,KOSPI,3950,9.7,65.0,4,-43.8,-41.3,-39.7,-56.2
2021-05-27,S,태성,323280,KOSDAQ,3005,14.1,71.4,4,-17.3,-15.5,-5.5,-45.3
2021-05-27,V,미래산업,025560,KOSPI,40782,11.3,75.7,1,-29.7,-32.9,-30.5,-36.4
2021-05-25,S,한화에어로스페이스,012450,KOSPI,49862,12.5,69.0,4,-12.6,-7.3,8.1,44.4
2021-05-18,S,대성에너지,117580,KOSPI,6400,7.6,67.0,4,28.4,32.2,123.4,79.7
2021-05-18,V,에스에이엠티,031330,KOSDAQ,3470,17.8,75.1,3,37.3,20.5,23.5,-21.2
2021-05-13,S,샘표식품,248170,KOSPI,57000,9.6,68.7,4,-21.1,-23.3,-13.7,-44.7
2021-05-12,S,지누스,013890,KOSPI,72211,11.4,66.0,4,-10.5,-29.4,-33.8,-68.2
2021-05-11,S,금호타이어,073240,KOSPI,5120,14.3,70.8,4,7.4,-19.8,-15.8,-40.2
2021-05-11,S,풀무원,017810,KOSPI,21250,10.1,69.1,4,-20.9,-23.8,-20.7,-50.1
2021-05-10,S,HDC,012630,KOSPI,14600,12.7,68.8,4,-27.7,-52.7,-50.1,-61.5
2021-05-10,S,미스토홀딩스,081660,KOSPI,56000,13.2,66.5,4,-34.7,-49.7,-42.3,-40.6
2021-05-07,S,하림지주,003380,KOSDAQ,11150,9.3,68.5,4,-15.8,-19.6,-4.0,-36.9
2021-05-07,S,동아지질,028100,KOSPI,22200,12.1,66.8,4,-17.1,-25.0,-7.2,-40.5
2021-04-30,S,HJ중공업,097230,KOSPI,8700,11.5,67.1,4,11.5,-12.3,-6.4,-60.8
2021-04-29,S,신원,009270,KOSPI,1715,9.2,67.7,4,104.4,24.5,18.4,-10.2
2021-04-29,S,풍산홀딩스,005810,KOSPI,19479,8.1,65.9,4,4.2,-0.5,4.7,-9.7
2021-04-27,S,GS글로벌,001250,KOSPI,3015,13.6,71.6,4,-13.3,-24.7,13.9,-10.3
2021-04-27,S,KBI동양철관,008970,KOSPI,2852,9.3,70.0,4,-5.2,-23.5,-13.7,-33.6
2021-04-26,S,삼성물산우B,02826K,KOSPI,147500,9.3,66.8,4,-25.4,-28.1,-28.5,-33.5
2021-04-23,S,코오롱글로벌,003070,KOSPI,23476,9.8,68.9,4,10.4,-6.5,-13.6,-42.8
2021-04-21,S,한미글로벌,053690,KOSPI,13250,13.2,73.5,4,-17.4,-11.3,2.6,137.0
2021-04-20,S,만호제강,001080,KOSPI,2338,13.2,70.4,4,-13.9,-6.1,13.0,2.9
2021-04-16,S,롯데정밀화학,004000,KOSPI,67400,11.4,66.6,4,34.1,7.7,24.0,-14.4
2021-04-14,S,대교,019680,KOSPI,4835,10.9,70.1,4,-11.7,-20.0,-20.0,-50.9
2021-04-14,V,한국제지,027970,KOSPI,2330,18.9,75.2,3,-25.1,-29.4,-29.4,-48.7
2021-04-12,S,한국금융지주우,071055,KOSPI,83900,13.1,65.8,4,-25.3,-22.5,-19.0,-46.5
2021-04-08,S,디아이티,110990,KOSDAQ,11900,11.2,68.5,4,-16.1,-27.8,-21.4,-48.9
2021-04-08,V,한신공영,004960,KOSPI,24000,15.7,75.2,3,-16.7,-32.9,-20.0,-61.3
2021-04-05,S,휴온스글로벌,084110,KOSDAQ,34102,11.2,66.9,4,71.7,13.0,-12.0,-47.8
2021-04-02,S,LF,093050,KOSPI,18100,8.4,65.9,4,1.1,-6.4,-0.6,-12.4
2021-04-01,S,한세예스24홀딩스,016450,KOSPI,8860,7.5,66.7,4,-3.5,-18.7,-25.5,-43.6
2021-03-30,S,한국토지신탁,034830,KOSPI,2410,10.0,69.5,4,5.4,14.5,0.2,-36.1
2021-03-30,S,한국자산신탁,123890,KOSPI,4635,8.4,67.4,4,2.4,-6.6,-10.8,-25.7
2021-03-30,V,한신기계,011700,KOSPI,2315,24.1,75.0,3,61.8,60.5,197.2,211.0
2021-03-29,S,조선선재,120030,KOSPI,132000,14.8,71.5,4,-12.9,-17.0,-14.8,-12.5
2021-03-29,S,KG스틸,016380,KOSPI,14400,10.3,70.0,4,2.1,-24.7,-22.6,-31.7
2021-03-19,S,현대코퍼레이션,011760,KOSPI,19650,8.6,65.8,4,-7.1,-17.0,-16.8,-7.4
2021-03-17,S,우리로,046970,KOSDAQ,1865,13.0,67.7,4,1.9,1.9,1.9,-27.1
2021-03-05,S,대성산업,128820,KOSPI,3977,9.5,68.2,4,11.8,11.4,18.1,31.0
2021-03-03,S,강남제비스코,000860,KOSPI,12405,7.4,67.2,4,0.8,-8.1,-0.2,-8.1
2021-02-23,S,사조동아원,008040,KOSPI,1230,9.8,68.8,4,19.1,0.8,-2.0,13.8
2021-02-18,S,NPC,004250,KOSPI,4170,12.2,65.7,4,44.4,32.6,101.0,130.5
2021-02-17,S,엠케이전자,033160,KOSDAQ,13000,11.6,66.6,4,51.9,41.9,24.2,-6.5
2021-02-16,S,사조산업,007160,KOSPI,40750,12.4,69.0,4,71.5,11.8,10.4,7.2
2021-02-15,S,이구산업,025820,KOSPI,2400,13.7,67.3,4,89.2,55.4,55.8,35.0
2021-02-08,S,롯데웰푸드,280360,KOSPI,125500,12.0,69.8,4,13.1,2.4,-6.4,-6.0
2021-02-08,S,한섬,020000,KOSPI,37100,14.3,67.4,4,5.3,15.1,-11.2,-16.6
2021-02-05,S,대동,000490,KOSPI,8910,12.1,67.5,4,39.7,9.0,29.6,44.2
2021-02-02,S,한국앤컴퍼니,000240,KOSPI,18200,10.0,65.4,4,0.0,-4.9,-22.8,-33.2
2021-01-27,S,삼익THK,004380,KOSPI,17489,10.3,65.2,4,1.1,-12.3,2.2,-9.7
2021-01-26,S,에스에이엠티,031330,KOSDAQ,2905,12.0,70.8,4,44.2,84.9,42.3,25.5
2021-01-21,S,휴니드,005870,KOSPI,6760,9.2,70.9,4,19.7,13.2,26.2,4.1
2021-01-20,V,코리아써키트,007810,KOSPI,17150,21.2,77.2,3,-20.1,-19.8,83.4,9.9
2021-01-19,S,성신양회,004980,KOSPI,8390,12.6,69.5,4,47.8,21.6,102.6,5.8
2021-01-18,S,LG헬로비전,037560,KOSPI,4745,13.5,67.7,4,75.1,42.9,12.8,16.3
2021-01-15,S,아모레퍼시픽우,090435,KOSPI,70700,9.8,66.6,4,20.2,3.4,2.4,-29.6
2021-01-13,S,흥국화재,000540,KOSPI,3300,11.9,65.1,4,37.6,16.4,9.1,-3.2
2021-01-12,S,삼지전자,037460,KOSDAQ,13400,8.5,65.7,4,7.5,-12.7,-8.6,-27.5
2021-01-07,S,모토닉,009680,KOSPI,14700,11.4,66.5,4,-17.3,-26.5,-26.9,-44.0
2021-01-05,S,삼성에스디에스,018260,KOSPI,212500,14.2,70.0,4,-12.7,-22.6,-24.2,-36.2
2021-01-05,S,선진,136490,KOSPI,13100,13.4,66.5,4,34.7,13.4,-17.9,-21.4
2021-01-05,S,고려아연,010130,KOSPI,452000,12.7,66.4,4,-3.4,13.1,15.9,10.5
2021-01-04,S,현대로템,064350,KOSPI,19650,14.2,68.3,4,24.2,25.7,2.8,1.3
2021-01-04,V,팜스코,036580,KOSPI,5750,19.0,75.6,1,24.9,7.8,1.7,-8.9
2020-12-30,S,태광,023160,KOSDAQ,7660,8.0,66.9,4,41.6,50.8,38.4,58.6
2020-12-23,S,LG이노텍,011070,KOSPI,185000,12.8,71.7,4,22.2,23.0,63.5,95.4
2020-12-23,S,해성디에스,195870,KOSPI,22300,11.2,67.0,4,56.5,74.2,109.2,177.1
2020-12-21,S,일성아이에스,003120,KOSPI,19145,11.0,69.3,4,-10.1,-16.2,-23.5,-21.2
2020-12-21,S,하림지주,003380,KOSDAQ,8550,13.6,68.6,4,25.7,13.3,10.4,1.9
2020-12-21,S,유한양행,000100,KOSPI,65817,8.6,68.6,4,-16.0,-14.4,-15.6,-24.1
2020-12-17,S,유니셈,036200,KOSDAQ,8610,10.2,69.3,4,50.4,56.8,66.7,4.1
2020-12-17,S,샘표식품,248170,KOSPI,50400,10.0,68.7,4,20.4,-3.2,-13.6,-20.8
2020-12-15,S,덕산하이메탈,077360,KOSDAQ,4350,12.3,72.0,4,51.1,68.4,90.8,98.9
2020-12-10,S,고려제강,002240,KOSPI,12496,9.1,66.3,4,73.2,86.5,30.2,81.7
2020-12-10,S,ISC,095340,KOSDAQ,23300,11.0,65.6,4,-10.3,10.3,17.4,64.2
2020-12-09,S,코스모신소재,005070,KOSPI,17040,12.8,71.7,4,41.4,149.6,149.6,206.1
2020-12-04,S,레이크머티리얼즈,281740,KOSDAQ,2745,9.6,68.1,4,36.4,85.4,66.7,85.1
2020-12-04,S,황금에스티,032560,KOSPI,6841,7.9,65.8,4,29.6,26.9,19.6,32.6
2020-12-02,S,주성엔지니어링,036930,KOSDAQ,8730,11.8,70.0,4,65.5,41.5,92.4,128.5
2020-11-30,S,한국수출포장,002200,KOSPI,2460,13.9,71.5,4,3.5,2.8,1.6,1.8
2020-11-30,S,신대양제지,016590,KOSPI,6500,9.4,70.4,4,48.0,43.8,24.8,42.2
2020-11-27,S,엘앤에프,066970,KOSPI,48954,12.5,71.2,4,73.9,152.5,409.3,465.0
2020-11-27,S,대영포장,014160,KOSPI,1420,12.7,70.2,4,76.8,102.8,59.9,54.9
2020-11-27,S,동서,026960,KOSPI,32500,13.0,65.5,4,-5.7,-11.1,5.1,-17.5
2020-11-25,S,SK증권,001510,KOSPI,1691,9.7,70.1,4,18.2,6.6,18.0,-4.8
2020-11-24,S,상상인증권,001290,KOSPI,1170,10.4,65.4,4,9.4,4.7,3.8,-5.6
2020-11-23,S,동국홀딩스,001230,KOSPI,6867,14.0,72.2,4,197.4,144.1,111.9,121.8
2020-11-23,S,인화정공,101930,KOSDAQ,948,11.8,72.0,4,153.2,148.9,144.7,222.8
2020-11-23,S,미래에셋벤처투자,100790,KOSDAQ,4271,14.0,67.8,4,77.7,89.7,85.2,86.1
2020-11-20,S,원익홀딩스,030530,KOSDAQ,5370,10.3,69.2,4,26.4,11.2,-9.8,-10.8
2020-11-19,S,한온시스템,018880,KOSPI,14407,14.4,69.5,4,3.2,2.3,-9.3,-27.1
2020-11-17,S,한국단자,025540,KOSPI,57500,14.8,69.4,4,39.5,57.9,30.1,9.0
2020-11-17,V,SBS,034120,KOSPI,18950,16.6,75.6,3,54.6,173.4,171.2,154.4
2020-11-12,S,애경케미칼,161000,KOSPI,8980,9.9,70.6,4,56.5,41.4,50.3,14.1
2020-11-11,S,DKME,015590,KOSPI,3535,8.6,67.1,4,-15.1,-16.8,-28.6,-33.1
2020-11-10,S,대한항공,003490,KOSPI,18803,11.2,65.7,4,46.8,59.0,61.9,59.5
2020-11-09,S,그린케미칼,083420,KOSPI,4470,13.4,67.9,4,178.5,179.6,155.0,117.9
2020-11-03,S,동원시스템즈,014820,KOSPI,27150,8.8,66.8,4,65.9,67.4,110.3,121.0
2020-10-30,S,카프로,006380,KOSPI,15200,12.6,70.7,4,65.1,55.3,45.2,60.7
2020-10-23,S,롯데손해보험,000400,KOSPI,1875,14.7,65.7,4,0.5,3.2,1.6,22.1
2020-10-20,S,이구산업,025820,KOSPI,1820,8.7,68.4,4,62.1,128.3,111.3,146.4
2020-10-19,S,지역난방공사,071320,KOSPI,39600,12.0,71.8,4,-1.0,7.2,11.0,-8.7
2020-10-19,S,KPX홀딩스,092230,KOSPI,49150,11.7,68.9,4,31.4,40.4,33.9,24.1
2020-10-16,S,한국가스공사,036460,KOSPI,29400,8.9,68.5,4,12.6,24.5,61.2,26.7
2020-10-13,S,켐트로닉스,089010,KOSDAQ,18800,11.9,69.9,4,49.5,31.4,35.4,40.4
2020-10-08,S,에스피지,058610,KOSDAQ,7320,10.1,65.2,4,25.3,59.8,48.9,91.3
2020-09-24,V,아주IB투자,027360,KOSDAQ,1755,17.4,75.1,3,239.6,304.6,203.7,133.3
2020-09-21,S,동아쏘시오홀딩스,000640,KOSPI,123594,14.4,68.8,4,-20.2,-4.6,-10.3,-21.0
2020-09-11,S,현대코퍼레이션홀딩스,227840,KOSPI,11350,10.7,67.0,4,9.3,32.2,22.9,-6.2
2020-09-09,S,한스바이오메드,042520,KOSDAQ,23650,10.8,65.2,4,-51.0,-39.7,-36.8,-47.6
2020-08-28,S,코오롱,002020,KOSPI,23000,7.5,65.3,4,0.9,31.1,37.2,23.9
2020-08-27,S,삼양패키징,272550,KOSPI,20750,10.1,66.4,4,2.7,39.8,48.2,10.4
2020-08-19,S,티씨케이,064760,KOSDAQ,109000,14.9,65.0,4,66.1,53.3,75.0,9.9
2020-08-14,S,코스맥스,192820,KOSPI,112727,13.9,65.7,4,-8.3,9.1,9.6,-29.3
2020-08-12,S,한온시스템,018880,KOSPI,11154,10.1,66.7,4,47.9,37.1,31.3,-7.1
2020-08-11,S,일진전기,103590,KOSPI,2883,7.8,65.1,4,22.0,37.2,112.1,56.1
2020-08-11,V,황금에스티,032560,KOSPI,6470,21.7,75.2,3,5.6,58.7,45.1,22.7
2020-08-10,S,삼성생명,032830,KOSPI,55300,12.3,66.0,4,27.8,51.2,38.7,12.8
2020-08-06,S,코스모화학,005420,KOSPI,8648,11.4,70.1,4,28.4,19.9,25.9,22.4
2020-08-06,S,다올투자증권,030210,KOSPI,2865,10.0,68.5,4,30.7,103.5,176.1,71.7
2020-07-31,S,유니드,014830,KOSPI,55481,8.2,66.6,4,8.1,92.1,67.7,99.2
2020-07-30,S,LS마린솔루션,060370,KOSDAQ,4160,10.0,65.2,4,18.8,31.4,53.0,23.6
2020-07-20,S,우진,105840,KOSPI,4035,11.0,65.4,4,11.3,24.7,113.6,107.4
