Date,Code,Name,Market,Close,Amount,Score,chart_pattern,past_60,past_120,pos_252_high,slope60,drawdown60,peak_180d,ret_180d,sell_date,sell_close,For_5d,Inst_5d,For_20d,Inst_20d,PER_num,PBR_num,시총_num,Year,YYYYMM
2024-10-22,218410,RFHIC,KOSDAQ,13630.0,6306355660.0,47.26,V_recovery,-7.214285714285717,-13.515312916111855,-33.247687564234326,-1.4870258794182374,-21.736011477761842,115.70066030814381,109.09757887013937,2025-07-18,28500.0,78832.0,15521.0,60576.0,41024.0,87.62,7.3,2761600000000.0,2024,2024-10
2024-10-28,214430,아이쓰리시스템,KOSDAQ,37300.0,6309630700.0,52.59,box_breakout,-3.551912568306015,-14.734299516908212,-27.95918367346939,1.5430594049918884,-21.700879765395896,234.04825737265415,208.84718498659515,2025-07-24,115200.0,6672.0,-26314.0,43415.0,-44728.0,35.15,4.57,646000000000.0,2024,2024-10
2022-12-15,323280,태성,KOSDAQ,1959.0,6390228615.0,53.3,mixed,17.336010709504677,-37.12338593974175,-42.899022801302934,5.135617170570001,-19.894598155467726,109.23940786115365,64.52271567126084,2023-09-06,3223.0,120472.0,67263.0,47943.0,192754.0,,16.24,2082700000000.0,2022,2022-12
2022-12-15,323280,태성,KOSDAQ,1959.0,6390228615.0,53.63,mixed,17.336010709504677,-37.12338593974175,-42.899022801302934,5.135617170570001,-19.894598155467726,109.23940786115365,64.52271567126084,2023-09-06,3223.0,120472.0,67263.0,47943.0,192754.0,,16.24,2082700000000.0,2022,2022-12
2022-12-15,323280,태성,KOSDAQ,1959.0,6390228615.0,49.18,mixed,17.336010709504677,-37.12338593974175,-42.899022801302934,5.135617170570001,-19.894598155467726,109.23940786115365,64.52271567126084,2023-09-06,3223.0,120472.0,67263.0,47943.0,192754.0,,16.24,2082700000000.0,2022,2022-12
2022-02-23,083650,비에이치아이,KOSDAQ,4865.0,6435616600.0,81.45,box_breakout,3.08056872037914,-3.5476718403547713,-43.285528031290745,0.5741159617921564,-16.914285714285715,141.52106885919835,79.85611510791367,2022-11-16,8750.0,373536.0,21859.0,439631.0,22048.0,39.48,13.3,2432200000000.0,2022,2022-02
2022-02-23,083650,비에이치아이,KOSDAQ,4865.0,6435616600.0,73.83,box_breakout,3.08056872037914,-3.5476718403547713,-43.285528031290745,0.5741159617921564,-16.914285714285715,141.52106885919835,79.85611510791367,2022-11-16,8750.0,373536.0,21859.0,439631.0,22048.0,39.48,13.3,2432200000000.0,2022,2022-02
2022-02-23,083650,비에이치아이,KOSDAQ,4865.0,6435616600.0,71.08,box_breakout,3.08056872037914,-3.5476718403547713,-43.285528031290745,0.5741159617921564,-16.914285714285715,141.52106885919835,79.85611510791367,2022-11-16,8750.0,373536.0,21859.0,439631.0,22048.0,39.48,13.3,2432200000000.0,2022,2022-02
2022-02-23,083650,비에이치아이,KOSDAQ,4865.0,6435616600.0,61.92,box_breakout,3.08056872037914,-3.5476718403547713,-43.285528031290745,0.5741159617921564,-16.914285714285715,141.52106885919835,79.85611510791367,2022-11-16,8750.0,373536.0,21859.0,439631.0,22048.0,39.48,13.3,2432200000000.0,2022,2022-02
2020-10-28,052400,코나아이,KOSDAQ,28000.0,6452404000.0,52.53,mixed,0.9578544061302763,0.9578544061302763,-31.20104438642297,0.0935541131404216,-11.877394636015326,77.49999999999999,54.28571428571429,2021-07-19,43200.0,-227380.0,144674.0,-568448.0,156010.0,9.81,3.25,872300000000.0,2020,2020-10
2024-08-14,007390,네이처셀,KOSDAQ,10800.0,6491815200.0,50.34,mixed,1.495513459621134,38.127544097693345,-19.842519685039374,-1.2846265166451232,-26.260162601626014,230.55555555555554,117.59259259259261,2025-05-19,23500.0,-36.0,-67051.0,588477.0,276922.0,,23.01,1449800000000.0,2024,2024-08
2024-10-04,124500,아이티센글로벌,KOSDAQ,7290.0,6588279180.0,47.0,new_high_120,42.889390519187366,1.1182108626198062,-47.98685291700904,4.610127249477838,-18.40425531914893,352.6748971193416,232.6474622770919,2025-07-03,24250.0,3615.0,-483.0,187563.0,-1442.0,21.15,8.44,1211300000000.0,2024,2024-10
2022-08-08,082920,비츠로셀,KOSDAQ,6787.0,6601728474.0,54.94,box_breakout,5.828929986789966,-15.045068928950156,-27.4261125580342,-1.4635853581981602,-18.332543818095694,62.089288345366136,31.82554884337705,2023-04-28,8947.0,-133017.0,189794.0,-177233.0,196745.0,37.95,7.11,2434700000000.0,2022,2022-08
2022-07-08,033100,제룡전기,KOSDAQ,6980.0,6664853000.0,53.45,persistent_uptrend,30.6930693069307,28.155339805825253,-8.965517241379306,5.491928515315799,-12.539184952978054,89.54154727793697,75.50143266475644,2023-03-30,12250.0,-104164.0,-93015.0,-179953.0,90527.0,20.77,4.71,1081000000000.0,2022,2022-07
2023-01-06,003380,하림지주,KOSDAQ,8110.0,6671180570.0,48.54,mixed,17.129629629629626,-5.947955390334569,-31.928251121076233,2.484660657716006,-9.97474747474747,125.03082614056721,-13.193588162762026,2023-09-27,7040.0,,,,,5.31,0.36,1363100000000.0,2023,2023-01
2023-04-14,950160,코오롱티슈진,KOSDAQ,10990.0,6746717040.0,53.19,box_breakout,2.3414634146341484,-34.6417445482866,-49.68824940047961,-0.6124005943394771,-16.747337850919653,2.91173794358508,-4.185623293903551,2024-01-10,10530.0,,,,,,138.57,9041300000000.0,2023,2023-04
2021-08-30,053610,프로텍,KOSDAQ,28350.0,6813780750.0,52.07,sideways,-2.898550724637683,-2.5454545454545507,-27.173913043478258,0.10134642344626234,-7.014388489208634,23.985890652557316,9.700176366843039,2022-05-25,31100.0,49387.0,-2220.0,52026.0,5907.0,16.87,2.32,843300000000.0,2021,2021-08
2024-05-07,060370,LS마린솔루션,KOSDAQ,10303.0,6831610210.0,55.29,mixed,7.574229691876755,7.357709940735768,-19.20390473786081,1.9308143243476688,-14.350822587816802,111.68591672328448,42.0848296612637,2025-02-05,14639.0,-52228.0,24452.0,397814.0,14209.0,142.83,3.0,1925000000000.0,2024,2024-05
2022-07-07,052020,에스티큐브,KOSDAQ,6508.0,6859178188.0,40.17,V_recovery,-2.8911862624846685,-19.13030789435284,-36.16678184750057,-1.4857082472965792,-27.114427860696523,303.13460356484325,100.72218807621387,2023-03-29,13063.0,,,,,,14.87,1073500000000.0,2022,2022-07
2024-12-26,032500,케이엠더블유,KOSDAQ,9120.0,6867761280.0,51.75,mixed,4.432855280312897,-39.364118092354275,-56.1816192560175,1.9799432961736039,-18.78453038674033,69.4078947368421,36.8421052631579,2025-09-23,12480.0,76953.0,23170.0,193086.0,7877.0,,10.84,1534400000000.0,2024,2024-12
2024-12-26,032500,케이엠더블유,KOSDAQ,9120.0,6867761280.0,53.65,mixed,4.432855280312897,-39.364118092354275,-56.1816192560175,1.9799432961736039,-18.78453038674033,69.4078947368421,36.8421052631579,2025-09-23,12480.0,76953.0,23170.0,193086.0,7877.0,,10.84,1534400000000.0,2024,2024-12
2024-12-26,032500,케이엠더블유,KOSDAQ,9120.0,6867761280.0,49.67,mixed,4.432855280312897,-39.364118092354275,-56.1816192560175,1.9799432961736039,-18.78453038674033,69.4078947368421,36.8421052631579,2025-09-23,12480.0,76953.0,23170.0,193086.0,7877.0,,10.84,1534400000000.0,2024,2024-12
2024-12-26,032500,케이엠더블유,KOSDAQ,9120.0,6867761280.0,56.71,mixed,4.432855280312897,-39.364118092354275,-56.1816192560175,1.9799432961736039,-18.78453038674033,69.4078947368421,36.8421052631579,2025-09-23,12480.0,76953.0,23170.0,193086.0,7877.0,,10.84,1534400000000.0,2024,2024-12
2024-04-25,060370,LS마린솔루션,KOSDAQ,9364.0,6879159596.0,59.99,sideways,1.8821142792742052,-0.2867857930730189,-23.92493478077926,0.06921236082851637,-14.682759384342814,132.91328492097395,66.64886800512602,2025-01-22,15605.0,61544.0,20107.0,387269.0,-9716.0,142.83,3.0,1925000000000.0,2024,2024-04
2022-11-15,140860,파크시스템스,KOSDAQ,114000.0,6880128000.0,52.88,mixed,10.907237512742096,2.063789868667909,-30.700636942675164,2.2774797431918405,-11.720226843100189,81.14035087719299,66.66666666666667,2023-08-04,190000.0,39577.0,-269.0,121039.0,-56227.0,82.43,8.81,2034200000000.0,2022,2022-11
2023-06-02,122640,예스티,KOSDAQ,11500.0,6884141500.0,69.67,new_high_240,22.06896551724138,33.08270676691729,-0.1879699248120259,2.2967537649019754,-8.364661654135341,131.30434782608694,93.91304347826086,2024-02-27,22300.0,138412.0,8606.0,229244.0,30971.0,684.09,4.62,644700000000.0,2023,2023-06
2023-06-02,122640,예스티,KOSDAQ,11500.0,6884141500.0,66.71,new_high_240,22.06896551724138,33.08270676691729,-0.1879699248120259,2.2967537649019754,-8.364661654135341,131.30434782608694,93.91304347826086,2024-02-27,22300.0,138412.0,8606.0,229244.0,30971.0,684.09,4.62,644700000000.0,2023,2023-06
2023-06-02,122640,예스티,KOSDAQ,11500.0,6884141500.0,58.06,new_high_240,22.06896551724138,33.08270676691729,-0.1879699248120259,2.2967537649019754,-8.364661654135341,131.30434782608694,93.91304347826086,2024-02-27,22300.0,138412.0,8606.0,229244.0,30971.0,684.09,4.62,644700000000.0,2023,2023-06
2023-06-02,122640,예스티,KOSDAQ,11500.0,6884141500.0,73.0,new_high_240,22.06896551724138,33.08270676691729,-0.1879699248120259,2.2967537649019754,-8.364661654135341,131.30434782608694,93.91304347826086,2024-02-27,22300.0,138412.0,8606.0,229244.0,30971.0,684.09,4.62,644700000000.0,2023,2023-06
2025-05-07,059090,미코,KOSDAQ,11060.0,7043561000.0,45.78,mixed,14.903299203640508,6.652587117212239,-46.75803900896152,1.0541368701943394,-18.664047151277018,59.3128390596745,53.0741410488246,2026-01-29,16930.0,201644.0,-16560.0,37733.0,-32585.0,24.24,5.85,715100000000.0,2025,2025-05
2025-05-07,059090,미코,KOSDAQ,11060.0,7043561000.0,51.3,mixed,14.903299203640508,6.652587117212239,-46.75803900896152,1.0541368701943394,-18.664047151277018,59.3128390596745,53.0741410488246,2026-01-29,16930.0,201644.0,-16560.0,37733.0,-32585.0,24.24,5.85,715100000000.0,2025,2025-05
2025-05-07,059090,미코,KOSDAQ,11060.0,7043561000.0,50.13,mixed,14.903299203640508,6.652587117212239,-46.75803900896152,1.0541368701943394,-18.664047151277018,59.3128390596745,53.0741410488246,2026-01-29,16930.0,201644.0,-16560.0,37733.0,-32585.0,24.24,5.85,715100000000.0,2025,2025-05
2023-02-09,124500,아이티센글로벌,KOSDAQ,4545.0,7050440340.0,58.37,box_breakout,8.974358974358964,-2.5229357798165153,-27.721088435374153,1.453138225108968,-10.820895522388064,13.971397139713982,-22.33223322332233,2023-11-03,3530.0,106009.0,0.0,551996.0,-31316.0,21.15,8.44,1211300000000.0,2023,2023-02
2022-03-29,348210,넥스틴,KOSDAQ,64000.0,7087424000.0,50.55,sideways,8.849557522123884,11.818181818181817,-24.5398773006135,0.00316636569086561,-16.19496855345912,19.53125,-19.218749999999996,2022-12-16,51700.0,19330.0,12013.0,42830.0,51642.0,,4.52,696700000000.0,2022,2022-03
2024-10-31,218410,RFHIC,KOSDAQ,12940.0,7106182160.0,58.47,mixed,-8.642911296436695,-23.1014677728143,-38.0781089414183,1.4005513095125977,-18.88475836431227,131.83925811437405,107.10973724884082,2025-07-29,26800.0,-173712.0,67633.0,-117296.0,188430.0,87.62,7.3,2761600000000.0,2024,2024-10
2024-10-31,218410,RFHIC,KOSDAQ,12940.0,7106182160.0,40.82,mixed,-8.642911296436695,-23.1014677728143,-38.0781089414183,1.4005513095125977,-18.88475836431227,131.83925811437405,107.10973724884082,2025-07-29,26800.0,-173712.0,67633.0,-117296.0,188430.0,87.62,7.3,2761600000000.0,2024,2024-10
2024-02-13,033160,엠케이전자,KOSDAQ,13350.0,7221442200.0,54.63,mixed,10.315430520034097,-7.240143369175622,-25.07237984944991,0.8132227249439836,-11.888111888111885,12.35955056179776,-42.247191011235955,2024-11-08,7710.0,,,,,570.0,1.94,827100000000.0,2024,2024-02
