Date,Name,Code,Market,Close,ChangeRatio,Score,pos_252_high,past_120,slope60,chart_pattern,s10,s12,is_first_pullback,new_high_252,ret_180d,ret_365d
2025-07-30,코스모신소재,005070,KOSPI,39700.0,3.93,57.77,-72.69478198713367,-20.250521920668064,1.465999892741693,V_recovery,32.3,100,True,False,59.19395465994962,
2025-07-21,코스모신소재,005070,KOSPI,38800.0,3.33,50.81,-74.93324432576769,-32.09764918625678,-1.0049745506190089,V_recovery,36.8,70,True,False,42.2680412371134,
2025-07-17,한올바이오파마,009420,KOSPI,29900.0,13.47,54.09,-47.088353413654616,-30.657894736842106,-1.309191340094932,mixed,34.6,70,True,False,54.0133779264214,
2025-04-29,티와이홀딩스,363280,KOSPI,2825.0,22.03,56.64,-41.16899618805591,-34.6045197740113,-4.789415919808439,pullback_recovery,55.6,70,False,False,-7.433628318584071,
2025-04-28,솔루스첨단소재,336370,KOSPI,9100.0,9.24,52.74,-63.86117136659436,-31.72131147540984,-5.422762854750703,pullback_recovery,36.8,70,True,False,-14.285714285714285,
2025-04-24,애경케미칼,161000,KOSPI,7970.0,12.1,45.18,-48.84892086330935,-31.634615384615383,-1.2471423045044723,pullback_recovery,33.5,70,True,False,8.155583437892096,
2025-04-02,애경산업,018250,KOSPI,16120.0,11.17,63.56,-42.46031746031746,-22.252010723860593,2.5995624713536096,box_breakout,33.3,70,False,False,-16.129032258064516,
2025-03-21,GS글로벌,001250,KOSPI,2935.0,13.54,64.3,-40.023201856148496,-38.3054892601432,-0.8111978237214253,mixed,26.6,70,True,False,-18.739352640545146,
2025-03-20,티와이홀딩스,363280,KOSPI,2485.0,18.05,41.14,-46.505717916137236,-38.179148311306896,-3.9626980718350056,downtrend,13.0,70,True,False,14.486921529175051,
2025-03-06,LG이노텍,011070,KOSPI,177500.0,9.57,55.19,-46.35761589403974,-39.776951672862445,-0.5069823143353068,mixed,39.2,100,False,False,33.52112676056338,
2025-02-26,KG모빌리티,003620,KOSPI,4817.0,13.21,62.38,-52.0509353166554,-31.821823425733054,-1.8559111925925724,pullback_recovery,39.5,70,True,False,-32.73821880838697,
2025-02-20,토니모리,214420,KOSPI,7420.0,16.85,71.11,-59.554140127388536,-32.15811965811965,1.2270308728907937,mixed,29.1,70,True,False,17.11590296495957,
