Date,Name,Code,Market,Close,ChangeRatio,Score,pos_252_high,past_120,slope60,chart_pattern,s10,s12,is_first_pullback,new_high_252,ret_180d,ret_365d
2025-08-22,토모큐브,475960,KOSDAQ,37150.0,9.75,50.31,0.0,90.81172491544531,0.4050678599608739,new_high_240,100.0,70,True,True,17.362045760430686,
2025-08-12,에코마케팅,230360,KOSDAQ,14540.0,15.4,60.57,0.0,37.704918032786885,5.745541712384288,new_high_240,100.0,70,False,True,10.041265474552958,
2025-07-24,삼천당제약,000250,KOSDAQ,225500.0,5.62,53.08,-0.2336448598130869,25.073227885178675,3.4508793378400746,new_high_240,93.9,100,True,True,110.86474501108647,
2025-07-11,NHN KCP,060250,KOSDAQ,17780.0,11.96,61.45,0.0,112.01602136181576,9.435988903645516,new_high_240,100.0,65,False,True,-6.467941507311586,
2025-07-07,다날,064260,KOSDAQ,9710.0,14.64,49.52,0.0,149.48453608247422,19.12254346759048,new_high_240,100.0,50,False,True,-39.54685890834192,
2025-06-30,휴림로봇,090710,KOSDAQ,3495.0,11.66,52.56,0.0,128.96854425749814,4.0788747248548685,new_high_240,100.0,70,False,True,275.10729613733906,
2025-06-23,오르비텍,046120,KOSDAQ,5240.0,19.77,62.87,0.0,127.03684483653346,5.828409809739035,new_high_240,100.0,70,False,True,109.54198473282443,
2025-06-18,한글과컴퓨터,030520,KOSDAQ,34500.0,14.05,55.24,0.0,35.95505617977528,6.947015266405124,new_high_240,100.0,100,False,True,-40.0,
2025-06-16,헥토파이낸셜,234340,KOSDAQ,19352.0,21.96,59.84,0.0,76.71232876712328,4.037946567236289,new_high_240,100.0,40,False,True,92.22819346837537,
2025-06-02,태웅,044490,KOSDAQ,27500.0,20.09,58.29,0.0,112.43042671614099,2.735938984221589,new_high_240,100.0,50,False,True,29.09090909090909,
2025-05-19,마이크로컨텍솔,098120,KOSDAQ,16210.0,18.23,51.39,0.0,188.32807570977917,5.4908664368318165,new_high_240,100.0,50,False,True,35.71869216533004,
2025-05-07,인벤티지랩,389470,KOSDAQ,52900.0,12.79,52.0,0.0,185.1063829787234,7.879968357728348,new_high_240,100.0,40,False,True,50.661625708884685,
2025-05-02,디앤디파마텍,347850,KOSDAQ,18868.0,11.87,47.31,0.0,63.39856616934703,0.5020016835014668,new_high_240,100.0,40,False,True,426.28789484842065,
