Date,Name,Code,Market,Close,ChangeRatio,Score,pos_252_high,past_120,slope60,chart_pattern,s10,s12,is_first_pullback,new_high_252,ret_180d,ret_365d
2025-08-21,비에이치아이,083650,KOSDAQ,46850.0,7.7,57.76,-5.021834061135366,114.81481481481484,1.5039243309067185,V_recovery,57.0,70,True,False,55.81643543223053,
2025-08-19,토모큐브,475960,KOSDAQ,33550.0,14.51,58.87,-4.7154471544715415,64.23766816143497,-1.6254888924161117,V_recovery,78.9,70,True,False,38.00298062593144,
2025-08-14,STX엔진,077970,KOSPI,36300.0,27.59,63.88,-5.166666666666664,-5.166666666666664,0.3237376081962245,V_recovery,100.0,70,True,False,31.54269972451791,
2025-07-29,한화비전,489790,KOSPI,69300.0,13.98,56.2,-5.000000000000004,88.52713178294573,-1.8243419409778046,V_recovery,73.1,100,True,False,18.037518037518037,
2025-07-24,에이비엘바이오,298380,KOSDAQ,88600.0,17.82,54.09,-8.9588377723971,133.54037267080744,1.1503146686804888,V_recovery,63.2,65,False,False,75.95936794582393,
2025-06-17,신세계 I&C,035510,KOSPI,17210.0,14.12,55.16,-9.754637941352485,73.73271889400921,2.7621029096537075,V_recovery,72.8,100,True,False,-3.89308541545613,
2025-06-10,SBS,034120,KOSPI,29200.0,9.98,50.77,-1.6666666666666718,71.51162790697674,4.590975209509219,V_recovery,82.6,70,True,False,-41.47260273972603,
2025-06-02,아이쓰리시스템,214430,KOSDAQ,83000.0,12.77,51.13,-1.6042780748663055,85.15723270440252,4.378177575940693,V_recovery,89.3,80,True,False,27.10843373493976,
2025-05-16,디어유,376300,KOSDAQ,50000.0,7.64,58.12,-4.226804123711336,20.336787564766844,1.3803963144999754,V_recovery,50.6,70,True,False,-14.499999999999998,
2025-05-15,아스테라시스,450950,KOSDAQ,11810.0,18.22,63.09,-3.384912959381048,,-0.23418465894171697,V_recovery,73.3,100,True,False,13.039796782387809,
2025-05-13,디앤디파마텍,347850,KOSDAQ,22447.0,26.34,55.04,-5.8352766588933624,64.73806212331942,3.4480189154419763,V_recovery,100.0,80,False,False,283.12469372299194,
